Datetime (UTC),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2023-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,13.41,6.41
2023-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,13.28,6.21
2023-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,13.05,6.0
2023-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,12.64,6.0
2023-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,12.32,6.21
2023-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,12.21,6.28
2023-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,11.84,6.0
2023-01-01 07:00:00,0.0,0.0,5.13,0.08,0.13,11.62,5.79
2023-01-01 08:00:00,17.35,0.0,33.26,0.5,6.8,11.55,5.72
2023-01-01 09:00:00,39.63,0.0,61.44,0.92,11.87,12.1,5.66
2023-01-01 10:00:00,44.45,0.0,67.41,1.01,14.96,12.74,5.59
2023-01-01 11:00:00,37.26,0.0,58.76,0.88,15.8,12.95,5.45
2023-01-01 12:00:00,55.88,0.0,81.01,1.22,14.31,12.67,5.03
2023-01-01 13:00:00,48.6,0.0,72.4,1.09,10.63,12.71,4.83
2023-01-01 14:00:00,15.28,0.0,30.58,0.46,5.08,12.55,4.55
2023-01-01 15:00:00,0.0,0.0,0.0,0.0,-1.97,11.96,4.07
2023-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,11.27,3.59
2023-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,11.02,3.17
2023-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,10.98,2.97
2023-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,11.09,2.48
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,10.83,2.55
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,10.24,2.9
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,10.65,3.52
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,11.54,4.34
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,12.09,4.76
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,12.08,4.55
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,11.69,4.34
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,11.52,4.55
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,11.37,4.34
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,10.94,4.21
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,10.73,4.28
2023-01-02 07:00:00,0.03,0.0,5.66,0.09,0.14,11.55,4.34
2023-01-02 08:00:00,20.92,0.0,37.94,0.57,6.83,11.29,4.34
2023-01-02 09:00:00,41.5,0.0,63.62,0.96,11.92,11.73,4.9
2023-01-02 10:00:00,55.9,0.0,80.74,1.21,15.03,11.81,5.38
2023-01-02 11:00:00,51.51,0.0,75.43,1.13,15.89,11.37,5.38
2023-01-02 12:00:00,50.86,0.0,74.63,1.12,14.42,11.23,5.31
2023-01-02 13:00:00,38.25,0.0,59.61,0.9,10.75,11.39,5.17
2023-01-02 14:00:00,10.7,0.0,24.03,0.36,5.2,11.12,4.9
2023-01-02 15:00:00,0.0,0.0,0.0,0.0,-1.84,10.52,4.62
2023-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,9.93,4.21
2023-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,9.56,3.93
2023-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,9.15,3.66
2023-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,8.95,3.79
2023-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,8.61,3.86
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,8.18,4.0
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,7.49,3.79
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,6.79,3.66
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,6.49,3.59
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,6.37,3.52
2023-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,6.27,3.31
2023-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,6.08,3.24
2023-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,5.96,3.31
2023-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,5.75,3.24
2023-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,5.61,3.24
2023-01-03 07:00:00,0.0,0.0,4.1,0.06,0.17,5.6,2.97
2023-01-03 08:00:00,17.05,0.0,32.14,0.48,6.87,5.46,2.9
2023-01-03 09:00:00,38.33,0.0,58.45,0.88,11.98,5.68,3.1
2023-01-03 10:00:00,48.7,0.0,70.66,1.06,15.11,5.93,3.38
2023-01-03 11:00:00,61.97,0.0,86.0,1.29,15.99,6.33,4.07
2023-01-03 12:00:00,63.66,0.0,88.19,1.33,14.53,7.05,3.93
2023-01-03 13:00:00,44.23,0.0,65.8,0.99,10.87,7.36,3.59
2023-01-03 14:00:00,14.64,0.0,29.16,0.44,5.33,7.43,3.1
2023-01-03 15:00:00,0.0,0.0,0.0,0.0,-1.71,7.03,2.83
2023-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,6.53,2.97
2023-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,6.48,3.17
2023-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,6.49,3.24
2023-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,5.84,3.17
2023-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,5.51,3.31
2023-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,5.43,3.45
2023-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,5.53,3.72
2023-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,5.5,4.14
2023-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,5.55,4.41
2023-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,5.5,4.62
2023-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,5.74,5.1
2023-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,5.73,5.24
2023-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,5.63,5.38
2023-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,5.65,5.72
2023-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,5.84,6.0
2023-01-04 07:00:00,0.0,0.0,1.6,0.02,0.2,5.7,6.55
2023-01-04 08:00:00,3.1,0.0,11.9,0.18,6.92,5.89,6.76
2023-01-04 09:00:00,9.98,0.0,22.6,0.34,12.04,6.31,6.76
2023-01-04 10:00:00,19.48,0.0,35.44,0.53,15.19,6.88,7.03
2023-01-04 11:00:00,14.06,0.0,28.35,0.43,16.09,7.4,7.24
2023-01-04 12:00:00,13.67,0.0,27.86,0.42,14.65,7.76,7.03
2023-01-04 13:00:00,2.06,0.0,10.08,0.15,11.0,8.2,7.17
2023-01-04 14:00:00,0.02,0.0,5.57,0.08,5.47,8.49,7.31
2023-01-04 15:00:00,0.0,0.0,0.0,0.0,-1.57,8.8,7.24
2023-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,8.96,7.17
2023-01-04 17:00:00,0.0,0.0,0.0,0.0,0.0,9.11,7.03
2023-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,9.21,6.9
2023-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,8.95,6.83
2023-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,9.23,7.24
2023-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,9.47,7.52
2023-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,9.23,7.45
2023-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,9.02,7.31
2023-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,8.77,6.83
2023-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,8.81,6.34
2023-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,8.45,6.14
2023-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,8.29,6.0
2023-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,8.33,6.28
2023-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,8.43,6.0
2023-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,8.22,5.79
2023-01-05 07:00:00,0.0,0.0,3.97,0.06,0.24,8.02,6.0
2023-01-05 08:00:00,12.27,0.0,25.95,0.39,6.97,7.83,5.93
2023-01-05 09:00:00,38.12,0.0,58.67,0.88,12.11,8.12,6.34
2023-01-05 10:00:00,41.61,0.0,62.91,0.95,15.29,8.41,5.66
2023-01-05 11:00:00,37.97,0.0,58.67,0.88,16.2,8.77,4.97
2023-01-05 12:00:00,44.53,0.0,66.52,1.0,14.77,8.94,5.03
2023-01-05 13:00:00,22.21,0.0,39.23,0.59,11.14,8.83,5.59
2023-01-05 14:00:00,6.04,0.0,16.9,0.25,5.61,8.65,5.1
2023-01-05 15:00:00,0.0,0.0,0.0,0.0,-1.42,8.33,4.34
2023-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,7.96,3.93
2023-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,7.6,3.72
2023-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,7.65,3.45
2023-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,7.63,3.31
2023-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,7.58,3.1
2023-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,7.61,2.76
2023-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,7.55,2.34
2023-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,7.59,2.41
2023-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,7.71,2.55
2023-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,7.88,2.55
2023-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,8.04,2.48
2023-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,8.26,2.69
2023-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,8.49,2.69
2023-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,8.61,2.48
2023-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,8.73,2.83
2023-01-06 07:00:00,0.0,0.0,0.98,0.01,0.29,8.88,3.59
2023-01-06 08:00:00,3.79,0.0,13.24,0.2,7.03,9.07,4.41
2023-01-06 09:00:00,25.06,0.0,42.89,0.64,12.19,9.04,4.62
2023-01-06 10:00:00,36.99,0.0,57.56,0.86,15.39,9.04,4.9
2023-01-06 11:00:00,33.66,0.0,53.54,0.8,16.32,9.15,4.9
2023-01-06 12:00:00,21.46,0.0,38.34,0.58,14.9,9.28,5.17
2023-01-06 13:00:00,11.32,0.0,24.74,0.37,11.28,9.17,5.24
2023-01-06 14:00:00,5.63,0.0,16.27,0.24,5.76,9.22,5.17
2023-01-06 15:00:00,0.0,0.0,0.0,0.0,-1.27,9.19,5.17
2023-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,8.91,4.07
2023-01-06 17:00:00,0.0,0.0,0.0,0.0,0.0,8.7,3.66
2023-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,8.64,3.59
2023-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,8.43,3.72
2023-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,8.28,3.72
2023-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,8.21,3.59
2023-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,8.16,3.52
2023-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,8.28,3.45
2023-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,8.38,3.31
2023-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,8.29,3.1
2023-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,8.33,3.17
2023-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,8.22,3.31
2023-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,7.85,3.24
2023-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,7.56,3.1
2023-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,7.28,2.97
2023-01-07 07:00:00,0.33,0.0,6.38,0.1,0.34,6.93,2.69
2023-01-07 08:00:00,21.4,0.0,37.94,0.57,7.1,6.77,2.48
2023-01-07 09:00:00,32.53,0.0,51.85,0.78,12.28,7.29,2.48
2023-01-07 10:00:00,49.71,0.0,72.49,1.09,15.49,8.09,2.48
2023-01-07 11:00:00,50.29,0.0,73.29,1.1,16.44,8.57,2.83
2023-01-07 12:00:00,46.17,0.0,68.57,1.03,15.04,9.1,3.31
2023-01-07 13:00:00,26.32,0.0,44.54,0.67,11.43,9.33,3.31
2023-01-07 14:00:00,11.38,0.0,24.83,0.37,5.91,9.15,3.1
2023-01-07 15:00:00,0.0,0.0,0.0,0.0,-1.11,8.22,2.97
2023-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,7.11,3.1
2023-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,6.61,3.38
2023-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,6.31,3.52
2023-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,7.1,3.86
2023-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,6.98,3.86
2023-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,6.37,3.86
2023-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,6.48,3.93
2023-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,6.75,4.0
2023-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,6.65,3.93
2023-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,6.75,3.79
2023-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,6.59,3.59
2023-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,6.38,3.45
2023-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,6.22,3.38
2023-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,6.13,3.59
2023-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,6.31,3.38
2023-01-08 07:00:00,0.0,0.0,2.32,0.03,0.4,6.72,3.52
2023-01-08 08:00:00,1.4,0.0,8.74,0.13,7.18,6.92,3.66
2023-01-08 09:00:00,12.69,0.0,26.48,0.4,12.38,7.23,3.86
2023-01-08 10:00:00,38.78,0.0,59.38,0.89,15.61,7.55,3.93
2023-01-08 11:00:00,34.97,0.0,54.93,0.83,16.58,8.05,3.86
2023-01-08 12:00:00,32.95,0.0,52.56,0.79,15.19,8.44,3.72
2023-01-08 13:00:00,25.05,0.0,42.8,0.64,11.58,8.52,4.07
2023-01-08 14:00:00,16.08,0.0,31.21,0.47,6.07,8.55,3.86
2023-01-08 15:00:00,0.0,0.0,0.0,0.0,-0.95,8.32,3.79
2023-01-08 16:00:00,0.0,0.0,0.0,0.0,0.0,7.75,3.72
2023-01-08 17:00:00,0.0,0.0,0.0,0.0,0.0,7.34,3.72
2023-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,7.09,3.45
2023-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,6.67,3.45
2023-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,6.37,3.17
2023-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,5.89,3.03
2023-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,5.46,2.69
2023-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,4.93,2.62
2023-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,4.73,3.1
2023-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,4.89,3.66
2023-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,5.04,4.07
2023-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,5.21,4.21
2023-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,5.09,4.07
2023-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,5.02,3.79
2023-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,5.18,3.66
2023-01-09 07:00:00,0.0,0.0,3.7,0.06,0.46,6.03,4.34
2023-01-09 08:00:00,16.12,0.0,30.94,0.46,7.26,5.73,4.55
2023-01-09 09:00:00,42.39,0.0,63.13,0.95,12.48,5.46,4.69
2023-01-09 10:00:00,53.81,0.0,76.37,1.15,15.73,5.62,5.45
2023-01-09 11:00:00,56.34,0.0,79.31,1.19,16.72,5.9,6.62
2023-01-09 12:00:00,46.77,0.0,68.39,1.03,15.34,6.2,6.28
2023-01-09 13:00:00,30.24,0.0,48.86,0.73,11.74,6.56,5.45
2023-01-09 14:00:00,11.58,0.0,24.88,0.37,6.24,6.44,3.72
2023-01-09 15:00:00,0.0,0.0,0.0,0.0,-0.78,5.85,3.52
2023-01-09 16:00:00,0.0,0.0,0.0,0.0,0.0,5.28,3.79
2023-01-09 17:00:00,0.0,0.0,0.0,0.0,0.0,5.11,4.0
2023-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,4.95,4.0
2023-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,5.1,4.0
2023-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,4.99,3.72
2023-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,4.7,3.66
2023-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,4.43,3.59
2023-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,4.31,3.59
2023-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,4.33,3.66
2023-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,4.38,3.72
2023-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,4.41,3.79
2023-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,4.35,3.93
2023-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,4.36,4.0
2023-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,4.25,3.79
2023-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,4.15,3.66
2023-01-10 07:00:00,0.0,0.0,3.79,0.06,0.54,4.28,3.66
2023-01-10 08:00:00,15.65,0.0,30.18,0.45,7.35,4.39,3.38
2023-01-10 09:00:00,42.21,0.0,62.73,0.94,12.59,4.52,3.52
2023-01-10 10:00:00,42.08,0.0,62.64,0.94,15.86,4.86,4.07
2023-01-10 11:00:00,55.67,0.0,78.42,1.18,16.86,5.19,4.41
2023-01-10 12:00:00,45.95,0.0,67.28,1.01,15.5,5.41,4.48
2023-01-10 13:00:00,35.65,0.0,55.19,0.83,11.91,5.49,4.07
2023-01-10 14:00:00,16.18,0.0,30.99,0.47,6.41,5.36,4.0
2023-01-10 15:00:00,0.0,0.0,0.0,0.0,-0.61,4.7,3.93
2023-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,4.16,3.72
2023-01-10 17:00:00,0.0,0.0,0.0,0.0,0.0,4.03,3.79
2023-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,3.96,4.07
2023-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,4.01,4.28
2023-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,4.06,4.55
2023-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,4.07,4.97
2023-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,3.87,5.17
2023-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,3.81,5.31
2023-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,3.88,5.31
2023-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,4.07,5.24
2023-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,4.55,5.1
2023-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,5.08,5.03
2023-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,5.65,5.03
2023-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,6.22,5.1
2023-01-11 06:00:00,0.0,0.0,0.0,0.0,0.0,6.81,5.24
2023-01-11 07:00:00,0.0,0.0,1.83,0.03,0.62,6.59,5.03
2023-01-11 08:00:00,0.41,0.0,6.55,0.1,7.45,7.07,5.1
2023-01-11 09:00:00,2.91,0.0,11.64,0.17,12.71,7.47,5.1
2023-01-11 10:00:00,4.44,0.0,14.27,0.21,15.99,7.75,5.1
2023-01-11 11:00:00,4.27,0.0,14.0,0.21,17.02,8.02,4.9
2023-01-11 12:00:00,4.91,0.0,15.07,0.23,15.67,8.17,4.62
2023-01-11 13:00:00,3.4,0.0,12.53,0.19,12.08,8.23,4.62
2023-01-11 14:00:00,3.2,0.0,12.17,0.18,6.58,8.26,4.34
2023-01-11 15:00:00,0.0,0.0,0.0,0.0,-0.43,7.98,3.86
2023-01-11 16:00:00,0.0,0.0,0.0,0.0,0.0,7.25,4.0
2023-01-11 17:00:00,0.0,0.0,0.0,0.0,0.0,6.52,3.93
2023-01-11 18:00:00,0.0,0.0,0.0,0.0,0.0,6.14,4.0
2023-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,6.01,4.28
2023-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,5.86,4.55
2023-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,5.55,4.69
2023-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,5.43,4.9
2023-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,5.11,5.24
2023-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,4.91,5.66
2023-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,5.14,6.14
2023-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,5.56,6.48
2023-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,5.71,6.41
2023-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,5.93,6.34
2023-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,6.08,6.34
2023-01-12 06:00:00,0.0,0.0,0.0,0.0,0.0,6.16,6.41
2023-01-12 07:00:00,0.0,0.0,3.3,0.05,0.7,6.67,6.69
2023-01-12 08:00:00,7.37,0.0,18.81,0.28,7.55,6.78,7.03
2023-01-12 09:00:00,12.17,0.0,25.68,0.39,12.83,6.54,7.45
2023-01-12 10:00:00,23.03,0.0,39.9,0.6,16.14,6.5,7.72
2023-01-12 11:00:00,13.95,0.0,28.13,0.42,17.18,6.65,7.45
2023-01-12 12:00:00,16.88,0.0,32.06,0.48,15.84,6.88,7.24
2023-01-12 13:00:00,7.82,0.0,19.53,0.29,12.26,7.23,6.97
2023-01-12 14:00:00,1.7,0.0,9.36,0.14,6.77,7.43,6.76
2023-01-12 15:00:00,0.0,0.0,0.0,0.0,-0.25,7.57,6.55
2023-01-12 16:00:00,0.0,0.0,0.0,0.0,0.0,7.63,6.34
2023-01-12 17:00:00,0.0,0.0,0.0,0.0,0.0,7.7,6.34
2023-01-12 18:00:00,0.0,0.0,0.0,0.0,0.0,7.77,6.41
2023-01-12 19:00:00,0.0,0.0,0.0,0.0,0.0,7.88,6.41
2023-01-12 20:00:00,0.0,0.0,0.0,0.0,0.0,7.95,6.55
2023-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0,8.0,6.62
2023-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0,8.06,6.62
2023-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0,8.08,6.62
2023-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,8.08,6.48
2023-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0,8.21,6.28
2023-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0,8.29,6.0
2023-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0,8.38,5.93
2023-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0,8.35,5.93
2023-01-13 05:00:00,0.0,0.0,0.0,0.0,0.0,8.35,6.07
2023-01-13 06:00:00,0.0,0.0,0.0,0.0,0.0,7.99,5.93
2023-01-13 07:00:00,0.0,0.0,1.52,0.02,0.8,8.0,5.52
2023-01-13 08:00:00,4.09,0.0,13.69,0.21,7.66,7.69,5.52
2023-01-13 09:00:00,18.61,0.0,34.42,0.52,12.96,7.61,5.24
2023-01-13 10:00:00,38.02,0.0,58.4,0.88,16.29,7.38,5.31
2023-01-13 11:00:00,60.12,0.0,84.17,1.26,17.34,7.41,5.59
2023-01-13 12:00:00,47.42,0.0,69.55,1.05,16.02,7.64,5.66
2023-01-13 13:00:00,33.53,0.0,53.05,0.8,12.45,7.63,6.07
2023-01-13 14:00:00,14.26,0.0,28.62,0.43,6.95,7.29,6.34
2023-01-13 15:00:00,0.0,0.0,0.0,0.0,-0.07,6.67,5.66
2023-01-13 16:00:00,0.0,0.0,0.0,0.0,0.0,6.21,5.66
2023-01-13 17:00:00,0.0,0.0,0.0,0.0,0.0,6.03,5.52
2023-01-13 18:00:00,0.0,0.0,0.0,0.0,0.0,6.15,5.66
2023-01-13 19:00:00,0.0,0.0,0.0,0.0,0.0,5.75,5.52
2023-01-13 20:00:00,0.0,0.0,0.0,0.0,0.0,5.34,5.38
2023-01-13 21:00:00,0.0,0.0,0.0,0.0,0.0,5.43,5.52
2023-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0,5.38,5.52
2023-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0,5.4,5.45
2023-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,5.34,5.38
2023-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0,5.06,5.17
2023-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0,4.92,5.03
2023-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0,4.81,4.97
2023-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0,4.79,4.83
2023-01-14 05:00:00,0.0,0.0,0.0,0.0,0.0,4.53,4.62
2023-01-14 06:00:00,0.0,0.0,0.0,0.0,0.0,4.26,4.14
2023-01-14 07:00:00,0.78,0.0,7.36,0.11,0.9,4.11,4.21
2023-01-14 08:00:00,22.16,0.0,38.52,0.58,7.78,4.33,4.28
2023-01-14 09:00:00,37.97,0.0,57.78,0.87,13.1,4.82,4.62
2023-01-14 10:00:00,54.54,0.0,77.17,1.16,16.45,5.46,5.24
2023-01-14 11:00:00,30.15,0.0,48.64,0.73,17.52,6.06,6.76
2023-01-14 12:00:00,23.6,0.0,40.57,0.61,16.21,6.06,5.31
2023-01-14 13:00:00,27.26,0.0,45.16,0.68,12.64,6.36,5.79
2023-01-14 14:00:00,5.29,0.0,15.6,0.23,7.15,6.81,6.28
2023-01-14 15:00:00,0.0,0.0,1.38,0.02,0.13,6.86,6.62
2023-01-14 16:00:00,0.0,0.0,0.0,0.0,0.0,7.02,6.83
2023-01-14 17:00:00,0.0,0.0,0.0,0.0,0.0,7.2,6.9
2023-01-14 18:00:00,0.0,0.0,0.0,0.0,0.0,7.4,7.03
2023-01-14 19:00:00,0.0,0.0,0.0,0.0,0.0,7.41,6.97
2023-01-14 20:00:00,0.0,0.0,0.0,0.0,0.0,7.59,7.17
2023-01-14 21:00:00,0.0,0.0,0.0,0.0,0.0,7.87,6.97
2023-01-14 22:00:00,0.0,0.0,0.0,0.0,0.0,8.33,6.76
2023-01-14 23:00:00,0.0,0.0,0.0,0.0,0.0,8.7,6.62
2023-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,8.86,6.69
2023-01-15 01:00:00,0.0,0.0,0.0,0.0,0.0,8.86,6.76
2023-01-15 02:00:00,0.0,0.0,0.0,0.0,0.0,8.91,6.28
2023-01-15 03:00:00,0.0,0.0,0.0,0.0,0.0,8.59,5.79
