Datetime (UTC),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m
2023-02-20 21:00:00,0.0,0.0,0.0,0.0,0.0,7.19,4.83
2023-02-20 22:00:00,0.0,0.0,0.0,0.0,0.0,7.11,4.83
2023-02-20 23:00:00,0.0,0.0,0.0,0.0,0.0,7.05,4.83
2023-02-21 00:00:00,0.0,0.0,0.0,0.0,0.0,7.06,4.76
2023-02-21 01:00:00,0.0,0.0,0.0,0.0,0.0,7.01,4.69
2023-02-21 02:00:00,0.0,0.0,0.0,0.0,0.0,6.98,4.62
2023-02-21 03:00:00,0.0,0.0,0.0,0.0,0.0,7.0,4.55
2023-02-21 04:00:00,0.0,0.0,0.0,0.0,0.0,7.01,4.48
2023-02-21 05:00:00,0.0,0.0,0.0,0.0,0.0,6.99,4.48
2023-02-21 06:00:00,0.0,0.0,2.67,0.04,0.61,6.81,4.41
2023-02-21 07:00:00,10.84,0.0,23.9,0.36,9.21,7.25,4.48
2023-02-21 08:00:00,36.88,0.0,57.11,0.86,16.78,7.5,3.66
2023-02-21 09:00:00,54.36,0.0,77.75,1.17,22.83,7.99,4.97
2023-02-21 10:00:00,62.51,0.0,87.29,1.31,26.81,8.37,4.55
2023-02-21 11:00:00,97.73,0.0,127.46,1.92,28.27,8.86,4.28
2023-02-21 12:00:00,84.35,0.0,112.71,1.69,27.02,9.54,4.21
2023-02-21 13:00:00,78.33,0.0,106.06,1.59,23.22,9.95,3.93
2023-02-21 14:00:00,51.33,0.0,74.94,1.13,17.31,10.16,3.52
2023-02-21 15:00:00,18.01,0.0,33.97,0.51,9.84,10.08,2.9
2023-02-21 16:00:00,0.0,0.0,4.28,0.06,1.31,9.71,2.41
2023-02-21 17:00:00,0.0,0.0,0.0,0.0,0.0,8.95,1.79
2023-02-21 18:00:00,0.0,0.0,0.0,0.0,0.0,8.36,1.31
2023-02-21 19:00:00,0.0,0.0,0.0,0.0,0.0,8.17,1.31
2023-02-21 20:00:00,0.0,0.0,0.0,0.0,0.0,7.62,1.03
2023-02-21 21:00:00,0.0,0.0,0.0,0.0,0.0,7.39,0.76
2023-02-21 22:00:00,0.0,0.0,0.0,0.0,0.0,7.0,0.83
2023-02-21 23:00:00,0.0,0.0,0.0,0.0,0.0,6.52,0.9
2023-02-22 00:00:00,0.0,0.0,0.0,0.0,0.0,6.11,1.03
2023-02-22 01:00:00,0.0,0.0,0.0,0.0,0.0,5.95,1.03
2023-02-22 02:00:00,0.0,0.0,0.0,0.0,0.0,5.53,1.03
2023-02-22 03:00:00,0.0,0.0,0.0,0.0,0.0,5.11,1.1
2023-02-22 04:00:00,0.0,0.0,0.0,0.0,0.0,4.6,1.24
2023-02-22 05:00:00,0.0,0.0,0.0,0.0,0.0,4.05,1.31
2023-02-22 06:00:00,1.37,0.0,8.6,0.13,0.92,3.87,1.31
2023-02-22 07:00:00,36.81,0.0,56.26,0.85,9.52,3.55,1.03
2023-02-22 08:00:00,79.34,0.0,105.57,1.59,17.11,5.23,1.1
2023-02-22 09:00:00,108.53,0.0,138.88,2.09,23.17,6.54,1.45
2023-02-22 10:00:00,96.44,0.0,125.99,1.89,27.17,8.2,2.34
2023-02-22 11:00:00,86.21,0.0,115.6,1.74,28.64,10.6,2.21
2023-02-22 12:00:00,103.96,0.0,136.65,2.05,27.37,11.95,2.07
2023-02-22 13:00:00,87.15,0.0,117.79,1.77,23.55,12.74,1.86
2023-02-22 14:00:00,75.75,0.0,104.73,1.57,17.62,13.15,1.93
2023-02-22 15:00:00,39.64,0.0,61.79,0.93,10.13,12.99,1.86
2023-02-22 16:00:00,3.09,0.0,12.13,0.18,1.58,11.83,1.86
2023-02-22 17:00:00,0.0,0.0,0.0,0.0,0.0,10.22,1.79
2023-02-22 18:00:00,0.0,0.0,0.0,0.0,0.0,8.52,1.52
2023-02-22 19:00:00,0.0,0.0,0.0,0.0,0.0,7.35,1.52
2023-02-22 20:00:00,0.0,0.0,0.0,0.0,0.0,6.7,1.52
2023-02-22 21:00:00,0.0,0.0,0.0,0.0,0.0,6.13,1.59
2023-02-22 22:00:00,0.0,0.0,0.0,0.0,0.0,5.86,1.52
2023-02-22 23:00:00,0.0,0.0,0.0,0.0,0.0,5.48,1.52
2023-02-23 00:00:00,0.0,0.0,0.0,0.0,0.0,5.21,1.38
2023-02-23 01:00:00,0.0,0.0,0.0,0.0,0.0,5.0,1.31
2023-02-23 02:00:00,0.0,0.0,0.0,0.0,0.0,4.76,1.24
2023-02-23 03:00:00,0.0,0.0,0.0,0.0,0.0,4.43,1.24
2023-02-23 04:00:00,0.0,0.0,0.0,0.0,0.0,4.3,1.24
2023-02-23 05:00:00,0.0,0.0,0.0,0.0,0.0,4.24,1.17
2023-02-23 06:00:00,0.33,0.0,6.33,0.1,1.22,4.54,1.1
2023-02-23 07:00:00,31.29,0.0,49.8,0.75,9.84,4.18,0.9
2023-02-23 08:00:00,62.54,0.0,86.76,1.3,17.45,5.77,0.83
2023-02-23 09:00:00,83.95,0.0,111.81,1.68,23.53,7.44,0.9
2023-02-23 10:00:00,97.89,0.0,127.91,1.92,27.54,8.33,1.45
2023-02-23 11:00:00,106.89,0.0,138.21,2.08,29.0,8.84,2.0
2023-02-23 12:00:00,69.9,0.0,96.34,1.45,27.73,9.3,2.07
2023-02-23 13:00:00,39.74,0.0,60.99,0.92,23.89,9.23,2.21
2023-02-23 14:00:00,45.34,0.0,67.63,1.02,17.93,8.99,1.86
2023-02-23 15:00:00,16.6,0.0,31.97,0.48,10.42,8.93,2.07
2023-02-23 16:00:00,0.27,0.0,6.24,0.09,1.86,8.44,2.14
2023-02-23 17:00:00,0.0,0.0,0.0,0.0,0.0,7.52,2.41
2023-02-23 18:00:00,0.0,0.0,0.0,0.0,0.0,7.05,2.28
2023-02-23 19:00:00,0.0,0.0,0.0,0.0,0.0,7.11,1.59
2023-02-23 20:00:00,0.0,0.0,0.0,0.0,0.0,6.83,1.72
2023-02-23 21:00:00,0.0,0.0,0.0,0.0,0.0,6.52,1.72
2023-02-23 22:00:00,0.0,0.0,0.0,0.0,0.0,6.26,1.79
2023-02-23 23:00:00,0.0,0.0,0.0,0.0,0.0,6.06,1.72
2023-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,5.9,1.72
2023-02-24 01:00:00,0.0,0.0,0.0,0.0,0.0,5.76,1.79
2023-02-24 02:00:00,0.0,0.0,0.0,0.0,0.0,5.4,1.79
2023-02-24 03:00:00,0.0,0.0,0.0,0.0,0.0,4.87,1.72
2023-02-24 04:00:00,0.0,0.0,0.0,0.0,0.0,4.18,2.0
2023-02-24 05:00:00,0.0,0.0,0.0,0.0,0.0,3.79,2.0
2023-02-24 06:00:00,0.0,0.0,2.72,0.04,1.54,3.53,2.0
2023-02-24 07:00:00,13.23,0.0,26.84,0.4,10.17,3.16,2.34
2023-02-24 08:00:00,42.73,0.0,63.04,0.95,17.79,3.16,2.55
2023-02-24 09:00:00,84.02,0.0,109.72,1.65,23.88,3.62,3.59
2023-02-24 10:00:00,137.79,0.0,168.84,2.54,27.9,4.42,5.24
2023-02-24 11:00:00,154.03,0.0,186.94,2.81,29.37,5.12,5.79
2023-02-24 12:00:00,105.58,0.0,134.15,2.02,28.08,5.35,5.38
2023-02-24 13:00:00,62.67,0.0,86.18,1.29,24.22,4.68,4.9
2023-02-24 14:00:00,28.01,0.0,45.65,0.69,18.25,3.69,4.14
2023-02-24 15:00:00,6.93,0.0,17.88,0.27,10.71,2.29,4.07
2023-02-24 16:00:00,0.0,0.0,2.85,0.04,2.13,1.83,5.31
2023-02-24 17:00:00,0.0,0.0,0.0,0.0,0.0,1.63,4.48
2023-02-24 18:00:00,0.0,0.0,0.0,0.0,0.0,1.85,4.48
2023-02-24 19:00:00,0.0,0.0,0.0,0.0,0.0,2.13,4.55
2023-02-24 20:00:00,0.0,0.0,0.0,0.0,0.0,1.82,4.62
2023-02-24 21:00:00,0.0,0.0,0.0,0.0,0.0,1.5,4.48
2023-02-24 22:00:00,0.0,0.0,0.0,0.0,0.0,1.75,4.41
2023-02-24 23:00:00,0.0,0.0,0.0,0.0,0.0,1.8,4.69
2023-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,1.63,4.83
2023-02-25 01:00:00,0.0,0.0,0.0,0.0,0.0,1.53,4.76
2023-02-25 02:00:00,0.0,0.0,0.0,0.0,0.0,1.62,4.76
2023-02-25 03:00:00,0.0,0.0,0.0,0.0,0.0,1.62,5.52
2023-02-25 04:00:00,0.0,0.0,0.0,0.0,0.0,1.41,5.45
2023-02-25 05:00:00,0.0,0.0,0.0,0.0,0.0,1.19,4.97
2023-02-25 06:00:00,1.66,0.0,9.09,0.14,1.85,0.98,4.9
2023-02-25 07:00:00,32.57,0.0,50.65,0.76,10.49,1.14,4.55
2023-02-25 08:00:00,54.82,0.0,76.42,1.15,18.13,1.64,3.66
2023-02-25 09:00:00,84.22,0.0,109.27,1.64,24.24,2.1,3.59
2023-02-25 10:00:00,110.55,0.0,138.16,2.08,28.27,2.39,3.86
2023-02-25 11:00:00,127.12,0.0,156.35,2.35,29.74,2.72,4.0
2023-02-25 12:00:00,132.09,0.0,161.66,2.43,28.44,2.64,4.14
2023-02-25 13:00:00,107.64,0.0,134.91,2.03,24.56,2.36,4.28
2023-02-25 14:00:00,76.67,0.0,100.94,1.52,18.56,2.2,4.14
2023-02-25 15:00:00,34.99,0.0,53.63,0.81,11.0,1.82,4.34
2023-02-25 16:00:00,3.57,0.0,12.53,0.19,2.41,0.89,4.21
2023-02-25 17:00:00,0.0,0.0,0.0,0.0,0.0,0.23,3.86
2023-02-25 18:00:00,0.0,0.0,0.0,0.0,0.0,-0.26,3.52
2023-02-25 19:00:00,0.0,0.0,0.0,0.0,0.0,-0.92,3.72
2023-02-25 20:00:00,0.0,0.0,0.0,0.0,0.0,-1.31,3.38
2023-02-25 21:00:00,0.0,0.0,0.0,0.0,0.0,-1.65,2.97
2023-02-25 22:00:00,0.0,0.0,0.0,0.0,0.0,-1.93,2.9
2023-02-25 23:00:00,0.0,0.0,0.0,0.0,0.0,-2.32,2.9
2023-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,-2.55,2.9
2023-02-26 01:00:00,0.0,0.0,0.0,0.0,0.0,-2.73,2.9
2023-02-26 02:00:00,0.0,0.0,0.0,0.0,0.0,-2.85,2.9
2023-02-26 03:00:00,0.0,0.0,0.0,0.0,0.0,-2.73,2.69
2023-02-26 04:00:00,0.0,0.0,0.0,0.0,0.0,-2.65,2.76
2023-02-26 05:00:00,0.0,0.0,0.0,0.0,0.0,-2.6,3.03
2023-02-26 06:00:00,1.71,0.0,9.09,0.14,2.17,-2.63,3.38
2023-02-26 07:00:00,30.85,0.0,48.02,0.72,10.82,-2.16,4.14
2023-02-26 08:00:00,60.59,0.0,81.77,1.23,18.48,-1.65,4.97
2023-02-26 09:00:00,109.56,0.0,135.13,2.03,24.61,-0.85,4.9
2023-02-26 10:00:00,115.2,0.0,141.69,2.13,28.65,0.01,4.76
2023-02-26 11:00:00,127.53,0.55,153.62,4.35,30.12,0.61,4.55
2023-02-26 12:00:00,142.64,0.0,171.87,2.58,28.8,1.12,4.69
2023-02-26 13:00:00,98.11,0.0,123.9,1.86,24.9,1.14,4.41
2023-02-26 14:00:00,75.34,0.0,98.97,1.49,18.87,1.03,4.55
2023-02-26 15:00:00,46.09,0.0,66.25,1.0,11.3,0.79,4.34
2023-02-26 16:00:00,4.18,0.0,13.51,0.2,2.68,0.44,3.59
2023-02-26 17:00:00,0.0,0.0,0.0,0.0,0.0,-0.6,2.9
2023-02-26 18:00:00,0.0,0.0,0.0,0.0,0.0,-1.39,2.48
2023-02-26 19:00:00,0.0,0.0,0.0,0.0,0.0,-1.96,2.21
2023-02-26 20:00:00,0.0,0.0,0.0,0.0,0.0,-2.42,2.21
2023-02-26 21:00:00,0.0,0.0,0.0,0.0,0.0,-2.75,2.21
2023-02-26 22:00:00,0.0,0.0,0.0,0.0,0.0,-3.05,2.14
2023-02-26 23:00:00,0.0,0.0,0.0,0.0,0.0,-3.23,2.07
2023-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,-3.64,2.0
2023-02-27 01:00:00,0.0,0.0,0.0,0.0,0.0,-3.73,2.0
2023-02-27 02:00:00,0.0,0.0,0.0,0.0,0.0,-3.95,1.93
2023-02-27 03:00:00,0.0,0.0,0.0,0.0,0.0,-3.91,1.93
2023-02-27 04:00:00,0.0,0.0,0.0,0.0,0.0,-3.57,1.93
2023-02-27 05:00:00,0.0,0.0,0.0,0.0,0.0,-3.01,1.93
2023-02-27 06:00:00,3.71,0.0,12.62,0.19,2.49,-2.6,1.86
2023-02-27 07:00:00,35.16,0.0,52.92,0.8,11.16,-3.11,1.52
2023-02-27 08:00:00,64.05,0.0,85.87,1.29,18.83,-1.43,1.86
2023-02-27 09:00:00,80.4,0.0,104.19,1.57,24.97,-0.06,3.31
2023-02-27 10:00:00,106.91,1.92,131.16,4.68,29.02,1.12,4.07
2023-02-27 11:00:00,134.77,1.91,162.5,4.2,30.49,1.85,4.0
2023-02-27 12:00:00,151.75,0.17,181.97,3.51,29.17,2.11,3.93
2023-02-27 13:00:00,123.87,0.0,152.56,2.29,25.24,2.15,3.52
2023-02-27 14:00:00,68.47,0.0,91.84,1.38,19.19,2.04,3.45
2023-02-27 15:00:00,45.29,0.0,65.67,0.99,11.59,1.96,3.24
2023-02-27 16:00:00,5.36,0.0,15.43,0.23,2.96,1.31,2.69
2023-02-27 17:00:00,0.0,0.0,0.0,0.0,0.0,-0.02,2.34
2023-02-27 18:00:00,0.0,0.0,0.0,0.0,0.0,-1.17,2.28
2023-02-27 19:00:00,0.0,0.0,0.0,0.0,0.0,-1.78,2.28
2023-02-27 20:00:00,0.0,0.0,0.0,0.0,0.0,-2.29,2.21
2023-02-27 21:00:00,0.0,0.0,0.0,0.0,0.0,-2.81,2.07
2023-02-27 22:00:00,0.0,0.0,0.0,0.0,0.0,-3.36,2.0
2023-02-27 23:00:00,0.0,0.0,0.0,0.0,0.0,-3.9,1.93
2023-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,-4.28,1.86
2023-02-28 01:00:00,0.0,0.0,0.0,0.0,0.0,-4.69,1.86
2023-02-28 02:00:00,0.0,0.0,0.0,0.0,0.0,-4.89,1.93
2023-02-28 03:00:00,0.0,0.0,0.0,0.0,0.0,-5.0,2.07
2023-02-28 04:00:00,0.0,0.0,0.0,0.0,0.0,-4.97,2.07
2023-02-28 05:00:00,0.0,0.0,0.0,0.0,0.0,-4.66,2.14
2023-02-28 06:00:00,4.25,0.0,13.42,0.2,2.81,-4.22,2.21
2023-02-28 07:00:00,30.88,0.0,47.84,0.72,11.49,-3.58,2.21
2023-02-28 08:00:00,46.93,0.0,66.65,1.0,19.18,-1.53,3.1
2023-02-28 09:00:00,70.63,0.0,93.45,1.4,25.34,-0.06,3.72
2023-02-28 10:00:00,52.55,7.83,68.97,5.93,29.4,1.03,4.69
2023-02-28 11:00:00,69.87,8.44,88.74,5.73,30.87,1.69,4.41
2023-02-28 12:00:00,56.98,5.32,74.51,6.17,29.53,2.16,4.21
2023-02-28 13:00:00,99.13,0.0,125.81,1.89,25.58,2.67,4.14
2023-02-28 14:00:00,70.43,0.0,94.2,1.42,19.5,2.63,4.0
2023-02-28 15:00:00,32.59,0.0,50.91,0.76,11.88,2.31,3.72
2023-02-28 16:00:00,4.78,0.0,14.53,0.22,3.24,1.65,3.03
2023-02-28 17:00:00,0.0,0.0,0.0,0.0,0.0,0.2,2.62
2023-02-28 18:00:00,0.0,0.0,0.0,0.0,0.0,-0.81,2.48
2023-02-28 19:00:00,0.0,0.0,0.0,0.0,0.0,-1.35,2.21
2023-02-28 20:00:00,0.0,0.0,0.0,0.0,0.0,-2.04,2.07
2023-02-28 21:00:00,0.0,0.0,0.0,0.0,0.0,-2.95,1.93
2023-02-28 22:00:00,0.0,0.0,0.0,0.0,0.0,-3.74,1.93
2023-02-28 23:00:00,0.0,0.0,0.0,0.0,0.0,-4.14,1.93
2023-03-01 00:00:00,0.0,0.0,0.0,0.0,0.0,-4.37,1.93
2023-03-01 01:00:00,0.0,0.0,0.0,0.0,0.0,-4.53,1.93
2023-03-01 02:00:00,0.0,0.0,0.0,0.0,0.0,-4.69,1.93
2023-03-01 03:00:00,0.0,0.0,0.0,0.0,0.0,-4.8,2.0
2023-03-01 04:00:00,0.0,0.0,0.0,0.0,0.0,-4.84,2.0
2023-03-01 05:00:00,0.0,0.0,0.0,0.0,0.0,-4.79,2.14
2023-03-01 06:00:00,5.43,0.0,15.25,0.23,3.14,-4.43,2.28
2023-03-01 07:00:00,31.36,0.0,48.33,0.73,11.83,-3.98,2.21
2023-03-01 08:00:00,49.2,0.0,69.1,1.04,19.53,-2.02,2.69
2023-03-01 09:00:00,28.94,4.12,41.82,5.61,25.71,-0.32,3.52
2023-03-01 10:00:00,32.4,15.08,43.71,6.62,29.78,0.97,3.79
2023-03-01 11:00:00,33.42,17.88,44.2,6.97,31.25,2.14,3.79
2023-03-01 12:00:00,31.22,11.77,43.37,6.62,29.9,3.07,4.0
2023-03-01 13:00:00,56.11,0.0,78.42,1.18,25.92,3.57,4.28
2023-03-01 14:00:00,46.3,0.0,67.23,1.01,19.82,3.66,4.34
2023-03-01 15:00:00,30.49,0.0,48.55,0.73,12.17,3.14,4.07
2023-03-01 16:00:00,5.25,0.0,15.29,0.23,3.51,2.06,3.45
2023-03-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.28,3.24
2023-03-01 18:00:00,0.0,0.0,0.0,0.0,0.0,-0.73,3.17
2023-03-01 19:00:00,0.0,0.0,0.0,0.0,0.0,-0.73,3.31
2023-03-01 20:00:00,0.0,0.0,0.0,0.0,0.0,-0.99,3.38
2023-03-01 21:00:00,0.0,0.0,0.0,0.0,0.0,-1.2,3.31
2023-03-01 22:00:00,0.0,0.0,0.0,0.0,0.0,-1.47,3.1
2023-03-01 23:00:00,0.0,0.0,0.0,0.0,0.0,-1.78,2.76
2023-03-02 00:00:00,0.0,0.0,0.0,0.0,0.0,-2.1,2.62
2023-03-02 01:00:00,0.0,0.0,0.0,0.0,0.0,-2.3,2.76
2023-03-02 02:00:00,0.0,0.0,0.0,0.0,0.0,-2.43,2.76
2023-03-02 03:00:00,0.0,0.0,0.0,0.0,0.0,-2.55,2.76
2023-03-02 04:00:00,0.0,0.0,0.0,0.0,0.0,-2.6,2.76
2023-03-02 05:00:00,0.0,0.0,0.0,0.0,0.0,-2.67,2.69
2023-03-02 06:00:00,5.58,0.0,15.56,0.23,3.47,-2.78,2.55
2023-03-02 07:00:00,31.91,0.0,49.31,0.74,12.18,-2.06,2.55
2023-03-02 08:00:00,47.83,0.0,67.99,1.02,19.89,-0.3,3.03
2023-03-02 09:00:00,28.89,9.36,41.4,5.72,26.08,1.54,3.59
2023-03-02 10:00:00,32.73,20.66,43.01,6.72,30.17,3.2,3.79
2023-03-02 11:00:00,33.52,23.58,43.06,7.07,31.63,4.58,3.86
2023-03-02 12:00:00,30.73,17.04,42.04,6.61,30.26,5.34,3.79
2023-03-02 13:00:00,27.32,3.17,40.89,5.69,26.26,5.83,3.59
2023-03-02 14:00:00,45.3,0.0,66.7,1.0,20.13,5.94,3.45
2023-03-02 15:00:00,30.87,0.0,49.49,0.74,12.46,5.6,3.17
2023-03-02 16:00:00,5.79,0.0,16.27,0.24,3.79,4.48,2.76
2023-03-02 17:00:00,0.0,0.0,0.0,0.0,0.0,2.47,2.69
2023-03-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.99,2.55
2023-03-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.16,2.48
2023-03-02 20:00:00,0.0,0.0,0.0,0.0,0.0,-0.54,2.34
2023-03-02 21:00:00,0.0,0.0,0.0,0.0,0.0,-0.94,2.21
2023-03-02 22:00:00,0.0,0.0,0.0,0.0,0.0,-0.92,2.0
2023-03-02 23:00:00,0.0,0.0,0.0,0.0,0.0,-0.94,1.79
2023-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,-1.11,2.0
2023-03-03 01:00:00,0.0,0.0,0.0,0.0,0.0,-1.34,1.86
2023-03-03 02:00:00,0.0,0.0,0.0,0.0,0.0,-1.7,1.66
2023-03-03 03:00:00,0.0,0.0,0.0,0.0,0.0,-1.8,1.38
2023-03-03 04:00:00,0.0,0.0,0.0,0.0,0.0,-1.94,1.66
2023-03-03 05:00:00,0.0,0.0,0.0,0.0,0.0,-2.01,1.66
2023-03-03 06:00:00,4.08,0.0,13.24,0.2,3.81,-2.06,1.38
2023-03-03 07:00:00,46.19,0.0,65.8,0.99,12.52,-1.91,1.52
2023-03-03 08:00:00,80.08,0.0,103.52,1.56,20.25,-1.44,1.45
2023-03-03 09:00:00,103.43,2.23,128.25,2.69,26.46,-0.87,1.52
2023-03-03 10:00:00,114.21,9.32,137.47,4.35,30.55,-0.21,1.66
2023-03-03 11:00:00,124.21,11.12,148.2,4.85,32.01,0.9,1.59
2023-03-03 12:00:00,121.73,9.36,146.82,4.92,30.63,1.86,1.45
2023-03-03 13:00:00,86.01,3.88,109.39,4.19,26.61,2.58,1.52
2023-03-03 14:00:00,93.07,0.0,119.75,1.8,20.45,2.92,1.45
2023-03-03 15:00:00,46.08,0.0,66.96,1.01,12.76,3.06,1.45
2023-03-03 16:00:00,5.68,0.0,16.01,0.24,4.06,2.73,1.31
2023-03-03 17:00:00,0.0,0.0,0.0,0.0,0.0,1.93,1.38
2023-03-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.74,1.66
2023-03-03 19:00:00,0.0,0.0,0.0,0.0,0.0,-0.02,1.66
2023-03-03 20:00:00,0.0,0.0,0.0,0.0,0.0,-0.61,1.86
2023-03-03 21:00:00,0.0,0.0,0.0,0.0,0.0,-0.54,2.0
2023-03-03 22:00:00,0.0,0.0,0.0,0.0,0.0,-0.67,2.14
2023-03-03 23:00:00,0.0,0.0,0.0,0.0,0.0,-0.55,2.21
2023-03-04 00:00:00,0.0,0.0,0.0,0.0,0.0,-0.46,2.41
2023-03-04 01:00:00,0.0,0.0,0.0,0.0,0.0,-0.21,2.76
2023-03-04 02:00:00,0.0,0.0,0.0,0.0,0.0,-0.24,2.97
2023-03-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,3.03
2023-03-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.3,3.03
2023-03-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.5,3.17
2023-03-04 06:00:00,4.4,0.0,13.87,0.21,4.14,0.46,3.17
2023-03-04 07:00:00,30.14,0.0,47.7,0.72,12.87,0.76,3.86
2023-03-04 08:00:00,61.53,0.07,83.78,1.32,20.61,1.28,3.72
2023-03-04 09:00:00,96.23,0.42,122.23,1.87,26.84,1.93,3.72
2023-03-04 10:00:00,108.08,0.85,135.32,2.12,30.94,2.65,4.07
2023-03-04 11:00:00,89.33,2.34,114.54,2.1,32.4,3.46,4.41
2023-03-04 12:00:00,84.81,1.02,110.32,1.82,31.0,4.0,4.55
2023-03-04 13:00:00,68.51,0.58,92.39,1.56,26.95,4.18,4.48
2023-03-04 14:00:00,55.39,0.0,77.84,1.17,20.76,4.31,4.14
2023-03-04 15:00:00,26.07,0.0,43.38,0.65,13.05,4.31,4.55
2023-03-04 16:00:00,3.74,0.0,12.93,0.19,4.34,3.97,3.93
2023-03-04 17:00:00,0.0,0.0,0.0,0.0,0.0,3.27,3.59
2023-03-04 18:00:00,0.0,0.0,0.0,0.0,0.0,2.48,3.38
2023-03-04 19:00:00,0.0,0.0,0.0,0.0,0.0,2.23,3.38
2023-03-04 20:00:00,0.0,0.0,0.0,0.0,0.0,1.5,3.24
2023-03-04 21:00:00,0.0,0.0,0.0,0.0,0.0,1.1,3.24
2023-03-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.64,3.24
2023-03-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.29,3.17
2023-03-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.06,2.97
2023-03-05 01:00:00,0.0,0.0,0.0,0.0,0.0,-0.1,2.76
2023-03-05 02:00:00,0.0,0.0,0.0,0.0,0.0,-0.13,2.9
2023-03-05 03:00:00,0.0,0.0,0.0,0.0,0.0,-0.13,3.1
2023-03-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.07,3.24
2023-03-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.14,3.24
2023-03-05 06:00:00,7.74,0.0,18.95,0.28,4.48,0.26,3.24
2023-03-05 07:00:00,40.78,0.0,60.1,0.9,13.22,0.5,4.07
2023-03-05 08:00:00,72.12,0.09,95.44,1.42,20.98,1.06,4.55
2023-03-05 09:00:00,104.07,2.07,129.99,2.33,27.22,1.7,4.07
2023-03-05 10:00:00,154.38,5.63,183.27,3.69,31.33,2.41,4.48
2023-03-05 11:00:00,171.14,6.15,201.53,4.03,32.78,2.88,4.41
2023-03-05 12:00:00,130.98,4.49,158.87,3.19,31.37,3.04,4.62
2023-03-05 13:00:00,131.6,2.94,160.39,3.24,27.29,3.33,4.48
2023-03-05 14:00:00,86.14,0.0,111.99,1.68,21.08,3.59,4.14
2023-03-05 15:00:00,46.37,0.0,67.32,1.01,13.34,3.66,4.0
2023-03-05 16:00:00,12.28,0.0,25.55,0.38,4.61,3.19,2.83
2023-03-05 17:00:00,0.0,0.0,0.0,0.0,0.0,2.33,2.21
2023-03-05 18:00:00,0.0,0.0,0.0,0.0,0.0,1.29,2.0
2023-03-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.82,2.21
2023-03-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.28,2.28
2023-03-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.16,2.28
2023-03-05 22:00:00,0.0,0.0,0.0,0.0,0.0,-0.05,2.34
2023-03-05 23:00:00,0.0,0.0,0.0,0.0,0.0,-0.23,2.34
2023-03-06 00:00:00,0.0,0.0,0.0,0.0,0.0,-0.4,2.28
2023-03-06 01:00:00,0.0,0.0,0.0,0.0,0.0,-0.66,2.21
2023-03-06 02:00:00,0.0,0.0,0.0,0.0,0.0,-0.71,2.21
2023-03-06 03:00:00,0.0,0.0,0.0,0.0,0.0,-0.46,2.41
2023-03-06 04:00:00,0.0,0.0,0.0,0.0,0.0,-0.25,2.41
2023-03-06 05:00:00,0.0,0.0,0.0,0.0,0.0,-0.12,2.34
2023-03-06 06:00:00,9.47,0.0,21.4,0.32,4.82,-0.15,2.28
2023-03-06 07:00:00,57.79,0.0,79.4,1.19,13.57,0.33,2.83
2023-03-06 08:00:00,95.46,3.6,119.66,3.03,21.34,1.04,3.72
2023-03-06 09:00:00,117.0,9.12,141.44,3.79,27.6,1.95,3.86
2023-03-06 10:00:00,104.41,17.55,124.18,4.55,31.72,2.57,3.79
2023-03-06 11:00:00,104.19,23.94,121.34,5.47,33.17,3.4,3.93
2023-03-06 12:00:00,96.64,22.76,114.3,5.59,31.74,3.86,3.72
2023-03-06 13:00:00,77.6,11.19,98.58,4.07,27.64,4.17,3.93
2023-03-06 14:00:00,61.92,1.53,83.6,3.16,21.39,4.14,3.66
2023-03-06 15:00:00,59.7,0.0,82.75,1.24,13.63,4.18,3.31
2023-03-06 16:00:00,13.62,0.0,27.33,0.41,4.89,2.92,2.41
2023-03-06 17:00:00,0.0,0.0,0.0,0.0,0.0,2.11,2.76
2023-03-06 18:00:00,0.0,0.0,0.0,0.0,0.0,1.44,2.55
2023-03-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.64,2.0
2023-03-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.18,2.07
2023-03-06 21:00:00,0.0,0.0,0.0,0.0,0.0,-0.04,2.48
