,Unnamed: 0,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
253,421,23.1,9.2,312,36,672.0,0.0,86.97,294.82,239.33,136.01,7.44,51.18,24.01,3.38,2023-07-18 13:00:00,13,1,7,0,83.33,22.5,63.45,374.2,252.74
254,422,24.2,7.2,243,94,652.0,0.0,90.02,314.22,241.85,160.6,7.45,43.08,24.07,3.17,2023-07-18 14:00:00,14,1,7,0,86.97,44.38,86.74,294.82,234.07
255,423,24.0,8.7,277,0,613.0,0.0,97.93,260.11,191.95,146.08,5.63,34.03,24.36,3.24,2023-07-18 15:00:00,15,1,7,0,90.02,75.25,97.41,314.22,214.2
256,424,23.9,6.5,236,23,517.0,0.0,120.54,224.96,215.64,84.1,4.33,24.64,24.22,3.45,2023-07-18 16:00:00,16,1,7,0,97.93,87.32,122.09,260.11,159.35
257,425,23.0,7.1,330,14,363.0,0.0,156.41,163.17,151.4,74.56,2.49,15.37,23.73,3.17,2023-07-18 17:00:00,17,1,7,0,120.54,109.25,164.51,224.96,93.62
258,426,22.1,8.5,324,45,207.0,0.0,171.82,80.08,80.16,43.01,0.84,6.55,22.88,2.41,2023-07-18 18:00:00,18,1,7,0,156.41,124.49,173.77,163.17,45.0
268,436,13.2,1.8,281,100,4.0,0.0,121.65,85.31,83.33,40.95,0.93,8.05,14.23,1.1,2023-07-19 04:00:00,4,2,7,0,103.32,108.7,103.66,0.0,114.77
269,437,14.2,1.4,270,100,26.0,0.0,126.52,123.3,92.6,74.65,1.98,16.98,15.32,0.9,2023-07-19 05:00:00,5,2,7,0,121.65,119.72,117.86,85.31,201.9
270,438,15.8,2.4,153,100,110.0,0.0,119.01,176.99,109.92,121.64,3.35,26.31,18.43,0.9,2023-07-19 06:00:00,6,2,7,0,126.52,113.74,117.2,123.3,271.1
271,439,17.7,3.8,197,63,303.0,0.0,104.27,268.62,226.38,117.43,5.83,35.66,19.44,1.03,2023-07-19 07:00:00,7,2,7,0,119.01,95.31,103.46,176.99,327.88
272,440,20.9,6.0,253,68,394.0,0.0,93.3,315.11,280.66,120.05,7.61,44.59,21.69,2.0,2023-07-19 08:00:00,8,2,7,0,104.27,86.02,77.11,268.62,367.32
273,441,23.1,10.9,297,100,607.0,0.0,84.87,372.67,324.7,148.11,9.59,52.38,23.37,2.76,2023-07-19 09:00:00,9,2,7,0,93.3,79.76,64.88,315.11,392.39
274,442,24.1,10.0,285,83,656.0,0.0,80.82,383.17,367.95,118.43,10.5,57.9,24.52,3.1,2023-07-19 10:00:00,10,2,7,0,84.87,75.68,25.68,372.67,395.89
275,443,23.7,11.3,307,70,483.0,0.0,73.74,383.13,381.31,106.28,10.76,59.69,25.45,3.31,2023-07-19 11:00:00,11,2,7,0,80.82,77.09,13.17,383.17,359.43
276,444,22.3,10.9,316,99,518.0,0.0,67.54,334.5,257.27,164.11,8.58,57.09,24.13,4.69,2023-07-19 12:00:00,12,2,7,0,73.74,83.33,15.57,383.13,374.2
277,445,21.8,16.9,1,89,329.0,0.0,67.04,187.21,73.92,166.3,4.09,51.04,21.22,4.28,2023-07-19 13:00:00,13,2,7,0,67.54,86.97,28.0,334.5,294.82
278,446,21.0,13.7,346,100,385.0,0.0,75.18,242.81,139.33,170.44,5.42,42.96,21.59,2.97,2023-07-19 14:00:00,14,2,7,0,67.04,90.02,51.07,187.21,314.22
279,447,20.0,9.5,331,100,474.0,0.0,81.83,245.35,200.14,117.81,5.37,33.9,22.57,3.03,2023-07-19 15:00:00,15,2,7,0,75.18,97.93,76.94,242.81,260.11
280,448,19.3,6.6,319,100,202.0,0.0,99.25,181.08,155.6,87.1,3.51,24.53,22.94,3.38,2023-07-19 16:00:00,16,2,7,0,81.83,120.54,94.59,245.35,224.96
281,449,19.8,3.6,307,100,158.0,0.0,122.59,104.1,81.85,66.42,1.72,15.25,21.26,3.93,2023-07-19 17:00:00,17,2,7,0,99.25,156.41,122.01,181.08,163.17
282,450,19.2,3.9,202,100,109.0,0.0,136.6,14.15,1.76,28.37,0.41,6.42,20.48,2.83,2023-07-19 18:00:00,18,2,7,0,122.59,171.82,146.13,104.1,80.08
292,460,11.8,4.5,284,84,3.0,0.0,100.59,31.56,23.66,30.63,0.54,7.89,14.17,2.69,2023-07-20 04:00:00,4,3,7,0,87.18,121.65,109.4,0.0,85.31
293,461,13.7,2.5,262,42,62.0,0.0,114.56,117.78,90.57,69.05,1.89,16.83,14.42,2.55,2023-07-20 05:00:00,5,3,7,0,100.59,126.52,123.49,31.56,123.3
294,462,15.2,7.1,246,88,161.0,0.0,111.04,203.5,165.23,93.89,3.77,26.16,14.86,3.1,2023-07-20 06:00:00,6,3,7,0,114.56,119.01,119.14,117.78,176.99
295,463,15.7,10.0,255,96,175.0,0.0,96.63,162.0,66.55,140.96,3.25,35.51,15.97,2.69,2023-07-20 07:00:00,7,3,7,0,111.04,104.27,107.75,203.5,268.62
296,464,17.2,13.1,261,88,277.0,0.0,83.95,233.77,159.66,131.79,5.25,44.43,16.29,2.69,2023-07-20 08:00:00,8,3,7,0,96.63,93.3,91.81,162.0,315.11
297,465,18.1,13.2,281,94,388.0,0.0,77.71,275.95,105.57,234.58,5.84,52.21,16.49,2.97,2023-07-20 09:00:00,9,3,7,0,83.95,84.87,80.43,233.77,372.67
298,466,15.5,13.0,314,100,229.0,1.0,73.16,299.43,178.96,186.98,7.03,57.72,16.14,3.45,2023-07-20 10:00:00,10,3,7,0,77.71,80.82,72.93,275.95,383.17
299,467,17.3,14.0,318,88,378.0,0.0,65.07,294.23,153.95,208.21,6.8,59.51,17.18,3.03,2023-07-20 11:00:00,11,3,7,0,73.16,73.74,59.73,299.43,383.13
300,468,18.2,11.7,315,94,613.0,0.0,65.7,301.61,181.59,191.42,7.18,56.93,18.16,3.03,2023-07-20 12:00:00,12,3,7,0,65.07,67.54,50.4,294.23,334.5
301,469,19.2,11.5,319,89,643.0,0.0,71.34,320.16,279.59,118.42,8.14,50.89,18.92,3.17,2023-07-20 13:00:00,13,3,7,0,65.7,67.04,57.69,301.61,187.21
302,470,19.0,8.2,319,100,538.0,0.0,76.23,241.36,172.93,132.78,5.58,42.82,19.74,3.17,2023-07-20 14:00:00,14,3,7,0,71.34,75.18,72.17,320.16,242.81
303,471,19.3,8.0,324,100,486.0,0.0,86.9,210.32,175.04,96.91,4.61,33.78,19.84,2.76,2023-07-20 15:00:00,15,3,7,0,76.23,81.83,86.62,241.36,245.35
304,472,19.0,8.4,320,100,297.0,0.0,104.24,157.14,120.17,89.96,3.04,24.4,19.82,2.48,2023-07-20 16:00:00,16,3,7,0,86.9,99.25,97.27,210.32,181.08
305,473,18.7,6.0,327,100,161.0,0.0,126.82,133.77,124.45,61.92,2.07,15.12,19.6,2.07,2023-07-20 17:00:00,17,3,7,0,104.24,122.59,123.76,157.14,104.1
306,474,18.3,4.6,309,100,150.0,0.0,150.18,70.81,73.03,37.04,0.74,6.29,19.34,1.72,2023-07-20 18:00:00,18,3,7,0,126.82,136.6,140.72,133.77,14.15
316,484,11.9,4.0,360,100,2.0,0.2,119.54,31.05,24.02,29.77,0.53,7.73,14.01,0.83,2023-07-21 04:00:00,4,4,7,0,100.36,100.59,113.22,0.0,31.56
317,485,12.5,1.9,338,100,21.0,0.2,139.94,54.15,8.72,71.81,1.12,16.68,14.49,0.34,2023-07-21 05:00:00,5,4,7,0,119.54,114.56,117.51,31.05,117.78
318,486,12.3,2.6,106,100,50.0,1.0,121.37,49.55,2.79,71.98,1.08,26.01,15.3,0.34,2023-07-21 06:00:00,6,4,7,0,139.94,111.04,110.68,54.15,203.5
319,487,12.6,4.1,135,100,85.0,0.2,105.51,160.33,33.5,171.87,3.09,35.36,15.13,0.97,2023-07-21 07:00:00,7,4,7,0,121.37,96.63,94.92,49.55,162.0
320,488,13.6,4.5,151,100,143.0,0.0,99.55,248.0,133.88,175.78,5.38,44.27,16.2,1.59,2023-07-21 08:00:00,8,4,7,0,105.51,83.95,87.74,160.33,233.77
321,489,15.6,3.4,162,100,270.0,0.0,93.66,268.46,104.78,230.24,5.76,52.04,17.74,1.86,2023-07-21 09:00:00,9,4,7,0,99.55,77.71,82.4,248.0,275.95
322,490,17.0,5.1,188,100,507.0,0.0,92.39,345.09,176.45,254.58,8.03,57.53,18.89,1.72,2023-07-21 10:00:00,10,4,7,0,93.66,73.16,77.05,268.46,299.43
323,491,18.2,5.8,248,100,449.0,0.0,85.83,361.7,248.51,204.5,9.14,59.32,20.17,2.07,2023-07-21 11:00:00,11,4,7,0,92.39,65.07,71.86,345.09,294.23
324,492,18.8,6.6,257,100,519.0,0.0,81.57,319.62,157.2,244.99,7.42,56.75,21.25,2.48,2023-07-21 12:00:00,12,4,7,0,85.83,65.7,72.72,361.7,301.61
325,493,19.6,9.8,242,100,488.0,0.0,82.72,222.32,51.85,231.73,4.55,50.73,21.45,2.83,2023-07-21 13:00:00,13,4,7,0,81.57,71.34,77.89,319.62,320.16
326,494,18.2,11.0,238,100,237.0,0.1,88.19,233.13,93.79,203.21,4.95,42.68,20.98,2.9,2023-07-21 14:00:00,14,4,7,0,82.72,76.23,85.96,222.32,241.36
327,495,16.3,13.2,225,100,185.0,0.3,95.84,105.0,13.8,129.39,2.11,33.65,20.64,3.38,2023-07-21 15:00:00,15,4,7,0,88.19,86.9,97.22,233.13,210.32
328,496,16.5,14.2,261,99,236.0,0.1,106.45,149.37,94.44,104.22,2.87,24.27,18.72,2.97,2023-07-21 16:00:00,16,4,7,0,95.84,104.24,112.2,105.0,157.14
329,497,15.7,11.4,242,83,151.0,0.2,122.84,103.81,81.48,65.31,1.7,14.98,18.22,2.34,2023-07-21 17:00:00,17,4,7,0,106.45,126.82,135.74,149.37,133.77
330,498,14.6,12.2,256,82,146.0,0.0,129.54,62.13,61.02,36.85,0.69,6.15,18.06,2.0,2023-07-21 18:00:00,18,4,7,0,122.84,150.18,144.11,103.81,70.81
340,508,10.4,5.0,249,22,5.0,0.0,90.43,97.68,92.57,46.21,1.0,7.57,11.96,2.21,2023-07-22 04:00:00,4,5,7,1,83.44,119.54,34.95,0.0,31.05
341,509,11.5,5.3,242,79,70.0,0.0,88.14,180.53,152.93,82.39,2.68,16.53,12.79,1.93,2023-07-22 05:00:00,5,5,7,1,90.43,139.94,36.62,97.68,54.15
342,510,12.7,5.6,220,100,158.0,0.0,80.67,233.15,206.26,89.27,4.33,25.86,14.36,2.69,2023-07-22 06:00:00,6,5,7,1,88.14,121.37,40.47,180.53,49.55
343,511,14.7,9.4,227,0,352.0,0.0,71.15,301.35,263.63,110.44,6.47,35.21,15.55,3.38,2023-07-22 07:00:00,7,5,7,1,80.67,105.51,29.3,233.15,160.33
344,512,16.2,12.8,232,93,514.0,0.0,58.46,306.79,253.9,124.67,7.19,44.11,16.76,3.72,2023-07-22 08:00:00,8,5,7,1,71.15,99.55,19.16,301.35,248.0
345,513,17.5,14.3,245,100,572.0,0.0,48.41,332.98,282.7,126.77,8.35,51.87,17.89,4.07,2023-07-22 09:00:00,9,5,7,1,58.46,93.66,9.9,306.79,268.46
346,514,19.0,14.9,250,100,513.0,0.0,37.57,311.87,203.11,181.66,7.58,57.34,18.97,4.28,2023-07-22 10:00:00,10,5,7,1,48.41,92.39,9.49,332.98,345.09
347,515,19.9,17.4,243,100,670.0,0.0,23.67,318.82,228.11,165.83,8.04,59.12,19.61,4.34,2023-07-22 11:00:00,11,5,7,1,37.57,85.83,-0.29,311.87,361.7
348,516,20.0,15.0,246,99,538.0,0.0,22.26,242.45,107.01,197.19,5.46,56.57,20.46,4.69,2023-07-22 12:00:00,12,5,7,1,23.67,81.57,-1.12,318.82,319.62
349,517,20.7,13.6,238,99,437.0,0.0,30.21,240.12,81.88,220.47,5.11,50.57,20.58,4.48,2023-07-22 13:00:00,13,5,7,1,22.26,82.72,2.74,242.45,222.32
350,518,20.9,16.7,233,87,479.0,0.0,45.16,188.51,34.82,207.14,3.73,42.54,20.86,4.0,2023-07-22 14:00:00,14,5,7,1,30.21,88.19,5.94,240.12,233.13
351,519,21.3,17.6,244,84,385.0,0.0,69.05,135.88,42.38,138.38,2.78,33.51,20.92,3.59,2023-07-22 15:00:00,15,5,7,1,45.16,95.84,26.74,188.51,105.0
352,520,21.7,16.4,244,82,372.0,0.0,89.83,119.16,43.54,118.56,2.34,24.13,20.94,3.38,2023-07-22 16:00:00,16,5,7,1,69.05,106.45,67.2,135.88,149.37
353,521,21.0,11.4,235,83,235.0,0.0,105.98,59.37,18.49,71.26,1.19,14.84,20.92,3.31,2023-07-22 17:00:00,17,5,7,1,89.83,122.84,79.71,119.16,103.81
354,522,20.7,7.8,214,100,149.0,0.0,111.28,27.94,21.98,29.38,0.48,6.0,20.53,2.55,2023-07-22 18:00:00,18,5,7,1,105.98,129.54,87.03,59.37,62.13
364,532,13.0,4.1,142,94,3.0,0.0,14.04,73.61,72.58,37.71,0.82,7.41,14.3,1.66,2023-07-23 04:00:00,4,6,7,1,20.55,90.43,-5.45,0.0,97.68
365,533,13.9,4.9,163,100,54.0,0.0,5.05,177.01,153.51,80.7,2.66,16.37,15.5,2.07,2023-07-23 05:00:00,5,6,7,1,14.04,88.14,-5.25,73.61,180.53
366,534,16.5,6.1,180,100,159.0,0.0,2.49,228.79,167.77,126.37,4.29,25.7,18.07,2.55,2023-07-23 06:00:00,6,6,7,1,5.05,80.67,-8.19,177.01,233.15
367,535,19.0,11.2,182,79,296.0,0.0,-0.54,295.11,202.26,169.66,6.22,35.05,19.79,4.0,2023-07-23 07:00:00,7,6,7,1,2.49,71.15,-15.51,228.79,301.35
368,536,21.1,19.5,205,87,452.0,0.0,-1.19,341.02,222.45,203.64,7.76,43.95,21.29,5.31,2023-07-23 08:00:00,8,6,7,1,-0.54,58.46,-7.13,295.11,306.79
369,537,21.1,22.4,222,100,492.0,0.0,-4.41,350.99,174.49,263.2,7.96,51.69,22.36,5.93,2023-07-23 09:00:00,9,6,7,1,-1.19,48.41,-10.12,341.02,332.98
370,538,21.1,18.3,223,100,283.0,0.0,-8.66,263.61,14.54,317.75,4.93,57.15,23.01,6.34,2023-07-23 10:00:00,10,6,7,1,-4.41,37.57,-16.79,350.99,311.87
371,539,21.5,20.2,231,99,305.0,0.0,-21.39,241.52,14.94,290.43,4.55,58.92,22.56,6.0,2023-07-23 11:00:00,11,6,7,1,-8.66,23.67,-15.92,263.61,318.82
372,540,20.2,21.9,226,100,184.0,0.1,-29.04,258.25,29.88,295.49,5.0,56.38,22.58,6.07,2023-07-23 12:00:00,12,6,7,1,-21.39,22.26,-27.73,241.52,242.45
373,541,20.1,17.6,226,100,299.0,0.0,-20.09,148.29,6.55,187.53,2.85,50.41,21.7,6.07,2023-07-23 13:00:00,13,6,7,1,-29.04,30.21,-60.49,258.25,240.12
374,542,20.9,9.9,213,99,234.0,0.1,-8.45,63.73,0.55,92.36,1.34,42.38,19.61,4.76,2023-07-23 14:00:00,14,6,7,1,-20.09,45.16,-10.94,148.29,188.51
375,543,22.4,14.9,233,79,228.0,0.0,-1.68,57.57,3.14,82.4,1.24,33.36,19.45,4.0,2023-07-23 15:00:00,15,6,7,1,-8.45,69.05,-7.13,63.73,135.88
376,544,22.6,15.6,251,98,266.0,0.0,23.29,32.72,3.15,51.7,0.79,23.99,19.72,3.52,2023-07-23 16:00:00,16,6,7,1,-1.68,89.83,22.81,57.57,119.16
377,545,21.7,9.6,250,98,150.0,0.0,69.34,42.81,17.65,51.26,0.9,14.7,19.69,3.66,2023-07-23 17:00:00,17,6,7,1,23.29,105.98,80.24,32.72,59.37
378,546,20.8,13.1,262,100,33.0,0.0,86.61,34.97,36.89,25.27,0.47,5.84,19.79,3.79,2023-07-23 18:00:00,18,6,7,1,69.34,111.28,99.25,42.81,27.94
388,556,15.2,4.7,184,68,3.0,0.0,106.43,47.89,31.12,45.19,0.74,7.24,17.19,2.62,2023-07-24 04:00:00,4,0,7,0,79.21,14.04,107.01,0.0,73.61
389,557,16.2,5.2,168,82,50.0,0.0,118.45,121.16,54.66,109.21,2.08,16.21,17.53,2.69,2023-07-24 05:00:00,5,0,7,0,106.43,5.05,125.94,47.89,177.01
390,558,18.1,7.4,194,100,147.0,0.0,114.76,184.6,75.47,163.18,3.45,25.55,18.65,2.69,2023-07-24 06:00:00,6,0,7,0,118.45,2.49,110.04,121.16,228.79
391,559,20.3,14.3,229,100,257.0,0.0,101.72,238.32,86.08,215.87,4.72,34.89,20.1,3.79,2023-07-24 07:00:00,7,0,7,0,114.76,-0.54,92.45,184.6,295.11
392,560,21.9,16.4,220,100,322.0,0.0,93.97,298.65,119.24,255.81,6.3,43.78,21.33,4.34,2023-07-24 08:00:00,8,0,7,0,101.72,-1.19,78.14,238.32,341.02
393,561,21.0,20.5,239,100,294.0,0.0,85.86,299.78,59.74,317.53,6.01,51.5,22.73,4.76,2023-07-24 09:00:00,9,0,7,0,93.97,-4.41,55.6,298.65,350.99
394,562,22.1,19.2,244,100,379.0,0.0,75.54,299.42,103.34,273.33,6.53,56.95,23.21,5.24,2023-07-24 10:00:00,10,0,7,0,85.86,-8.66,21.42,299.78,263.61
395,563,20.8,18.5,246,100,205.0,0.1,66.75,359.77,166.11,283.34,8.35,58.72,23.26,6.07,2023-07-24 11:00:00,11,0,7,0,75.54,-21.39,10.34,299.42,241.52
396,564,24.8,16.1,231,100,353.0,0.1,63.08,278.7,89.45,263.54,6.04,56.19,24.3,5.72,2023-07-24 12:00:00,12,0,7,0,66.75,-29.04,8.53,359.77,258.25
397,565,24.7,19.9,225,100,476.0,0.0,62.46,229.32,109.32,183.34,5.23,50.23,23.52,6.07,2023-07-24 13:00:00,13,0,7,0,63.08,-20.09,22.5,278.7,148.29
398,566,25.4,18.7,236,18,429.0,0.0,65.56,272.4,199.06,148.35,6.46,42.23,23.17,5.17,2023-07-24 14:00:00,14,0,7,0,62.46,-8.45,44.38,229.32,63.73
399,567,24.2,21.7,259,100,413.0,0.0,77.53,198.11,103.89,154.3,4.18,33.21,23.28,5.66,2023-07-24 15:00:00,15,0,7,0,65.56,-1.68,75.25,272.4,57.57
400,568,18.1,16.5,250,93,145.0,5.7,98.24,124.4,71.15,99.08,2.47,23.84,21.79,5.1,2023-07-24 16:00:00,16,0,7,0,77.53,23.29,87.32,198.11,32.72
401,569,20.0,10.8,244,76,287.0,0.0,114.89,89.38,77.64,52.88,1.5,14.54,19.93,5.03,2023-07-24 17:00:00,17,0,7,0,98.24,69.34,109.25,124.4,42.81
402,570,17.7,5.8,270,98,86.0,0.5,129.89,24.44,29.49,18.14,0.37,5.68,19.5,4.0,2023-07-24 18:00:00,18,0,7,0,114.89,86.61,124.49,89.38,34.97
412,580,12.3,3.3,319,99,1.0,0.0,113.7,21.68,8.84,31.59,0.48,7.07,14.57,2.14,2023-07-25 04:00:00,4,1,7,0,93.94,106.43,108.7,0.0,47.89
413,581,13.5,2.2,279,98,30.0,0.0,140.85,77.93,38.14,72.59,1.41,16.05,14.58,2.14,2023-07-25 05:00:00,5,1,7,0,113.7,118.45,119.72,21.68,121.16
414,582,13.5,1.8,281,100,66.0,0.0,141.52,136.72,48.77,129.71,2.58,25.38,14.73,2.07,2023-07-25 06:00:00,6,1,7,0,140.85,114.76,113.74,77.93,184.6
415,583,13.9,6.8,335,100,73.0,0.2,112.4,137.19,49.71,129.3,2.79,34.73,15.59,1.45,2023-07-25 07:00:00,7,1,7,0,141.52,101.72,95.31,136.72,238.32
416,584,14.4,7.4,346,100,173.0,0.0,106.16,170.59,31.17,186.15,3.35,43.61,15.9,1.52,2023-07-25 08:00:00,8,1,7,0,112.4,93.97,86.02,137.19,298.65
417,585,16.1,5.8,4,94,163.0,0.0,96.71,154.46,15.95,182.4,3.0,51.32,16.33,1.79,2023-07-25 09:00:00,9,1,7,0,106.16,85.86,79.76,170.59,299.78
418,586,14.9,7.9,313,100,200.0,0.4,92.8,180.73,13.84,214.59,3.43,56.74,16.31,2.55,2023-07-25 10:00:00,10,1,7,0,96.71,75.54,75.68,154.46,299.42
419,587,14.0,14.3,332,100,105.0,2.7,85.82,88.54,0.87,120.07,1.75,58.51,16.1,2.97,2023-07-25 11:00:00,11,1,7,0,92.8,66.75,77.09,180.73,359.77
420,588,14.7,14.1,341,100,191.0,1.8,82.79,88.64,0.57,120.23,1.74,55.99,15.48,2.69,2023-07-25 12:00:00,12,1,7,0,85.82,63.08,83.33,88.54,278.7
421,589,14.1,10.2,342,100,192.0,0.4,82.83,60.57,5.34,82.26,1.31,50.05,15.01,2.69,2023-07-25 13:00:00,13,1,7,0,82.79,62.46,86.97,88.64,229.32
422,590,14.7,11.1,347,100,204.0,0.1,83.52,64.19,3.57,88.3,1.35,42.06,14.9,2.76,2023-07-25 14:00:00,14,1,7,0,82.83,65.56,90.02,60.57,272.4
423,591,16.3,8.2,337,100,320.0,0.0,88.17,58.66,2.06,83.2,1.23,33.06,14.65,2.34,2023-07-25 15:00:00,15,1,7,0,83.52,77.53,97.93,64.19,198.11
424,592,16.0,9.5,331,100,249.0,0.0,108.89,74.38,12.56,91.97,1.51,23.69,14.51,1.86,2023-07-25 16:00:00,16,1,7,0,88.17,98.24,120.54,58.66,124.4
425,593,16.1,13.4,329,100,210.0,0.0,120.08,46.19,5.37,65.42,0.99,14.39,14.85,2.0,2023-07-25 17:00:00,17,1,7,0,108.89,114.89,156.41,74.38,89.38
426,594,15.1,13.6,323,100,111.0,0.0,121.81,33.05,31.18,27.03,0.49,5.52,14.92,2.41,2023-07-25 18:00:00,18,1,7,0,120.08,129.89,171.82,46.19,24.44
436,604,8.6,4.0,275,99,2.0,0.0,103.44,70.86,66.87,39.04,0.79,6.9,11.51,2.28,2023-07-26 04:00:00,4,2,7,0,86.38,113.7,121.65,0.0,21.68
437,605,9.8,2.2,270,98,34.0,0.0,112.58,171.24,145.14,79.21,2.55,15.88,11.67,2.07,2023-07-26 05:00:00,5,2,7,0,103.44,140.85,126.52,70.86,77.93
438,606,11.1,4.9,216,99,96.0,0.0,117.42,242.06,205.61,99.96,4.51,25.22,13.06,2.76,2023-07-26 06:00:00,6,2,7,0,112.58,141.52,119.01,171.24,136.72
439,607,12.1,10.9,243,99,166.0,0.0,103.62,286.6,242.37,113.33,6.19,34.56,14.16,3.03,2023-07-26 07:00:00,7,2,7,0,117.42,112.4,104.27,242.06,137.19
440,608,12.7,13.9,253,100,223.0,0.0,96.64,267.08,177.24,152.64,6.05,43.43,15.24,3.17,2023-07-26 08:00:00,8,2,7,0,103.62,106.16,93.3,286.6,170.59
441,609,13.9,11.0,251,100,262.0,0.1,90.68,258.7,145.65,173.43,5.95,51.12,15.83,3.24,2023-07-26 09:00:00,9,2,7,0,96.64,96.71,84.87,267.08,154.46
442,610,14.1,14.2,246,100,330.0,0.1,85.12,302.84,213.78,157.69,7.57,56.53,16.43,3.38,2023-07-26 10:00:00,10,2,7,0,90.68,92.8,80.82,258.7,180.73
443,611,16.1,13.8,250,100,458.0,0.0,77.81,327.13,196.27,205.48,7.97,58.29,17.32,3.59,2023-07-26 11:00:00,11,2,7,0,85.12,85.82,73.74,302.84,88.54
444,612,16.3,12.0,279,91,550.0,0.0,73.26,333.84,248.18,163.73,8.56,55.79,17.99,3.52,2023-07-26 12:00:00,12,2,7,0,77.81,82.79,67.54,327.13,88.64
445,613,17.0,12.8,259,82,504.0,0.0,70.46,318.74,168.33,227.12,7.36,49.87,18.6,3.72,2023-07-26 13:00:00,13,2,7,0,73.26,82.83,67.04,333.84,60.57
446,614,18.0,10.2,262,98,572.0,0.0,78.51,241.59,112.81,191.2,5.25,41.89,18.67,3.72,2023-07-26 14:00:00,14,2,7,0,70.46,83.52,75.18,318.74,64.19
447,615,17.0,13.4,278,41,224.0,0.2,86.46,221.41,125.03,155.62,4.62,32.9,16.81,3.24,2023-07-26 15:00:00,15,2,7,0,78.51,88.17,81.83,241.59,58.66
448,616,17.6,12.6,268,91,396.0,0.0,102.21,146.39,85.34,109.09,2.83,23.53,17.49,3.24,2023-07-26 16:00:00,16,2,7,0,86.46,108.89,99.25,221.41,74.38
449,617,17.2,10.4,270,85,202.0,0.0,115.8,80.69,47.2,68.67,1.42,14.22,15.45,3.31,2023-07-26 17:00:00,17,2,7,0,102.21,120.08,122.59,146.39,46.19
450,618,14.0,12.8,281,100,71.0,0.9,122.1,40.34,46.08,23.37,0.49,5.35,15.11,2.07,2023-07-26 18:00:00,18,2,7,0,115.8,121.81,136.6,80.69,33.05
460,628,10.1,5.8,150,100,1.0,0.0,96.52,20.89,2.81,35.62,0.52,6.73,12.46,2.28,2023-07-27 04:00:00,4,3,7,0,81.65,103.44,100.59,0.0,70.86
461,629,10.6,5.8,150,100,32.0,0.0,110.35,55.3,0.5,80.29,1.16,15.71,13.37,2.48,2023-07-27 05:00:00,5,3,7,0,96.52,112.58,114.56,20.89,171.24
462,630,11.2,7.4,141,100,62.0,0.0,111.51,107.03,5.66,136.13,2.04,25.05,14.29,2.55,2023-07-27 06:00:00,6,3,7,0,110.35,117.42,111.04,55.3,242.06
463,631,11.5,7.4,151,100,82.0,0.7,104.13,90.39,0.25,122.02,1.76,34.39,14.55,3.17,2023-07-27 07:00:00,7,3,7,0,111.51,103.62,96.63,107.03,286.6
464,632,12.0,8.1,148,100,71.0,2.2,99.13,72.28,0.06,101.18,1.45,43.25,14.77,3.24,2023-07-27 08:00:00,8,3,7,0,104.13,96.64,83.95,90.39,267.08
465,633,13.6,12.5,162,100,136.0,1.3,96.22,53.36,0.26,78.52,1.13,50.93,14.58,3.17,2023-07-27 09:00:00,9,3,7,0,99.13,90.68,77.71,72.28,258.7
466,634,13.7,14.2,187,100,89.0,2.3,88.86,53.72,0.76,78.45,1.15,56.32,14.67,3.72,2023-07-27 10:00:00,10,3,7,0,96.22,85.12,73.16,53.36,302.84
467,635,14.1,14.8,194,100,77.0,0.9,84.59,67.29,0.0,95.31,1.37,58.07,14.84,4.41,2023-07-27 11:00:00,11,3,7,0,88.86,77.81,65.07,53.72,327.13
468,636,14.3,16.5,212,100,75.0,0.9,83.72,41.54,0.14,64.44,0.93,55.58,15.18,4.9,2023-07-27 12:00:00,12,3,7,0,84.59,73.26,65.7,67.29,333.84
469,637,14.6,14.6,213,100,116.0,1.3,85.21,48.95,1.55,72.04,1.07,49.68,15.13,4.69,2023-07-27 13:00:00,13,3,7,0,83.72,70.46,71.34,41.54,318.74
470,638,14.6,15.8,215,100,96.0,0.2,92.42,30.51,0.69,50.25,0.74,41.72,15.35,4.07,2023-07-27 14:00:00,14,3,7,0,85.21,78.51,76.23,48.95,241.59
471,639,15.6,13.6,217,100,50.0,0.1,104.38,26.66,0.0,46.07,0.66,32.73,15.58,3.86,2023-07-27 15:00:00,15,3,7,0,92.42,86.46,86.9,30.51,221.41
472,640,15.8,15.3,221,100,86.0,0.2,114.06,16.86,0.0,33.2,0.48,23.36,16.18,4.0,2023-07-27 16:00:00,16,3,7,0,104.38,102.21,104.24,26.66,146.39
473,641,15.6,14.3,231,100,34.0,2.0,117.63,5.09,0.0,15.81,0.23,14.05,16.68,4.21,2023-07-27 17:00:00,17,3,7,0,114.06,115.8,126.82,16.86,80.69
474,642,16.2,14.8,241,100,15.0,0.7,114.42,0.51,0.0,6.99,0.1,5.17,16.82,4.48,2023-07-27 18:00:00,18,3,7,0,117.63,122.1,150.18,5.09,40.34
484,652,15.1,12.6,243,99,1.0,0.0,102.96,11.34,11.28,15.45,0.27,6.55,15.75,3.86,2023-07-28 04:00:00,4,4,7,0,88.49,96.52,119.54,0.0,20.89
