,Unnamed: 0,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
708,876,15.8,8.7,222,100,330.0,0.1,13.29,173.12,49.11,172.32,3.79,53.16,17.21,2.21,2023-08-06 12:00:00,12,6,8,1,16.14,50.3,-53.58,171.73,258.64
709,877,16.0,7.4,219,100,192.0,0.2,14.25,212.13,87.78,180.57,4.86,47.44,17.09,2.41,2023-08-06 13:00:00,13,6,8,1,13.29,56.79,-48.4,173.12,249.75
710,878,15.9,9.1,236,100,249.0,0.2,19.15,179.44,103.09,129.34,4.27,39.64,17.75,2.62,2023-08-06 14:00:00,14,6,8,1,14.25,73.11,-26.64,212.13,218.43
711,879,16.0,10.0,240,100,155.0,0.3,37.14,180.53,120.77,117.04,4.13,30.74,18.3,2.55,2023-08-06 15:00:00,15,6,8,1,19.15,90.63,-0.25,179.44,158.59
712,880,15.4,13.7,267,100,218.0,0.1,62.04,99.28,60.75,79.64,2.09,21.39,18.12,3.1,2023-08-06 16:00:00,16,6,8,1,37.14,106.85,16.88,180.53,108.14
713,881,14.3,11.2,268,100,46.0,0.7,66.86,52.86,23.17,58.75,1.05,12.06,16.24,3.79,2023-08-06 17:00:00,17,6,8,1,62.04,120.58,67.56,99.28,73.1
714,882,13.9,20.8,288,100,7.0,2.4,76.48,0.7,1.52,6.19,0.09,3.1,15.34,3.38,2023-08-06 18:00:00,18,6,8,1,66.86,126.72,88.3,52.86,16.72
724,892,11.7,16.7,277,100,0.0,0.0,57.94,2.22,5.66,5.8,0.11,4.63,12.21,4.48,2023-08-07 04:00:00,4,0,8,0,12.51,66.56,82.85,0.0,17.94
725,893,11.4,17.0,274,100,5.0,0.1,68.03,10.42,0.0,23.73,0.34,13.7,12.07,4.21,2023-08-07 05:00:00,5,0,8,0,57.94,61.27,93.53,2.22,68.68
726,894,11.9,17.0,274,100,34.0,0.1,61.5,40.22,2.06,60.35,0.9,23.07,12.13,3.72,2023-08-07 06:00:00,6,0,8,0,68.03,57.52,90.37,10.42,172.05
727,895,11.7,18.5,278,100,63.0,0.0,44.97,68.16,1.7,93.72,1.38,32.36,12.53,5.72,2023-08-07 07:00:00,7,0,8,0,61.5,53.49,83.75,40.22,234.43
728,896,11.9,21.4,278,100,76.0,0.0,19.41,108.97,11.51,131.09,2.15,41.09,12.76,5.72,2023-08-07 08:00:00,8,0,8,0,44.97,38.33,69.53,68.16,310.36
729,897,12.8,19.4,281,100,165.0,0.0,12.51,60.59,3.34,83.46,1.28,48.55,13.1,5.24,2023-08-07 09:00:00,9,0,8,0,19.41,36.83,63.91,108.97,277.35
730,898,13.2,20.8,280,100,229.0,0.0,5.08,135.84,22.52,150.74,2.76,53.68,13.03,5.38,2023-08-07 10:00:00,10,0,8,0,12.51,30.12,60.08,60.59,325.4
731,899,12.8,18.9,279,100,123.0,0.0,-2.61,191.33,36.41,201.3,3.89,55.29,14.04,4.48,2023-08-07 11:00:00,11,0,8,0,5.08,16.14,52.55,135.84,171.73
732,900,14.0,21.2,288,100,245.0,0.1,-7.35,262.28,96.36,225.22,5.88,52.88,15.25,5.24,2023-08-07 12:00:00,12,0,8,0,-2.61,13.29,52.11,191.33,173.12
733,901,14.5,21.9,287,96,438.0,0.0,-7.34,239.97,150.23,148.61,6.01,47.18,16.11,5.79,2023-08-07 13:00:00,13,0,8,0,-7.35,14.25,56.25,262.28,212.13
734,902,14.1,20.5,280,100,316.0,0.0,-4.13,236.37,177.33,120.45,5.92,39.4,16.09,6.48,2023-08-07 14:00:00,14,0,8,0,-7.34,19.15,64.1,239.97,179.44
735,903,15.2,23.7,292,67,373.0,0.1,2.38,186.42,160.26,83.23,4.45,30.51,16.23,6.9,2023-08-07 15:00:00,15,0,8,0,-4.13,37.14,76.82,236.37,180.53
736,904,15.1,16.5,280,10,382.0,0.0,15.13,123.24,99.59,70.87,2.58,21.17,16.13,6.76,2023-08-07 16:00:00,16,0,8,0,2.38,62.04,88.61,186.42,99.28
737,905,14.6,18.3,286,67,234.0,0.0,41.65,75.44,74.26,41.61,1.3,11.83,15.7,6.0,2023-08-07 17:00:00,17,0,8,0,15.13,66.86,99.33,123.24,52.86
738,906,13.7,14.7,281,4,122.0,0.0,55.74,19.87,32.31,11.28,0.24,2.86,15.06,5.66,2023-08-07 18:00:00,18,0,8,0,41.65,76.48,102.08,75.44,0.7
748,916,10.9,12.8,238,100,0.0,0.1,20.79,43.74,52.66,22.78,0.5,4.43,11.46,4.14,2023-08-08 04:00:00,4,1,8,0,4.16,57.94,90.55,0.0,2.22
749,917,11.0,13.7,235,60,30.0,0.0,36.92,77.46,55.11,57.5,1.38,13.51,11.7,4.14,2023-08-08 05:00:00,5,1,8,0,20.79,68.03,96.98,43.74,10.42
750,918,11.8,16.8,242,89,110.0,0.0,14.11,140.78,99.67,87.09,2.84,22.88,12.42,3.72,2023-08-08 06:00:00,6,1,8,0,36.92,61.5,93.23,77.46,40.22
751,919,12.5,16.4,244,100,175.0,0.0,3.69,256.37,227.41,96.11,6.02,32.17,13.6,4.76,2023-08-08 07:00:00,7,1,8,0,14.11,44.97,92.1,140.78,68.16
752,920,13.9,17.4,243,100,253.0,0.0,-3.79,247.03,193.33,115.43,6.2,40.88,15.14,5.38,2023-08-08 08:00:00,8,1,8,0,3.69,19.41,90.46,256.37,108.97
753,921,15.3,19.7,255,89,480.0,0.0,-7.85,276.37,221.2,120.9,7.39,48.31,15.9,5.52,2023-08-08 09:00:00,9,1,8,0,-3.79,12.51,85.87,247.03,60.59
754,922,16.2,19.1,250,97,547.0,0.0,-10.26,276.14,239.09,102.33,7.83,53.41,16.7,6.21,2023-08-08 10:00:00,10,1,8,0,-7.85,5.08,78.3,276.37,135.84
755,923,15.5,19.4,259,100,528.0,0.0,-16.47,251.92,134.67,176.95,6.26,55.01,17.07,6.55,2023-08-08 11:00:00,11,1,8,0,-10.26,-2.61,68.26,276.14,191.33
756,924,15.7,18.9,261,100,263.0,0.0,-17.71,218.71,129.77,143.51,5.56,52.61,16.81,6.55,2023-08-08 12:00:00,12,1,8,0,-16.47,-7.35,63.61,251.92,262.28
757,925,14.8,17.9,260,100,166.0,0.2,-11.39,139.03,30.68,149.19,2.94,46.92,16.49,6.28,2023-08-08 13:00:00,13,1,8,0,-17.71,-7.34,58.98,218.71,239.97
758,926,15.4,17.5,261,100,301.0,0.0,-6.89,145.27,43.71,144.59,3.12,39.15,16.46,5.38,2023-08-08 14:00:00,14,1,8,0,-11.39,-4.13,60.99,139.03,236.37
759,927,15.2,17.8,263,100,274.0,0.0,5.89,141.23,39.52,145.1,2.9,30.27,16.71,5.45,2023-08-08 15:00:00,15,1,8,0,-6.89,2.38,70.24,145.27,186.42
760,928,15.1,16.6,257,100,202.0,0.0,30.66,111.8,58.1,95.92,2.29,20.93,16.76,5.31,2023-08-08 16:00:00,16,1,8,0,5.89,15.13,83.29,141.23,123.24
761,929,14.4,14.2,263,80,126.0,0.0,86.82,55.37,44.8,43.65,1.05,11.59,16.44,4.9,2023-08-08 17:00:00,17,1,8,0,30.66,41.65,97.44,111.8,75.44
762,930,13.9,13.6,258,96,118.0,0.0,92.1,15.22,27.15,9.4,0.2,2.62,15.75,4.14,2023-08-08 18:00:00,18,1,8,0,86.82,55.74,111.34,55.37,19.87
772,940,12.4,7.9,309,98,0.0,1.0,96.1,0.08,2.33,3.9,0.06,4.22,12.83,2.07,2023-08-09 04:00:00,4,2,8,0,76.62,20.79,100.97,0.0,43.74
773,941,12.0,6.5,360,92,6.0,0.1,109.45,12.34,6.52,20.86,0.37,13.31,12.76,2.07,2023-08-09 05:00:00,5,2,8,0,96.1,36.92,107.48,0.08,77.46
774,942,12.1,4.9,306,41,65.0,0.0,108.22,123.95,66.1,100.1,2.5,22.69,12.97,1.52,2023-08-09 06:00:00,6,2,8,0,109.45,14.11,101.0,12.34,140.78
775,943,12.8,9.4,320,4,321.0,0.0,97.54,157.44,71.16,132.27,3.37,31.96,13.95,2.34,2023-08-09 07:00:00,7,2,8,0,108.22,3.69,90.76,123.95,256.37
776,944,13.7,9.2,315,47,473.0,0.0,87.23,242.56,173.84,131.62,6.03,40.66,14.6,2.28,2023-08-09 08:00:00,8,2,8,0,97.54,-3.79,83.84,157.44,247.03
777,945,14.6,9.5,307,80,560.0,0.0,78.55,327.7,315.26,93.94,9.44,48.07,15.69,2.76,2023-08-09 09:00:00,9,2,8,0,87.23,-7.85,73.4,242.56,276.37
778,946,15.5,7.8,304,39,645.0,0.0,64.4,327.92,259.23,148.8,9.22,53.14,17.04,3.17,2023-08-09 10:00:00,10,2,8,0,78.55,-10.26,61.96,327.7,276.14
779,947,16.4,8.1,302,71,741.0,0.0,54.39,348.75,316.74,118.58,10.43,54.72,17.8,3.31,2023-08-09 11:00:00,11,2,8,0,64.4,-16.47,44.72,327.92,251.92
780,948,17.9,10.9,297,81,713.0,0.0,40.61,315.47,239.34,156.1,8.83,52.33,18.48,3.45,2023-08-09 12:00:00,12,2,8,0,54.39,-17.71,38.11,348.75,218.71
781,949,18.5,10.8,300,8,750.0,0.0,51.25,290.2,196.37,170.11,7.65,46.66,18.75,3.38,2023-08-09 13:00:00,13,2,8,0,40.61,-11.39,32.82,315.47,139.03
782,950,18.8,11.1,299,72,718.0,0.0,62.0,229.97,153.35,142.6,5.76,38.9,18.82,3.24,2023-08-09 14:00:00,14,2,8,0,51.25,-6.89,39.17,290.2,145.27
783,951,18.9,11.5,309,85,500.0,0.0,82.36,182.02,109.81,130.22,4.16,30.03,18.73,3.1,2023-08-09 15:00:00,15,2,8,0,62.0,5.89,58.54,229.97,141.23
784,952,18.0,12.6,333,89,354.0,0.0,99.52,136.92,94.87,94.37,2.86,20.7,18.39,2.97,2023-08-09 16:00:00,16,2,8,0,82.36,30.66,70.91,182.02,111.8
785,953,17.4,6.8,342,20,241.0,0.0,120.24,68.9,55.46,51.88,1.25,11.35,17.94,2.48,2023-08-09 17:00:00,17,2,8,0,99.52,86.82,81.04,136.92,55.37
786,954,16.8,5.4,323,36,144.0,0.0,139.74,27.6,44.26,12.9,0.27,2.37,16.99,2.14,2023-08-09 18:00:00,18,2,8,0,120.24,92.1,82.98,68.9,15.22
796,964,10.3,4.1,285,86,0.0,0.0,130.45,26.81,32.91,18.63,0.37,4.01,10.31,1.38,2023-08-10 04:00:00,4,3,8,0,94.89,96.1,50.77,0.0,0.08
797,965,10.8,1.8,307,76,24.0,0.0,165.75,87.84,73.03,54.49,1.52,13.11,10.97,1.45,2023-08-10 05:00:00,5,3,8,0,130.45,109.45,65.31,26.81,12.34
798,966,11.9,1.8,217,56,124.0,0.0,114.62,160.1,131.04,83.03,3.32,22.49,12.98,1.31,2023-08-10 06:00:00,6,3,8,0,165.75,108.22,70.62,87.84,123.95
799,967,13.8,2.8,220,65,222.0,0.0,100.3,200.83,130.49,128.72,4.57,31.76,14.87,1.45,2023-08-10 07:00:00,7,3,8,0,114.62,97.54,56.39,160.1,157.44
800,968,15.3,5.7,235,79,363.0,0.0,87.23,245.2,171.36,140.55,6.14,40.44,15.89,1.45,2023-08-10 08:00:00,8,3,8,0,100.3,87.23,43.25,200.83,242.56
801,969,17.2,6.1,230,88,454.0,0.0,76.23,307.66,202.4,183.85,8.02,47.83,17.1,2.21,2023-08-10 09:00:00,9,3,8,0,87.23,78.55,34.9,245.2,327.7
802,970,18.5,8.2,247,48,633.0,0.0,63.36,330.96,180.57,233.14,8.45,52.87,18.1,2.69,2023-08-10 10:00:00,10,3,8,0,76.23,64.4,23.99,307.66,327.92
803,971,19.4,7.3,250,49,767.0,0.0,49.24,337.41,231.05,192.72,9.34,54.43,18.8,2.69,2023-08-10 11:00:00,11,3,8,0,63.36,54.39,13.31,330.96,348.75
804,972,20.5,6.0,245,54,760.0,0.0,51.66,327.57,288.24,127.37,9.78,52.04,19.47,2.55,2023-08-10 12:00:00,12,3,8,0,49.24,40.61,10.22,337.41,315.47
805,973,21.5,6.8,270,38,760.0,0.0,69.78,310.6,322.13,77.93,9.49,46.39,20.07,2.48,2023-08-10 13:00:00,13,3,8,0,51.66,51.25,11.26,327.57,290.2
806,974,22.0,9.7,243,14,709.0,0.0,83.94,273.02,270.33,87.27,7.76,38.65,20.52,2.48,2023-08-10 14:00:00,14,3,8,0,69.78,62.0,18.16,310.6,229.97
807,975,22.4,9.4,293,0,604.0,0.0,95.47,226.61,229.31,76.21,5.86,29.79,20.67,2.41,2023-08-10 15:00:00,15,3,8,0,83.94,82.36,41.58,273.02,182.02
808,976,21.8,10.2,321,0,465.0,0.0,110.23,167.82,163.92,72.27,3.67,20.46,20.52,2.28,2023-08-10 16:00:00,16,3,8,0,95.47,99.52,82.35,226.61,136.92
809,977,20.9,8.4,317,3,299.0,0.0,156.74,100.81,99.93,54.2,1.69,11.11,20.04,1.86,2023-08-10 17:00:00,17,3,8,0,110.23,120.24,93.48,167.82,68.9
810,978,19.8,6.2,339,27,140.0,0.0,185.09,2.11,0.0,10.54,0.15,2.12,18.88,1.59,2023-08-10 18:00:00,18,3,8,0,156.74,139.74,100.94,100.81,27.6
820,988,10.2,3.0,194,0,0.0,0.0,138.66,45.15,60.06,20.08,0.47,3.81,12.74,0.83,2023-08-11 04:00:00,4,4,8,0,105.79,130.45,106.19,0.0,26.81
821,989,10.2,2.2,171,0,30.0,0.0,148.09,130.05,125.9,58.91,2.11,12.91,12.4,0.76,2023-08-11 05:00:00,5,4,8,0,138.66,165.75,123.55,45.15,87.84
822,990,12.8,2.6,146,0,147.0,0.0,118.02,195.57,191.74,72.07,4.17,22.29,13.99,0.28,2023-08-11 06:00:00,6,4,8,0,148.09,114.62,120.77,130.05,160.1
823,991,15.2,4.2,149,0,297.0,0.0,101.92,246.87,248.88,77.83,6.3,31.56,17.4,0.62,2023-08-11 07:00:00,7,4,8,0,118.02,100.3,101.72,195.57,200.83
824,992,17.5,5.0,150,0,454.0,0.0,88.68,285.08,291.4,81.0,8.13,40.22,19.51,1.1,2023-08-11 08:00:00,8,4,8,0,101.92,87.23,93.91,246.87,245.2
825,993,20.3,6.4,164,0,595.0,0.0,73.34,311.19,321.79,82.27,9.55,47.58,21.13,1.45,2023-08-11 09:00:00,9,4,8,0,88.68,76.23,89.41,285.08,307.66
826,994,21.9,6.9,171,0,707.0,0.0,52.04,324.94,337.45,83.74,10.39,52.6,22.46,1.79,2023-08-11 10:00:00,10,4,8,0,73.34,63.36,84.46,311.19,330.96
827,995,24.1,8.7,173,0,775.0,0.0,36.88,325.93,340.08,83.64,10.61,54.14,23.56,2.0,2023-08-11 11:00:00,11,4,8,0,52.04,49.24,76.81,324.94,337.41
828,996,25.8,9.3,196,0,796.0,0.0,36.21,314.29,328.44,83.15,10.18,51.75,24.51,2.14,2023-08-11 12:00:00,12,4,8,0,36.88,51.66,72.34,325.93,327.57
829,997,26.8,9.7,202,44,769.0,0.0,63.31,290.9,303.89,81.86,9.15,46.11,25.2,2.14,2023-08-11 13:00:00,13,4,8,0,36.21,69.78,71.93,314.29,310.6
830,998,27.0,10.1,180,10,690.0,0.0,82.78,256.62,267.56,79.41,7.61,38.39,25.69,2.07,2023-08-11 14:00:00,14,4,8,0,63.31,83.94,77.98,290.9,273.02
831,999,27.4,9.4,223,50,581.0,0.0,96.57,212.42,219.17,76.52,5.69,29.54,25.89,1.93,2023-08-11 15:00:00,15,4,8,0,82.78,95.47,90.55,256.62,226.61
832,1000,27.2,8.6,213,100,435.0,0.0,111.77,157.22,153.35,74.98,3.55,20.21,25.8,1.86,2023-08-11 16:00:00,16,4,8,0,96.57,110.23,101.51,212.42,167.82
833,1001,26.1,6.4,196,100,249.0,0.0,145.26,81.94,65.76,63.39,1.49,10.86,25.23,1.38,2023-08-11 17:00:00,17,4,8,0,111.77,156.74,123.16,157.22,100.81
834,1002,24.3,3.8,221,100,93.0,0.0,168.55,2.77,0.0,11.99,0.18,1.86,23.75,1.31,2023-08-11 18:00:00,18,4,8,0,145.26,185.09,135.82,81.94,2.11
844,1012,16.4,1.5,166,100,0.0,0.2,97.27,4.78,0.37,14.94,0.22,3.59,15.39,1.72,2023-08-12 04:00:00,4,5,8,1,96.43,138.66,98.11,0.0,45.15
845,1013,16.3,1.8,90,100,6.0,1.1,98.71,37.06,5.32,54.82,0.84,12.71,15.92,1.52,2023-08-12 05:00:00,5,5,8,1,97.27,148.09,97.1,4.78,130.05
846,1014,16.8,3.4,122,97,27.0,0.9,93.16,79.6,20.81,92.56,1.67,22.09,17.28,1.17,2023-08-12 06:00:00,6,5,8,1,98.71,118.02,95.31,37.06,195.57
847,1015,16.9,3.6,135,100,43.0,0.1,86.1,55.47,4.04,79.2,1.22,31.35,19.02,1.24,2023-08-12 07:00:00,7,5,8,1,93.16,101.92,88.15,79.6,246.87
848,1016,18.8,7.0,159,100,217.0,0.0,77.5,123.45,65.57,101.55,3.04,40.0,19.15,1.66,2023-08-12 08:00:00,8,5,8,1,86.1,88.68,80.89,55.47,285.08
849,1017,20.5,7.3,171,42,524.0,0.0,62.99,157.12,67.97,138.66,3.79,47.33,20.2,2.41,2023-08-12 09:00:00,9,5,8,1,77.5,73.34,73.19,123.45,311.19
850,1018,22.3,11.6,196,98,554.0,0.0,54.77,276.89,185.84,167.87,7.63,52.32,21.13,2.76,2023-08-12 10:00:00,10,5,8,1,62.99,52.04,63.47,157.12,324.94
851,1019,22.7,10.3,205,85,379.0,0.4,28.76,261.25,157.45,178.41,7.07,53.84,23.36,3.79,2023-08-12 11:00:00,11,5,8,1,54.77,36.88,53.9,276.89,325.93
852,1020,24.1,15.2,234,99,334.0,0.0,13.61,297.42,212.74,171.62,8.51,51.45,24.49,3.86,2023-08-12 12:00:00,12,5,8,1,28.76,36.21,50.3,261.25,314.29
853,1021,22.3,12.1,233,100,251.0,0.5,14.08,228.02,43.67,252.81,4.84,45.83,25.39,3.66,2023-08-12 13:00:00,13,5,8,1,13.61,63.31,56.79,297.42,290.9
854,1022,21.5,12.4,210,100,193.0,0.4,31.33,75.56,0.06,108.41,1.56,38.12,22.56,4.21,2023-08-12 14:00:00,14,5,8,1,14.08,82.78,73.11,228.02,256.62
855,1023,22.3,14.4,217,99,281.0,0.0,66.8,101.12,39.02,102.89,2.3,29.28,21.21,2.83,2023-08-12 15:00:00,15,5,8,1,31.33,96.57,90.63,75.56,212.42
856,1024,22.9,11.5,212,65,338.0,0.0,85.3,94.39,45.43,91.12,2.04,19.96,21.63,2.34,2023-08-12 16:00:00,16,5,8,1,66.8,111.77,106.85,101.12,157.22
857,1025,22.0,11.5,219,94,182.0,0.0,104.8,16.78,0.0,33.71,0.48,10.6,21.05,2.76,2023-08-12 17:00:00,17,5,8,1,85.3,145.26,120.58,94.39,81.94
858,1026,20.9,12.1,233,100,37.0,0.1,114.22,0.64,0.0,7.36,0.11,1.6,20.36,2.07,2023-08-12 18:00:00,18,5,8,1,104.8,168.55,126.72,16.78,2.77
868,1036,15.7,0.8,333,100,0.0,0.0,68.91,19.01,24.26,16.79,0.31,3.38,14.94,0.83,2023-08-13 04:00:00,4,6,8,1,67.29,97.27,66.56,0.0,4.78
869,1037,16.2,1.1,252,100,12.0,0.0,66.84,61.78,25.38,67.89,1.22,12.5,15.63,0.62,2023-08-13 05:00:00,5,6,8,1,68.91,98.71,61.27,19.01,37.06
870,1038,16.6,2.5,135,100,65.0,0.0,61.4,78.04,13.94,96.97,1.62,21.89,16.92,0.41,2023-08-13 06:00:00,6,6,8,1,66.84,93.16,57.52,61.78,79.6
871,1039,17.4,4.7,157,100,151.0,0.0,51.16,139.04,20.01,163.71,2.78,31.14,18.2,0.9,2023-08-13 07:00:00,7,6,8,1,61.4,86.1,53.49,78.04,55.47
872,1040,18.3,4.0,170,100,159.0,0.0,28.28,224.36,64.77,223.2,4.84,39.77,19.23,1.31,2023-08-13 08:00:00,8,6,8,1,51.16,77.5,38.33,139.04,123.45
873,1041,20.4,7.3,189,100,331.0,0.0,21.71,251.11,88.8,232.06,5.78,47.08,20.18,1.79,2023-08-13 09:00:00,9,6,8,1,28.28,62.99,36.83,224.36,157.12
874,1042,21.5,10.8,195,99,428.0,0.0,9.73,272.53,81.59,265.37,6.19,52.03,21.33,2.41,2023-08-13 10:00:00,10,6,8,1,21.71,54.77,30.12,251.11,276.89
875,1043,22.8,12.8,212,100,443.0,0.0,3.32,268.89,57.95,284.32,5.81,53.54,22.33,3.17,2023-08-13 11:00:00,11,6,8,1,9.73,28.76,16.14,272.53,261.25
876,1044,23.1,12.4,206,100,484.0,0.0,3.53,311.88,68.57,328.18,6.76,51.15,22.84,3.17,2023-08-13 12:00:00,12,6,8,1,3.32,13.61,13.29,268.89,297.42
877,1045,23.6,13.2,225,100,416.0,0.0,9.29,248.64,30.01,289.09,5.0,45.54,23.38,3.03,2023-08-13 13:00:00,13,6,8,1,3.53,14.08,14.25,311.88,228.02
878,1046,23.9,13.8,219,100,552.0,0.0,29.36,200.01,24.73,235.71,4.02,37.85,23.32,2.69,2023-08-13 14:00:00,14,6,8,1,9.29,31.33,19.15,248.64,75.56
879,1047,23.0,13.3,237,100,306.0,0.0,72.45,177.31,58.57,178.32,3.84,29.02,23.27,2.34,2023-08-13 15:00:00,15,6,8,1,29.36,66.8,37.14,200.01,101.12
880,1048,22.3,11.4,242,100,288.0,0.0,97.65,117.98,65.84,102.99,2.55,19.7,23.25,2.21,2023-08-13 16:00:00,16,6,8,1,72.45,85.3,62.04,177.31,94.39
881,1049,21.5,6.8,252,100,173.0,0.0,114.18,52.34,33.3,53.15,1.06,10.34,22.75,1.59,2023-08-13 17:00:00,17,6,8,1,97.65,104.8,66.86,117.98,16.78
882,1050,20.8,5.3,242,14,119.0,0.0,125.79,0.66,0.0,7.45,0.11,1.33,21.65,1.24,2023-08-13 18:00:00,18,6,8,1,114.18,114.22,76.48,52.34,0.64
892,1060,13.1,2.7,113,100,0.0,0.0,130.25,25.16,35.68,15.97,0.32,3.17,14.14,1.93,2023-08-14 04:00:00,4,0,8,0,103.6,68.91,57.94,0.0,19.01
893,1061,14.0,1.9,68,100,19.0,0.0,140.85,99.03,84.33,61.46,1.73,12.3,14.7,1.66,2023-08-14 05:00:00,5,0,8,0,130.25,66.84,68.03,25.16,61.78
894,1062,15.0,1.5,346,100,99.0,0.0,117.8,134.48,70.62,113.66,2.81,21.68,18.22,1.31,2023-08-14 06:00:00,6,0,8,0,140.85,61.4,61.5,99.03,78.04
895,1063,17.4,4.7,122,100,198.0,0.0,105.23,176.09,91.35,143.16,4.04,30.93,20.25,1.52,2023-08-14 07:00:00,7,0,8,0,117.8,51.16,44.97,134.48,139.04
896,1064,19.4,4.3,156,100,287.0,0.0,91.91,220.42,151.95,138.34,5.78,39.55,21.95,2.07,2023-08-14 08:00:00,8,0,8,0,105.23,28.28,19.41,176.09,224.36
897,1065,22.9,7.8,146,100,407.0,0.0,84.7,262.02,238.54,105.54,7.92,46.82,23.49,2.34,2023-08-14 09:00:00,9,0,8,0,91.91,21.71,12.51,220.42,251.11
898,1066,24.5,7.9,150,100,547.0,0.0,73.19,284.64,246.76,125.89,8.79,51.75,24.95,2.62,2023-08-14 10:00:00,10,0,8,0,84.7,9.73,5.08,262.02,272.53
899,1067,26.1,8.3,175,100,557.0,0.0,65.92,287.18,161.4,213.02,7.83,53.23,26.04,2.97,2023-08-14 11:00:00,11,0,8,0,73.19,3.32,-2.61,284.64,268.89
900,1068,26.3,11.0,218,100,336.0,0.0,67.56,282.3,192.57,178.09,8.14,50.85,26.57,3.17,2023-08-14 12:00:00,12,0,8,0,65.92,3.53,-7.35,287.18,311.88
901,1069,27.2,14.1,220,100,474.0,0.0,76.83,258.84,173.08,170.39,7.25,45.25,27.02,3.1,2023-08-14 13:00:00,13,0,8,0,67.56,9.29,-7.34,282.3,248.64
902,1070,27.5,11.8,232,100,517.0,0.0,86.98,229.41,212.79,100.83,6.77,37.58,27.18,2.55,2023-08-14 14:00:00,14,0,8,0,76.83,29.36,-4.13,258.84,200.01
903,1071,28.0,11.4,215,95,462.0,0.0,102.94,183.06,181.01,79.05,5.03,28.76,27.5,2.41,2023-08-14 15:00:00,15,0,8,0,86.98,72.45,2.38,229.41,177.31
904,1072,26.2,4.0,243,99,202.0,0.0,126.58,132.6,119.16,78.23,3.08,19.44,27.51,2.21,2023-08-14 16:00:00,16,0,8,0,102.94,97.65,15.13,183.06,117.98
905,1073,25.1,4.3,318,100,104.0,0.0,161.46,48.08,28.09,53.51,1.01,10.08,26.68,1.66,2023-08-14 17:00:00,17,0,8,0,126.58,114.18,41.65,132.6,52.34
906,1074,23.8,6.9,354,100,45.0,0.0,166.05,0.29,0.0,6.55,0.1,1.06,25.37,1.1,2023-08-14 18:00:00,18,0,8,0,161.46,125.79,55.74,48.08,0.66
916,1084,16.5,2.1,149,100,0.0,0.0,117.86,29.59,45.34,15.09,0.33,2.95,17.33,1.17,2023-08-15 04:00:00,4,1,8,0,98.08,130.25,20.79,0.0,25.16
917,1085,16.7,3.0,166,100,11.0,0.0,132.48,104.31,102.65,54.94,1.83,12.09,17.93,0.9,2023-08-15 05:00:00,5,1,8,0,117.86,140.85,36.92,29.59,99.03
918,1086,18.3,5.2,245,100,38.0,0.1,113.34,153.03,136.0,80.6,3.46,21.48,20.5,0.48,2023-08-15 06:00:00,6,1,8,0,132.48,117.8,14.11,104.31,134.48
919,1087,19.1,5.6,135,92,86.0,2.5,93.54,200.75,158.78,113.87,5.09,30.72,22.16,0.97,2023-08-15 07:00:00,7,1,8,0,113.34,105.23,3.69,153.03,176.09
920,1088,19.7,5.9,166,51,233.0,0.0,80.19,228.33,196.22,109.69,6.48,39.32,23.51,1.38,2023-08-15 08:00:00,8,1,8,0,93.54,91.91,-3.79,200.75,220.42
921,1089,22.4,5.9,191,56,546.0,0.0,74.4,213.43,159.09,125.33,6.13,46.56,24.54,1.45,2023-08-15 09:00:00,9,1,8,0,80.19,84.7,-7.85,228.33,262.02
922,1090,24.3,6.4,196,99,673.0,0.0,60.72,290.73,221.99,160.15,8.73,51.46,25.28,1.93,2023-08-15 10:00:00,10,1,8,0,74.4,73.19,-10.26,213.43,284.64
923,1091,26.2,6.9,231,38,750.0,0.0,38.64,291.98,259.8,126.38,9.37,52.92,26.31,2.07,2023-08-15 11:00:00,11,1,8,0,60.72,65.92,-16.47,290.73,287.18
924,1092,27.1,9.4,238,100,746.0,0.0,35.51,290.87,225.96,160.49,8.89,50.54,27.11,2.0,2023-08-15 12:00:00,12,1,8,0,38.64,67.56,-17.71,291.98,282.3
925,1093,27.1,11.9,241,100,568.0,0.0,49.65,258.7,207.16,141.08,7.78,44.96,27.51,1.86,2023-08-15 13:00:00,13,1,8,0,35.51,76.83,-11.39,290.87,258.84
926,1094,24.2,18.0,282,100,209.0,0.0,71.28,214.86,119.64,172.42,5.57,37.3,27.77,1.59,2023-08-15 14:00:00,14,1,8,0,49.65,86.98,-6.89,258.7,229.41
927,1095,22.8,14.0,288,100,109.0,0.1,94.38,127.21,40.35,137.92,2.87,28.49,27.12,2.34,2023-08-15 15:00:00,15,1,8,0,71.28,102.94,5.89,214.86,183.06
928,1096,22.9,10.7,284,87,236.0,0.0,107.89,44.44,0.28,70.36,1.02,19.17,23.65,2.55,2023-08-15 16:00:00,16,1,8,0,94.38,126.58,30.66,127.21,132.6
929,1097,22.1,8.5,306,90,189.0,0.0,132.93,25.54,7.48,39.8,0.64,9.81,21.9,1.59,2023-08-15 17:00:00,17,1,8,0,107.89,161.46,86.82,44.44,48.08
