,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
1759,16.7,1.1,90,100,113.0,0.0,130.45,98.86,99.42,65.52,4.45,24.05,19.79,0.48,2023-09-12 07:00:00,7,1,9,0,161.34,115.7,103.45,63.7,104.63
1760,18.8,2.0,225,100,233.0,0.0,115.45,130.35,128.2,77.47,6.15,31.99,22.76,0.07,2023-09-12 08:00:00,8,1,9,0,130.45,98.44,93.83,98.86,134.85
1761,20.7,1.5,14,92,327.0,0.0,106.07,156.06,135.5,98.82,7.12,38.31,24.6,1.1,2023-09-12 09:00:00,9,1,9,0,115.45,90.03,84.68,130.35,156.48
1762,22.5,3.2,63,100,367.0,0.0,102.54,166.7,153.32,95.18,8.01,42.2,25.44,1.52,2023-09-12 10:00:00,10,1,9,0,106.07,87.59,77.43,156.06,168.05
1763,24.6,6.0,65,48,576.0,0.0,100.32,164.89,161.86,86.61,8.32,42.98,26.18,1.45,2023-09-12 11:00:00,11,1,9,0,102.54,86.18,76.42,166.7,168.28
1764,25.6,6.5,71,100,624.0,0.0,100.47,154.93,151.85,85.99,7.87,40.49,26.94,1.24,2023-09-12 12:00:00,12,1,9,0,100.32,91.6,78.98,164.89,158.39
1765,26.4,8.0,82,100,590.0,0.0,104.3,130.88,140.27,71.23,6.98,35.2,27.53,1.24,2023-09-12 13:00:00,13,1,9,0,100.47,92.5,83.89,154.93,136.74
1766,26.6,10.4,76,99,489.0,0.0,113.28,102.45,109.6,66.57,5.39,27.92,27.87,1.31,2023-09-12 14:00:00,14,1,9,0,104.3,99.58,92.18,130.88,107.6
1767,26.4,8.6,68,99,357.0,0.0,140.69,74.71,63.59,70.71,3.35,19.4,27.95,1.38,2023-09-12 15:00:00,15,1,9,0,113.28,126.32,105.05,102.45,72.29
1768,25.7,7.2,63,66,229.0,0.0,195.05,35.57,22.67,49.16,1.32,10.22,27.59,0.97,2023-09-12 16:00:00,16,1,9,0,140.69,210.78,128.16,74.71,36.34
1769,24.2,9.5,53,39,117.0,0.0,261.96,0.79,0.0,7.85,0.12,0.83,26.06,0.9,2023-09-12 17:00:00,17,1,9,0,195.05,363.69,178.68,35.57,0.94
1770,21.9,5.6,50,26,14.0,0.0,204.88,0.0,0.0,0.0,0.0,0.0,24.0,1.1,2023-09-12 18:00:00,18,1,9,0,261.96,332.63,163.33,0.79,0.0
1771,20.4,6.4,38,100,0.0,0.0,150.47,0.0,0.0,0.0,0.0,0.0,21.86,2.07,2023-09-12 19:00:00,19,1,9,0,204.88,186.52,126.95,0.0,0.0
1772,21.0,6.8,65,100,0.0,0.0,123.27,0.0,0.0,0.0,0.0,0.0,20.92,2.0,2023-09-12 20:00:00,20,1,9,0,150.47,135.52,111.3,0.0,0.0
1773,20.8,5.1,86,100,0.0,0.1,104.0,0.0,0.0,0.0,0.0,0.0,20.21,2.07,2023-09-12 21:00:00,21,1,9,0,123.27,114.26,100.55,0.0,0.0
1774,18.2,5.6,220,100,0.0,6.1,102.59,0.0,0.0,0.0,0.0,0.0,19.58,1.79,2023-09-12 22:00:00,22,1,9,0,104.0,110.53,92.4,0.0,0.0
1775,17.3,4.9,216,100,0.0,0.3,96.21,0.0,0.0,0.0,0.0,0.0,20.06,0.34,2023-09-12 23:00:00,23,1,9,0,102.59,106.49,89.8,0.0,0.0
1776,16.1,5.1,184,100,0.0,0.0,93.94,0.0,0.0,0.0,0.0,0.0,19.2,0.21,2023-09-13 00:00:00,0,2,9,0,96.21,105.57,91.27,0.0,0.0
1777,15.3,3.1,225,100,0.0,0.0,91.12,0.0,0.0,0.0,0.0,0.0,17.59,0.76,2023-09-13 01:00:00,1,2,9,0,93.94,104.6,92.1,0.0,0.0
1778,15.2,8.4,250,100,0.0,0.0,91.22,0.0,0.0,0.0,0.0,0.0,16.9,1.17,2023-09-13 02:00:00,2,2,9,0,91.12,107.57,93.14,0.0,0.0
1779,15.7,9.6,250,96,0.0,0.0,96.71,0.0,0.0,0.0,0.0,0.0,17.46,1.93,2023-09-13 03:00:00,3,2,9,0,91.22,118.2,101.23,0.0,0.0
1780,15.8,9.3,257,94,0.0,0.2,120.44,0.0,0.0,0.0,0.0,-3.77,17.48,3.24,2023-09-13 04:00:00,4,2,9,0,96.71,154.26,123.92,0.0,0.0
1781,15.9,7.1,225,99,0.0,0.0,138.47,7.4,2.98,18.25,0.31,5.58,17.51,3.59,2023-09-13 05:00:00,5,2,9,0,120.44,216.14,141.11,0.0,21.54
1782,16.0,10.1,272,100,7.0,0.0,131.16,23.28,7.16,37.76,0.75,14.91,17.55,3.86,2023-09-13 06:00:00,6,2,9,0,138.47,161.34,121.6,7.4,63.7
1783,16.8,9.0,268,99,53.0,0.0,122.8,45.48,4.19,67.07,1.11,23.79,17.11,3.72,2023-09-13 07:00:00,7,2,9,0,131.16,130.45,102.86,23.28,98.86
1784,17.2,10.1,266,100,120.0,0.0,106.52,115.36,44.4,119.25,3.53,31.7,17.46,3.45,2023-09-13 08:00:00,8,2,9,0,122.8,115.45,90.44,45.48,130.35
1785,18.4,11.8,290,100,160.0,0.0,97.71,162.0,58.08,161.75,4.9,37.98,18.66,3.93,2023-09-13 09:00:00,9,2,9,0,106.52,106.07,83.56,115.36,156.06
1786,18.8,11.6,286,99,195.0,0.0,92.89,150.62,46.23,158.09,4.36,41.84,19.76,3.72,2023-09-13 10:00:00,10,2,9,0,97.71,102.54,76.31,162.0,166.7
1787,18.9,9.6,283,91,206.0,0.1,91.81,149.22,68.95,138.75,5.13,42.59,20.39,2.9,2023-09-13 11:00:00,11,2,9,0,92.89,100.32,72.94,150.62,164.89
1788,20.1,11.0,259,91,266.0,0.0,90.0,123.24,42.26,131.01,3.79,40.09,21.11,3.1,2023-09-13 12:00:00,12,2,9,0,91.81,100.47,75.2,149.22,154.93
1789,20.7,11.3,287,31,309.0,0.0,91.58,126.92,70.78,113.8,4.78,34.82,19.39,3.59,2023-09-13 13:00:00,13,2,9,0,90.0,104.3,83.03,123.24,130.88
1790,21.3,11.3,292,93,331.0,0.0,97.0,90.89,42.45,95.81,3.16,27.55,19.78,3.66,2023-09-13 14:00:00,14,2,9,0,91.58,113.28,91.48,126.92,102.45
1791,20.8,10.6,280,46,198.0,0.0,105.16,44.72,29.84,51.83,1.84,19.04,19.99,3.72,2023-09-13 15:00:00,15,2,9,0,97.0,140.69,106.79,90.89,74.71
1792,18.7,20.4,328,98,189.0,0.0,128.6,14.71,13.57,24.23,0.72,9.86,19.14,3.79,2023-09-13 16:00:00,16,2,9,0,105.16,195.05,141.56,44.72,35.57
1793,15.9,20.8,323,99,35.0,0.0,159.06,0.0,0.0,3.97,0.06,0.47,17.76,3.52,2023-09-13 17:00:00,17,2,9,0,128.6,261.96,181.0,14.71,0.79
1794,14.6,19.2,332,91,6.0,0.0,150.42,0.0,0.0,0.0,0.0,0.0,16.45,2.97,2023-09-13 18:00:00,18,2,9,0,159.06,204.88,162.94,0.0,0.0
1795,13.5,14.7,338,80,0.0,0.0,127.22,0.0,0.0,0.0,0.0,0.0,15.38,3.38,2023-09-13 19:00:00,19,2,9,0,150.42,150.47,124.25,0.0,0.0
1796,11.8,8.0,342,29,0.0,0.0,109.12,0.0,0.0,0.0,0.0,0.0,14.69,3.24,2023-09-13 20:00:00,20,2,9,0,127.22,123.27,105.34,0.0,0.0
1797,10.8,6.2,339,0,0.0,0.0,97.51,0.0,0.0,0.0,0.0,0.0,14.16,2.48,2023-09-13 21:00:00,21,2,9,0,109.12,104.0,95.13,0.0,0.0
1798,10.1,5.6,333,0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,13.72,1.93,2023-09-13 22:00:00,22,2,9,0,97.51,102.59,95.11,0.0,0.0
1799,9.6,4.8,318,0,0.0,0.0,96.9,0.0,0.0,0.0,0.0,0.0,13.33,1.66,2023-09-13 23:00:00,23,2,9,0,98.0,96.21,91.25,0.0,0.0
1800,9.3,4.4,325,16,0.0,0.0,98.8,0.0,0.0,0.0,0.0,0.0,12.74,1.45,2023-09-14 00:00:00,0,3,9,0,96.9,93.94,89.37,0.0,0.0
1801,9.0,5.5,328,10,0.0,0.0,99.87,0.0,0.0,0.0,0.0,0.0,11.73,1.31,2023-09-14 01:00:00,1,3,9,0,98.8,91.12,86.99,0.0,0.0
1802,8.9,5.0,330,0,0.0,0.0,99.46,0.0,0.0,0.0,0.0,0.0,10.78,1.38,2023-09-14 02:00:00,2,3,9,0,99.87,91.22,88.77,0.0,0.0
1803,8.6,4.2,329,4,0.0,0.0,107.29,0.0,0.0,0.0,0.0,0.0,10.1,1.59,2023-09-14 03:00:00,3,3,9,0,99.46,96.71,92.41,0.0,0.0
1804,7.9,5.9,317,73,0.0,0.0,140.52,0.0,0.0,0.0,0.0,-4.02,9.51,1.59,2023-09-14 04:00:00,4,3,9,0,107.29,120.44,115.47,0.0,0.0
1805,7.3,5.5,328,73,0.0,0.0,184.05,13.09,19.68,18.83,0.63,5.34,9.6,1.31,2023-09-14 05:00:00,5,3,9,0,140.52,138.47,129.41,0.0,7.4
1806,7.3,3.2,333,91,40.0,0.0,159.72,57.91,51.09,53.7,2.34,14.66,10.85,0.76,2023-09-14 06:00:00,6,3,9,0,184.05,131.16,125.22,13.09,23.28
1807,9.9,2.3,321,42,154.0,0.0,123.6,101.55,76.58,82.17,4.1,23.52,11.92,1.17,2023-09-14 07:00:00,7,3,9,0,159.72,122.8,104.7,57.91,45.48
1808,12.1,1.3,124,100,301.0,0.0,101.96,125.31,118.63,73.93,5.98,31.41,13.2,1.03,2023-09-14 08:00:00,8,3,9,0,123.6,106.52,91.06,101.55,115.36
1809,14.5,2.4,63,69,424.0,0.0,94.67,152.0,150.61,75.94,7.67,37.66,14.56,1.03,2023-09-14 09:00:00,9,3,9,0,101.96,97.71,83.16,125.31,162.0
1810,15.7,3.7,11,45,543.0,0.0,92.25,163.74,161.24,79.38,8.41,41.48,15.83,0.97,2023-09-14 10:00:00,10,3,9,0,94.67,92.89,74.86,152.0,150.62
1811,16.6,5.0,360,58,590.0,0.0,91.47,159.27,159.4,76.42,8.36,42.21,16.87,1.03,2023-09-14 11:00:00,11,3,9,0,92.25,91.81,68.1,163.74,149.22
1812,17.1,4.3,24,100,560.0,0.0,90.42,164.51,118.33,118.56,7.25,39.7,17.62,0.9,2023-09-14 12:00:00,12,3,9,0,91.47,90.0,70.59,159.27,123.24
1813,17.5,4.3,42,100,583.0,0.0,93.41,144.88,85.34,125.21,5.76,34.43,18.12,0.76,2023-09-14 13:00:00,13,3,9,0,90.42,91.58,80.5,164.51,126.92
1814,17.7,4.1,52,100,512.0,0.0,98.96,121.88,51.53,126.77,4.14,27.18,18.34,0.9,2023-09-14 14:00:00,14,3,9,0,93.41,97.0,88.0,144.88,90.89
1815,17.8,4.7,32,68,371.0,0.0,121.2,74.59,36.93,84.36,2.69,18.68,18.47,0.62,2023-09-14 15:00:00,15,3,9,0,98.96,105.16,102.47,121.88,44.72
1816,17.3,6.3,24,0,259.0,0.0,173.9,33.33,16.12,48.11,1.17,9.5,18.27,0.83,2023-09-14 16:00:00,16,3,9,0,121.2,128.6,130.34,74.59,14.71
1817,15.7,6.2,21,0,113.0,0.0,240.96,0.0,0.0,5.48,0.08,0.11,17.8,0.97,2023-09-14 17:00:00,17,3,9,0,173.9,159.06,159.56,33.33,0.0
1818,13.7,6.5,357,15,12.0,0.0,199.76,0.0,0.0,0.0,0.0,0.0,16.37,1.31,2023-09-14 18:00:00,18,3,9,0,240.96,150.42,145.82,0.0,0.0
1819,12.7,5.6,345,27,0.0,0.0,137.73,0.0,0.0,0.0,0.0,0.0,15.73,1.72,2023-09-14 19:00:00,19,3,9,0,199.76,127.22,120.48,0.0,0.0
1820,11.8,5.9,349,15,0.0,0.0,115.93,0.0,0.0,0.0,0.0,0.0,15.24,1.86,2023-09-14 20:00:00,20,3,9,0,137.73,109.12,103.38,0.0,0.0
1821,11.6,6.1,3,24,0.0,0.0,102.74,0.0,0.0,0.0,0.0,0.0,14.7,1.93,2023-09-14 21:00:00,21,3,9,0,115.93,97.51,93.86,0.0,0.0
1822,11.4,5.4,37,88,0.0,0.0,100.56,0.0,0.0,0.0,0.0,0.0,14.27,2.0,2023-09-14 22:00:00,22,3,9,0,102.74,98.0,88.7,0.0,0.0
1823,11.3,6.8,58,62,0.0,0.0,97.41,0.0,0.0,0.0,0.0,0.0,13.69,2.07,2023-09-14 23:00:00,23,3,9,0,100.56,96.9,85.29,0.0,0.0
1824,10.7,5.8,83,0,0.0,0.0,96.05,0.0,0.0,0.0,0.0,0.0,13.18,2.07,2023-09-15 00:00:00,0,4,9,0,97.41,98.8,85.43,0.0,0.0
1825,10.1,4.8,63,0,0.0,0.0,96.04,0.0,0.0,0.0,0.0,0.0,12.87,2.14,2023-09-15 01:00:00,1,4,9,0,96.05,99.87,82.96,0.0,0.0
1826,9.6,4.8,63,0,0.0,0.0,96.94,0.0,0.0,0.0,0.0,0.0,12.92,2.21,2023-09-15 02:00:00,2,4,9,0,96.04,99.46,86.14,0.0,0.0
1827,9.6,5.5,79,0,0.0,0.0,100.01,0.0,0.0,0.0,0.0,0.0,12.8,2.28,2023-09-15 03:00:00,3,4,9,0,96.94,107.29,93.5,0.0,0.0
1828,9.2,5.2,78,0,0.0,0.0,135.35,0.0,0.0,0.0,0.0,0.0,12.66,2.28,2023-09-15 04:00:00,4,4,9,0,100.01,140.52,115.21,0.0,0.0
1829,8.9,4.7,81,0,0.0,0.0,152.29,11.14,16.6,18.07,0.57,5.1,12.39,2.14,2023-09-15 05:00:00,5,4,9,0,135.35,184.05,132.49,0.0,13.09
1830,9.5,4.3,95,2,45.0,0.0,130.78,55.84,41.12,58.23,2.16,14.41,12.58,1.86,2023-09-15 06:00:00,6,4,9,0,152.29,159.72,121.63,11.14,57.91
1831,11.5,6.2,100,0,176.0,0.0,112.54,90.03,82.43,66.58,4.17,23.26,13.14,2.14,2023-09-15 07:00:00,7,4,9,0,130.78,123.6,103.34,55.84,101.55
1832,13.3,6.2,100,15,320.0,0.0,96.7,124.15,113.91,78.08,6.0,31.12,14.85,2.41,2023-09-15 08:00:00,8,4,9,0,112.54,101.96,91.59,90.03,125.31
1833,15.7,7.6,109,43,455.0,0.0,88.83,135.54,126.22,78.39,6.77,37.33,16.77,2.41,2023-09-15 09:00:00,9,4,9,0,96.7,94.67,83.06,124.15,152.0
1834,17.6,8.1,111,19,563.0,0.0,78.67,153.52,161.7,70.05,8.43,41.11,18.37,2.34,2023-09-15 10:00:00,10,4,9,0,88.83,92.25,76.48,135.54,163.74
1835,19.1,9.3,118,4,636.0,0.0,69.57,153.16,158.66,73.33,8.46,41.82,19.9,2.28,2023-09-15 11:00:00,11,4,9,0,78.67,91.47,73.18,153.52,159.27
1836,20.1,8.9,111,24,647.0,0.0,73.89,154.78,103.99,121.66,6.76,39.3,21.15,2.41,2023-09-15 12:00:00,12,4,9,0,69.57,90.42,74.08,153.16,164.51
1837,20.8,7.9,93,15,603.0,0.0,82.53,150.64,46.08,164.29,4.61,34.04,21.8,2.28,2023-09-15 13:00:00,13,4,9,0,73.89,93.41,82.6,154.78,144.88
1838,21.8,8.0,126,27,515.0,0.0,93.36,117.89,20.29,145.71,3.04,26.8,22.0,2.34,2023-09-15 14:00:00,14,4,9,0,82.53,98.96,91.94,150.64,121.88
1839,21.7,7.2,87,0,396.0,0.0,113.4,61.45,7.89,86.79,1.57,18.31,22.08,2.48,2023-09-15 15:00:00,15,4,9,0,93.36,121.2,107.99,117.89,74.59
1840,21.2,8.4,110,32,259.0,0.0,157.11,25.33,3.52,43.98,0.74,9.15,21.64,2.21,2023-09-15 16:00:00,16,4,9,0,113.4,173.9,153.31,61.45,33.33
1841,19.3,3.9,68,0,110.0,0.0,197.24,0.0,0.0,0.0,0.0,-0.24,20.71,2.41,2023-09-15 17:00:00,17,4,9,0,157.11,240.96,205.48,25.33,0.0
1842,16.7,6.4,52,0,10.0,0.0,154.74,0.0,0.0,0.0,0.0,0.0,19.69,2.62,2023-09-15 18:00:00,18,4,9,0,197.24,199.76,181.84,0.0,0.0
1843,16.1,5.4,53,0,0.0,0.0,117.31,0.0,0.0,0.0,0.0,0.0,17.69,2.62,2023-09-15 19:00:00,19,4,9,0,154.74,137.73,128.92,0.0,0.0
1844,15.5,6.0,57,0,0.0,0.0,102.45,0.0,0.0,0.0,0.0,0.0,16.66,2.62,2023-09-15 20:00:00,20,4,9,0,117.31,115.93,113.43,0.0,0.0
1845,14.8,5.2,65,0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,15.85,2.55,2023-09-15 21:00:00,21,4,9,0,102.45,102.74,103.54,0.0,0.0
1846,13.9,4.6,72,0,0.0,0.0,95.99,0.0,0.0,0.0,0.0,0.0,15.21,2.48,2023-09-15 22:00:00,22,4,9,0,93.2,100.56,105.33,0.0,0.0
1847,13.6,4.0,117,0,0.0,0.0,92.78,0.0,0.0,0.0,0.0,0.0,14.56,2.34,2023-09-15 23:00:00,23,4,9,0,95.99,97.41,102.06,0.0,0.0
1848,13.1,4.7,94,0,0.0,0.0,91.59,0.0,0.0,0.0,0.0,0.0,13.91,2.14,2023-09-16 00:00:00,0,5,9,1,92.78,96.05,99.66,0.0,0.0
1849,12.9,4.0,117,0,0.0,0.0,90.27,0.0,0.0,0.0,0.0,0.0,13.13,2.0,2023-09-16 01:00:00,1,5,9,1,91.59,96.04,98.38,0.0,0.0
1850,12.4,3.2,153,100,0.0,0.0,91.6,0.0,0.0,0.0,0.0,0.0,12.22,1.79,2023-09-16 02:00:00,2,5,9,1,90.27,96.94,98.83,0.0,0.0
1851,11.5,4.8,117,4,0.0,0.0,93.01,0.0,0.0,0.0,0.0,0.0,11.48,1.79,2023-09-16 03:00:00,3,5,9,1,91.6,100.01,99.68,0.0,0.0
1852,10.4,4.5,104,0,0.0,0.0,102.9,0.0,0.0,0.0,0.0,0.0,10.99,1.72,2023-09-16 04:00:00,4,5,9,1,93.01,135.35,106.76,0.0,0.0
1853,10.2,4.3,95,0,0.0,0.0,108.44,10.73,17.79,17.31,0.6,4.86,10.6,1.66,2023-09-16 05:00:00,5,5,9,1,102.9,152.29,106.93,0.0,11.14
1854,11.5,4.8,117,0,41.0,0.0,101.04,50.91,49.34,48.54,2.34,14.17,11.65,1.17,2023-09-16 06:00:00,6,5,9,1,108.44,130.78,99.06,10.73,55.84
1855,14.2,6.0,123,0,168.0,0.0,92.03,84.01,86.06,59.67,4.31,22.99,15.15,1.38,2023-09-16 07:00:00,7,5,9,1,101.04,112.54,88.26,50.91,90.03
1856,16.5,7.6,121,3,314.0,0.0,82.36,112.38,118.62,64.7,6.12,30.82,17.68,1.52,2023-09-16 08:00:00,8,5,9,1,92.03,96.7,78.08,84.01,124.15
1857,18.4,8.4,130,0,450.0,0.0,68.64,132.84,142.61,66.93,7.49,37.0,19.88,1.59,2023-09-16 09:00:00,9,5,9,1,82.36,88.83,66.44,112.38,135.54
1858,20.7,9.8,144,30,557.0,0.0,54.62,143.62,155.36,68.25,8.29,40.75,21.67,1.66,2023-09-16 10:00:00,10,5,9,1,68.64,78.67,33.15,132.84,153.52
1859,22.6,9.9,136,0,611.0,0.0,34.32,143.18,156.31,67.96,8.44,41.43,22.94,1.72,2023-09-16 11:00:00,11,5,9,1,54.62,69.57,18.37,143.62,153.16
1860,23.8,9.4,148,0,637.0,0.0,38.25,132.1,145.98,66.29,7.94,38.91,23.83,1.72,2023-09-16 12:00:00,12,5,9,1,34.32,73.89,24.05,143.18,154.78
1861,24.6,8.3,162,0,604.0,0.0,68.42,111.67,124.26,63.94,6.81,33.65,24.39,1.52,2023-09-16 13:00:00,13,5,9,1,38.25,82.53,51.32,132.1,150.64
1862,24.9,6.8,177,56,501.0,0.0,84.68,85.11,90.59,62.54,5.08,26.43,24.66,1.24,2023-09-16 14:00:00,14,5,9,1,68.42,93.36,79.54,111.67,117.89
1863,24.6,4.8,222,5,367.0,0.0,104.34,54.23,58.34,51.62,3.23,17.95,24.62,1.1,2023-09-16 15:00:00,15,5,9,1,84.68,113.4,100.6,85.11,61.45
1864,23.9,3.9,248,100,242.0,0.0,134.86,24.01,23.04,35.24,1.27,8.79,24.29,0.9,2023-09-16 16:00:00,16,5,9,1,104.34,157.11,123.58,54.23,25.33
1865,22.1,2.9,270,100,82.0,0.0,164.07,0.0,0.0,0.0,0.0,-0.6,22.83,1.52,2023-09-16 17:00:00,17,5,9,1,134.86,197.24,154.88,24.01,0.0
1866,19.2,5.2,286,100,8.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,20.38,1.72,2023-09-16 18:00:00,18,5,9,1,164.07,154.74,160.39,0.0,0.0
1867,18.9,4.0,297,100,0.0,0.0,116.68,0.0,0.0,0.0,0.0,0.0,18.99,1.52,2023-09-16 19:00:00,19,5,9,1,139.0,117.31,133.57,0.0,0.0
1868,17.9,2.9,300,100,0.0,0.0,105.07,0.0,0.0,0.0,0.0,0.0,17.62,1.66,2023-09-16 20:00:00,20,5,9,1,116.68,102.45,112.59,0.0,0.0
1869,17.2,1.3,34,100,0.0,0.0,95.63,0.0,0.0,0.0,0.0,0.0,16.94,1.52,2023-09-16 21:00:00,21,5,9,1,105.07,93.2,103.76,0.0,0.0
1870,16.9,1.6,153,100,0.0,0.0,103.76,0.0,0.0,0.0,0.0,0.0,17.29,1.17,2023-09-16 22:00:00,22,5,9,1,95.63,95.99,106.5,0.0,0.0
1871,16.3,1.3,236,53,0.0,0.0,101.52,0.0,0.0,0.0,0.0,0.0,16.95,1.1,2023-09-16 23:00:00,23,5,9,1,103.76,92.78,104.85,0.0,0.0
1872,15.6,2.5,135,88,0.0,0.0,99.84,0.0,0.0,0.0,0.0,0.0,15.76,1.31,2023-09-17 00:00:00,0,6,9,1,101.52,91.59,102.92,0.0,0.0
1873,15.6,2.7,113,82,0.0,0.0,97.24,0.0,0.0,0.0,0.0,0.0,15.47,1.24,2023-09-17 01:00:00,1,6,9,1,99.84,90.27,98.87,0.0,0.0
1874,15.3,2.3,72,95,0.0,0.0,96.93,0.0,0.0,0.0,0.0,0.0,15.2,1.24,2023-09-17 02:00:00,2,6,9,1,97.24,91.6,96.72,0.0,0.0
1875,15.9,3.3,139,100,0.0,0.0,95.43,0.0,0.0,0.0,0.0,0.0,14.86,1.24,2023-09-17 03:00:00,3,6,9,1,96.93,93.01,97.92,0.0,0.0
1876,15.1,2.8,130,85,0.0,0.0,98.84,0.0,0.0,0.0,0.0,0.0,14.42,1.24,2023-09-17 04:00:00,4,6,9,1,95.43,102.9,98.52,0.0,0.0
1877,14.5,4.1,128,54,0.0,0.0,101.77,10.4,2.39,23.07,0.38,4.62,14.35,1.17,2023-09-17 05:00:00,5,6,9,1,98.84,108.44,98.39,0.0,10.73
1878,14.7,4.4,125,85,35.0,0.0,93.16,45.18,24.29,56.57,1.67,13.92,14.89,1.1,2023-09-17 06:00:00,6,6,9,1,101.77,101.04,93.77,10.4,50.91
1879,17.2,3.8,131,84,157.0,0.0,79.23,84.68,51.82,84.87,3.42,22.73,17.92,1.24,2023-09-17 07:00:00,7,6,9,1,93.16,92.03,83.49,45.18,84.01
1880,18.7,7.1,139,88,242.0,0.0,64.07,109.23,79.94,91.8,4.99,30.53,20.82,1.79,2023-09-17 08:00:00,8,6,9,1,79.23,82.36,56.51,84.68,112.38
1881,20.3,6.9,141,51,344.0,0.0,40.7,122.79,88.34,99.18,5.65,36.67,22.73,2.41,2023-09-17 09:00:00,9,6,9,1,64.07,68.64,28.71,109.23,132.84
1882,22.2,8.9,153,32,455.0,0.0,23.19,136.69,95.86,108.95,6.29,40.38,23.93,2.76,2023-09-17 10:00:00,10,6,9,1,40.7,54.62,17.31,122.79,143.62
1883,24.2,8.9,166,0,600.0,0.0,11.74,127.97,121.08,79.6,7.1,41.04,24.89,3.03,2023-09-17 11:00:00,11,6,9,1,23.19,34.32,7.31,136.69,143.18
1884,25.5,10.9,174,8,588.0,0.0,11.65,124.98,111.21,86.47,6.78,38.51,25.69,3.1,2023-09-17 12:00:00,12,6,9,1,11.74,38.25,7.94,127.97,132.1
1885,26.3,12.6,185,7,509.0,0.0,36.32,111.79,107.41,78.42,6.45,33.27,26.15,3.03,2023-09-17 13:00:00,13,6,9,1,11.65,68.42,28.9,124.98,111.67
1886,26.2,13.1,196,47,408.0,0.0,70.27,79.52,80.98,63.89,4.8,26.05,26.45,3.03,2023-09-17 14:00:00,14,6,9,1,36.32,84.68,73.74,111.79,85.11
1887,25.7,12.6,185,47,343.0,0.0,97.83,51.63,48.57,55.13,2.98,17.58,26.3,2.76,2023-09-17 15:00:00,15,6,9,1,70.27,104.34,99.36,79.52,54.23
1888,25.0,7.6,183,100,228.0,0.0,117.91,21.48,17.88,34.5,1.13,8.43,25.76,2.0,2023-09-17 16:00:00,16,6,9,1,97.83,134.86,124.26,51.63,24.01
1889,23.1,3.0,194,100,85.0,0.0,131.96,0.0,0.0,0.0,0.0,-0.96,24.42,1.59,2023-09-17 17:00:00,17,6,9,1,117.91,164.07,152.49,21.48,0.0
1890,21.6,2.5,180,100,6.0,0.0,111.12,0.0,0.0,0.0,0.0,0.0,22.39,1.52,2023-09-17 18:00:00,18,6,9,1,131.96,139.0,159.68,0.0,0.0
1891,20.5,3.1,111,100,0.0,0.0,102.11,0.0,0.0,0.0,0.0,0.0,20.68,1.93,2023-09-17 19:00:00,19,6,9,1,111.12,116.68,139.32,0.0,0.0
1892,19.8,3.5,114,100,0.0,0.0,92.93,0.0,0.0,0.0,0.0,0.0,19.77,1.93,2023-09-17 20:00:00,20,6,9,1,102.11,105.07,119.34,0.0,0.0
1893,18.7,3.4,72,100,0.0,0.0,80.1,0.0,0.0,0.0,0.0,0.0,19.15,1.93,2023-09-17 21:00:00,21,6,9,1,92.93,95.63,104.04,0.0,0.0
1894,18.2,2.9,97,100,0.0,0.0,83.52,0.0,0.0,0.0,0.0,0.0,18.64,1.93,2023-09-17 22:00:00,22,6,9,1,80.1,103.76,100.0,0.0,0.0
1895,17.6,4.9,107,100,0.0,0.0,77.8,0.0,0.0,0.0,0.0,0.0,18.09,2.0,2023-09-17 23:00:00,23,6,9,1,83.52,101.52,95.55,0.0,0.0
1896,17.7,5.4,110,100,0.0,0.0,64.14,0.0,0.0,0.0,0.0,0.0,17.75,2.14,2023-09-18 00:00:00,0,0,9,0,77.8,99.84,93.22,0.0,0.0
1897,17.1,5.8,112,100,0.0,0.0,66.83,0.0,0.0,0.0,0.0,0.0,17.7,2.41,2023-09-18 01:00:00,1,0,9,0,64.14,97.24,91.38,0.0,0.0
1898,17.2,7.5,145,100,0.0,0.0,72.13,0.0,0.0,0.0,0.0,0.0,17.41,2.34,2023-09-18 02:00:00,2,0,9,0,66.83,96.93,92.36,0.0,0.0
1899,16.9,8.2,131,100,0.0,0.0,84.1,0.0,0.0,0.0,0.0,0.0,17.17,2.34,2023-09-18 03:00:00,3,0,9,0,72.13,95.43,101.73,0.0,0.0
1900,17.0,9.2,129,100,0.0,0.0,105.22,0.0,0.0,0.0,0.0,0.0,16.98,2.41,2023-09-18 04:00:00,4,0,9,0,84.1,98.84,138.34,0.0,0.0
1901,16.8,7.1,131,94,0.0,0.1,130.52,7.87,12.06,16.38,0.51,4.38,16.85,2.55,2023-09-18 05:00:00,5,0,9,0,105.22,101.77,165.02,0.0,10.4
1902,17.0,5.8,150,100,17.0,0.0,121.28,36.78,16.04,51.42,1.33,13.67,17.69,2.9,2023-09-18 06:00:00,6,0,9,0,130.52,93.16,132.88,7.87,45.18
