,temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend,price_lag_1h,price_lag_24h,price_lag_168h,P_lag_1h,P_lag_24h
168,17.7,7.7,79,0,0.0,0.0,86.04,0.0,0.0,0.0,0.0,0.0,17.92,2.48,2023-07-08 00:00:00,0,5,7,1,88.63,98.35,95.72,0.0,0.0
169,17.1,8.0,72,57,0.0,0.0,82.23,0.0,0.0,0.0,0.0,0.0,16.81,2.21,2023-07-08 01:00:00,1,5,7,1,86.04,97.44,89.61,0.0,0.0
170,16.6,6.9,81,9,0.0,0.0,83.92,0.0,0.0,0.0,0.0,0.0,15.6,2.07,2023-07-08 02:00:00,2,5,7,1,82.23,98.41,86.94,0.0,0.0
171,14.8,5.4,70,0,0.0,0.0,83.71,1.83,0.0,9.84,0.14,1.35,14.49,1.86,2023-07-08 03:00:00,3,5,7,1,83.92,102.91,80.18,0.0,1.33
172,14.4,4.5,76,100,12.0,0.0,84.95,105.68,78.74,67.01,1.27,9.5,14.08,1.66,2023-07-08 04:00:00,4,5,7,1,83.71,132.99,76.74,1.83,139.78
173,15.6,2.7,67,0,91.0,0.0,87.11,197.97,144.84,110.83,2.99,18.4,15.64,1.24,2023-07-08 05:00:00,5,5,7,1,84.95,132.07,77.02,105.68,231.63
174,18.4,4.9,126,0,234.0,0.0,85.98,286.96,271.06,97.05,5.3,27.7,19.13,1.17,2023-07-08 06:00:00,6,5,7,1,87.11,116.87,68.84,197.97,295.58
175,21.0,5.8,120,100,375.0,0.0,79.52,325.95,312.12,106.55,7.09,37.07,21.93,1.17,2023-07-08 07:00:00,7,5,7,1,85.98,101.46,59.82,286.96,347.27
176,23.0,6.3,121,93,435.0,0.0,66.59,367.61,367.59,106.88,9.01,46.05,24.32,1.24,2023-07-08 08:00:00,8,5,7,1,79.52,90.31,41.66,325.95,383.95
177,25.6,7.5,125,29,604.0,0.0,52.17,390.68,412.76,95.46,10.44,53.93,26.44,1.17,2023-07-08 09:00:00,9,5,7,1,66.59,85.71,25.46,367.61,409.77
178,28.3,10.2,141,0,788.0,0.0,24.51,401.45,421.97,103.08,11.2,59.53,27.96,1.24,2023-07-08 10:00:00,10,5,7,1,52.17,80.06,14.09,390.68,419.57
179,29.7,14.8,166,0,857.0,0.0,10.95,405.84,428.18,102.46,11.48,61.29,28.79,1.66,2023-07-08 11:00:00,11,5,7,1,24.51,71.54,6.33,401.45,421.73
180,29.8,12.4,150,61,870.0,0.0,10.47,386.76,374.84,131.26,10.59,58.52,29.32,1.93,2023-07-08 12:00:00,12,5,7,1,10.95,69.61,3.35,405.84,409.31
181,30.3,13.1,148,51,772.0,0.0,26.87,357.82,356.5,114.13,9.53,52.25,29.68,1.79,2023-07-08 13:00:00,13,5,7,1,10.47,71.43,7.16,386.76,362.9
182,30.6,15.0,169,30,736.0,0.0,63.1,338.68,351.25,98.21,8.55,44.03,29.91,1.59,2023-07-08 14:00:00,14,5,7,1,26.87,83.44,12.15,357.82,351.04
183,30.4,7.7,127,45,559.0,0.0,83.42,289.9,290.28,99.2,6.57,34.91,30.08,1.38,2023-07-08 15:00:00,15,5,7,1,63.1,94.92,50.32,338.68,299.52
184,30.2,8.3,124,42,512.0,0.0,102.46,230.25,218.33,97.29,4.47,25.52,29.99,0.97,2023-07-08 16:00:00,16,5,7,1,83.42,117.29,73.47,289.9,256.48
185,29.3,7.0,102,65,356.0,0.0,118.97,157.53,149.65,74.96,2.47,16.28,29.74,0.48,2023-07-08 17:00:00,17,5,7,1,102.46,143.37,88.49,230.25,183.22
186,27.7,4.4,55,37,199.0,0.0,129.89,70.74,71.0,40.8,0.83,7.53,27.87,1.03,2023-07-08 18:00:00,18,5,7,1,118.97,166.8,94.4,157.53,93.39
187,25.1,3.9,34,100,71.0,0.0,134.08,0.0,0.0,0.0,0.0,-0.4,26.46,1.86,2023-07-08 19:00:00,19,5,7,1,129.89,143.14,95.98,70.74,0.0
188,24.2,5.7,35,74,5.0,0.0,125.21,0.0,0.0,0.0,0.0,0.0,24.22,1.93,2023-07-08 20:00:00,20,5,7,1,134.08,120.93,93.5,0.0,0.0
189,21.9,5.6,50,0,0.0,0.0,113.52,0.0,0.0,0.0,0.0,0.0,22.29,1.86,2023-07-08 21:00:00,21,5,7,1,125.21,104.33,84.44,0.0,0.0
190,21.7,5.1,51,100,0.0,0.0,105.69,0.0,0.0,0.0,0.0,0.0,20.85,1.86,2023-07-08 22:00:00,22,5,7,1,113.52,98.03,37.37,0.0,0.0
191,20.2,4.0,90,100,0.0,0.0,96.56,0.0,0.0,0.0,0.0,0.0,19.69,1.93,2023-07-08 23:00:00,23,5,7,1,105.69,88.63,27.3,0.0,0.0
192,19.5,2.6,106,100,0.0,0.0,95.86,0.0,0.0,0.0,0.0,0.0,18.76,1.79,2023-07-09 00:00:00,0,6,7,1,96.56,86.04,23.06,0.0,0.0
193,18.7,3.1,69,44,0.0,0.0,91.42,0.0,0.0,0.0,0.0,0.0,18.04,1.72,2023-07-09 01:00:00,1,6,7,1,95.86,82.23,17.16,0.0,0.0
194,17.5,2.3,141,100,0.0,0.0,91.49,0.0,0.0,0.0,0.0,0.0,17.85,1.59,2023-07-09 02:00:00,2,6,7,1,91.42,83.92,10.77,0.0,0.0
195,16.1,1.8,180,55,0.0,0.0,93.68,0.84,0.0,7.79,0.11,1.24,17.98,1.31,2023-07-09 03:00:00,3,6,7,1,91.49,83.71,5.79,0.0,1.83
196,16.0,1.5,166,0,11.0,0.0,89.25,127.14,121.87,55.55,1.34,9.39,18.73,1.1,2023-07-09 04:00:00,4,6,7,1,93.68,84.95,3.6,0.84,105.68
197,17.5,1.6,207,48,91.0,0.0,90.26,213.66,205.99,77.35,3.18,18.28,19.89,0.62,2023-07-09 05:00:00,5,6,7,1,89.25,87.11,-2.65,127.14,197.97
198,19.4,3.6,143,38,224.0,0.0,86.47,259.86,244.3,97.23,4.92,27.59,22.53,0.41,2023-07-09 06:00:00,6,6,7,1,90.26,85.98,-7.18,213.66,286.96
199,22.4,4.3,138,32,376.0,0.0,80.86,309.1,308.04,97.54,6.89,36.96,24.98,0.55,2023-07-09 07:00:00,7,6,7,1,86.47,79.52,-25.45,259.86,325.95
200,25.0,4.6,162,24,527.0,0.0,61.25,355.65,366.38,101.39,8.91,45.94,27.1,0.76,2023-07-09 08:00:00,8,6,7,1,80.86,66.59,-42.18,309.1,367.61
201,27.4,3.3,174,0,668.0,0.0,40.95,380.46,403.61,99.3,10.32,53.81,28.86,0.83,2023-07-09 09:00:00,9,6,7,1,61.25,52.17,-81.76,355.65,390.68
202,29.9,6.2,173,0,775.0,0.0,30.34,365.67,376.34,107.91,10.23,59.41,30.14,0.9,2023-07-09 10:00:00,10,6,7,1,40.95,24.51,-138.69,380.46,401.45
203,32.0,7.6,172,0,844.0,0.0,18.51,346.46,344.09,115.69,9.73,61.18,30.87,0.9,2023-07-09 11:00:00,11,6,7,1,30.34,10.95,-196.7,365.67,405.84
204,32.4,5.1,231,35,781.0,0.0,22.17,339.25,321.61,130.79,9.35,58.42,31.23,0.76,2023-07-09 12:00:00,12,6,7,1,18.51,10.47,-316.4,346.46,386.76
205,32.9,4.0,275,30,742.0,0.0,37.3,314.52,284.73,135.74,8.28,52.17,31.59,0.97,2023-07-09 13:00:00,13,6,7,1,22.17,26.87,-260.97,339.25,357.82
206,32.7,1.4,180,0,739.0,0.0,61.45,253.55,155.16,185.77,5.87,43.96,31.76,1.24,2023-07-09 14:00:00,14,6,7,1,37.3,63.1,-102.46,314.52,338.68
207,32.5,6.0,155,100,531.0,0.0,79.92,205.78,135.71,144.73,4.49,34.85,31.58,1.31,2023-07-09 15:00:00,15,6,7,1,61.45,83.42,-40.14,253.55,289.9
208,32.3,8.3,185,100,385.0,0.0,107.17,153.5,75.04,138.85,3.04,25.46,31.32,1.52,2023-07-09 16:00:00,16,6,7,1,79.92,102.46,-4.97,205.78,230.25
209,31.5,8.9,201,100,280.0,0.0,125.92,56.64,13.61,75.76,1.21,16.21,30.39,1.03,2023-07-09 17:00:00,17,6,7,1,107.17,118.97,16.81,153.5,157.53
210,27.6,5.2,295,100,133.0,0.0,135.62,29.35,10.47,42.8,0.64,7.46,28.92,0.83,2023-07-09 18:00:00,18,6,7,1,125.92,129.89,62.8,56.64,70.74
211,25.9,6.7,344,100,42.0,0.0,141.96,0.0,0.0,0.0,0.0,-0.47,29.96,0.28,2023-07-09 19:00:00,19,6,7,1,135.62,134.08,74.49,29.35,0.0
212,23.9,15.5,324,100,3.0,0.0,139.43,0.0,0.0,0.0,0.0,0.0,28.77,0.76,2023-07-09 20:00:00,20,6,7,1,141.96,125.21,82.48,0.0,0.0
213,24.3,9.0,358,100,0.0,0.0,126.02,0.0,0.0,0.0,0.0,0.0,27.52,0.55,2023-07-09 21:00:00,21,6,7,1,139.43,113.52,72.67,0.0,0.0
214,22.6,5.8,4,100,0.0,0.0,107.45,0.0,0.0,0.0,0.0,0.0,23.0,1.86,2023-07-09 22:00:00,22,6,7,1,126.02,105.69,70.44,0.0,0.0
215,21.0,3.3,6,52,0.0,0.0,97.4,0.0,0.0,0.0,0.0,0.0,22.16,1.31,2023-07-09 23:00:00,23,6,7,1,107.45,96.56,56.25,0.0,0.0
216,20.7,4.6,288,93,0.0,0.0,91.77,0.0,0.0,0.0,0.0,0.0,23.68,0.34,2023-07-10 00:00:00,0,0,7,0,97.4,95.86,36.67,0.0,0.0
217,19.8,7.3,340,100,0.0,0.0,90.07,0.0,0.0,0.0,0.0,0.0,22.7,0.9,2023-07-10 01:00:00,1,0,7,0,91.77,91.42,28.06,0.0,0.0
218,20.0,7.6,3,88,0.0,0.3,89.66,0.0,0.0,0.0,0.0,0.0,21.56,1.03,2023-07-10 02:00:00,2,0,7,0,90.07,91.49,29.98,0.0,0.0
219,19.6,3.3,311,100,0.0,1.0,98.56,0.92,0.0,7.98,0.12,1.12,18.58,1.66,2023-07-10 03:00:00,3,0,7,0,89.66,93.68,56.5,0.0,0.84
220,18.6,5.4,323,100,9.0,0.0,117.13,52.53,23.95,56.9,0.91,9.27,18.31,2.0,2023-07-10 04:00:00,4,0,7,0,98.56,89.25,86.32,0.92,127.14
221,19.7,5.0,291,0,89.0,0.0,135.39,148.76,93.72,105.23,2.41,18.17,20.01,2.28,2023-07-10 05:00:00,5,0,7,0,117.13,90.26,108.5,52.53,213.66
222,20.7,11.0,308,21,226.0,0.0,130.81,229.58,196.94,99.95,4.27,27.48,21.19,2.83,2023-07-10 06:00:00,6,0,7,0,135.39,86.47,101.06,148.76,259.86
223,21.9,15.6,296,93,363.0,0.0,115.68,274.67,203.77,145.37,5.74,36.85,22.77,4.34,2023-07-10 07:00:00,7,0,7,0,130.81,80.86,56.02,229.58,309.1
224,22.6,16.4,296,88,401.0,0.0,104.88,316.22,253.35,145.0,7.27,45.82,23.57,4.97,2023-07-10 08:00:00,8,0,7,0,115.68,61.25,15.77,274.67,355.65
225,21.9,14.6,310,79,434.0,0.0,94.9,313.03,202.68,191.11,7.29,53.69,23.77,4.69,2023-07-10 09:00:00,9,0,7,0,104.88,40.95,5.92,316.22,380.46
226,23.5,14.4,302,79,552.0,0.0,83.7,288.66,204.12,158.47,7.03,59.28,23.49,4.69,2023-07-10 10:00:00,10,0,7,0,94.9,30.34,0.26,313.03,365.67
227,23.7,15.5,306,85,506.0,0.0,75.49,327.02,201.63,208.46,7.82,61.06,23.65,4.62,2023-07-10 11:00:00,11,0,7,0,83.7,18.51,0.83,288.66,346.46
228,24.5,13.2,313,100,530.0,0.0,70.91,341.2,304.26,124.14,8.85,58.32,23.96,4.28,2023-07-10 12:00:00,12,0,7,0,75.49,22.17,-1.8,327.02,339.25
229,24.8,11.2,303,99,608.0,0.0,70.1,346.47,278.42,159.16,8.53,52.09,24.54,4.48,2023-07-10 13:00:00,13,0,7,0,70.91,37.3,4.55,341.2,314.52
230,25.7,12.4,306,41,619.0,0.0,80.61,299.69,262.05,120.5,7.1,43.89,25.01,4.55,2023-07-10 14:00:00,14,0,7,0,70.1,61.45,6.96,346.47,253.55
231,25.2,11.0,319,93,568.0,0.0,92.87,260.81,238.64,99.55,5.68,34.78,25.02,4.21,2023-07-10 15:00:00,15,0,7,0,80.61,79.92,30.75,299.69,205.78
232,25.3,12.6,323,39,460.0,0.0,116.45,201.41,174.0,94.14,3.81,25.39,24.85,3.66,2023-07-10 16:00:00,16,0,7,0,92.87,107.17,85.72,260.81,153.5
233,24.3,10.1,343,0,332.0,0.0,154.66,150.49,142.73,65.96,2.29,16.14,24.33,3.38,2023-07-10 17:00:00,17,0,7,0,116.45,125.92,109.66,201.41,56.64
234,23.4,9.8,343,5,214.0,0.0,178.48,64.97,64.63,37.55,0.76,7.38,23.66,2.76,2023-07-10 18:00:00,18,0,7,0,154.66,135.62,122.15,150.49,29.35
235,21.0,6.0,343,9,79.0,0.0,172.54,0.0,0.0,0.0,0.0,-0.56,22.72,1.79,2023-07-10 19:00:00,19,0,7,0,178.48,141.96,124.69,64.97,0.0
236,18.5,6.4,333,0,5.0,0.0,153.46,0.0,0.0,0.0,0.0,0.0,21.29,1.45,2023-07-10 20:00:00,20,0,7,0,172.54,139.43,117.58,0.0,0.0
237,18.0,6.7,344,100,0.0,0.0,128.91,0.0,0.0,0.0,0.0,0.0,19.68,1.17,2023-07-10 21:00:00,21,0,7,0,153.46,126.02,106.97,0.0,0.0
238,17.7,4.3,360,92,0.0,0.0,120.91,0.0,0.0,0.0,0.0,0.0,19.8,0.83,2023-07-10 22:00:00,22,0,7,0,128.91,107.45,88.26,0.0,0.0
239,17.6,3.6,37,6,0.0,0.0,113.05,0.0,0.0,0.0,0.0,0.0,19.79,0.69,2023-07-10 23:00:00,23,0,7,0,120.91,97.4,76.53,0.0,0.0
240,16.4,3.1,54,78,0.0,0.0,104.62,0.0,0.0,0.0,0.0,0.0,18.87,0.83,2023-07-11 00:00:00,0,1,7,0,113.05,91.77,66.61,0.0,0.0
241,16.0,3.6,53,100,0.0,0.0,100.84,0.0,0.0,0.0,0.0,0.0,17.56,1.1,2023-07-11 01:00:00,1,1,7,0,104.62,90.07,64.33,0.0,0.0
242,15.6,3.4,72,0,0.0,0.0,100.35,0.0,0.0,0.0,0.0,0.0,16.35,1.31,2023-07-11 02:00:00,2,1,7,0,100.84,89.66,68.69,0.0,0.0
243,15.0,4.7,99,0,0.0,0.0,108.37,0.45,0.0,6.82,0.1,0.99,15.52,1.52,2023-07-11 03:00:00,3,1,7,0,100.35,98.56,80.68,0.0,0.92
244,14.5,3.4,108,0,10.0,0.0,125.96,121.7,113.91,54.1,1.27,9.15,15.12,1.59,2023-07-11 04:00:00,4,1,7,0,108.37,117.13,106.9,0.45,52.53
245,16.2,3.0,104,4,94.0,0.0,127.54,210.45,197.26,77.29,3.08,18.05,16.78,1.38,2023-07-11 05:00:00,5,1,7,0,125.96,135.39,120.18,121.7,148.76
246,18.3,5.9,137,65,226.0,0.0,124.45,257.58,237.28,95.24,4.8,27.36,20.52,1.86,2023-07-11 06:00:00,6,1,7,0,127.54,130.81,113.08,210.45,229.58
247,20.4,7.9,137,18,377.0,0.0,110.01,325.81,322.28,93.57,7.11,36.73,22.28,2.55,2023-07-11 07:00:00,7,1,7,0,124.45,115.68,77.29,257.58,274.67
248,22.5,9.6,146,0,537.0,0.0,95.02,363.22,366.84,96.9,8.88,45.7,24.28,2.69,2023-07-11 08:00:00,8,1,7,0,110.01,104.88,38.74,325.81,316.22
249,24.9,9.0,164,0,675.0,0.0,84.8,379.58,374.35,111.59,9.91,53.56,26.1,2.9,2023-07-11 09:00:00,9,1,7,0,95.02,94.9,16.32,363.22,313.03
250,27.3,9.8,197,100,770.0,0.0,59.21,390.22,383.33,117.45,10.6,59.15,27.51,3.24,2023-07-11 10:00:00,10,1,7,0,84.8,83.7,7.6,379.58,288.66
251,29.1,9.8,204,81,809.0,0.0,49.47,390.69,373.81,130.28,10.73,60.93,28.54,3.17,2023-07-11 11:00:00,11,1,7,0,59.21,75.49,6.53,390.22,327.02
252,30.2,18.4,215,39,778.0,0.0,48.72,397.32,427.56,87.82,11.17,58.21,29.35,3.17,2023-07-11 12:00:00,12,1,7,0,49.47,70.91,13.02,390.69,341.2
253,31.2,16.8,239,0,825.0,0.0,63.45,370.68,380.56,103.96,9.97,51.99,30.18,3.17,2023-07-11 13:00:00,13,1,7,0,48.72,70.1,38.77,397.32,346.47
254,32.3,15.9,231,4,732.0,0.0,86.74,330.42,333.38,102.3,8.31,43.81,30.66,3.24,2023-07-11 14:00:00,14,1,7,0,63.45,80.61,74.44,370.68,299.69
255,31.6,14.1,251,0,668.0,0.0,97.41,290.4,281.11,106.66,6.56,34.7,30.81,3.17,2023-07-11 15:00:00,15,1,7,0,86.74,92.87,92.18,330.42,260.81
256,31.7,10.0,218,14,527.0,0.0,122.09,237.23,237.05,86.73,4.61,25.32,30.84,3.03,2023-07-11 16:00:00,16,1,7,0,97.41,116.45,115.15,290.4,201.41
257,30.8,13.5,254,100,367.0,0.0,164.51,154.25,148.2,71.8,2.42,16.07,30.57,2.62,2023-07-11 17:00:00,17,1,7,0,122.09,154.66,141.6,237.23,150.49
258,28.8,8.7,246,100,169.0,0.0,173.77,34.77,15.16,46.02,0.7,7.3,29.68,1.52,2023-07-11 18:00:00,18,1,7,0,164.51,178.48,165.3,154.25,64.97
259,25.8,4.1,308,100,52.0,0.0,142.85,0.0,0.0,0.0,0.0,-0.65,29.6,0.55,2023-07-11 19:00:00,19,1,7,0,173.77,172.54,167.13,34.77,0.0
260,25.4,2.2,81,100,4.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,26.15,1.17,2023-07-11 20:00:00,20,1,7,0,142.85,153.46,146.97,0.0,0.0
261,24.4,3.3,174,100,0.0,0.0,106.33,0.0,0.0,0.0,0.0,0.0,24.29,1.59,2023-07-11 21:00:00,21,1,7,0,125.0,128.91,128.12,0.0,0.0
262,23.3,5.0,210,100,0.0,0.0,100.04,0.0,0.0,0.0,0.0,0.0,23.79,1.1,2023-07-11 22:00:00,22,1,7,0,106.33,120.91,117.92,0.0,0.0
263,22.6,5.4,172,100,0.0,0.1,93.1,0.0,0.0,0.0,0.0,0.0,24.84,0.55,2023-07-11 23:00:00,23,1,7,0,100.04,113.05,105.79,0.0,0.0
264,22.1,21.0,231,100,0.0,0.0,89.61,0.0,0.0,0.0,0.0,0.0,21.72,1.66,2023-07-12 00:00:00,0,2,7,0,93.1,104.62,90.46,0.0,0.0
265,20.4,18.6,224,100,0.0,0.0,85.11,0.0,0.0,0.0,0.0,0.0,23.01,4.07,2023-07-12 01:00:00,1,2,7,0,89.61,100.84,84.01,0.0,0.0
266,19.4,13.2,215,100,0.0,0.0,85.1,0.0,0.0,0.0,0.0,0.0,21.84,4.48,2023-07-12 02:00:00,2,2,7,0,85.11,100.35,70.56,0.0,0.0
267,19.6,13.3,218,100,0.0,0.0,89.03,0.0,0.0,5.22,0.08,0.86,20.86,3.93,2023-07-12 03:00:00,3,2,7,0,85.1,108.37,75.6,0.0,0.45
268,19.4,16.6,221,100,4.0,0.0,103.66,54.02,42.31,42.38,0.79,9.03,20.23,3.66,2023-07-12 04:00:00,4,2,7,0,89.03,125.96,82.91,0.0,121.7
269,19.6,17.4,232,100,29.0,0.0,117.86,114.49,83.81,74.18,1.9,17.93,20.48,3.66,2023-07-12 05:00:00,5,2,7,0,103.66,127.54,98.31,54.02,210.45
270,20.0,14.3,252,100,39.0,0.1,117.2,87.06,28.84,93.35,1.76,27.24,20.92,4.83,2023-07-12 06:00:00,6,2,7,0,117.86,124.45,98.06,114.49,257.58
271,18.0,14.3,309,73,166.0,2.0,103.46,220.98,147.37,134.4,4.57,36.61,20.11,2.83,2023-07-12 07:00:00,7,2,7,0,117.2,110.01,80.69,87.06,325.81
272,20.0,9.0,265,18,509.0,0.0,77.11,337.19,290.52,131.9,7.87,45.57,21.39,3.66,2023-07-12 08:00:00,8,2,7,0,103.46,95.02,63.39,220.98,363.22
273,20.9,15.6,285,34,638.0,0.0,64.88,353.71,293.15,149.56,8.72,53.43,22.92,4.34,2023-07-12 09:00:00,9,2,7,0,77.11,84.8,32.86,337.19,379.58
274,22.0,17.6,269,91,694.0,0.0,25.68,366.96,327.47,131.58,9.54,59.01,23.77,4.69,2023-07-12 10:00:00,10,2,7,0,64.88,59.21,-1.7,353.71,390.22
275,22.5,17.3,275,57,594.0,0.0,13.17,393.74,381.72,111.18,10.62,60.8,24.52,5.1,2023-07-12 11:00:00,11,2,7,0,25.68,49.47,-10.98,366.96,390.69
276,23.6,16.9,268,64,678.0,0.0,15.57,345.68,295.04,140.66,8.94,58.09,25.28,5.1,2023-07-12 12:00:00,12,2,7,0,13.17,48.72,-17.35,393.74,397.32
277,24.2,17.0,265,99,724.0,0.0,28.0,347.6,307.16,133.11,8.81,51.9,25.51,5.03,2023-07-12 13:00:00,13,2,7,0,15.57,63.45,-11.05,345.68,370.68
278,24.8,17.3,275,88,698.0,0.0,51.07,305.8,285.33,106.11,7.39,43.72,25.68,4.83,2023-07-12 14:00:00,14,2,7,0,28.0,86.74,-2.57,347.6,330.42
279,24.8,15.5,275,0,632.0,0.0,76.94,284.95,263.95,105.17,6.24,34.63,25.52,4.62,2023-07-12 15:00:00,15,2,7,0,51.07,97.41,20.03,305.8,290.4
280,24.1,15.9,288,6,521.0,0.0,94.59,250.29,246.56,84.28,4.73,25.24,25.18,4.21,2023-07-12 16:00:00,16,2,7,0,76.94,122.09,77.36,284.95,237.23
281,23.2,13.2,292,90,366.0,0.0,122.01,147.51,126.11,78.43,2.29,15.99,24.62,3.72,2023-07-12 17:00:00,17,2,7,0,94.59,164.51,108.08,250.29,154.25
282,22.1,13.0,309,100,186.0,0.0,146.13,60.58,55.84,40.37,0.76,7.21,23.85,2.97,2023-07-12 18:00:00,18,2,7,0,122.01,173.77,123.47,147.51,34.77
283,20.1,10.2,321,25,65.0,0.0,146.46,0.0,0.0,0.0,0.0,-0.75,22.9,2.0,2023-07-12 19:00:00,19,2,7,0,146.13,142.85,126.92,60.58,0.0
284,18.0,6.4,313,100,5.0,0.0,131.06,0.0,0.0,0.0,0.0,0.0,21.59,2.0,2023-07-12 20:00:00,20,2,7,0,146.46,125.0,129.36,0.0,0.0
285,16.3,6.9,317,83,0.0,0.0,117.38,0.0,0.0,0.0,0.0,0.0,20.64,2.21,2023-07-12 21:00:00,21,2,7,0,131.06,106.33,116.66,0.0,0.0
286,15.5,6.2,324,52,0.0,0.0,104.42,0.0,0.0,0.0,0.0,0.0,19.8,2.48,2023-07-12 22:00:00,22,2,7,0,117.38,100.04,95.29,0.0,0.0
287,15.4,3.3,283,100,0.0,0.0,97.52,0.0,0.0,0.0,0.0,0.0,19.3,2.34,2023-07-12 23:00:00,23,2,7,0,104.42,93.1,88.12,0.0,0.0
288,14.7,6.6,315,72,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,18.52,1.66,2023-07-13 00:00:00,0,3,7,0,97.52,89.61,85.12,0.0,0.0
289,14.2,6.9,313,58,0.0,0.0,91.62,0.0,0.0,0.0,0.0,0.0,17.16,1.24,2023-07-13 01:00:00,1,3,7,0,93.65,85.11,84.87,0.0,0.0
290,13.6,4.8,318,58,0.0,0.0,92.48,0.0,0.0,0.0,0.0,0.0,16.46,1.24,2023-07-13 02:00:00,2,3,7,0,91.62,85.1,85.59,0.0,0.0
291,13.3,4.7,274,10,0.0,0.0,94.89,0.0,0.0,5.35,0.08,0.73,15.7,1.38,2023-07-13 03:00:00,3,3,7,0,92.48,89.03,95.36,0.0,0.0
292,12.4,4.6,288,61,7.0,0.0,109.4,104.94,99.08,48.75,1.13,8.9,15.18,1.38,2023-07-13 04:00:00,4,3,7,0,94.89,103.66,113.3,0.0,54.02
293,14.1,3.6,276,94,87.0,0.0,123.49,192.33,177.12,75.15,2.85,17.81,16.58,1.45,2023-07-13 05:00:00,5,3,7,0,109.4,117.86,126.04,104.94,114.49
294,16.2,6.3,257,53,216.0,0.0,119.14,270.1,242.05,101.36,4.96,27.12,18.36,2.83,2023-07-13 06:00:00,6,3,7,0,123.49,117.2,123.74,192.33,87.06
295,17.5,10.5,276,0,391.0,0.0,107.75,329.92,312.59,101.32,7.08,36.48,19.31,3.24,2023-07-13 07:00:00,7,3,7,0,119.14,103.46,106.17,270.1,220.98
296,18.8,12.4,260,38,538.0,0.0,91.81,373.48,370.26,94.76,8.96,45.44,20.31,3.86,2023-07-13 08:00:00,8,3,7,0,107.75,77.11,92.21,329.92,337.19
297,19.7,14.0,258,98,588.0,0.0,80.43,404.8,391.8,111.08,10.35,53.29,21.35,4.28,2023-07-13 09:00:00,9,3,7,0,91.81,64.88,84.54,373.48,353.71
298,20.6,15.5,269,97,558.0,0.0,72.93,361.74,252.16,197.2,8.82,58.87,22.44,5.31,2023-07-13 10:00:00,10,3,7,0,80.43,25.68,78.47,404.8,366.96
299,21.6,16.2,271,100,548.0,0.0,59.73,278.0,64.19,285.57,5.67,60.66,22.88,5.17,2023-07-13 11:00:00,11,3,7,0,72.93,13.17,74.38,361.74,393.74
300,21.8,15.6,262,100,539.0,0.0,50.4,193.13,9.56,238.8,3.66,57.97,22.53,4.69,2023-07-13 12:00:00,12,3,7,0,59.73,15.57,75.38,278.0,345.68
301,22.2,17.3,266,97,627.0,0.0,57.69,201.24,56.1,201.5,4.17,51.79,22.02,4.21,2023-07-13 13:00:00,13,3,7,0,50.4,28.0,83.26,193.13,347.6
302,22.8,19.1,258,64,578.0,0.0,72.17,199.94,104.43,152.52,4.35,43.63,22.02,4.07,2023-07-13 14:00:00,14,3,7,0,57.69,51.07,90.14,201.24,305.8
303,22.2,14.4,270,94,576.0,0.0,86.62,182.64,142.49,95.7,3.93,34.54,21.82,4.41,2023-07-13 15:00:00,15,3,7,0,72.17,76.94,103.72,199.94,284.95
304,21.4,15.1,273,100,391.0,0.0,97.27,106.87,62.17,85.6,2.11,25.15,21.33,4.07,2023-07-13 16:00:00,16,3,7,0,86.62,94.59,117.41,182.64,250.29
305,21.1,12.0,279,100,319.0,0.0,123.76,89.09,64.4,63.84,1.52,15.9,20.89,3.45,2023-07-13 17:00:00,17,3,7,0,97.27,122.01,149.67,106.87,147.51
306,19.9,11.1,283,100,121.0,0.0,140.72,55.97,57.34,32.28,0.67,7.12,20.64,2.83,2023-07-13 18:00:00,18,3,7,0,123.76,146.13,177.23,89.09,60.58
307,17.9,12.4,334,58,38.0,0.0,141.18,0.0,0.0,0.0,0.0,-0.85,19.69,3.24,2023-07-13 19:00:00,19,3,7,0,140.72,146.46,177.0,55.97,0.0
308,15.6,9.7,338,100,4.0,0.0,130.31,0.0,0.0,0.0,0.0,0.0,18.6,2.0,2023-07-13 20:00:00,20,3,7,0,141.18,131.06,140.3,0.0,0.0
309,14.7,6.6,338,53,0.0,0.0,115.86,0.0,0.0,0.0,0.0,0.0,17.78,1.38,2023-07-13 21:00:00,21,3,7,0,130.31,117.38,123.4,0.0,0.0
310,14.1,2.2,270,96,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,16.82,1.45,2023-07-13 22:00:00,22,3,7,0,115.86,104.42,114.25,0.0,0.0
311,13.7,1.8,259,56,0.0,0.0,97.48,0.0,0.0,0.0,0.0,0.0,16.05,1.38,2023-07-13 23:00:00,23,3,7,0,106.0,97.52,104.79,0.0,0.0
312,13.1,2.6,236,100,0.0,0.0,94.16,0.0,0.0,0.0,0.0,0.0,15.08,1.31,2023-07-14 00:00:00,0,4,7,0,97.48,93.65,98.35,0.0,0.0
