temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation,Price (EUR/MWhe),P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Datetime (UTC),hour,day_of_week,month,is_weekend
24.6,2.9,83,0,152.0,0.0,205.48,2.57,0.0,11.66,0.17,2.24,24.89,1.66,2023-09-08 17:00:00,17,4,9,0
23.3,1.8,79,1,26.0,0.0,181.84,0.0,0.0,0.0,0.0,0.0,22.36,1.86,2023-09-08 18:00:00,18,4,9,0
21.6,1.5,76,0,0.0,0.0,128.92,0.0,0.0,0.0,0.0,0.0,20.22,2.28,2023-09-08 19:00:00,19,4,9,0
20.3,1.8,79,0,0.0,0.0,113.43,0.0,0.0,0.0,0.0,0.0,18.42,2.07,2023-09-08 20:00:00,20,4,9,0
18.6,2.9,187,0,0.0,0.0,103.54,0.0,0.0,0.0,0.0,0.0,17.44,1.72,2023-09-08 21:00:00,21,4,9,0
17.1,2.9,210,0,0.0,0.0,105.33,0.0,0.0,0.0,0.0,0.0,17.18,1.45,2023-09-08 22:00:00,22,4,9,0
16.2,2.9,187,0,0.0,0.0,102.06,0.0,0.0,0.0,0.0,0.0,16.82,1.31,2023-09-08 23:00:00,23,4,9,0
14.6,2.1,211,0,0.0,0.0,99.66,0.0,0.0,0.0,0.0,0.0,16.63,1.17,2023-09-09 00:00:00,0,5,9,1
14.1,2.1,211,0,0.0,0.0,98.38,0.0,0.0,0.0,0.0,0.0,16.41,1.1,2023-09-09 01:00:00,1,5,9,1
12.2,1.8,191,0,0.0,0.0,98.83,0.0,0.0,0.0,0.0,0.0,16.21,0.97,2023-09-09 02:00:00,2,5,9,1
11.4,1.8,180,66,0.0,0.0,99.68,0.0,0.0,0.0,0.0,0.0,15.52,0.97,2023-09-09 03:00:00,3,5,9,1
11.0,1.8,169,71,0.0,0.0,106.76,0.0,0.0,0.0,0.0,-2.8,14.84,1.03,2023-09-09 04:00:00,4,5,9,1
10.9,1.0,225,81,1.0,0.0,106.93,29.96,36.31,30.53,0.92,6.53,14.25,1.03,2023-09-09 05:00:00,5,5,9,1
10.7,1.9,158,100,55.0,0.0,99.06,76.79,80.49,53.73,2.84,15.88,14.74,0.76,2023-09-09 06:00:00,6,5,9,1
13.4,2.4,153,23,183.0,0.0,88.26,116.49,124.61,62.56,4.93,24.82,17.69,0.69,2023-09-09 07:00:00,7,5,9,1
17.3,3.4,148,0,357.0,0.0,78.08,147.96,160.88,66.83,6.8,32.85,21.3,0.83,2023-09-09 08:00:00,8,5,9,1
21.1,4.2,149,10,496.0,0.0,66.44,170.6,186.87,69.01,8.21,39.28,23.59,1.17,2023-09-09 09:00:00,9,5,9,1
23.4,4.9,163,5,606.0,0.0,33.15,182.54,200.84,70.02,9.04,43.28,25.03,1.38,2023-09-09 10:00:00,10,5,9,1
25.3,5.4,176,0,674.0,0.0,18.37,182.82,202.07,70.0,9.2,44.13,25.88,1.45,2023-09-09 11:00:00,11,5,9,1
26.6,4.7,176,18,691.0,0.0,24.05,171.27,190.43,69.11,8.68,41.66,26.56,1.45,2023-09-09 12:00:00,12,5,9,1
27.4,4.9,197,2,650.0,0.0,51.32,149.07,167.24,66.85,7.54,36.35,26.99,1.38,2023-09-09 13:00:00,13,5,9,1
27.7,5.2,205,2,570.0,0.0,79.54,118.68,133.89,63.55,5.88,29.03,27.18,1.24,2023-09-09 14:00:00,14,5,9,1
27.5,4.2,239,3,450.0,0.0,100.6,82.7,93.01,57.32,3.87,20.48,27.07,1.03,2023-09-09 15:00:00,15,5,9,1
26.5,4.8,257,0,299.0,0.0,123.58,43.9,49.01,43.58,1.8,11.28,26.63,0.76,2023-09-09 16:00:00,16,5,9,1
23.9,4.9,287,0,143.0,0.0,154.88,1.82,0.0,10.16,0.15,1.89,26.02,0.48,2023-09-09 17:00:00,17,5,9,1
21.2,5.8,292,0,23.0,0.0,160.39,0.0,0.0,0.0,0.0,0.0,24.93,0.41,2023-09-09 18:00:00,18,5,9,1
20.1,6.7,306,0,0.0,0.0,133.57,0.0,0.0,0.0,0.0,0.0,23.52,0.69,2023-09-09 19:00:00,19,5,9,1
19.4,5.4,318,0,0.0,0.0,112.59,0.0,0.0,0.0,0.0,0.0,22.14,0.9,2023-09-09 20:00:00,20,5,9,1
18.9,0.4,360,6,0.0,0.0,103.76,0.0,0.0,0.0,0.0,0.0,20.96,0.97,2023-09-09 21:00:00,21,5,9,1
17.1,1.3,214,10,0.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0,19.99,0.9,2023-09-09 22:00:00,22,5,9,1
16.3,1.8,233,14,0.0,0.0,104.85,0.0,0.0,0.0,0.0,0.0,18.6,1.1,2023-09-09 23:00:00,23,5,9,1
15.7,1.8,281,8,0.0,0.0,102.92,0.0,0.0,0.0,0.0,0.0,17.05,1.24,2023-09-10 00:00:00,0,6,9,1
15.3,1.6,207,8,0.0,0.0,98.87,0.0,0.0,0.0,0.0,0.0,16.22,1.31,2023-09-10 01:00:00,1,6,9,1
13.6,2.2,189,4,0.0,0.0,96.72,0.0,0.0,0.0,0.0,0.0,15.64,1.31,2023-09-10 02:00:00,2,6,9,1
12.2,1.9,158,59,0.0,0.0,97.92,0.0,0.0,0.0,0.0,0.0,15.3,1.24,2023-09-10 03:00:00,3,6,9,1
11.5,1.0,225,100,0.0,0.0,98.52,0.0,0.0,0.0,0.0,-3.05,14.94,1.17,2023-09-10 04:00:00,4,6,9,1
11.4,1.3,236,100,1.0,0.0,98.39,26.5,32.15,29.06,0.85,6.29,14.57,1.17,2023-09-10 05:00:00,5,6,9,1
12.1,2.1,149,100,47.0,0.0,93.77,71.56,73.88,53.31,2.72,15.64,15.4,0.9,2023-09-10 06:00:00,6,6,9,1
13.4,2.4,153,99,148.0,0.0,83.49,109.85,116.65,62.52,4.77,24.56,18.38,0.62,2023-09-10 07:00:00,7,6,9,1
17.4,1.9,158,6,337.0,0.0,56.51,140.85,151.88,67.43,6.61,32.56,21.69,0.69,2023-09-10 08:00:00,8,6,9,1
21.2,2.7,157,15,490.0,0.0,28.71,163.08,177.38,69.77,8.0,38.96,23.92,1.03,2023-09-10 09:00:00,9,6,9,1
23.6,2.5,172,7,597.0,0.0,17.31,174.72,191.03,70.93,8.82,42.92,25.26,1.03,2023-09-10 10:00:00,10,6,9,1
25.3,2.6,164,3,663.0,0.0,7.31,177.47,184.47,80.69,8.85,43.75,26.08,0.9,2023-09-10 11:00:00,11,6,9,1
26.4,2.9,150,5,673.0,0.0,7.94,163.62,179.58,71.2,8.44,41.27,26.69,0.69,2023-09-10 12:00:00,12,6,9,1
27.1,3.2,153,0,646.0,0.0,28.9,142.36,157.01,69.24,7.33,35.97,27.12,0.48,2023-09-10 13:00:00,13,6,9,1
27.4,2.6,124,0,566.0,0.0,73.74,112.52,125.22,64.6,5.7,28.67,27.28,0.34,2023-09-10 14:00:00,14,6,9,1
27.3,1.9,68,0,442.0,0.0,99.36,77.23,85.55,57.14,3.71,20.12,27.23,0.48,2023-09-10 15:00:00,15,6,9,1
26.4,3.3,49,0,294.0,0.0,124.26,40.02,42.83,42.99,1.68,10.93,26.88,0.69,2023-09-10 16:00:00,16,6,9,1
24.1,3.7,349,0,140.0,0.0,152.49,1.32,0.0,9.05,0.14,1.54,25.39,0.76,2023-09-10 17:00:00,17,6,9,1
21.9,3.1,339,0,21.0,0.0,159.68,0.0,0.0,0.0,0.0,0.0,25.01,0.62,2023-09-10 18:00:00,18,6,9,1
20.8,3.9,338,2,0.0,0.0,139.32,0.0,0.0,0.0,0.0,0.0,23.81,0.34,2023-09-10 19:00:00,19,6,9,1
20.2,3.6,323,50,0.0,0.0,119.34,0.0,0.0,0.0,0.0,0.0,22.78,0.0,2023-09-10 20:00:00,20,6,9,1
18.7,0.5,135,27,0.0,0.0,104.04,0.0,0.0,0.0,0.0,0.0,21.63,0.21,2023-09-10 21:00:00,21,6,9,1
17.4,1.3,236,6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.55,0.48,2023-09-10 22:00:00,22,6,9,1
16.7,0.5,225,0,0.0,0.0,95.55,0.0,0.0,0.0,0.0,0.0,19.68,0.62,2023-09-10 23:00:00,23,6,9,1
15.7,1.5,194,0,0.0,0.0,93.22,0.0,0.0,0.0,0.0,0.0,18.96,0.76,2023-09-11 00:00:00,0,0,9,0
14.8,1.3,214,10,0.0,0.0,91.38,0.0,0.0,0.0,0.0,0.0,18.29,0.9,2023-09-11 01:00:00,1,0,9,0
13.8,1.8,180,36,0.0,0.0,92.36,0.0,0.0,0.0,0.0,0.0,17.8,0.9,2023-09-11 02:00:00,2,0,9,0
13.4,2.6,214,52,0.0,0.0,101.73,0.0,0.0,0.0,0.0,0.0,17.28,0.83,2023-09-11 03:00:00,3,0,9,0
12.4,1.8,191,22,0.0,0.0,138.34,0.0,0.0,0.0,0.0,-3.29,16.83,0.83,2023-09-11 04:00:00,4,0,9,0
11.4,1.3,214,100,0.0,0.0,165.02,23.84,29.87,27.75,0.81,6.06,16.39,0.83,2023-09-11 05:00:00,5,0,9,0
12.3,1.1,198,100,51.0,0.0,132.88,67.13,69.99,52.0,2.66,15.39,16.14,0.76,2023-09-11 06:00:00,6,0,9,0
15.2,3.1,159,64,186.0,0.0,115.7,104.63,110.96,62.29,4.69,24.31,18.93,0.48,2023-09-11 07:00:00,7,0,9,0
18.5,3.9,158,0,344.0,0.0,98.44,134.85,147.08,66.27,6.55,32.28,22.56,0.62,2023-09-11 08:00:00,8,0,9,0
21.7,4.0,170,0,484.0,0.0,90.03,156.48,171.74,68.88,7.92,38.63,24.84,0.97,2023-09-11 09:00:00,9,0,9,0
23.7,5.5,169,0,595.0,0.0,87.59,168.05,185.35,69.81,8.73,42.56,26.16,1.24,2023-09-11 10:00:00,10,0,9,0
25.7,6.1,180,100,643.0,0.0,86.18,168.28,185.92,70.29,8.87,43.37,26.83,1.1,2023-09-11 11:00:00,11,0,9,0
27.2,7.6,251,100,646.0,0.0,91.6,158.39,171.44,73.3,8.31,40.88,27.35,1.1,2023-09-11 12:00:00,12,0,9,0
27.7,7.0,249,100,608.0,0.0,92.5,136.74,149.76,69.63,7.19,35.58,27.7,1.17,2023-09-11 13:00:00,13,0,9,0
27.7,6.0,245,10,547.0,0.0,99.58,107.6,116.26,66.62,5.52,28.3,27.87,1.24,2023-09-11 14:00:00,14,0,9,0
27.6,5.7,252,35,427.0,0.0,126.32,72.29,80.65,55.61,3.61,19.76,27.77,1.24,2023-09-11 15:00:00,15,0,9,0
27.1,5.8,266,0,280.0,0.0,210.78,36.34,39.43,40.97,1.6,10.57,27.36,1.03,2023-09-11 16:00:00,16,0,9,0
25.1,2.2,270,0,130.0,0.0,363.69,0.94,0.0,8.2,0.12,1.18,26.06,0.83,2023-09-11 17:00:00,17,0,9,0
22.0,4.5,284,0,17.0,0.0,332.63,0.0,0.0,0.0,0.0,0.0,25.64,0.83,2023-09-11 18:00:00,18,0,9,0
21.2,4.7,293,7,0.0,0.0,186.52,0.0,0.0,0.0,0.0,0.0,23.21,1.03,2023-09-11 19:00:00,19,0,9,0
20.6,4.8,297,55,0.0,0.0,135.52,0.0,0.0,0.0,0.0,0.0,22.17,1.03,2023-09-11 20:00:00,20,0,9,0
19.8,1.5,256,14,0.0,0.0,114.26,0.0,0.0,0.0,0.0,0.0,20.83,1.17,2023-09-11 21:00:00,21,0,9,0
19.0,0.4,270,7,0.0,0.0,110.53,0.0,0.0,0.0,0.0,0.0,19.64,1.24,2023-09-11 22:00:00,22,0,9,0
17.7,1.6,153,27,0.0,0.0,106.49,0.0,0.0,0.0,0.0,0.0,18.59,1.31,2023-09-11 23:00:00,23,0,9,0
16.9,1.8,169,72,0.0,0.0,105.57,0.0,0.0,0.0,0.0,0.0,17.98,1.24,2023-09-12 00:00:00,0,1,9,0
16.6,3.0,284,99,0.0,0.0,104.6,0.0,0.0,0.0,0.0,0.0,17.17,1.24,2023-09-12 01:00:00,1,1,9,0
15.3,2.5,188,90,0.0,0.0,107.57,0.0,0.0,0.0,0.0,0.0,16.58,1.31,2023-09-12 02:00:00,2,1,9,0
14.9,1.0,315,100,0.0,0.0,118.2,0.0,0.0,0.0,0.0,0.0,16.38,1.17,2023-09-12 03:00:00,3,1,9,0
14.4,2.0,225,100,0.0,0.0,154.26,0.0,0.0,0.0,0.0,-3.53,17.15,0.9,2023-09-12 04:00:00,4,1,9,0
14.1,0.4,360,100,0.0,0.0,216.14,21.54,20.37,29.96,0.72,5.82,16.82,0.9,2023-09-12 05:00:00,5,1,9,0
15.0,1.5,256,100,36.0,0.0,161.34,63.7,58.46,56.53,2.47,15.15,17.18,0.69,2023-09-12 06:00:00,6,1,9,0
16.7,1.1,90,100,113.0,0.0,130.45,98.86,99.42,65.52,4.45,24.05,19.79,0.48,2023-09-12 07:00:00,7,1,9,0
18.8,2.0,225,100,233.0,0.0,115.45,130.35,128.2,77.47,6.15,31.99,22.76,0.07,2023-09-12 08:00:00,8,1,9,0
20.7,1.5,14,92,327.0,0.0,106.07,156.06,135.5,98.82,7.12,38.31,24.6,1.1,2023-09-12 09:00:00,9,1,9,0
22.5,3.2,63,100,367.0,0.0,102.54,166.7,153.32,95.18,8.01,42.2,25.44,1.52,2023-09-12 10:00:00,10,1,9,0
24.6,6.0,65,48,576.0,0.0,100.32,164.89,161.86,86.61,8.32,42.98,26.18,1.45,2023-09-12 11:00:00,11,1,9,0
25.6,6.5,71,100,624.0,0.0,100.47,154.93,151.85,85.99,7.87,40.49,26.94,1.24,2023-09-12 12:00:00,12,1,9,0
26.4,8.0,82,100,590.0,0.0,104.3,130.88,140.27,71.23,6.98,35.2,27.53,1.24,2023-09-12 13:00:00,13,1,9,0
26.6,10.4,76,99,489.0,0.0,113.28,102.45,109.6,66.57,5.39,27.92,27.87,1.31,2023-09-12 14:00:00,14,1,9,0
26.4,8.6,68,99,357.0,0.0,140.69,74.71,63.59,70.71,3.35,19.4,27.95,1.38,2023-09-12 15:00:00,15,1,9,0
25.7,7.2,63,66,229.0,0.0,195.05,35.57,22.67,49.16,1.32,10.22,27.59,0.97,2023-09-12 16:00:00,16,1,9,0
24.2,9.5,53,39,117.0,0.0,261.96,0.79,0.0,7.85,0.12,0.83,26.06,0.9,2023-09-12 17:00:00,17,1,9,0
21.9,5.6,50,26,14.0,0.0,204.88,0.0,0.0,0.0,0.0,0.0,24.0,1.1,2023-09-12 18:00:00,18,1,9,0
20.4,6.4,38,100,0.0,0.0,150.47,0.0,0.0,0.0,0.0,0.0,21.86,2.07,2023-09-12 19:00:00,19,1,9,0
21.0,6.8,65,100,0.0,0.0,123.27,0.0,0.0,0.0,0.0,0.0,20.92,2.0,2023-09-12 20:00:00,20,1,9,0
20.8,5.1,86,100,0.0,0.1,104.0,0.0,0.0,0.0,0.0,0.0,20.21,2.07,2023-09-12 21:00:00,21,1,9,0
18.2,5.6,220,100,0.0,6.1,102.59,0.0,0.0,0.0,0.0,0.0,19.58,1.79,2023-09-12 22:00:00,22,1,9,0
17.3,4.9,216,100,0.0,0.3,96.21,0.0,0.0,0.0,0.0,0.0,20.06,0.34,2023-09-12 23:00:00,23,1,9,0
16.1,5.1,184,100,0.0,0.0,93.94,0.0,0.0,0.0,0.0,0.0,19.2,0.21,2023-09-13 00:00:00,0,2,9,0
15.3,3.1,225,100,0.0,0.0,91.12,0.0,0.0,0.0,0.0,0.0,17.59,0.76,2023-09-13 01:00:00,1,2,9,0
15.2,8.4,250,100,0.0,0.0,91.22,0.0,0.0,0.0,0.0,0.0,16.9,1.17,2023-09-13 02:00:00,2,2,9,0
15.7,9.6,250,96,0.0,0.0,96.71,0.0,0.0,0.0,0.0,0.0,17.46,1.93,2023-09-13 03:00:00,3,2,9,0
15.8,9.3,257,94,0.0,0.2,120.44,0.0,0.0,0.0,0.0,-3.77,17.48,3.24,2023-09-13 04:00:00,4,2,9,0
15.9,7.1,225,99,0.0,0.0,138.47,7.4,2.98,18.25,0.31,5.58,17.51,3.59,2023-09-13 05:00:00,5,2,9,0
16.0,10.1,272,100,7.0,0.0,131.16,23.28,7.16,37.76,0.75,14.91,17.55,3.86,2023-09-13 06:00:00,6,2,9,0
16.8,9.0,268,99,53.0,0.0,122.8,45.48,4.19,67.07,1.11,23.79,17.11,3.72,2023-09-13 07:00:00,7,2,9,0
17.2,10.1,266,100,120.0,0.0,106.52,115.36,44.4,119.25,3.53,31.7,17.46,3.45,2023-09-13 08:00:00,8,2,9,0
18.4,11.8,290,100,160.0,0.0,97.71,162.0,58.08,161.75,4.9,37.98,18.66,3.93,2023-09-13 09:00:00,9,2,9,0
18.8,11.6,286,99,195.0,0.0,92.89,150.62,46.23,158.09,4.36,41.84,19.76,3.72,2023-09-13 10:00:00,10,2,9,0
18.9,9.6,283,91,206.0,0.1,91.81,149.22,68.95,138.75,5.13,42.59,20.39,2.9,2023-09-13 11:00:00,11,2,9,0
20.1,11.0,259,91,266.0,0.0,90.0,123.24,42.26,131.01,3.79,40.09,21.11,3.1,2023-09-13 12:00:00,12,2,9,0
20.7,11.3,287,31,309.0,0.0,91.58,126.92,70.78,113.8,4.78,34.82,19.39,3.59,2023-09-13 13:00:00,13,2,9,0
21.3,11.3,292,93,331.0,0.0,97.0,90.89,42.45,95.81,3.16,27.55,19.78,3.66,2023-09-13 14:00:00,14,2,9,0
20.8,10.6,280,46,198.0,0.0,105.16,44.72,29.84,51.83,1.84,19.04,19.99,3.72,2023-09-13 15:00:00,15,2,9,0
18.7,20.4,328,98,189.0,0.0,128.6,14.71,13.57,24.23,0.72,9.86,19.14,3.79,2023-09-13 16:00:00,16,2,9,0
15.9,20.8,323,99,35.0,0.0,159.06,0.0,0.0,3.97,0.06,0.47,17.76,3.52,2023-09-13 17:00:00,17,2,9,0
14.6,19.2,332,91,6.0,0.0,150.42,0.0,0.0,0.0,0.0,0.0,16.45,2.97,2023-09-13 18:00:00,18,2,9,0
13.5,14.7,338,80,0.0,0.0,127.22,0.0,0.0,0.0,0.0,0.0,15.38,3.38,2023-09-13 19:00:00,19,2,9,0
11.8,8.0,342,29,0.0,0.0,109.12,0.0,0.0,0.0,0.0,0.0,14.69,3.24,2023-09-13 20:00:00,20,2,9,0
10.8,6.2,339,0,0.0,0.0,97.51,0.0,0.0,0.0,0.0,0.0,14.16,2.48,2023-09-13 21:00:00,21,2,9,0
10.1,5.6,333,0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,13.72,1.93,2023-09-13 22:00:00,22,2,9,0
9.6,4.8,318,0,0.0,0.0,96.9,0.0,0.0,0.0,0.0,0.0,13.33,1.66,2023-09-13 23:00:00,23,2,9,0
9.3,4.4,325,16,0.0,0.0,98.8,0.0,0.0,0.0,0.0,0.0,12.74,1.45,2023-09-14 00:00:00,0,3,9,0
9.0,5.5,328,10,0.0,0.0,99.87,0.0,0.0,0.0,0.0,0.0,11.73,1.31,2023-09-14 01:00:00,1,3,9,0
8.9,5.0,330,0,0.0,0.0,99.46,0.0,0.0,0.0,0.0,0.0,10.78,1.38,2023-09-14 02:00:00,2,3,9,0
8.6,4.2,329,4,0.0,0.0,107.29,0.0,0.0,0.0,0.0,0.0,10.1,1.59,2023-09-14 03:00:00,3,3,9,0
7.9,5.9,317,73,0.0,0.0,140.52,0.0,0.0,0.0,0.0,-4.02,9.51,1.59,2023-09-14 04:00:00,4,3,9,0
7.3,5.5,328,73,0.0,0.0,184.05,13.09,19.68,18.83,0.63,5.34,9.6,1.31,2023-09-14 05:00:00,5,3,9,0
7.3,3.2,333,91,40.0,0.0,159.72,57.91,51.09,53.7,2.34,14.66,10.85,0.76,2023-09-14 06:00:00,6,3,9,0
9.9,2.3,321,42,154.0,0.0,123.6,101.55,76.58,82.17,4.1,23.52,11.92,1.17,2023-09-14 07:00:00,7,3,9,0
12.1,1.3,124,100,301.0,0.0,101.96,125.31,118.63,73.93,5.98,31.41,13.2,1.03,2023-09-14 08:00:00,8,3,9,0
14.5,2.4,63,69,424.0,0.0,94.67,152.0,150.61,75.94,7.67,37.66,14.56,1.03,2023-09-14 09:00:00,9,3,9,0
15.7,3.7,11,45,543.0,0.0,92.25,163.74,161.24,79.38,8.41,41.48,15.83,0.97,2023-09-14 10:00:00,10,3,9,0
16.6,5.0,360,58,590.0,0.0,91.47,159.27,159.4,76.42,8.36,42.21,16.87,1.03,2023-09-14 11:00:00,11,3,9,0
17.1,4.3,24,100,560.0,0.0,90.42,164.51,118.33,118.56,7.25,39.7,17.62,0.9,2023-09-14 12:00:00,12,3,9,0
17.5,4.3,42,100,583.0,0.0,93.41,144.88,85.34,125.21,5.76,34.43,18.12,0.76,2023-09-14 13:00:00,13,3,9,0
17.7,4.1,52,100,512.0,0.0,98.96,121.88,51.53,126.77,4.14,27.18,18.34,0.9,2023-09-14 14:00:00,14,3,9,0
17.8,4.7,32,68,371.0,0.0,121.2,74.59,36.93,84.36,2.69,18.68,18.47,0.62,2023-09-14 15:00:00,15,3,9,0
17.3,6.3,24,0,259.0,0.0,173.9,33.33,16.12,48.11,1.17,9.5,18.27,0.83,2023-09-14 16:00:00,16,3,9,0
15.7,6.2,21,0,113.0,0.0,240.96,0.0,0.0,5.48,0.08,0.11,17.8,0.97,2023-09-14 17:00:00,17,3,9,0
13.7,6.5,357,15,12.0,0.0,199.76,0.0,0.0,0.0,0.0,0.0,16.37,1.31,2023-09-14 18:00:00,18,3,9,0
12.7,5.6,345,27,0.0,0.0,137.73,0.0,0.0,0.0,0.0,0.0,15.73,1.72,2023-09-14 19:00:00,19,3,9,0
11.8,5.9,349,15,0.0,0.0,115.93,0.0,0.0,0.0,0.0,0.0,15.24,1.86,2023-09-14 20:00:00,20,3,9,0
11.6,6.1,3,24,0.0,0.0,102.74,0.0,0.0,0.0,0.0,0.0,14.7,1.93,2023-09-14 21:00:00,21,3,9,0
11.4,5.4,37,88,0.0,0.0,100.56,0.0,0.0,0.0,0.0,0.0,14.27,2.0,2023-09-14 22:00:00,22,3,9,0
11.3,6.8,58,62,0.0,0.0,97.41,0.0,0.0,0.0,0.0,0.0,13.69,2.07,2023-09-14 23:00:00,23,3,9,0
10.7,5.8,83,0,0.0,0.0,96.05,0.0,0.0,0.0,0.0,0.0,13.18,2.07,2023-09-15 00:00:00,0,4,9,0
10.1,4.8,63,0,0.0,0.0,96.04,0.0,0.0,0.0,0.0,0.0,12.87,2.14,2023-09-15 01:00:00,1,4,9,0
9.6,4.8,63,0,0.0,0.0,96.94,0.0,0.0,0.0,0.0,0.0,12.92,2.21,2023-09-15 02:00:00,2,4,9,0
9.6,5.5,79,0,0.0,0.0,100.01,0.0,0.0,0.0,0.0,0.0,12.8,2.28,2023-09-15 03:00:00,3,4,9,0
9.2,5.2,78,0,0.0,0.0,135.35,0.0,0.0,0.0,0.0,0.0,12.66,2.28,2023-09-15 04:00:00,4,4,9,0
8.9,4.7,81,0,0.0,0.0,152.29,11.14,16.6,18.07,0.57,5.1,12.39,2.14,2023-09-15 05:00:00,5,4,9,0
9.5,4.3,95,2,45.0,0.0,130.78,55.84,41.12,58.23,2.16,14.41,12.58,1.86,2023-09-15 06:00:00,6,4,9,0
11.5,6.2,100,0,176.0,0.0,112.54,90.03,82.43,66.58,4.17,23.26,13.14,2.14,2023-09-15 07:00:00,7,4,9,0
13.3,6.2,100,15,320.0,0.0,96.7,124.15,113.91,78.08,6.0,31.12,14.85,2.41,2023-09-15 08:00:00,8,4,9,0
15.7,7.6,109,43,455.0,0.0,88.83,135.54,126.22,78.39,6.77,37.33,16.77,2.41,2023-09-15 09:00:00,9,4,9,0
17.6,8.1,111,19,563.0,0.0,78.67,153.52,161.7,70.05,8.43,41.11,18.37,2.34,2023-09-15 10:00:00,10,4,9,0
19.1,9.3,118,4,636.0,0.0,69.57,153.16,158.66,73.33,8.46,41.82,19.9,2.28,2023-09-15 11:00:00,11,4,9,0
20.1,8.9,111,24,647.0,0.0,73.89,154.78,103.99,121.66,6.76,39.3,21.15,2.41,2023-09-15 12:00:00,12,4,9,0
20.8,7.9,93,15,603.0,0.0,82.53,150.64,46.08,164.29,4.61,34.04,21.8,2.28,2023-09-15 13:00:00,13,4,9,0
21.8,8.0,126,27,515.0,0.0,93.36,117.89,20.29,145.71,3.04,26.8,22.0,2.34,2023-09-15 14:00:00,14,4,9,0
21.7,7.2,87,0,396.0,0.0,113.4,61.45,7.89,86.79,1.57,18.31,22.08,2.48,2023-09-15 15:00:00,15,4,9,0
21.2,8.4,110,32,259.0,0.0,157.11,25.33,3.52,43.98,0.74,9.15,21.64,2.21,2023-09-15 16:00:00,16,4,9,0
19.3,3.9,68,0,110.0,0.0,197.24,0.0,0.0,0.0,0.0,-0.24,20.71,2.41,2023-09-15 17:00:00,17,4,9,0
16.7,6.4,52,0,10.0,0.0,154.74,0.0,0.0,0.0,0.0,0.0,19.69,2.62,2023-09-15 18:00:00,18,4,9,0
16.1,5.4,53,0,0.0,0.0,117.31,0.0,0.0,0.0,0.0,0.0,17.69,2.62,2023-09-15 19:00:00,19,4,9,0
15.5,6.0,57,0,0.0,0.0,102.45,0.0,0.0,0.0,0.0,0.0,16.66,2.62,2023-09-15 20:00:00,20,4,9,0
14.8,5.2,65,0,0.0,0.0,93.2,0.0,0.0,0.0,0.0,0.0,15.85,2.55,2023-09-15 21:00:00,21,4,9,0
13.9,4.6,72,0,0.0,0.0,95.99,0.0,0.0,0.0,0.0,0.0,15.21,2.48,2023-09-15 22:00:00,22,4,9,0
13.6,4.0,117,0,0.0,0.0,92.78,0.0,0.0,0.0,0.0,0.0,14.56,2.34,2023-09-15 23:00:00,23,4,9,0
13.1,4.7,94,0,0.0,0.0,91.59,0.0,0.0,0.0,0.0,0.0,13.91,2.14,2023-09-16 00:00:00,0,5,9,1
12.9,4.0,117,0,0.0,0.0,90.27,0.0,0.0,0.0,0.0,0.0,13.13,2.0,2023-09-16 01:00:00,1,5,9,1
12.4,3.2,153,100,0.0,0.0,91.6,0.0,0.0,0.0,0.0,0.0,12.22,1.79,2023-09-16 02:00:00,2,5,9,1
11.5,4.8,117,4,0.0,0.0,93.01,0.0,0.0,0.0,0.0,0.0,11.48,1.79,2023-09-16 03:00:00,3,5,9,1
10.4,4.5,104,0,0.0,0.0,102.9,0.0,0.0,0.0,0.0,0.0,10.99,1.72,2023-09-16 04:00:00,4,5,9,1
10.2,4.3,95,0,0.0,0.0,108.44,10.73,17.79,17.31,0.6,4.86,10.6,1.66,2023-09-16 05:00:00,5,5,9,1
11.5,4.8,117,0,41.0,0.0,101.04,50.91,49.34,48.54,2.34,14.17,11.65,1.17,2023-09-16 06:00:00,6,5,9,1
14.2,6.0,123,0,168.0,0.0,92.03,84.01,86.06,59.67,4.31,22.99,15.15,1.38,2023-09-16 07:00:00,7,5,9,1
16.5,7.6,121,3,314.0,0.0,82.36,112.38,118.62,64.7,6.12,30.82,17.68,1.52,2023-09-16 08:00:00,8,5,9,1
18.4,8.4,130,0,450.0,0.0,68.64,132.84,142.61,66.93,7.49,37.0,19.88,1.59,2023-09-16 09:00:00,9,5,9,1
20.7,9.8,144,30,557.0,0.0,54.62,143.62,155.36,68.25,8.29,40.75,21.67,1.66,2023-09-16 10:00:00,10,5,9,1
22.6,9.9,136,0,611.0,0.0,34.32,143.18,156.31,67.96,8.44,41.43,22.94,1.72,2023-09-16 11:00:00,11,5,9,1
23.8,9.4,148,0,637.0,0.0,38.25,132.1,145.98,66.29,7.94,38.91,23.83,1.72,2023-09-16 12:00:00,12,5,9,1
24.6,8.3,162,0,604.0,0.0,68.42,111.67,124.26,63.94,6.81,33.65,24.39,1.52,2023-09-16 13:00:00,13,5,9,1
24.9,6.8,177,56,501.0,0.0,84.68,85.11,90.59,62.54,5.08,26.43,24.66,1.24,2023-09-16 14:00:00,14,5,9,1
