,horizon,MAE,RMSE,R2
0,1,8.404991849278217,15.85251887219785,0.8935349045692913
1,2,13.152911619307366,22.793312299003745,0.7798923425636284
2,3,17.028254912553066,26.642671698641582,0.6992635360734123
3,4,19.67633685482822,29.332762172444465,0.635467069294984
4,5,21.370110694899246,30.942116787977785,0.5943696488754078
5,6,21.726306815212578,31.665754293994425,0.5751749421584962
6,7,22.647622314679463,32.63683849972928,0.548688011757153
7,8,22.892133857494354,33.341297099355685,0.5288039796205806
8,9,23.723883378391076,34.24475888085264,0.5026890453160138
9,10,24.526937126443745,35.10205054613796,0.47720375906478796
10,11,24.877554254082746,35.3165131319534,0.47051497843423506
11,12,25.64000959215064,36.41233410485409,0.4368422532006272
12,13,26.20685031576734,37.552827417569155,0.4007182436025455
13,14,26.89351322954915,38.36765891843479,0.3743639837147663
14,15,26.136953694276432,37.865149002937805,0.39064501034958066
15,16,26.015329758856364,37.86817196291712,0.3905364541731239
16,17,26.125421990209496,37.672499183970295,0.3967513271635513
17,18,25.949647338569587,37.13319026460922,0.41377204905197906
18,19,25.812257131378914,37.20222317130118,0.41153738536170925
19,20,25.272077601504552,36.63210946033926,0.4294202566529983
20,21,24.019585219168214,35.28320741207556,0.47066858321489013
21,22,22.837358836454158,33.75677357431438,0.5154749437469458
22,23,22.212709772233424,32.061897517627926,0.5628977149803539
23,24,22.28387858892998,32.05106266084318,0.563201405355872
