,horizon,MAE,RMSE,R2
0,1,6.979783653333611,10.757395621691167,0.9357031128897809
1,2,11.496168320018324,16.729191855761766,0.8444675077521703
2,3,14.61517884803961,20.663667947416645,0.7626627519028155
3,4,16.856172781912242,23.166438303469924,0.7016514214465489
4,5,18.422674223294088,25.067594667444055,0.6506386919448308
5,6,19.90031089141798,26.601653424598254,0.6065277774235172
6,7,21.201895842873054,27.80941695688231,0.56990408247537
7,8,22.211581284155944,28.72471644458445,0.5409664157102015
8,9,22.724907527341543,29.275668088844686,0.5230085324581226
9,10,22.75918863452306,29.251242772481465,0.5236083683551634
10,11,22.75569110799818,29.16397714814817,0.5262226348141265
11,12,23.12810952083464,29.501985958128643,0.5149450829867404
12,13,23.39483321524423,29.738903128681322,0.5068908436554196
13,14,23.71064008357129,30.0146214946273,0.49747242225099275
14,15,23.950315877486542,30.112122557306588,0.49398435675846897
15,16,23.97017740759105,30.12813513789183,0.49326014321242506
16,17,23.373246104891816,29.44865808751843,0.5158892036619986
17,18,22.933153670943277,28.971352880625343,0.5316196630576795
18,19,22.18368748943839,28.264723161604575,0.5543153280688835
19,20,20.776619778386014,26.773074840366416,0.6002398231297331
20,21,19.535578688677564,25.458401388024097,0.6386121259661421
21,22,18.112437645269225,23.93698878751825,0.6805235323411437
22,23,17.403956828061393,23.041787451972752,0.7039592682474074
23,24,17.44943682513426,22.98921594165163,0.705319898530758
