Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Germany,DEU,2022-07-04 01:00:00,2022-07-04 03:00:00,258.37
Germany,DEU,2022-07-04 02:00:00,2022-07-04 04:00:00,268.34
Germany,DEU,2022-07-04 03:00:00,2022-07-04 05:00:00,304.07
Germany,DEU,2022-07-04 04:00:00,2022-07-04 06:00:00,367.6
Germany,DEU,2022-07-04 05:00:00,2022-07-04 07:00:00,393.65
Germany,DEU,2022-07-04 06:00:00,2022-07-04 08:00:00,391.03
Germany,DEU,2022-07-04 07:00:00,2022-07-04 09:00:00,372.01
Germany,DEU,2022-07-04 08:00:00,2022-07-04 10:00:00,323.24
Germany,DEU,2022-07-04 09:00:00,2022-07-04 11:00:00,269.94
Germany,DEU,2022-07-04 10:00:00,2022-07-04 12:00:00,232.88
Germany,DEU,2022-07-04 11:00:00,2022-07-04 13:00:00,212.82
Germany,DEU,2022-07-04 12:00:00,2022-07-04 14:00:00,205.89
Germany,DEU,2022-07-04 13:00:00,2022-07-04 15:00:00,202.93
Germany,DEU,2022-07-04 14:00:00,2022-07-04 16:00:00,217.17
Germany,DEU,2022-07-04 15:00:00,2022-07-04 17:00:00,255.25
Germany,DEU,2022-07-04 16:00:00,2022-07-04 18:00:00,332.0
Germany,DEU,2022-07-04 17:00:00,2022-07-04 19:00:00,390.68
Germany,DEU,2022-07-04 18:00:00,2022-07-04 20:00:00,417.0
Germany,DEU,2022-07-04 19:00:00,2022-07-04 21:00:00,395.54
Germany,DEU,2022-07-04 20:00:00,2022-07-04 22:00:00,403.28
Germany,DEU,2022-07-04 21:00:00,2022-07-04 23:00:00,365.87
Germany,DEU,2022-07-04 22:00:00,2022-07-05 00:00:00,346.89
Germany,DEU,2022-07-04 23:00:00,2022-07-05 01:00:00,313.51
Germany,DEU,2022-07-05 00:00:00,2022-07-05 02:00:00,299.24
Germany,DEU,2022-07-05 01:00:00,2022-07-05 03:00:00,292.88
Germany,DEU,2022-07-05 02:00:00,2022-07-05 04:00:00,292.45
Germany,DEU,2022-07-05 03:00:00,2022-07-05 05:00:00,321.99
Germany,DEU,2022-07-05 04:00:00,2022-07-05 06:00:00,379.03
Germany,DEU,2022-07-05 05:00:00,2022-07-05 07:00:00,406.41
Germany,DEU,2022-07-05 06:00:00,2022-07-05 08:00:00,401.26
Germany,DEU,2022-07-05 07:00:00,2022-07-05 09:00:00,349.38
Germany,DEU,2022-07-05 08:00:00,2022-07-05 10:00:00,290.82
Germany,DEU,2022-07-05 09:00:00,2022-07-05 11:00:00,271.3
Germany,DEU,2022-07-05 10:00:00,2022-07-05 12:00:00,239.77
Germany,DEU,2022-07-05 11:00:00,2022-07-05 13:00:00,223.01
Germany,DEU,2022-07-05 12:00:00,2022-07-05 14:00:00,211.02
Germany,DEU,2022-07-05 13:00:00,2022-07-05 15:00:00,212.87
Germany,DEU,2022-07-05 14:00:00,2022-07-05 16:00:00,236.4
Germany,DEU,2022-07-05 15:00:00,2022-07-05 17:00:00,291.41
Germany,DEU,2022-07-05 16:00:00,2022-07-05 18:00:00,338.61
Germany,DEU,2022-07-05 17:00:00,2022-07-05 19:00:00,377.55
Germany,DEU,2022-07-05 18:00:00,2022-07-05 20:00:00,391.09
Germany,DEU,2022-07-05 19:00:00,2022-07-05 21:00:00,379.4
Germany,DEU,2022-07-05 20:00:00,2022-07-05 22:00:00,378.65
Germany,DEU,2022-07-05 21:00:00,2022-07-05 23:00:00,353.08
Germany,DEU,2022-07-05 22:00:00,2022-07-06 00:00:00,345.89
Germany,DEU,2022-07-05 23:00:00,2022-07-06 01:00:00,315.24
Germany,DEU,2022-07-06 00:00:00,2022-07-06 02:00:00,299.35
Germany,DEU,2022-07-06 01:00:00,2022-07-06 03:00:00,289.06
Germany,DEU,2022-07-06 02:00:00,2022-07-06 04:00:00,297.86
Germany,DEU,2022-07-06 03:00:00,2022-07-06 05:00:00,325.11
Germany,DEU,2022-07-06 04:00:00,2022-07-06 06:00:00,384.45
Germany,DEU,2022-07-06 05:00:00,2022-07-06 07:00:00,414.3
Germany,DEU,2022-07-06 06:00:00,2022-07-06 08:00:00,402.26
Germany,DEU,2022-07-06 07:00:00,2022-07-06 09:00:00,351.41
Germany,DEU,2022-07-06 08:00:00,2022-07-06 10:00:00,295.4
Germany,DEU,2022-07-06 09:00:00,2022-07-06 11:00:00,272.47
Germany,DEU,2022-07-06 10:00:00,2022-07-06 12:00:00,236.64
Germany,DEU,2022-07-06 11:00:00,2022-07-06 13:00:00,210.61
Germany,DEU,2022-07-06 12:00:00,2022-07-06 14:00:00,183.19
Germany,DEU,2022-07-06 13:00:00,2022-07-06 15:00:00,178.04
Germany,DEU,2022-07-06 14:00:00,2022-07-06 16:00:00,195.04
Germany,DEU,2022-07-06 15:00:00,2022-07-06 17:00:00,242.6
Germany,DEU,2022-07-06 16:00:00,2022-07-06 18:00:00,312.73
Germany,DEU,2022-07-06 17:00:00,2022-07-06 19:00:00,360.58
Germany,DEU,2022-07-06 18:00:00,2022-07-06 20:00:00,379.37
Germany,DEU,2022-07-06 19:00:00,2022-07-06 21:00:00,370.05
Germany,DEU,2022-07-06 20:00:00,2022-07-06 22:00:00,364.5
Germany,DEU,2022-07-06 21:00:00,2022-07-06 23:00:00,291.47
Germany,DEU,2022-07-06 22:00:00,2022-07-07 00:00:00,260.62
Germany,DEU,2022-07-06 23:00:00,2022-07-07 01:00:00,206.34
Germany,DEU,2022-07-07 00:00:00,2022-07-07 02:00:00,195.94
Germany,DEU,2022-07-07 01:00:00,2022-07-07 03:00:00,188.45
Germany,DEU,2022-07-07 02:00:00,2022-07-07 04:00:00,183.24
Germany,DEU,2022-07-07 03:00:00,2022-07-07 05:00:00,190.33
Germany,DEU,2022-07-07 04:00:00,2022-07-07 06:00:00,236.11
Germany,DEU,2022-07-07 05:00:00,2022-07-07 07:00:00,292.41
Germany,DEU,2022-07-07 06:00:00,2022-07-07 08:00:00,304.8
Germany,DEU,2022-07-07 07:00:00,2022-07-07 09:00:00,269.56
Germany,DEU,2022-07-07 08:00:00,2022-07-07 10:00:00,238.81
Germany,DEU,2022-07-07 09:00:00,2022-07-07 11:00:00,218.96
Germany,DEU,2022-07-07 10:00:00,2022-07-07 12:00:00,199.09
Germany,DEU,2022-07-07 11:00:00,2022-07-07 13:00:00,189.12
Germany,DEU,2022-07-07 12:00:00,2022-07-07 14:00:00,158.2
Germany,DEU,2022-07-07 13:00:00,2022-07-07 15:00:00,151.67
Germany,DEU,2022-07-07 14:00:00,2022-07-07 16:00:00,149.65
Germany,DEU,2022-07-07 15:00:00,2022-07-07 17:00:00,162.43
Germany,DEU,2022-07-07 16:00:00,2022-07-07 18:00:00,181.18
Germany,DEU,2022-07-07 17:00:00,2022-07-07 19:00:00,218.55
Germany,DEU,2022-07-07 18:00:00,2022-07-07 20:00:00,250.94
Germany,DEU,2022-07-07 19:00:00,2022-07-07 21:00:00,253.2
Germany,DEU,2022-07-07 20:00:00,2022-07-07 22:00:00,243.86
Germany,DEU,2022-07-07 21:00:00,2022-07-07 23:00:00,197.21
Germany,DEU,2022-07-07 22:00:00,2022-07-08 00:00:00,225.37
Germany,DEU,2022-07-07 23:00:00,2022-07-08 01:00:00,220.86
Germany,DEU,2022-07-08 00:00:00,2022-07-08 02:00:00,217.86
Germany,DEU,2022-07-08 01:00:00,2022-07-08 03:00:00,223.19
Germany,DEU,2022-07-08 02:00:00,2022-07-08 04:00:00,222.58
Germany,DEU,2022-07-08 03:00:00,2022-07-08 05:00:00,257.44
Germany,DEU,2022-07-08 04:00:00,2022-07-08 06:00:00,361.6
Germany,DEU,2022-07-08 05:00:00,2022-07-08 07:00:00,404.77
Germany,DEU,2022-07-08 06:00:00,2022-07-08 08:00:00,405.22
Germany,DEU,2022-07-08 07:00:00,2022-07-08 09:00:00,350.18
Germany,DEU,2022-07-08 08:00:00,2022-07-08 10:00:00,311.23
Germany,DEU,2022-07-08 09:00:00,2022-07-08 11:00:00,275.51
Germany,DEU,2022-07-08 10:00:00,2022-07-08 12:00:00,237.41
Germany,DEU,2022-07-08 11:00:00,2022-07-08 13:00:00,218.05
Germany,DEU,2022-07-08 12:00:00,2022-07-08 14:00:00,195.78
Germany,DEU,2022-07-08 13:00:00,2022-07-08 15:00:00,207.28
Germany,DEU,2022-07-08 14:00:00,2022-07-08 16:00:00,225.23
Germany,DEU,2022-07-08 15:00:00,2022-07-08 17:00:00,260.0
Germany,DEU,2022-07-08 16:00:00,2022-07-08 18:00:00,312.64
Germany,DEU,2022-07-08 17:00:00,2022-07-08 19:00:00,383.96
Germany,DEU,2022-07-08 18:00:00,2022-07-08 20:00:00,413.89
Germany,DEU,2022-07-08 19:00:00,2022-07-08 21:00:00,419.34
Germany,DEU,2022-07-08 20:00:00,2022-07-08 22:00:00,407.48
Germany,DEU,2022-07-08 21:00:00,2022-07-08 23:00:00,370.08
Germany,DEU,2022-07-08 22:00:00,2022-07-09 00:00:00,339.38
Germany,DEU,2022-07-08 23:00:00,2022-07-09 01:00:00,269.73
Germany,DEU,2022-07-09 00:00:00,2022-07-09 02:00:00,216.38
Germany,DEU,2022-07-09 01:00:00,2022-07-09 03:00:00,208.83
Germany,DEU,2022-07-09 02:00:00,2022-07-09 04:00:00,201.74
Germany,DEU,2022-07-09 03:00:00,2022-07-09 05:00:00,194.75
Germany,DEU,2022-07-09 04:00:00,2022-07-09 06:00:00,240.77
Germany,DEU,2022-07-09 05:00:00,2022-07-09 07:00:00,249.94
Germany,DEU,2022-07-09 06:00:00,2022-07-09 08:00:00,222.12
Germany,DEU,2022-07-09 07:00:00,2022-07-09 09:00:00,183.35
Germany,DEU,2022-07-09 08:00:00,2022-07-09 10:00:00,159.66
Germany,DEU,2022-07-09 09:00:00,2022-07-09 11:00:00,138.15
Germany,DEU,2022-07-09 10:00:00,2022-07-09 12:00:00,97.79
Germany,DEU,2022-07-09 11:00:00,2022-07-09 13:00:00,66.82
Germany,DEU,2022-07-09 12:00:00,2022-07-09 14:00:00,21.1
Germany,DEU,2022-07-09 13:00:00,2022-07-09 15:00:00,16.74
Germany,DEU,2022-07-09 14:00:00,2022-07-09 16:00:00,30.21
Germany,DEU,2022-07-09 15:00:00,2022-07-09 17:00:00,71.48
Germany,DEU,2022-07-09 16:00:00,2022-07-09 18:00:00,108.76
Germany,DEU,2022-07-09 17:00:00,2022-07-09 19:00:00,122.49
Germany,DEU,2022-07-09 18:00:00,2022-07-09 20:00:00,133.21
Germany,DEU,2022-07-09 19:00:00,2022-07-09 21:00:00,132.8
Germany,DEU,2022-07-09 20:00:00,2022-07-09 22:00:00,148.01
Germany,DEU,2022-07-09 21:00:00,2022-07-09 23:00:00,123.43
Germany,DEU,2022-07-09 22:00:00,2022-07-10 00:00:00,123.13
Germany,DEU,2022-07-09 23:00:00,2022-07-10 01:00:00,93.8
Germany,DEU,2022-07-10 00:00:00,2022-07-10 02:00:00,89.9
Germany,DEU,2022-07-10 01:00:00,2022-07-10 03:00:00,73.06
Germany,DEU,2022-07-10 02:00:00,2022-07-10 04:00:00,86.04
Germany,DEU,2022-07-10 03:00:00,2022-07-10 05:00:00,85.78
Germany,DEU,2022-07-10 04:00:00,2022-07-10 06:00:00,86.01
Germany,DEU,2022-07-10 05:00:00,2022-07-10 07:00:00,72.58
Germany,DEU,2022-07-10 06:00:00,2022-07-10 08:00:00,62.9
Germany,DEU,2022-07-10 07:00:00,2022-07-10 09:00:00,51.4
Germany,DEU,2022-07-10 08:00:00,2022-07-10 10:00:00,33.91
Germany,DEU,2022-07-10 09:00:00,2022-07-10 11:00:00,36.95
Germany,DEU,2022-07-10 10:00:00,2022-07-10 12:00:00,16.69
Germany,DEU,2022-07-10 11:00:00,2022-07-10 13:00:00,15.66
Germany,DEU,2022-07-10 12:00:00,2022-07-10 14:00:00,7.84
Germany,DEU,2022-07-10 13:00:00,2022-07-10 15:00:00,14.41
Germany,DEU,2022-07-10 14:00:00,2022-07-10 16:00:00,27.65
Germany,DEU,2022-07-10 15:00:00,2022-07-10 17:00:00,81.41
Germany,DEU,2022-07-10 16:00:00,2022-07-10 18:00:00,170.83
Germany,DEU,2022-07-10 17:00:00,2022-07-10 19:00:00,287.75
Germany,DEU,2022-07-10 18:00:00,2022-07-10 20:00:00,339.36
Germany,DEU,2022-07-10 19:00:00,2022-07-10 21:00:00,357.9
Germany,DEU,2022-07-10 20:00:00,2022-07-10 22:00:00,374.34
Germany,DEU,2022-07-10 21:00:00,2022-07-10 23:00:00,358.56
Germany,DEU,2022-07-10 22:00:00,2022-07-11 00:00:00,310.25
Germany,DEU,2022-07-10 23:00:00,2022-07-11 01:00:00,280.33
Germany,DEU,2022-07-11 00:00:00,2022-07-11 02:00:00,277.87
Germany,DEU,2022-07-11 01:00:00,2022-07-11 03:00:00,273.8
Germany,DEU,2022-07-11 02:00:00,2022-07-11 04:00:00,284.17
Germany,DEU,2022-07-11 03:00:00,2022-07-11 05:00:00,313.0
Germany,DEU,2022-07-11 04:00:00,2022-07-11 06:00:00,412.83
Germany,DEU,2022-07-11 05:00:00,2022-07-11 07:00:00,440.24
Germany,DEU,2022-07-11 06:00:00,2022-07-11 08:00:00,452.69
Germany,DEU,2022-07-11 07:00:00,2022-07-11 09:00:00,420.0
Germany,DEU,2022-07-11 08:00:00,2022-07-11 10:00:00,397.83
Germany,DEU,2022-07-11 09:00:00,2022-07-11 11:00:00,386.94
Germany,DEU,2022-07-11 10:00:00,2022-07-11 12:00:00,369.95
Germany,DEU,2022-07-11 11:00:00,2022-07-11 13:00:00,347.29
Germany,DEU,2022-07-11 12:00:00,2022-07-11 14:00:00,326.52
Germany,DEU,2022-07-11 13:00:00,2022-07-11 15:00:00,326.2
Germany,DEU,2022-07-11 14:00:00,2022-07-11 16:00:00,341.52
Germany,DEU,2022-07-11 15:00:00,2022-07-11 17:00:00,390.76
Germany,DEU,2022-07-11 16:00:00,2022-07-11 18:00:00,418.41
Germany,DEU,2022-07-11 17:00:00,2022-07-11 19:00:00,479.01
Germany,DEU,2022-07-11 18:00:00,2022-07-11 20:00:00,484.95
Germany,DEU,2022-07-11 19:00:00,2022-07-11 21:00:00,460.35
Germany,DEU,2022-07-11 20:00:00,2022-07-11 22:00:00,453.69
Germany,DEU,2022-07-11 21:00:00,2022-07-11 23:00:00,416.31
Germany,DEU,2022-07-11 22:00:00,2022-07-12 00:00:00,389.15
Germany,DEU,2022-07-11 23:00:00,2022-07-12 01:00:00,354.92
Germany,DEU,2022-07-12 00:00:00,2022-07-12 02:00:00,341.57
Germany,DEU,2022-07-12 01:00:00,2022-07-12 03:00:00,337.4
Germany,DEU,2022-07-12 02:00:00,2022-07-12 04:00:00,341.26
Germany,DEU,2022-07-12 03:00:00,2022-07-12 05:00:00,364.39
Germany,DEU,2022-07-12 04:00:00,2022-07-12 06:00:00,416.5
Germany,DEU,2022-07-12 05:00:00,2022-07-12 07:00:00,449.15
Germany,DEU,2022-07-12 06:00:00,2022-07-12 08:00:00,440.42
Germany,DEU,2022-07-12 07:00:00,2022-07-12 09:00:00,388.95
Germany,DEU,2022-07-12 08:00:00,2022-07-12 10:00:00,339.52
Germany,DEU,2022-07-12 09:00:00,2022-07-12 11:00:00,338.3
Germany,DEU,2022-07-12 10:00:00,2022-07-12 12:00:00,301.18
Germany,DEU,2022-07-12 11:00:00,2022-07-12 13:00:00,262.45
Germany,DEU,2022-07-12 12:00:00,2022-07-12 14:00:00,261.7
Germany,DEU,2022-07-12 13:00:00,2022-07-12 15:00:00,275.82
Germany,DEU,2022-07-12 14:00:00,2022-07-12 16:00:00,305.68
Germany,DEU,2022-07-12 15:00:00,2022-07-12 17:00:00,373.45
Germany,DEU,2022-07-12 16:00:00,2022-07-12 18:00:00,412.33
Germany,DEU,2022-07-12 17:00:00,2022-07-12 19:00:00,468.26
Germany,DEU,2022-07-12 18:00:00,2022-07-12 20:00:00,492.84
Germany,DEU,2022-07-12 19:00:00,2022-07-12 21:00:00,467.08
Germany,DEU,2022-07-12 20:00:00,2022-07-12 22:00:00,454.5
Germany,DEU,2022-07-12 21:00:00,2022-07-12 23:00:00,403.6
Germany,DEU,2022-07-12 22:00:00,2022-07-13 00:00:00,389.94
Germany,DEU,2022-07-12 23:00:00,2022-07-13 01:00:00,354.8
Germany,DEU,2022-07-13 00:00:00,2022-07-13 02:00:00,321.86
Germany,DEU,2022-07-13 01:00:00,2022-07-13 03:00:00,327.46
Germany,DEU,2022-07-13 02:00:00,2022-07-13 04:00:00,319.76
Germany,DEU,2022-07-13 03:00:00,2022-07-13 05:00:00,339.36
Germany,DEU,2022-07-13 04:00:00,2022-07-13 06:00:00,408.51
Germany,DEU,2022-07-13 05:00:00,2022-07-13 07:00:00,436.64
Germany,DEU,2022-07-13 06:00:00,2022-07-13 08:00:00,444.06
Germany,DEU,2022-07-13 07:00:00,2022-07-13 09:00:00,403.65
Germany,DEU,2022-07-13 08:00:00,2022-07-13 10:00:00,355.04
Germany,DEU,2022-07-13 09:00:00,2022-07-13 11:00:00,332.71
Germany,DEU,2022-07-13 10:00:00,2022-07-13 12:00:00,264.73
Germany,DEU,2022-07-13 11:00:00,2022-07-13 13:00:00,234.34
Germany,DEU,2022-07-13 12:00:00,2022-07-13 14:00:00,194.51
Germany,DEU,2022-07-13 13:00:00,2022-07-13 15:00:00,189.5
Germany,DEU,2022-07-13 14:00:00,2022-07-13 16:00:00,207.83
Germany,DEU,2022-07-13 15:00:00,2022-07-13 17:00:00,277.22
Germany,DEU,2022-07-13 16:00:00,2022-07-13 18:00:00,343.17
Germany,DEU,2022-07-13 17:00:00,2022-07-13 19:00:00,404.18
Germany,DEU,2022-07-13 18:00:00,2022-07-13 20:00:00,431.32
Germany,DEU,2022-07-13 19:00:00,2022-07-13 21:00:00,425.96
Germany,DEU,2022-07-13 20:00:00,2022-07-13 22:00:00,424.93
Germany,DEU,2022-07-13 21:00:00,2022-07-13 23:00:00,367.82
Germany,DEU,2022-07-13 22:00:00,2022-07-14 00:00:00,388.74
Germany,DEU,2022-07-13 23:00:00,2022-07-14 01:00:00,363.03
Germany,DEU,2022-07-14 00:00:00,2022-07-14 02:00:00,337.23
Germany,DEU,2022-07-14 01:00:00,2022-07-14 03:00:00,328.62
Germany,DEU,2022-07-14 02:00:00,2022-07-14 04:00:00,331.12
Germany,DEU,2022-07-14 03:00:00,2022-07-14 05:00:00,358.7
Germany,DEU,2022-07-14 04:00:00,2022-07-14 06:00:00,414.6
Germany,DEU,2022-07-14 05:00:00,2022-07-14 07:00:00,431.24
Germany,DEU,2022-07-14 06:00:00,2022-07-14 08:00:00,436.11
Germany,DEU,2022-07-14 07:00:00,2022-07-14 09:00:00,407.71
Germany,DEU,2022-07-14 08:00:00,2022-07-14 10:00:00,365.6
Germany,DEU,2022-07-14 09:00:00,2022-07-14 11:00:00,345.02
Germany,DEU,2022-07-14 10:00:00,2022-07-14 12:00:00,294.56
Germany,DEU,2022-07-14 11:00:00,2022-07-14 13:00:00,268.56
Germany,DEU,2022-07-14 12:00:00,2022-07-14 14:00:00,236.2
Germany,DEU,2022-07-14 13:00:00,2022-07-14 15:00:00,248.44
Germany,DEU,2022-07-14 14:00:00,2022-07-14 16:00:00,272.02
Germany,DEU,2022-07-14 15:00:00,2022-07-14 17:00:00,337.42
Germany,DEU,2022-07-14 16:00:00,2022-07-14 18:00:00,384.37
Germany,DEU,2022-07-14 17:00:00,2022-07-14 19:00:00,420.68
Germany,DEU,2022-07-14 18:00:00,2022-07-14 20:00:00,435.13
Germany,DEU,2022-07-14 19:00:00,2022-07-14 21:00:00,429.1
Germany,DEU,2022-07-14 20:00:00,2022-07-14 22:00:00,419.14
Germany,DEU,2022-07-14 21:00:00,2022-07-14 23:00:00,378.94
Germany,DEU,2022-07-14 22:00:00,2022-07-15 00:00:00,355.57
Germany,DEU,2022-07-14 23:00:00,2022-07-15 01:00:00,320.71
Germany,DEU,2022-07-15 00:00:00,2022-07-15 02:00:00,300.99
Germany,DEU,2022-07-15 01:00:00,2022-07-15 03:00:00,295.69
Germany,DEU,2022-07-15 02:00:00,2022-07-15 04:00:00,302.63
Germany,DEU,2022-07-15 03:00:00,2022-07-15 05:00:00,330.78
Germany,DEU,2022-07-15 04:00:00,2022-07-15 06:00:00,400.46
Germany,DEU,2022-07-15 05:00:00,2022-07-15 07:00:00,429.44
Germany,DEU,2022-07-15 06:00:00,2022-07-15 08:00:00,413.65
Germany,DEU,2022-07-15 07:00:00,2022-07-15 09:00:00,338.98
Germany,DEU,2022-07-15 08:00:00,2022-07-15 10:00:00,270.51
Germany,DEU,2022-07-15 09:00:00,2022-07-15 11:00:00,241.1
Germany,DEU,2022-07-15 10:00:00,2022-07-15 12:00:00,222.52
Germany,DEU,2022-07-15 11:00:00,2022-07-15 13:00:00,200.61
Germany,DEU,2022-07-15 12:00:00,2022-07-15 14:00:00,195.03
Germany,DEU,2022-07-15 13:00:00,2022-07-15 15:00:00,214.76
Germany,DEU,2022-07-15 14:00:00,2022-07-15 16:00:00,240.49
Germany,DEU,2022-07-15 15:00:00,2022-07-15 17:00:00,342.81
Germany,DEU,2022-07-15 16:00:00,2022-07-15 18:00:00,400.69
Germany,DEU,2022-07-15 17:00:00,2022-07-15 19:00:00,430.94
Germany,DEU,2022-07-15 18:00:00,2022-07-15 20:00:00,444.48
Germany,DEU,2022-07-15 19:00:00,2022-07-15 21:00:00,443.93
Germany,DEU,2022-07-15 20:00:00,2022-07-15 22:00:00,438.87
Germany,DEU,2022-07-15 21:00:00,2022-07-15 23:00:00,403.43
Germany,DEU,2022-07-15 22:00:00,2022-07-16 00:00:00,364.61
Germany,DEU,2022-07-15 23:00:00,2022-07-16 01:00:00,325.63
Germany,DEU,2022-07-16 00:00:00,2022-07-16 02:00:00,265.79
Germany,DEU,2022-07-16 01:00:00,2022-07-16 03:00:00,236.71
Germany,DEU,2022-07-16 02:00:00,2022-07-16 04:00:00,223.28
Germany,DEU,2022-07-16 03:00:00,2022-07-16 05:00:00,207.42
Germany,DEU,2022-07-16 04:00:00,2022-07-16 06:00:00,192.98
Germany,DEU,2022-07-16 05:00:00,2022-07-16 07:00:00,187.16
Germany,DEU,2022-07-16 06:00:00,2022-07-16 08:00:00,144.87
Germany,DEU,2022-07-16 07:00:00,2022-07-16 09:00:00,66.34
Germany,DEU,2022-07-16 08:00:00,2022-07-16 10:00:00,42.29
Germany,DEU,2022-07-16 09:00:00,2022-07-16 11:00:00,8.28
Germany,DEU,2022-07-16 10:00:00,2022-07-16 12:00:00,2.81
Germany,DEU,2022-07-16 11:00:00,2022-07-16 13:00:00,2.44
Germany,DEU,2022-07-16 12:00:00,2022-07-16 14:00:00,1.64
Germany,DEU,2022-07-16 13:00:00,2022-07-16 15:00:00,2.69
Germany,DEU,2022-07-16 14:00:00,2022-07-16 16:00:00,5.01
Germany,DEU,2022-07-16 15:00:00,2022-07-16 17:00:00,53.16
Germany,DEU,2022-07-16 16:00:00,2022-07-16 18:00:00,151.64
Germany,DEU,2022-07-16 17:00:00,2022-07-16 19:00:00,265.67
Germany,DEU,2022-07-16 18:00:00,2022-07-16 20:00:00,329.97
Germany,DEU,2022-07-16 19:00:00,2022-07-16 21:00:00,339.89
Germany,DEU,2022-07-16 20:00:00,2022-07-16 22:00:00,341.43
Germany,DEU,2022-07-16 21:00:00,2022-07-16 23:00:00,314.03
Germany,DEU,2022-07-16 22:00:00,2022-07-17 00:00:00,289.89
Germany,DEU,2022-07-16 23:00:00,2022-07-17 01:00:00,251.84
Germany,DEU,2022-07-17 00:00:00,2022-07-17 02:00:00,222.44
Germany,DEU,2022-07-17 01:00:00,2022-07-17 03:00:00,215.38
Germany,DEU,2022-07-17 02:00:00,2022-07-17 04:00:00,211.59
Germany,DEU,2022-07-17 03:00:00,2022-07-17 05:00:00,199.95
Germany,DEU,2022-07-17 04:00:00,2022-07-17 06:00:00,188.32
Germany,DEU,2022-07-17 05:00:00,2022-07-17 07:00:00,191.78
Germany,DEU,2022-07-17 06:00:00,2022-07-17 08:00:00,184.26
Germany,DEU,2022-07-17 07:00:00,2022-07-17 09:00:00,160.66
Germany,DEU,2022-07-17 08:00:00,2022-07-17 10:00:00,119.52
Germany,DEU,2022-07-17 09:00:00,2022-07-17 11:00:00,117.06
Germany,DEU,2022-07-17 10:00:00,2022-07-17 12:00:00,92.88
Germany,DEU,2022-07-17 11:00:00,2022-07-17 13:00:00,76.22
Germany,DEU,2022-07-17 12:00:00,2022-07-17 14:00:00,58.6
Germany,DEU,2022-07-17 13:00:00,2022-07-17 15:00:00,86.79
Germany,DEU,2022-07-17 14:00:00,2022-07-17 16:00:00,112.56
Germany,DEU,2022-07-17 15:00:00,2022-07-17 17:00:00,200.09
Germany,DEU,2022-07-17 16:00:00,2022-07-17 18:00:00,332.82
Germany,DEU,2022-07-17 17:00:00,2022-07-17 19:00:00,407.71
Germany,DEU,2022-07-17 18:00:00,2022-07-17 20:00:00,425.29
Germany,DEU,2022-07-17 19:00:00,2022-07-17 21:00:00,435.87
Germany,DEU,2022-07-17 20:00:00,2022-07-17 22:00:00,427.33
Germany,DEU,2022-07-17 21:00:00,2022-07-17 23:00:00,404.12
Germany,DEU,2022-07-17 22:00:00,2022-07-18 00:00:00,384.05
Germany,DEU,2022-07-17 23:00:00,2022-07-18 01:00:00,338.18
Germany,DEU,2022-07-18 00:00:00,2022-07-18 02:00:00,307.29
Germany,DEU,2022-07-18 01:00:00,2022-07-18 03:00:00,296.07
Germany,DEU,2022-07-18 02:00:00,2022-07-18 04:00:00,299.05
Germany,DEU,2022-07-18 03:00:00,2022-07-18 05:00:00,339.61
Germany,DEU,2022-07-18 04:00:00,2022-07-18 06:00:00,403.63
Germany,DEU,2022-07-18 05:00:00,2022-07-18 07:00:00,433.56
Germany,DEU,2022-07-18 06:00:00,2022-07-18 08:00:00,417.0
Germany,DEU,2022-07-18 07:00:00,2022-07-18 09:00:00,392.46
Germany,DEU,2022-07-18 08:00:00,2022-07-18 10:00:00,351.49
Germany,DEU,2022-07-18 09:00:00,2022-07-18 11:00:00,326.61
Germany,DEU,2022-07-18 10:00:00,2022-07-18 12:00:00,296.4
Germany,DEU,2022-07-18 11:00:00,2022-07-18 13:00:00,272.36
Germany,DEU,2022-07-18 12:00:00,2022-07-18 14:00:00,275.37
Germany,DEU,2022-07-18 13:00:00,2022-07-18 15:00:00,286.38
Germany,DEU,2022-07-18 14:00:00,2022-07-18 16:00:00,371.03
Germany,DEU,2022-07-18 15:00:00,2022-07-18 17:00:00,435.33
Germany,DEU,2022-07-18 16:00:00,2022-07-18 18:00:00,535.82
Germany,DEU,2022-07-18 17:00:00,2022-07-18 19:00:00,624.03
Germany,DEU,2022-07-18 18:00:00,2022-07-18 20:00:00,648.12
Germany,DEU,2022-07-18 19:00:00,2022-07-18 21:00:00,593.3
Germany,DEU,2022-07-18 20:00:00,2022-07-18 22:00:00,547.01
Germany,DEU,2022-07-18 21:00:00,2022-07-18 23:00:00,450.66
Germany,DEU,2022-07-18 22:00:00,2022-07-19 00:00:00,418.11
Germany,DEU,2022-07-18 23:00:00,2022-07-19 01:00:00,378.38
Germany,DEU,2022-07-19 00:00:00,2022-07-19 02:00:00,354.98
Germany,DEU,2022-07-19 01:00:00,2022-07-19 03:00:00,335.86
Germany,DEU,2022-07-19 02:00:00,2022-07-19 04:00:00,332.81
Germany,DEU,2022-07-19 03:00:00,2022-07-19 05:00:00,370.03
Germany,DEU,2022-07-19 04:00:00,2022-07-19 06:00:00,454.6
Germany,DEU,2022-07-19 05:00:00,2022-07-19 07:00:00,493.67
Germany,DEU,2022-07-19 06:00:00,2022-07-19 08:00:00,469.05
Germany,DEU,2022-07-19 07:00:00,2022-07-19 09:00:00,409.64
