Datetime (UTC),u10,v10,t2m,tcc,tp,ssrd,Country,Price (EUR/MWhe),P,G(i),H_sun,T2m,WS10m
2022-07-22 20:00:00,-1.0932922,-2.5766296,19.179352,0.65252686,0.0,0.0,Germany,463.44,0.0,0.0,0.0,20.78,2.14
2022-07-22 21:00:00,-1.9428253,-1.5293884,17.96695,0.54299927,0.0,0.0,Germany,427.95,0.0,0.0,0.0,19.69,2.0
2022-07-22 22:00:00,-2.076828,-1.3656006,17.427155,0.68426514,0.0,0.0,Germany,403.94,0.0,0.0,0.0,19.12,2.07
2022-07-22 23:00:00,-1.7819977,-0.8017578,17.019684,0.6472473,0.0,0.0,Germany,354.26,0.0,0.0,0.0,18.6,2.0
2022-07-23 00:00:00,-0.7297058,-1.2350006,17.249908,0.96875,0.0,0.0,Germany,342.36,0.0,0.0,0.0,18.49,1.93
2022-07-23 01:00:00,-0.3256836,-2.3765259,16.281769,0.9802551,0.0,0.0,Germany,330.74,0.0,0.0,0.0,17.98,1.66
2022-07-23 02:00:00,-0.24725342,-2.6589355,16.29776,1.0,0.0,0.0,Germany,328.28,0.0,0.0,0.0,17.53,1.59
2022-07-23 03:00:00,-0.6262512,-2.5036469,15.476471,1.0,0.0,0.0,Germany,329.24,0.0,0.0,0.0,16.89,1.24
2022-07-23 04:00:00,-0.7669678,-2.1122437,15.491974,1.0,2.9087067e-05,7936.0,Germany,339.07,12.21,31.94,4.37,16.75,0.62
2022-07-23 05:00:00,-0.8967285,-1.8229218,16.099396,0.7857666,1.66893e-05,147648.0,Germany,343.48,57.97,88.0,13.15,17.39,0.76
2022-07-23 06:00:00,-0.410614,-1.6512909,16.664337,0.6272278,9.584427e-05,373056.0,Germany,358.79,219.62,289.0,22.43,18.27,1.1
2022-07-23 07:00:00,-0.1851654,-1.4487,17.245514,0.5114746,0.0,396800.0,Germany,347.29,121.84,164.0,31.85,17.88,1.38
2022-07-23 08:00:00,0.5802307,-1.3605194,18.07071,0.78149414,0.0,608896.0,Germany,323.44,147.48,196.0,41.0,19.54,1.59
2022-07-23 09:00:00,1.5435181,-1.9194794,19.556427,0.8995056,0.0,254400.0,Germany,298.01,321.17,408.0,49.29,20.69,2.48
2022-07-23 10:00:00,1.5703888,-1.7677002,20.186676,0.6305542,0.0,370048.0,Germany,257.63,588.24,751.01,55.74,21.89,2.69
2022-07-23 11:00:00,2.3518982,-1.6641235,21.623444,0.4937744,0.0,135680.0,Germany,222.01,492.93,632.0,58.96,22.91,2.62
2022-07-23 12:00:00,2.254959,-1.6263123,23.00467,0.119506836,0.0,339392.0,Germany,187.7,497.84,641.0,57.88,23.96,2.69
2022-07-23 13:00:00,2.6480103,-1.8920746,23.620636,0.3795166,0.0,0.0,Germany,185.54,468.34,601.0,52.9,24.31,2.97
2022-07-23 14:00:00,2.9654694,-1.8125305,24.058136,0.56073,0.0,86144.0,Germany,211.51,438.98,562.0,45.41,24.7,3.1
2022-07-23 15:00:00,3.0700836,-1.8535309,24.648834,0.79000854,0.0,0.0,Germany,267.8,319.46,411.0,36.6,24.77,3.24
2022-07-23 16:00:00,2.9556274,-1.924942,24.563385,0.9302368,0.0,0.0,Germany,331.16,259.58,339.0,27.26,24.39,3.31
2022-07-23 17:00:00,2.332718,-2.312149,23.848053,0.7655029,0.0,0.0,Germany,378.35,164.51,232.0,17.86,23.69,3.17
2022-07-23 18:00:00,1.6687927,-2.3762512,22.891632,0.21875,0.0,0.0,Germany,407.54,51.13,92.0,8.79,22.78,2.76
2022-07-23 19:00:00,1.182663,-2.190216,21.524567,0.050994873,0.0,0.0,Germany,409.71,0.0,0.0,0.0,21.12,2.14
2022-07-23 20:00:00,0.36340332,-1.3987885,18.30191,0.5995178,0.0,0.0,Germany,401.4,0.0,0.0,0.0,20.02,1.66
2022-07-23 21:00:00,-0.51312256,-1.8848724,16.811188,0.71221924,0.0,0.0,Germany,374.59,0.0,0.0,0.0,18.8,1.31
2022-07-23 22:00:00,0.2657318,-1.1936035,15.7048645,0.5080261,0.0,0.0,Germany,365.66,0.0,0.0,0.0,17.52,1.17
2022-07-23 23:00:00,-0.049957275,-0.9855499,16.356598,0.09899902,0.0,0.0,Germany,350.43,0.0,0.0,0.0,17.45,0.83
2022-07-24 00:00:00,-0.19953918,-0.67770386,16.030792,0.010009766,0.0,0.0,Germany,326.74,0.0,0.0,0.0,17.65,0.69
2022-07-24 01:00:00,-0.49241638,-0.82237244,15.094635,0.0,0.0,0.0,Germany,314.18,0.0,0.0,0.0,16.71,0.83
2022-07-24 02:00:00,-1.2832184,-0.020599365,15.074493,0.0,0.0,0.0,Germany,302.94,0.0,0.0,0.0,16.48,0.83
2022-07-24 03:00:00,-1.3277283,0.711853,14.115997,0.0,0.0,0.0,Germany,283.2,0.0,0.0,0.0,15.11,1.03
2022-07-24 04:00:00,-1.0994263,0.8812866,13.70816,0.050476074,0.0,9088.0,Germany,266.91,7.08,19.8,4.21,14.56,1.1
2022-07-24 05:00:00,-0.72076416,0.6808319,14.792267,0.48950195,0.0,232768.0,Germany,253.48,101.67,153.0,12.99,16.02,0.55
2022-07-24 06:00:00,-0.64027405,0.5262146,17.226532,0.97476196,0.0,434944.0,Germany,234.52,239.06,317.0,22.27,18.62,0.62
2022-07-24 07:00:00,-0.22338867,1.0022278,19.69162,0.99975586,0.0,549504.0,Germany,178.11,360.2,463.0,31.69,20.29,0.62
2022-07-24 08:00:00,0.7147827,0.92974854,21.764679,0.8602295,0.0,552704.0,Germany,154.18,482.9,623.0,40.84,22.12,0.97
2022-07-24 09:00:00,1.1576843,0.5009613,23.730255,0.37875366,0.0,420736.0,Germany,107.14,576.49,756.01,49.11,23.67,1.1
2022-07-24 10:00:00,1.2257538,0.72628784,25.285126,0.00024414062,0.0,499200.0,Germany,76.25,623.47,824.01,55.54,25.18,1.59
2022-07-24 11:00:00,2.1652832,0.41236877,26.458405,0.32574463,0.0,250560.0,Germany,69.06,651.1,864.01,58.75,26.33,2.0
2022-07-24 12:00:00,1.9741669,0.372406,27.28067,0.42926025,0.0,82176.0,Germany,57.59,634.51,843.01,57.68,27.19,2.07
2022-07-24 13:00:00,1.8627472,0.3343811,28.076447,0.29174805,0.0,0.0,Germany,80.01,595.17,790.01,52.72,27.82,1.93
2022-07-24 14:00:00,1.7638855,0.1809082,28.722015,0.12597656,0.0,0.0,Germany,132.39,520.15,687.01,45.24,28.24,1.79
2022-07-24 15:00:00,1.3844147,0.20536804,28.945465,0.80023193,0.0,0.0,Germany,239.23,423.84,559.0,36.45,28.44,1.66
2022-07-24 16:00:00,1.202179,0.43989563,29.077362,0.89001465,0.0,0.0,Germany,347.9,302.26,406.0,27.11,28.34,1.52
2022-07-24 17:00:00,1.0366058,0.40242004,28.78775,0.72073364,0.0,0.0,Germany,403.7,171.16,250.0,17.71,28.0,1.24
2022-07-24 18:00:00,0.69143677,-0.31195068,28.036102,0.11148071,0.0,0.0,Germany,426.42,50.9,96.0,8.63,27.1,1.03
2022-07-24 19:00:00,0.011184692,-1.205719,27.947906,0.083221436,0.0,0.0,Germany,426.16,0.0,0.0,0.0,25.53,1.1
2022-07-24 20:00:00,-0.9065399,-1.336441,25.847809,0.0,0.0,0.0,Germany,420.94,0.0,0.0,0.0,24.04,1.17
2022-07-24 21:00:00,-2.3109894,-0.3617859,24.642975,0.25354004,0.0,0.0,Germany,387.73,0.0,0.0,0.0,22.08,1.59
2022-07-24 22:00:00,-1.7172241,0.33146667,19.481049,0.68478394,0.0,0.0,Germany,342.44,0.0,0.0,0.0,20.69,1.72
2022-07-24 23:00:00,-1.8726959,0.65597534,18.831573,0.51849365,0.0,0.0,Germany,289.88,0.0,0.0,0.0,19.7,1.93
2022-07-25 00:00:00,-1.4618073,0.9736481,17.6456,0.33850098,0.0,0.0,Germany,279.29,0.0,0.0,0.0,18.75,1.86
2022-07-25 01:00:00,-1.1254272,1.329895,16.87796,0.15927124,0.0,0.0,Germany,275.96,0.0,0.0,0.0,18.1,1.86
2022-07-25 02:00:00,-1.0252686,1.4146271,16.698883,0.08047485,0.0,0.0,Germany,270.22,0.0,0.0,0.0,17.84,2.0
2022-07-25 03:00:00,-1.13797,1.5913849,17.328156,0.32598877,0.0,0.0,Germany,289.53,0.0,0.0,0.0,17.98,2.21
2022-07-25 04:00:00,-1.0334778,1.9563904,17.626251,0.4460144,0.0,8960.0,Germany,370.76,7.64,21.57,4.03,18.05,2.41
2022-07-25 05:00:00,-0.7738495,2.8529816,19.629608,0.2084961,0.0,230912.0,Germany,429.01,97.32,149.0,12.83,19.59,2.41
2022-07-25 06:00:00,-0.3179779,3.2630615,22.016449,0.0692749,0.0,469504.0,Germany,420.74,230.04,308.0,22.11,22.56,2.62
2022-07-25 07:00:00,0.3302002,3.6561584,24.778046,0.039001465,0.0,548352.0,Germany,373.14,365.14,471.0,31.53,24.95,2.97
2022-07-25 08:00:00,0.81385803,3.75914,27.504913,0.0,0.0,558912.0,Germany,315.82,477.77,617.0,40.67,27.12,3.17
2022-07-25 09:00:00,1.0732727,3.5402527,29.678253,0.0,0.0,488320.0,Germany,285.13,565.37,738.01,48.93,28.93,3.52
2022-07-25 10:00:00,1.9440765,4.1719513,30.956818,0.40252686,1.9073486e-06,371008.0,Germany,253.58,612.05,804.01,55.34,30.25,4.14
2022-07-25 11:00:00,3.0000458,4.398102,31.949127,0.5272522,1.4305115e-06,165952.0,Germany,239.33,0.0,0.0,0.0,31.11,4.41
2022-07-25 12:00:00,4.070114,4.4539795,31.897736,0.6374817,0.0,0.0,Germany,228.52,606.65,802.01,57.48,31.36,4.21
2022-07-25 13:00:00,4.8463135,3.65242,32.21414,0.6919861,4.7683716e-06,0.0,Germany,223.8,565.35,743.01,52.54,31.51,4.55
2022-07-25 14:00:00,4.9746704,3.521408,32.58023,0.1499939,9.4890594e-05,211200.0,Germany,260.24,62.97,98.0,45.07,31.2,5.66
2022-07-25 15:00:00,5.6985626,2.3558502,29.891266,0.6239929,0.0,0.0,Germany,287.39,189.54,255.0,36.29,28.71,4.21
2022-07-25 16:00:00,5.690674,1.7049103,30.11734,0.93099976,0.0,265024.0,Germany,346.99,275.55,365.0,26.96,28.23,4.34
2022-07-25 17:00:00,5.501297,0.042022705,26.397614,0.580719,0.0,0.0,Germany,408.9,175.29,252.0,17.56,26.12,4.41
2022-07-25 18:00:00,6.046097,0.121795654,23.703278,0.77975464,0.0,0.0,Germany,413.41,1.24,9.0,8.47,24.21,3.86
2022-07-25 19:00:00,4.306778,-2.9012146,22.033478,0.6852722,0.002257347,0.0,Germany,410.72,0.0,0.0,0.0,22.13,3.31
2022-07-25 20:00:00,3.3329926,-2.5902863,20.961456,0.68447876,0.0,0.0,Germany,400.39,0.0,0.0,0.0,20.7,3.38
2022-07-25 21:00:00,3.7162323,-1.9467773,20.45633,1.0,1.9073486e-06,0.0,Germany,346.64,0.0,0.0,0.0,19.96,3.24
2022-07-25 22:00:00,3.663803,-0.65512085,18.983917,0.40072632,0.0,0.0,Germany,333.84,0.0,0.0,0.0,19.58,2.83
2022-07-25 23:00:00,3.2796936,-0.8609619,18.156403,0.14974976,0.00011777878,0.0,Germany,315.92,0.0,0.0,0.0,19.1,2.48
2022-07-26 00:00:00,1.6770477,0.69776917,17.388947,0.3882141,0.0,0.0,Germany,287.3,0.0,0.0,0.0,18.32,2.07
2022-07-26 01:00:00,1.2958832,0.81474304,16.915436,0.5649719,0.0,0.0,Germany,283.19,0.0,0.0,0.0,17.79,1.93
2022-07-26 02:00:00,1.1752472,1.6580963,16.958649,0.28372192,0.0,0.0,Germany,292.54,0.0,0.0,0.0,17.74,2.07
2022-07-26 03:00:00,2.1105804,1.5016785,16.566742,0.35647583,5.722046e-06,0.0,Germany,331.08,0.0,0.0,0.0,17.29,2.21
2022-07-26 04:00:00,3.0733032,0.81933594,16.114838,0.63772583,0.0,4992.0,Germany,383.99,10.27,31.9,3.86,17.11,2.48
2022-07-26 05:00:00,3.0642548,0.5311432,16.264313,0.33099365,2.3841858e-06,170560.0,Germany,442.16,89.34,134.0,12.66,17.23,2.69
2022-07-26 06:00:00,3.379837,0.4290924,17.23111,0.033233643,1.04904175e-05,342720.0,Germany,395.94,247.7,323.0,21.94,17.45,3.52
2022-07-26 07:00:00,3.346878,0.4664917,18.37796,0.119506836,1.859665e-05,715968.0,Germany,313.29,386.38,483.0,31.36,18.77,3.24
2022-07-26 08:00:00,3.8210907,0.32933044,19.466034,0.21951294,2.6226044e-05,464512.0,Germany,262.1,455.9,567.0,40.5,19.92,3.72
2022-07-26 09:00:00,4.177368,-0.14077759,20.476715,0.59451294,0.0,304896.0,Germany,251.38,463.35,580.0,48.74,20.89,3.93
2022-07-26 10:00:00,2.7535858,-0.7805023,20.874542,0.9925232,0.0,0.0,Germany,222.08,98.95,138.0,55.14,21.28,3.86
2022-07-26 11:00:00,2.7444763,-0.45298767,20.930695,0.9902344,0.00014972687,480000.0,Germany,204.0,185.02,242.0,58.32,21.7,3.93
2022-07-26 12:00:00,2.908844,-0.47546387,21.306793,0.6312561,0.00021791458,365696.0,Germany,194.15,216.05,280.0,57.27,22.1,4.0
2022-07-26 13:00:00,3.3237,-0.9490204,20.920563,0.75149536,0.0,0.0,Germany,193.23,292.84,373.0,52.34,21.77,3.86
2022-07-26 14:00:00,3.5195007,-1.4583588,21.250153,0.82125854,0.0,0.0,Germany,205.63,342.83,434.0,44.9,21.89,3.66
2022-07-26 15:00:00,3.3223877,-1.8666687,20.592682,0.42251587,0.00012683868,0.0,Germany,267.18,59.53,90.0,36.13,21.59,3.59
2022-07-26 16:00:00,3.0019836,-2.3737488,19.711945,0.7827759,0.0,0.0,Germany,334.75,50.95,79.0,26.8,20.72,3.45
2022-07-26 17:00:00,1.8566589,-2.791687,18.91397,0.7384949,0.0,0.0,Germany,413.33,39.27,64.0,17.4,19.81,2.9
2022-07-26 18:00:00,0.8831177,-2.935318,18.41214,0.9692688,0.0,0.0,Germany,439.43,18.92,37.0,8.3,19.23,2.34
2022-07-26 19:00:00,0.32814026,-2.87471,17.416534,0.83551025,1.4781952e-05,0.0,Germany,443.37,0.0,0.0,0.0,18.7,2.41
2022-07-26 20:00:00,0.24671936,-2.9241638,16.69632,0.991272,0.0,0.0,Germany,428.27,0.0,0.0,0.0,17.8,2.48
2022-07-26 21:00:00,0.25949097,-2.5999603,16.175201,0.9005432,4.7683716e-07,0.0,Germany,382.92,0.0,0.0,0.0,17.2,2.14
2022-07-26 22:00:00,0.55340576,-2.5308685,15.020416,0.74172974,0.0,0.0,Germany,402.69,0.0,0.0,0.0,16.63,1.59
2022-07-26 23:00:00,0.3638916,-2.2762299,14.13382,0.79599,0.0,0.0,Germany,363.77,0.0,0.0,0.0,16.25,1.31
2022-07-27 00:00:00,-0.0023345947,-2.2515564,14.041168,0.85723877,0.0,0.0,Germany,354.19,0.0,0.0,0.0,15.79,1.38
2022-07-27 01:00:00,-0.049346924,-2.4870605,14.098297,0.869751,0.0,0.0,Germany,349.99,0.0,0.0,0.0,15.43,1.59
2022-07-27 02:00:00,-0.119522095,-2.4201813,14.130035,0.83374023,0.0,0.0,Germany,351.4,0.0,0.0,0.0,15.05,1.79
2022-07-27 03:00:00,-0.28816223,-2.3287048,14.18338,0.94073486,0.0,0.0,Germany,382.49,0.0,0.0,0.0,15.07,2.07
2022-07-27 04:00:00,-0.43510437,-2.5810394,13.506744,0.8180237,0.0,4160.0,Germany,463.98,0.0,3.0,3.68,14.71,1.93
2022-07-27 05:00:00,-0.70448303,-2.6100616,13.678619,0.99227905,0.0,129728.0,Germany,499.36,15.74,32.0,12.49,14.79,2.28
2022-07-27 06:00:00,-1.0258026,-2.2571564,13.917145,0.9970093,0.0,213760.0,Germany,488.21,144.07,189.0,21.78,14.92,2.41
2022-07-27 07:00:00,-0.9356079,-2.223526,14.276764,0.99502563,2.861023e-06,129920.0,Germany,435.33,210.55,266.0,31.2,14.97,2.07
2022-07-27 08:00:00,-0.8551178,-2.3749237,14.460236,0.9895325,7.1525574e-06,592704.0,Germany,416.81,374.15,462.0,40.32,15.87,2.41
2022-07-27 09:00:00,-0.5610657,-2.4885254,15.824371,0.45898438,9.536743e-06,303872.0,Germany,388.41,549.56,682.01,48.56,16.58,2.41
2022-07-27 10:00:00,0.42448425,-2.6519165,17.329254,0.5812378,0.0,357440.0,Germany,338.42,335.23,420.0,54.93,17.39,2.28
2022-07-27 11:00:00,1.2181244,-2.1381378,18.310455,0.28622437,0.0,360000.0,Germany,300.93,398.48,501.0,58.1,18.36,2.21
2022-07-27 12:00:00,1.8751831,-1.9386139,18.99405,0.62323,0.0,350656.0,Germany,289.63,366.35,463.0,57.05,19.36,2.21
2022-07-27 13:00:00,1.7612152,-2.0563202,19.527008,0.40795898,0.0,21056.0,Germany,302.98,461.84,584.0,52.15,20.08,2.28
2022-07-27 14:00:00,1.519455,-2.2266846,19.85147,0.39370728,0.0,0.0,Germany,333.54,502.68,634.0,44.72,20.32,2.34
2022-07-27 15:00:00,1.3385925,-2.2878723,20.15506,0.888031,0.0,117056.0,Germany,402.83,341.59,432.0,35.96,20.61,2.48
2022-07-27 16:00:00,1.0905762,-2.240158,19.995148,0.19522095,0.0,0.0,Germany,483.45,290.87,374.0,26.63,20.35,2.48
2022-07-27 17:00:00,0.6662445,-2.5291748,19.668488,0.15750122,0.0,0.0,Germany,527.57,178.11,251.0,17.23,19.92,2.41
2022-07-27 18:00:00,0.12188721,-2.671524,18.875153,0.069000244,0.0,0.0,Germany,543.94,49.08,92.0,8.13,19.33,2.34
2022-07-27 19:00:00,0.28063965,-2.0700989,16.779327,0.019989014,0.0,0.0,Germany,523.99,0.0,0.0,0.0,17.56,2.07
2022-07-27 20:00:00,0.28477478,-1.7190552,14.077667,0.7234802,0.0,0.0,Germany,492.19,0.0,0.0,0.0,16.49,1.86
2022-07-27 21:00:00,-0.25737,-1.5338593,12.742828,0.9490051,0.0,0.0,Germany,433.76,0.0,0.0,0.0,15.46,1.79
2022-07-27 22:00:00,-1.2775421,-1.6871643,11.303253,0.8710022,0.0,0.0,Germany,445.04,0.0,0.0,0.0,14.57,1.79
2022-07-27 23:00:00,-1.5816803,-1.541275,10.929718,0.8317261,0.0,0.0,Germany,412.6,0.0,0.0,0.0,13.93,1.72
2022-07-28 00:00:00,-1.3821259,-1.1807861,10.762238,0.36471558,0.0,0.0,Germany,407.02,0.0,0.0,0.0,13.58,1.72
2022-07-28 01:00:00,-1.253479,-0.996521,10.296051,0.6574707,0.0,0.0,Germany,407.33,0.0,0.0,0.0,13.35,1.72
2022-07-28 02:00:00,-1.5108948,-0.9803772,10.110992,0.95999146,0.0,0.0,Germany,410.15,0.0,0.0,0.0,13.15,1.86
2022-07-28 03:00:00,-1.7143097,-1.0103607,9.933502,0.99975586,0.0,0.0,Germany,436.16,0.0,0.0,0.0,13.03,2.0
2022-07-28 04:00:00,-2.2292328,-1.1384125,10.247833,0.980011,0.0,4480.0,Germany,510.3,1.37,9.0,3.5,13.38,2.28
2022-07-28 05:00:00,-2.6897125,-1.2215271,10.783722,0.77249146,0.0,156352.0,Germany,571.34,104.45,160.0,12.32,13.67,2.34
2022-07-28 06:00:00,-3.3920135,-1.0414886,12.55484,0.19073486,0.0,464576.0,Germany,583.14,233.52,301.0,21.61,14.54,3.1
2022-07-28 07:00:00,-3.6490936,-0.62664795,14.664337,0.4522705,0.0,635648.0,Germany,532.85,387.21,478.0,31.03,15.72,3.03
2022-07-28 08:00:00,-3.5008392,-0.43000793,16.86319,0.3755188,0.0,572736.0,Germany,466.39,513.25,634.0,40.15,17.55,3.03
2022-07-28 09:00:00,-3.3284912,-0.27015686,18.6138,0.071258545,0.0,476416.0,Germany,440.53,601.43,755.01,48.36,19.36,2.83
2022-07-28 10:00:00,-2.5410461,-0.5088196,20.462555,0.03250122,0.0,361472.0,Germany,434.25,649.36,828.01,54.72,20.92,2.69
2022-07-28 11:00:00,-2.8528748,-0.53341675,21.760162,0.10848999,0.0,247232.0,Germany,427.8,647.02,836.01,57.88,22.59,2.48
2022-07-28 12:00:00,-2.7546844,0.1161499,22.714752,0.538208,0.0,0.0,Germany,434.6,601.57,781.01,56.83,23.51,2.21
2022-07-28 13:00:00,-2.5848694,0.22796631,23.433502,0.9410095,0.0,0.0,Germany,442.98,573.74,744.01,51.94,23.86,2.07
2022-07-28 14:00:00,-2.369995,0.24143982,23.876617,1.0,0.0,0.0,Germany,489.2,497.13,639.0,44.53,24.12,2.34
2022-07-28 15:00:00,-2.5791168,-0.34072876,23.83255,1.0,0.0,0.0,Germany,548.81,240.2,313.0,35.79,24.14,2.69
2022-07-28 16:00:00,-3.122345,-0.86361694,23.913849,0.97024536,0.0,0.0,Germany,587.48,187.48,249.0,26.46,24.25,3.03
2022-07-28 17:00:00,-3.2450867,-0.9649353,23.39798,0.9357605,0.0,0.0,Germany,630.23,122.07,173.0,17.06,23.87,3.1
2022-07-28 18:00:00,-3.4330902,-0.9690094,22.637482,0.78125,0.0,0.0,Germany,616.71,42.51,79.0,7.95,23.11,2.69
2022-07-28 19:00:00,-3.6383667,-0.7458496,21.75467,0.9505005,0.00022315979,0.0,Germany,557.96,0.0,0.0,0.0,20.44,3.03
2022-07-28 20:00:00,-4.0271454,-0.62294006,20.119293,1.0,0.0,0.0,Germany,539.33,0.0,0.0,0.0,19.86,3.03
2022-07-28 21:00:00,-4.1451416,-0.62887573,19.248077,1.0,0.0,0.0,Germany,466.86,0.0,0.0,0.0,19.53,3.31
2022-07-28 22:00:00,-2.864914,-0.07287598,18.167145,1.0,0.0,0.0,Germany,407.61,0.0,0.0,0.0,19.2,3.31
2022-07-28 23:00:00,-2.842743,-0.9984894,17.883698,0.9989929,0.0,0.0,Germany,384.35,0.0,0.0,0.0,18.75,3.24
2022-07-29 00:00:00,-2.740219,-1.3635254,17.338531,0.93725586,0.0,0.0,Germany,378.16,0.0,0.0,0.0,18.29,3.1
2022-07-29 01:00:00,-2.495758,-1.5612335,17.12918,0.39950562,0.0,0.0,Germany,389.44,0.0,0.0,0.0,17.94,2.97
2022-07-29 02:00:00,-2.409729,-1.1950378,16.740143,0.2637329,0.0,0.0,Germany,382.72,0.0,0.0,0.0,17.6,2.9
2022-07-29 03:00:00,-2.3366394,-1.1399384,16.113678,0.3534851,0.0,0.0,Germany,402.37,0.0,0.0,0.0,17.04,2.62
2022-07-29 04:00:00,-2.3332062,-1.4493408,15.770172,0.22021484,0.0,4032.0,Germany,471.29,5.2,17.58,3.31,16.52,2.41
2022-07-29 05:00:00,-2.5372772,-1.7172852,15.438141,0.5257263,0.0,154048.0,Germany,516.36,9.43,23.0,12.14,16.6,2.14
2022-07-29 06:00:00,-2.2576904,-1.3894348,16.422272,0.7529907,4.7683716e-07,346880.0,Germany,523.66,194.56,256.0,21.44,17.7,2.14
2022-07-29 07:00:00,-2.4100342,-0.922348,18.158356,0.9282532,9.536743e-07,253248.0,Germany,506.57,154.41,203.0,30.86,18.3,1.86
2022-07-29 08:00:00,-2.5647125,-0.394989,18.862823,0.7437439,0.0,315712.0,Germany,473.78,94.45,132.0,39.97,19.87,2.62
2022-07-29 09:00:00,-2.2792816,-0.38180542,20.681671,0.56100464,0.0,777920.0,Germany,455.37,101.69,142.0,48.17,22.13,3.03
2022-07-29 10:00:00,-2.603424,-1.0035858,22.894073,0.9119873,0.0,594240.0,Germany,418.22,81.17,118.0,54.5,24.21,3.1
2022-07-29 11:00:00,-2.581482,0.48980713,23.9971,0.9414978,0.0,25728.0,Germany,397.72,207.95,275.0,57.65,25.4,3.1
2022-07-29 12:00:00,-1.4783325,1.302948,25.111237,1.0,9.536743e-07,0.0,Germany,394.26,551.17,719.01,56.6,26.31,2.69
2022-07-29 13:00:00,-1.3388214,2.407898,26.310577,1.0,9.536743e-07,204928.0,Germany,416.08,516.73,678.01,51.73,27.21,2.21
2022-07-29 14:00:00,-2.1689453,2.2586823,26.160675,0.98999023,0.0,0.0,Germany,431.34,393.8,516.0,44.34,27.3,1.86
2022-07-29 15:00:00,-1.9252472,1.9218597,26.025665,1.0,1.4305115e-05,0.0,Germany,469.78,209.77,279.0,35.6,26.05,1.79
2022-07-29 16:00:00,-1.0980377,1.7855377,23.079742,1.0,0.002020359,0.0,Germany,491.55,131.99,181.0,26.28,23.18,0.55
2022-07-29 17:00:00,-0.8012543,1.2937012,20.8638,1.0,0.0,0.0,Germany,509.48,11.12,26.0,16.88,21.19,0.76
2022-07-29 18:00:00,0.21455383,0.87957764,19.843414,0.9802551,0.00025129318,0.0,Germany,524.99,6.72,19.0,7.77,20.0,0.21
2022-07-29 19:00:00,0.5038605,-0.22808838,18.770782,0.96099854,0.0011348724,0.0,Germany,508.91,0.0,0.0,0.0,18.39,0.41
2022-07-29 20:00:00,0.6033478,-1.1527557,17.341583,1.0,0.0,0.0,Germany,487.5,0.0,0.0,0.0,17.54,0.69
2022-07-29 21:00:00,0.58332825,-1.8049316,16.934723,1.0,0.0,0.0,Germany,442.28,0.0,0.0,0.0,16.94,0.76
2022-07-29 22:00:00,-0.061553955,-1.1596375,15.895782,0.9982605,0.0,0.0,Germany,413.57,0.0,0.0,0.0,16.39,1.1
2022-07-29 23:00:00,0.9923401,-2.293045,15.011261,0.98876953,0.0,0.0,Germany,391.4,0.0,0.0,0.0,15.43,1.03
2022-07-30 00:00:00,1.7138519,-1.7500305,14.563995,0.9902344,0.0,0.0,Germany,386.94,0.0,0.0,0.0,15.13,0.76
2022-07-30 01:00:00,0.8418274,-1.1740112,14.1649475,0.60998535,0.0,0.0,Germany,375.45,0.0,0.0,0.0,14.21,1.1
2022-07-30 02:00:00,0.2093811,0.11793518,13.944,0.44421387,0.0,0.0,Germany,364.08,0.0,0.0,0.0,13.89,1.1
2022-07-30 03:00:00,0.80178833,0.21414185,14.1076355,0.41970825,0.0,0.0,Germany,374.67,0.0,0.0,0.0,13.96,1.1
2022-07-30 04:00:00,1.1562195,-0.15800476,13.980194,0.6489868,0.0,2560.0,Germany,402.08,2.88,12.0,3.13,13.85,1.1
2022-07-30 05:00:00,2.407135,-0.66101074,14.276642,0.6094971,0.0,148416.0,Germany,408.4,29.22,50.0,11.96,14.47,0.83
2022-07-30 06:00:00,2.739853,-0.7693176,15.267487,0.78549194,0.0,328896.0,Germany,408.36,112.03,152.0,21.27,16.28,0.97
2022-07-30 07:00:00,2.7723083,-1.3627777,16.294159,1.0,0.00017213821,207936.0,Germany,386.26,136.41,180.0,30.68,16.72,2.41
2022-07-30 08:00:00,2.8912811,-1.1219025,17.468536,1.0,0.0,733376.0,Germany,341.26,172.67,224.0,39.78,17.89,2.48
2022-07-30 09:00:00,2.8292236,-1.0933838,19.094757,0.7714844,0.0,409728.0,Germany,319.41,273.16,346.0,47.97,19.27,2.9
2022-07-30 10:00:00,0.90989685,-1.6407318,19.650665,0.79074097,2.2888184e-05,172544.0,Germany,266.59,570.46,719.01,54.28,20.19,2.97
2022-07-30 11:00:00,1.4292603,-1.7830353,20.148468,0.92401123,4.863739e-05,249472.0,Germany,223.87,486.17,615.0,57.41,21.07,3.03
2022-07-30 12:00:00,1.1494904,-1.8396301,20.57425,0.77053833,7.343292e-05,0.0,Germany,228.76,247.72,319.0,56.37,21.67,2.97
2022-07-30 13:00:00,0.88731384,-2.035843,20.82071,0.99002075,0.0,0.0,Germany,256.1,261.44,336.0,51.52,21.86,2.9
2022-07-30 14:00:00,0.4363556,-2.1869965,21.111115,0.9920349,0.0,0.0,Germany,298.03,140.38,189.0,44.14,22.12,2.76
2022-07-30 15:00:00,0.23701477,-2.1245117,20.757355,0.8077698,6.67572e-06,0.0,Germany,380.14,187.66,246.0,35.42,21.93,2.69
