time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230115:1030,57.18,0.0,79.85,1.2,16.61,4.4,5.45,0.0
20230115:1130,50.04,0.0,71.69,1.08,17.7,4.4,5.52,0.0
20230115:1230,61.14,0.0,84.35,1.27,16.4,4.4,5.1,0.0
20230115:1330,48.11,0.0,69.55,1.05,12.84,4.67,5.52,0.0
20230115:1430,18.74,0.0,34.24,0.51,7.35,4.86,6.14,0.0
20230115:1530,0.1,0.0,5.75,0.09,0.32,4.58,5.93,0.0
20230115:1630,0.0,0.0,0.0,0.0,0.0,4.12,5.93,0.0
20230115:1730,0.0,0.0,0.0,0.0,0.0,3.88,6.21,0.0
20230115:1830,0.0,0.0,0.0,0.0,0.0,3.6,6.21,0.0
20230115:1930,0.0,0.0,0.0,0.0,0.0,3.61,6.48,0.0
20230115:2030,0.0,0.0,0.0,0.0,0.0,3.36,6.0,0.0
20230115:2130,0.0,0.0,0.0,0.0,0.0,3.33,5.79,0.0
20230115:2230,0.0,0.0,0.0,0.0,0.0,3.06,5.45,0.0
20230115:2330,0.0,0.0,0.0,0.0,0.0,2.82,5.1,0.0
20230116:0030,0.0,0.0,0.0,0.0,0.0,2.65,4.83,0.0
20230116:0130,0.0,0.0,0.0,0.0,0.0,2.57,4.62,0.0
20230116:0230,0.0,0.0,0.0,0.0,0.0,2.48,4.55,0.0
20230116:0330,0.0,0.0,0.0,0.0,0.0,2.53,4.48,0.0
20230116:0430,0.0,0.0,0.0,0.0,0.0,2.4,4.34,0.0
20230116:0530,0.0,0.0,0.0,0.0,0.0,2.54,4.14,0.0
20230116:0630,0.0,0.0,0.0,0.0,0.0,2.21,3.86,0.0
20230116:0730,0.8,0.0,7.36,0.11,1.12,2.11,3.79,0.0
20230116:0830,29.28,0.0,46.95,0.71,8.04,2.29,3.86,0.0
20230116:0930,61.04,0.0,83.73,1.26,13.4,2.67,3.79,0.0
20230116:1030,95.9,0.0,122.51,1.84,16.78,3.24,4.55,0.0
20230116:1130,98.19,0.0,125.41,1.88,17.89,4.04,4.69,0.0
20230116:1230,60.92,0.0,84.26,1.27,16.6,4.78,4.48,0.0
20230116:1330,33.13,0.0,52.03,0.78,13.04,4.85,4.76,0.0
20230116:1430,26.24,0.0,43.6,0.66,7.55,4.52,5.24,0.0
20230116:1530,0.89,0.0,7.62,0.11,0.52,4.58,5.17,0.0
20230116:1630,0.0,0.0,0.0,0.0,0.0,4.37,5.45,0.0
20230116:1730,0.0,0.0,0.0,0.0,0.0,3.74,5.66,0.0
20230116:1830,0.0,0.0,0.0,0.0,0.0,3.42,5.93,0.0
20230116:1930,0.0,0.0,0.0,0.0,0.0,3.46,5.93,0.0
20230116:2030,0.0,0.0,0.0,0.0,0.0,2.92,5.66,0.0
20230116:2130,0.0,0.0,0.0,0.0,0.0,2.7,5.24,0.0
20230116:2230,0.0,0.0,0.0,0.0,0.0,2.78,5.03,0.0
20230116:2330,0.0,0.0,0.0,0.0,0.0,2.67,5.1,0.0
20230117:0030,0.0,0.0,0.0,0.0,0.0,2.59,5.66,0.0
20230117:0130,0.0,0.0,0.0,0.0,0.0,2.39,6.41,0.0
20230117:0230,0.0,0.0,0.0,0.0,0.0,1.94,6.0,0.0
20230117:0330,0.0,0.0,0.0,0.0,0.0,1.74,5.86,0.0
20230117:0430,0.0,0.0,0.0,0.0,0.0,1.62,5.79,0.0
20230117:0530,0.0,0.0,0.0,0.0,0.0,1.28,5.66,0.0
20230117:0630,0.0,0.0,0.0,0.0,0.0,0.93,5.24,0.0
20230117:0730,0.89,0.0,7.53,0.11,1.24,0.5,4.76,0.0
20230117:0830,23.28,0.0,39.32,0.59,8.18,0.27,4.34,0.0
20230117:0930,48.76,0.0,69.24,1.04,13.56,0.55,3.79,0.0
20230117:1030,66.72,0.0,89.57,1.35,16.96,1.27,4.28,0.0
20230117:1130,71.72,0.0,95.32,1.43,18.08,1.75,3.79,0.0
20230117:1230,54.31,0.0,75.97,1.14,16.8,2.06,3.38,0.0
20230117:1330,38.88,0.0,58.31,0.88,13.25,2.14,2.76,0.0
20230117:1430,21.32,0.0,37.18,0.56,7.76,2.1,2.21,0.0
20230117:1530,0.9,0.0,7.58,0.11,0.73,1.68,1.38,0.0
20230117:1630,0.0,0.0,0.0,0.0,0.0,1.12,0.48,0.0
20230117:1730,0.0,0.0,0.0,0.0,0.0,0.58,0.62,0.0
20230117:1830,0.0,0.0,0.0,0.0,0.0,-0.83,0.97,0.0
20230117:1930,0.0,0.0,0.0,0.0,0.0,-0.32,0.76,0.0
20230117:2030,0.0,0.0,0.0,0.0,0.0,-0.78,0.55,0.0
20230117:2130,0.0,0.0,0.0,0.0,0.0,-1.05,0.55,0.0
20230117:2230,0.0,0.0,0.0,0.0,0.0,-2.25,1.03,0.0
20230117:2330,0.0,0.0,0.0,0.0,0.0,-2.67,1.17,0.0
20230118:0030,0.0,0.0,0.0,0.0,0.0,-2.75,1.24,0.0
20230118:0130,0.0,0.0,0.0,0.0,0.0,-3.05,1.31,0.0
20230118:0230,0.0,0.0,0.0,0.0,0.0,-3.01,1.38,0.0
20230118:0330,0.0,0.0,0.0,0.0,0.0,-2.81,1.38,0.0
20230118:0430,0.0,0.0,0.0,0.0,0.0,-2.7,1.45,0.0
20230118:0530,0.0,0.0,0.0,0.0,0.0,-2.45,1.59,0.0
20230118:0630,0.0,0.0,0.0,0.0,0.0,-1.85,1.66,0.0
20230118:0730,1.0,0.0,7.71,0.12,1.37,-2.0,1.66,0.0
20230118:0830,15.78,0.0,29.69,0.45,8.32,-1.78,1.66,0.0
20230118:0930,49.91,0.0,70.22,1.06,13.72,-1.09,1.66,0.0
20230118:1030,57.38,0.0,78.87,1.19,17.15,-0.12,2.0,0.0
20230118:1130,94.33,0.0,119.8,1.8,18.28,0.45,2.14,0.0
20230118:1230,69.09,0.0,92.33,1.39,17.01,1.11,2.07,0.0
20230118:1330,46.48,0.0,66.96,1.01,13.47,1.44,1.93,0.0
20230118:1430,30.68,0.0,48.46,0.73,7.97,1.14,1.72,0.0
20230118:1530,1.95,0.0,9.63,0.14,0.94,0.23,1.79,0.0
20230118:1630,0.0,0.0,0.0,0.0,0.0,-0.86,1.79,0.0
20230118:1730,0.0,0.0,0.0,0.0,0.0,-1.8,1.79,0.0
20230118:1830,0.0,0.0,0.0,0.0,0.0,-2.88,1.86,0.0
20230118:1930,0.0,0.0,0.0,0.0,0.0,-3.73,1.79,0.0
20230118:2030,0.0,0.0,0.0,0.0,0.0,-4.2,2.0,0.0
20230118:2130,0.0,0.0,0.0,0.0,0.0,-4.33,2.28,0.0
20230118:2230,0.0,0.0,0.0,0.0,0.0,-4.04,2.62,0.0
20230118:2330,0.0,0.0,0.0,0.0,0.0,-3.39,2.9,0.0
20230119:0030,0.0,0.0,0.0,0.0,0.0,-2.84,3.17,0.0
20230119:0130,0.0,0.0,0.0,0.0,0.0,-2.65,3.24,0.0
20230119:0230,0.0,0.0,0.0,0.0,0.0,-2.55,3.31,0.0
20230119:0330,0.0,0.0,0.0,0.0,0.0,-2.37,3.52,0.0
20230119:0430,0.0,0.0,0.0,0.0,0.0,-2.07,3.72,0.0
20230119:0530,0.0,0.0,0.0,0.0,0.0,-1.83,3.79,0.0
20230119:0630,0.0,0.0,0.0,0.0,0.0,-1.72,4.0,0.0
20230119:0730,0.89,0.0,7.49,0.11,1.5,-1.31,4.0,0.0
20230119:0830,24.1,0.0,40.12,0.6,8.48,-1.08,4.34,0.0
20230119:0930,51.0,0.0,71.38,1.07,13.89,-0.62,5.59,0.0
20230119:1030,69.86,0.0,92.42,1.39,17.34,-0.15,5.86,0.0
20230119:1130,54.24,0.0,75.26,1.13,18.49,0.21,5.31,0.0
20230119:1230,44.04,0.0,63.71,0.96,17.23,0.02,4.69,0.0
20230119:1330,34.16,0.0,52.25,0.79,13.69,-0.26,4.21,0.0
20230119:1430,20.72,0.0,36.07,0.54,8.19,-0.5,3.59,0.0
20230119:1530,0.26,0.0,6.06,0.09,1.15,-0.68,3.79,0.0
20230119:1630,0.0,0.0,0.0,0.0,0.0,-0.98,3.17,0.0
20230119:1730,0.0,0.0,0.0,0.0,0.0,-1.05,2.69,0.0
20230119:1830,0.0,0.0,0.0,0.0,0.0,-1.23,2.55,0.0
20230119:1930,0.0,0.0,0.0,0.0,0.0,-0.91,2.62,0.0
20230119:2030,0.0,0.0,0.0,0.0,0.0,-0.86,2.48,0.0
20230119:2130,0.0,0.0,0.0,0.0,0.0,-0.83,2.34,0.0
20230119:2230,0.0,0.0,0.0,0.0,0.0,-0.88,2.21,0.0
20230119:2330,0.0,0.0,0.0,0.0,0.0,-1.13,1.93,0.0
20230120:0030,0.0,0.0,0.0,0.0,0.0,-1.24,1.86,0.0
20230120:0130,0.0,0.0,0.0,0.0,0.0,-1.09,2.0,0.0
20230120:0230,0.0,0.0,0.0,0.0,0.0,-1.12,2.07,0.0
20230120:0330,0.0,0.0,0.0,0.0,0.0,-1.23,2.0,0.0
20230120:0430,0.0,0.0,0.0,0.0,0.0,-1.62,1.93,0.0
20230120:0530,0.0,0.0,0.0,0.0,0.0,-1.86,1.86,0.0
20230120:0630,0.0,0.0,0.0,0.0,0.0,-2.29,1.86,0.0
20230120:0730,0.98,0.0,7.67,0.12,1.64,-1.72,1.52,0.0
20230120:0830,30.73,0.0,48.02,0.72,8.64,-1.71,1.45,0.0
20230120:0930,57.65,0.0,78.91,1.19,14.07,-1.0,1.72,0.0
20230120:1030,73.25,0.0,96.34,1.45,17.54,-0.56,1.72,0.0
20230120:1130,84.99,0.0,109.59,1.65,18.7,0.21,1.52,0.0
20230120:1230,78.32,0.0,102.54,1.54,17.45,0.85,1.38,0.0
20230120:1330,68.92,0.0,92.24,1.39,13.91,1.12,1.24,0.0
20230120:1430,28.69,0.0,46.1,0.69,8.41,1.14,1.17,0.0
20230120:1530,1.38,0.0,8.56,0.13,1.37,0.83,0.76,0.0
20230120:1630,0.0,0.0,0.0,0.0,0.0,0.56,0.14,0.0
20230120:1730,0.0,0.0,0.0,0.0,0.0,0.3,0.62,0.0
20230120:1830,0.0,0.0,0.0,0.0,0.0,-0.12,0.69,0.0
20230120:1930,0.0,0.0,0.0,0.0,0.0,-1.81,1.17,0.0
20230120:2030,0.0,0.0,0.0,0.0,0.0,-2.3,1.17,0.0
20230120:2130,0.0,0.0,0.0,0.0,0.0,-2.28,1.03,0.0
20230120:2230,0.0,0.0,0.0,0.0,0.0,-2.38,1.03,0.0
20230120:2330,0.0,0.0,0.0,0.0,0.0,-2.39,0.97,0.0
20230121:0030,0.0,0.0,0.0,0.0,0.0,-2.61,1.1,0.0
20230121:0130,0.0,0.0,0.0,0.0,0.0,-3.19,1.38,0.0
20230121:0230,0.0,0.0,0.0,0.0,0.0,-3.25,1.66,0.0
20230121:0330,0.0,0.0,0.0,0.0,0.0,-2.3,2.07,0.0
20230121:0430,0.0,0.0,0.0,0.0,0.0,-2.11,2.34,0.0
20230121:0530,0.0,0.0,0.0,0.0,0.0,-2.3,2.48,0.0
20230121:0630,0.0,0.0,0.0,0.0,0.0,-2.37,2.76,0.0
20230121:0730,0.46,0.0,6.51,0.1,1.79,-2.68,3.24,0.0
20230121:0830,13.59,0.0,26.75,0.4,8.8,-2.64,3.31,0.0
20230121:0930,28.26,0.0,44.94,0.68,14.26,-2.27,4.14,0.0
20230121:1030,47.51,0.0,67.19,1.01,17.74,-1.94,3.52,0.0
20230121:1130,42.25,0.0,61.35,0.92,18.92,-1.42,3.59,0.0
20230121:1230,43.7,0.0,63.09,0.95,17.68,-1.07,3.66,0.0
20230121:1330,34.15,0.0,52.16,0.78,14.14,-0.71,3.72,0.0
20230121:1430,15.24,0.0,29.11,0.44,8.64,-0.46,4.34,0.0
20230121:1530,0.0,0.0,4.46,0.07,1.59,-0.49,3.86,0.0
20230121:1630,0.0,0.0,0.0,0.0,0.0,-0.63,3.93,0.0
20230121:1730,0.0,0.0,0.0,0.0,0.0,-0.56,4.34,0.0
20230121:1830,0.0,0.0,0.0,0.0,0.0,-0.43,4.62,0.0
20230121:1930,0.0,0.0,0.0,0.0,0.0,-0.42,4.76,0.0
20230121:2030,0.0,0.0,0.0,0.0,0.0,-0.48,4.9,0.0
20230121:2130,0.0,0.0,0.0,0.0,0.0,-0.6,4.76,0.0
20230121:2230,0.0,0.0,0.0,0.0,0.0,-0.66,4.48,0.0
20230121:2330,0.0,0.0,0.0,0.0,0.0,-0.65,4.28,0.0
20230122:0030,0.0,0.0,0.0,0.0,0.0,-0.58,3.93,0.0
20230122:0130,0.0,0.0,0.0,0.0,0.0,-0.48,3.66,0.0
20230122:0230,0.0,0.0,0.0,0.0,0.0,-0.41,3.45,0.0
20230122:0330,0.0,0.0,0.0,0.0,0.0,-0.39,3.31,0.0
20230122:0430,0.0,0.0,0.0,0.0,0.0,-0.4,3.1,0.0
20230122:0530,0.0,0.0,0.0,0.0,0.0,-0.47,2.9,0.0
20230122:0630,0.0,0.0,0.0,0.0,0.0,-0.5,2.76,0.0
20230122:0730,0.0,0.0,4.06,0.06,1.94,-0.79,2.48,0.0
20230122:0830,21.89,0.0,37.49,0.56,8.97,-0.77,2.48,0.0
20230122:0930,47.32,0.0,67.37,1.01,14.45,-0.58,2.55,0.0
20230122:1030,58.48,0.0,79.98,1.2,17.95,-0.28,2.76,0.0
20230122:1130,73.4,0.0,96.57,1.45,19.15,-0.07,2.76,0.0
20230122:1230,61.35,0.0,83.33,1.25,17.91,0.15,2.69,0.0
20230122:1330,64.57,0.0,86.94,1.31,14.38,0.21,2.62,0.0
20230122:1430,25.19,0.0,41.69,0.63,8.87,0.32,2.76,0.0
20230122:1530,0.88,0.0,7.49,0.11,1.82,0.12,2.28,0.0
20230122:1630,0.0,0.0,0.0,0.0,0.0,-0.15,2.28,0.0
20230122:1730,0.0,0.0,0.0,0.0,0.0,-0.28,2.28,0.0
20230122:1830,0.0,0.0,0.0,0.0,0.0,-0.31,2.41,0.0
20230122:1930,0.0,0.0,0.0,0.0,0.0,-0.58,2.28,0.0
20230122:2030,0.0,0.0,0.0,0.0,0.0,-0.63,2.21,0.0
20230122:2130,0.0,0.0,0.0,0.0,0.0,-0.76,2.14,0.0
20230122:2230,0.0,0.0,0.0,0.0,0.0,-0.8,2.14,0.0
20230122:2330,0.0,0.0,0.0,0.0,0.0,-0.75,2.28,0.0
20230123:0030,0.0,0.0,0.0,0.0,0.0,-0.79,2.21,0.0
20230123:0130,0.0,0.0,0.0,0.0,0.0,-1.03,2.14,0.0
20230123:0230,0.0,0.0,0.0,0.0,0.0,-1.03,2.34,0.0
20230123:0330,0.0,0.0,0.0,0.0,0.0,-1.03,2.34,0.0
20230123:0430,0.0,0.0,0.0,0.0,0.0,-0.93,2.21,0.0
20230123:0530,0.0,0.0,0.0,0.0,0.0,-0.98,2.34,0.0
20230123:0630,0.0,0.0,0.0,0.0,0.0,-0.99,2.48,0.0
20230123:0730,0.46,0.0,6.55,0.1,2.1,-0.78,2.69,0.0
20230123:0830,25.44,0.0,41.82,0.63,9.15,-0.74,3.03,0.0
20230123:0930,50.0,0.0,70.35,1.06,14.65,-0.61,3.31,0.0
20230123:1030,56.9,0.0,78.11,1.17,18.17,-0.51,3.38,0.0
20230123:1130,77.08,0.0,100.45,1.51,19.38,-0.41,3.03,0.0
20230123:1230,62.98,0.0,85.02,1.28,18.15,-0.1,3.17,0.0
20230123:1330,43.51,0.0,63.17,0.95,14.62,0.09,3.03,0.0
20230123:1430,18.83,0.0,33.79,0.51,9.11,0.22,2.97,0.0
20230123:1530,0.85,0.0,7.45,0.11,2.05,0.22,3.1,0.0
20230123:1630,0.0,0.0,0.0,0.0,0.0,0.09,3.1,0.0
20230123:1730,0.0,0.0,0.0,0.0,0.0,0.06,3.45,0.0
20230123:1830,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0
20230123:1930,0.0,0.0,0.0,0.0,0.0,-0.06,3.93,0.0
20230123:2030,0.0,0.0,0.0,0.0,0.0,-0.18,3.93,0.0
20230123:2130,0.0,0.0,0.0,0.0,0.0,-0.19,3.79,0.0
20230123:2230,0.0,0.0,0.0,0.0,0.0,-0.19,3.59,0.0
20230123:2330,0.0,0.0,0.0,0.0,0.0,-0.25,3.45,0.0
20230124:0030,0.0,0.0,0.0,0.0,0.0,-0.32,3.31,0.0
20230124:0130,0.0,0.0,0.0,0.0,0.0,-0.39,3.31,0.0
20230124:0230,0.0,0.0,0.0,0.0,0.0,-0.48,3.24,0.0
20230124:0330,0.0,0.0,0.0,0.0,0.0,-0.61,2.97,0.0
20230124:0430,0.0,0.0,0.0,0.0,0.0,-0.79,2.76,0.0
20230124:0530,0.0,0.0,0.0,0.0,0.0,-0.97,2.76,0.0
20230124:0630,0.0,0.0,0.0,0.0,0.0,-0.99,3.24,0.0
20230124:0730,1.92,0.0,9.54,0.14,2.27,-0.98,3.31,0.0
20230124:0830,25.49,0.0,41.86,0.63,9.34,-0.91,2.76,0.0
20230124:0930,43.56,0.0,63.04,0.95,14.85,-0.67,3.03,0.0
20230124:1030,48.86,0.0,69.1,1.04,18.39,-0.48,3.24,0.0
20230124:1130,79.33,0.0,102.94,1.55,19.62,-0.3,3.1,0.0
20230124:1230,71.95,0.0,94.96,1.43,18.4,0.0,3.17,0.0
20230124:1330,49.57,0.0,70.08,1.05,14.86,0.17,3.1,0.0
20230124:1430,22.97,0.0,38.97,0.59,9.35,0.29,3.17,0.0
20230124:1530,0.96,0.0,7.67,0.12,2.28,0.31,2.83,0.0
20230124:1630,0.0,0.0,0.0,0.0,0.0,0.11,2.48,0.0
20230124:1730,0.0,0.0,0.0,0.0,0.0,-0.25,2.34,0.0
20230124:1830,0.0,0.0,0.0,0.0,0.0,-0.23,2.28,0.0
20230124:1930,0.0,0.0,0.0,0.0,0.0,-1.2,2.41,0.0
20230124:2030,0.0,0.0,0.0,0.0,0.0,-1.27,1.86,0.0
20230124:2130,0.0,0.0,0.0,0.0,0.0,-1.21,2.0,0.0
20230124:2230,0.0,0.0,0.0,0.0,0.0,-1.08,1.66,0.0
20230124:2330,0.0,0.0,0.0,0.0,0.0,-1.13,1.59,0.0
20230125:0030,0.0,0.0,0.0,0.0,0.0,-1.16,1.52,0.0
20230125:0130,0.0,0.0,0.0,0.0,0.0,-1.31,1.45,0.0
20230125:0230,0.0,0.0,0.0,0.0,0.0,-1.39,1.31,0.0
20230125:0330,0.0,0.0,0.0,0.0,0.0,-1.57,1.17,0.0
20230125:0430,0.0,0.0,0.0,0.0,0.0,-1.88,1.24,0.0
20230125:0530,0.0,0.0,0.0,0.0,0.0,-2.46,1.31,0.0
20230125:0630,0.0,0.0,0.0,0.0,0.0,-2.49,1.45,0.0
20230125:0730,3.44,0.0,12.17,0.18,2.44,-2.64,0.83,0.0
20230125:0830,30.64,0.0,47.75,0.72,9.53,-2.76,0.83,0.0
20230125:0930,56.45,0.0,77.31,1.16,15.07,-2.25,0.62,0.0
20230125:1030,78.94,0.0,102.5,1.54,18.62,-1.33,0.48,0.0
20230125:1130,88.2,0.0,112.84,1.7,19.86,-0.8,0.62,0.0
20230125:1230,69.63,0.0,92.55,1.39,18.65,-0.38,0.76,0.0
20230125:1330,59.92,0.0,81.85,1.23,15.11,-0.07,0.69,0.0
20230125:1430,33.06,0.0,51.14,0.77,9.59,0.06,0.55,0.0
20230125:1530,3.2,0.0,11.86,0.18,2.52,-0.04,0.21,0.0
20230125:1630,0.0,0.0,0.0,0.0,0.0,-0.16,0.21,0.0
20230125:1730,0.0,0.0,0.0,0.0,0.0,-0.43,0.34,0.0
20230125:1830,0.0,0.0,0.0,0.0,0.0,-0.6,0.55,0.0
20230125:1930,0.0,0.0,0.0,0.0,0.0,-2.44,0.97,0.0
20230125:2030,0.0,0.0,0.0,0.0,0.0,-3.09,1.17,0.0
20230125:2130,0.0,0.0,0.0,0.0,0.0,-3.34,1.38,0.0
20230125:2230,0.0,0.0,0.0,0.0,0.0,-3.04,1.45,0.0
20230125:2330,0.0,0.0,0.0,0.0,0.0,-2.91,1.03,0.0
20230126:0030,0.0,0.0,0.0,0.0,0.0,-1.87,0.69,0.0
20230126:0130,0.0,0.0,0.0,0.0,0.0,-2.37,0.83,0.0
20230126:0230,0.0,0.0,0.0,0.0,0.0,-3.22,1.03,0.0
20230126:0330,0.0,0.0,0.0,0.0,0.0,-3.23,0.97,0.0
20230126:0430,0.0,0.0,0.0,0.0,0.0,-3.16,1.1,0.0
20230126:0530,0.0,0.0,0.0,0.0,0.0,-3.21,1.45,0.0
20230126:0630,0.0,0.0,0.0,0.0,0.0,-3.51,1.45,0.0
20230126:0730,2.61,0.0,10.7,0.16,2.62,-3.76,1.24,0.0
20230126:0830,23.57,0.0,39.19,0.59,9.72,-3.45,1.31,0.0
20230126:0930,61.37,0.0,82.43,1.24,15.28,-2.99,1.45,0.0
20230126:1030,89.84,0.0,113.73,1.71,18.86,-2.36,1.45,0.0
20230126:1130,80.16,0.0,103.48,1.55,20.11,-1.74,1.45,0.0
20230126:1230,81.39,0.0,104.99,1.58,18.9,-1.28,1.59,0.0
20230126:1330,66.03,0.0,88.27,1.33,15.37,-0.86,1.66,0.0
20230126:1430,32.93,0.0,50.78,0.76,9.84,-0.74,1.59,0.0
20230126:1530,3.11,0.0,11.68,0.18,2.76,-0.8,1.59,0.0
20230126:1630,0.0,0.0,0.0,0.0,0.0,-1.29,1.17,0.0
20230126:1730,0.0,0.0,0.0,0.0,0.0,-2.09,0.97,0.0
20230126:1830,0.0,0.0,0.0,0.0,0.0,-2.26,0.97,0.0
20230126:1930,0.0,0.0,0.0,0.0,0.0,-2.87,1.03,0.0
20230126:2030,0.0,0.0,0.0,0.0,0.0,-2.9,0.97,0.0
20230126:2130,0.0,0.0,0.0,0.0,0.0,-2.57,0.83,0.0
20230126:2230,0.0,0.0,0.0,0.0,0.0,-2.5,0.76,0.0
20230126:2330,0.0,0.0,0.0,0.0,0.0,-2.44,0.69,0.0
20230127:0030,0.0,0.0,0.0,0.0,0.0,-2.6,0.76,0.0
20230127:0130,0.0,0.0,0.0,0.0,0.0,-2.6,0.83,0.0
20230127:0230,0.0,0.0,0.0,0.0,0.0,-2.45,0.9,0.0
20230127:0330,0.0,0.0,0.0,0.0,0.0,-2.01,1.24,0.0
20230127:0430,0.0,0.0,0.0,0.0,0.0,-2.0,0.97,0.0
20230127:0530,0.0,0.0,0.0,0.0,0.0,-1.92,1.03,0.0
20230127:0630,0.0,0.0,0.0,0.0,0.0,-1.79,1.24,0.0
20230127:0730,0.49,0.0,6.6,0.1,2.8,-1.38,2.14,0.0
20230127:0830,12.2,0.0,25.06,0.38,9.93,-1.07,2.55,0.0
20230127:0930,20.62,0.0,35.93,0.54,15.51,-0.75,2.0,0.0
20230127:1030,39.88,0.0,58.94,0.89,19.1,-0.31,2.28,0.0
20230127:1130,48.62,0.0,69.06,1.04,20.37,0.28,2.83,0.0
20230127:1230,35.23,0.0,53.72,0.81,19.17,0.64,2.83,0.0
20230127:1330,31.74,0.0,49.62,0.75,15.63,0.73,2.83,0.0
20230127:1430,13.24,0.0,26.62,0.4,10.09,0.85,3.17,0.0
20230127:1530,0.02,0.0,5.48,0.08,3.0,0.72,3.1,0.0
20230127:1630,0.0,0.0,0.0,0.0,0.0,0.52,3.17,0.0
20230127:1730,0.0,0.0,0.0,0.0,0.0,0.41,3.1,0.0
20230127:1830,0.0,0.0,0.0,0.0,0.0,0.34,3.24,0.0
20230127:1930,0.0,0.0,0.0,0.0,0.0,0.19,3.31,0.0
20230127:2030,0.0,0.0,0.0,0.0,0.0,0.07,3.38,0.0
20230127:2130,0.0,0.0,0.0,0.0,0.0,-0.1,3.31,0.0
20230127:2230,0.0,0.0,0.0,0.0,0.0,-0.29,3.24,0.0
20230127:2330,0.0,0.0,0.0,0.0,0.0,-0.42,2.97,0.0
20230128:0030,0.0,0.0,0.0,0.0,0.0,-0.62,2.83,0.0
20230128:0130,0.0,0.0,0.0,0.0,0.0,-0.89,2.62,0.0
20230128:0230,0.0,0.0,0.0,0.0,0.0,-1.18,2.41,0.0
20230128:0330,0.0,0.0,0.0,0.0,0.0,-1.48,2.34,0.0
20230128:0430,0.0,0.0,0.0,0.0,0.0,-1.7,2.41,0.0
20230128:0530,0.0,0.0,0.0,0.0,0.0,-1.87,2.41,0.0
20230128:0630,0.0,0.0,0.0,0.0,0.0,-2.02,2.21,0.0
20230128:0730,2.3,0.0,10.21,0.15,2.99,-2.31,1.93,0.0
20230128:0830,24.54,0.0,40.48,0.61,10.14,-2.57,1.72,0.0
20230128:0930,45.34,0.0,64.69,0.97,15.74,-2.44,1.93,0.0
20230128:1030,69.36,0.0,91.53,1.38,19.35,-1.92,2.0,0.0
20230128:1130,80.96,0.0,104.41,1.57,20.63,-1.36,2.07,0.0
20230128:1230,84.88,0.0,108.78,1.63,19.43,-1.08,2.21,0.0
20230128:1330,64.71,0.0,86.71,1.3,15.89,-1.06,1.93,0.0
20230128:1430,35.17,0.0,53.32,0.8,10.35,-1.15,1.66,0.0
20230128:1530,4.17,0.0,13.42,0.2,3.25,-1.34,1.24,0.0
20230128:1630,0.0,0.0,0.0,0.0,0.0,-2.13,1.03,0.0
20230128:1730,0.0,0.0,0.0,0.0,0.0,-1.18,0.69,0.0
20230128:1830,0.0,0.0,0.0,0.0,0.0,-1.41,0.55,0.0
20230128:1930,0.0,0.0,0.0,0.0,0.0,-1.82,1.17,0.0
20230128:2030,0.0,0.0,0.0,0.0,0.0,-1.87,1.17,0.0
20230128:2130,0.0,0.0,0.0,0.0,0.0,-2.07,1.17,0.0
20230128:2230,0.0,0.0,0.0,0.0,0.0,-2.53,1.31,0.0
20230128:2330,0.0,0.0,0.0,0.0,0.0,-2.25,1.24,0.0
20230129:0030,0.0,0.0,0.0,0.0,0.0,-3.47,1.45,0.0
20230129:0130,0.0,0.0,0.0,0.0,0.0,-4.24,1.59,0.0
20230129:0230,0.0,0.0,0.0,0.0,0.0,-4.27,1.59,0.0
20230129:0330,0.0,0.0,0.0,0.0,0.0,-4.86,1.66,0.0
20230129:0430,0.0,0.0,0.0,0.0,0.0,-5.17,1.72,0.0
20230129:0530,0.0,0.0,0.0,0.0,0.0,-5.2,1.72,0.0
20230129:0630,0.0,0.0,0.0,0.0,0.0,-5.45,1.79,0.0
20230129:0730,5.09,0.0,14.67,0.22,3.19,-5.7,2.0,0.0
20230129:0830,34.32,0.0,51.54,0.77,10.35,-5.12,2.07,0.0
20230129:0930,45.3,0.0,64.42,0.97,15.97,-3.22,2.34,0.0
20230129:1030,83.7,0.0,107.09,1.61,19.6,-1.88,2.69,0.0
20230129:1130,76.21,0.0,99.24,1.49,20.89,-1.09,2.9,0.0
20230129:1230,77.43,0.0,100.76,1.51,19.7,-0.53,3.31,0.0
20230129:1330,74.08,0.0,97.19,1.46,16.16,-0.23,3.38,0.0
20230129:1430,42.99,0.0,62.51,0.94,10.61,-0.19,3.24,0.0
20230129:1530,4.7,0.0,14.31,0.22,3.5,-0.38,2.97,0.0
20230129:1630,0.0,0.0,0.0,0.0,0.0,-1.36,2.97,0.0
20230129:1730,0.0,0.0,0.0,0.0,0.0,-1.86,3.1,0.0
20230129:1830,0.0,0.0,0.0,0.0,0.0,-2.23,3.31,0.0
20230129:1930,0.0,0.0,0.0,0.0,0.0,-2.66,3.93,0.0
20230129:2030,0.0,0.0,0.0,0.0,0.0,-2.71,4.21,0.0
20230129:2130,0.0,0.0,0.0,0.0,0.0,-2.6,4.55,0.0
20230129:2230,0.0,0.0,0.0,0.0,0.0,-2.31,4.76,0.0
20230129:2330,0.0,0.0,0.0,0.0,0.0,-2.02,5.03,0.0
20230130:0030,0.0,0.0,0.0,0.0,0.0,-1.67,5.31,0.0
