horizon,R2
1,0.9790000000000001
2,0.9620000000000001
3,0.945
4,0.9390000000000001
5,0.932
6,0.93
7,0.9259999999999999
8,0.9259999999999999
9,0.927
10,0.917
11,0.9129999999999999
12,0.915
13,0.915
14,0.9109999999999999
15,0.9159999999999999
16,0.915
17,0.9109999999999999
18,0.915
19,0.9159999999999999
20,0.914
21,0.9129999999999999
22,0.9159999999999999
23,0.915
24,0.9109999999999999
