,horizon,MAE,RMSE,R2
0,1,366.5517109539285,616.1663877527656,0.8920260774626064
1,2,719.2357101892563,1174.851725840247,0.6074554156128825
2,3,1061.766010323074,1660.038853297153,0.21629564186441608
3,4,1386.7222328426687,2071.8405231841407,-0.22064397219942156
4,5,1694.8126553240297,2415.594958164899,-0.6592097968073873
5,6,1967.001338176257,2695.730690135299,-1.0668196497205824
6,7,2213.2827375262855,2915.3385062463462,-1.4186399551885964
7,8,2404.613267061747,3078.0422044954685,-1.6977043252580462
8,9,2567.3429554578474,3189.4546157813324,-1.8973349599460634
9,10,2661.3871152743263,3256.759279995666,-2.021425910534735
10,11,2736.1795067864655,3289.897850446658,-2.0836594247232614
11,12,2741.229592812082,3299.293005721491,-2.1017308234526624
12,13,2735.935385203594,3289.589805509313,-2.0841699368647486
13,14,2660.33989676926,3256.1722543428514,-2.022236666891769
14,15,2566.823743070159,3188.8595901304298,-1.8984683723813518
15,16,2405.8380806729115,3078.0886941387666,-1.7004025400628011
16,17,2217.053909386351,2917.1038548893466,-1.4253024038502762
17,18,1977.4232460332632,2701.6088102889744,-1.080209343431215
18,19,1711.7509080481743,2429.3837916536954,-0.6821099282830325
19,20,1418.9296501624929,2099.487286865943,-0.25628626956471456
20,21,1111.5387115274327,1711.6538857109836,0.1649855028913234
21,22,798.9870005735041,1273.0788521955246,0.5380736649481566
22,23,495.38348308162875,827.5455648021702,0.8048152216869113
23,24,263.24928311986235,586.2542383002976,0.9020433090809834
