,horizon,MAE,RMSE,R2
0,1,567.8155326897343,935.9779749004434,0.9115284711472571
1,2,1106.1304923054865,1788.4690635908025,0.6769818564832927
2,3,1628.2575760370864,2546.5972213982695,0.34512850919365645
3,4,2120.939906423246,3201.5399002318977,-0.0349295496058557
4,5,2583.742731934621,3756.08897827265,-0.424568820801845
5,6,3000.691133769834,4218.823260707852,-0.7980079540342075
6,7,3376.3778158573887,4596.954268864961,-1.137039015510695
7,8,3682.5473658000383,4895.581207835503,-1.4274319651383385
8,9,3937.885317195565,5118.93200871489,-1.6578229585690014
9,10,4116.795896291341,5271.8590451841355,-1.8221470293273243
10,11,4228.13097739438,5359.5271315625605,-1.9202593102273724
11,12,4265.6413020932905,5387.305860057272,-1.9533348550750604
12,13,4226.707205887976,5357.3318594647335,-1.92289642263413
13,14,4112.66320526668,5268.20253601752,-1.8277761145224494
14,15,3935.6094198050087,5115.699692003702,-1.6667374542514914
15,16,3683.183099741923,4895.034000684259,-1.4414401399779178
16,17,3381.9879133530876,4602.933255619831,-1.1585706483527791
17,18,3018.1450443031927,4237.216405049734,-0.8291207954662216
18,19,2616.2961597686867,3796.2706403839225,-0.46823451643967795
19,20,2182.011200487478,3278.782865427412,-0.09523272265482463
20,21,1725.7083364079526,2687.3501661662135,0.26425110923158424
21,22,1265.3700250908048,2045.8680942792864,0.5735811877151555
22,23,836.8601265054483,1442.8017078604837,0.7879225989229078
23,24,575.4885452590327,1157.5307104320498,0.8634957599778985
