Datetime (UTC),temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation
2023-07-18 09:00:00,20.3,4.1,225,18,664.0,0.0
2023-07-18 10:00:00,21.8,6.4,254,0,781.0,0.0
2023-07-18 11:00:00,22.7,9.4,270,100,828.0,0.0
2023-07-18 12:00:00,22.7,9.4,266,87,693.0,0.0
2023-07-18 13:00:00,23.1,9.2,312,36,672.0,0.0
2023-07-18 14:00:00,24.2,7.2,243,94,652.0,0.0
2023-07-18 15:00:00,24.0,8.7,277,0,613.0,0.0
2023-07-18 16:00:00,23.9,6.5,236,23,517.0,0.0
2023-07-18 17:00:00,23.0,7.1,330,14,363.0,0.0
2023-07-18 18:00:00,22.1,8.5,324,45,207.0,0.0
2023-07-18 19:00:00,19.5,5.6,345,96,68.0,0.0
2023-07-18 20:00:00,18.2,5.1,352,100,3.0,0.0
2023-07-18 21:00:00,17.1,5.1,356,0,0.0,0.0
2023-07-18 22:00:00,16.2,3.8,343,26,0.0,0.0
2023-07-18 23:00:00,16.0,4.4,55,73,0.0,0.0
2023-07-19 00:00:00,15.5,5.0,30,27,0.0,0.0
2023-07-19 01:00:00,15.5,3.9,34,100,0.0,0.0
2023-07-19 02:00:00,14.8,3.2,360,68,0.0,0.0
2023-07-19 03:00:00,12.8,3.8,319,68,0.0,0.0
2023-07-19 04:00:00,13.2,1.8,281,100,4.0,0.0
2023-07-19 05:00:00,14.2,1.4,270,100,26.0,0.0
2023-07-19 06:00:00,15.8,2.4,153,100,110.0,0.0
2023-07-19 07:00:00,17.7,3.8,197,63,303.0,0.0
2023-07-19 08:00:00,20.9,6.0,253,68,394.0,0.0
2023-07-19 09:00:00,23.1,10.9,297,100,607.0,0.0
2023-07-19 10:00:00,24.1,10.0,285,83,656.0,0.0
2023-07-19 11:00:00,23.7,11.3,307,70,483.0,0.0
2023-07-19 12:00:00,22.3,10.9,316,99,518.0,0.0
2023-07-19 13:00:00,21.8,16.9,1,89,329.0,0.0
2023-07-19 14:00:00,21.0,13.7,346,100,385.0,0.0
2023-07-19 15:00:00,20.0,9.5,331,100,474.0,0.0
2023-07-19 16:00:00,19.3,6.6,319,100,202.0,0.0
2023-07-19 17:00:00,19.8,3.6,307,100,158.0,0.0
2023-07-19 18:00:00,19.2,3.9,202,100,109.0,0.0
2023-07-19 19:00:00,17.6,3.3,221,100,44.0,0.0
2023-07-19 20:00:00,17.0,13.6,323,78,2.0,0.1
2023-07-19 21:00:00,15.7,9.1,326,100,0.0,0.0
2023-07-19 22:00:00,15.5,7.2,323,92,0.0,0.0
2023-07-19 23:00:00,13.6,4.3,318,49,0.0,0.0
2023-07-20 00:00:00,12.5,4.6,309,51,0.0,0.0
2023-07-20 01:00:00,12.0,4.8,283,60,0.0,0.0
2023-07-20 02:00:00,12.5,4.6,288,100,0.0,0.0
2023-07-20 03:00:00,11.8,3.7,299,50,0.0,0.0
2023-07-20 04:00:00,11.8,4.5,284,84,3.0,0.0
2023-07-20 05:00:00,13.7,2.5,262,42,62.0,0.0
2023-07-20 06:00:00,15.2,7.1,246,88,161.0,0.0
2023-07-20 07:00:00,15.7,10.0,255,96,175.0,0.0
2023-07-20 08:00:00,17.2,13.1,261,88,277.0,0.0
2023-07-20 09:00:00,18.1,13.2,281,94,388.0,0.0
2023-07-20 10:00:00,15.5,13.0,314,100,229.0,1.0
2023-07-20 11:00:00,17.3,14.0,318,88,378.0,0.0
2023-07-20 12:00:00,18.2,11.7,315,94,613.0,0.0
2023-07-20 13:00:00,19.2,11.5,319,89,643.0,0.0
2023-07-20 14:00:00,19.0,8.2,319,100,538.0,0.0
2023-07-20 15:00:00,19.3,8.0,324,100,486.0,0.0
2023-07-20 16:00:00,19.0,8.4,320,100,297.0,0.0
2023-07-20 17:00:00,18.7,6.0,327,100,161.0,0.0
2023-07-20 18:00:00,18.3,4.6,309,100,150.0,0.0
2023-07-20 19:00:00,15.9,4.5,299,78,62.0,0.0
2023-07-20 20:00:00,15.0,5.2,335,79,2.0,0.0
2023-07-20 21:00:00,14.8,4.3,336,100,0.0,0.0
2023-07-20 22:00:00,14.6,3.6,360,100,0.0,0.0
2023-07-20 23:00:00,14.7,2.0,45,100,0.0,0.0
2023-07-21 00:00:00,13.7,3.3,96,100,0.0,0.0
2023-07-21 01:00:00,13.4,2.9,83,100,0.0,0.0
2023-07-21 02:00:00,12.8,3.1,54,100,0.0,0.0
2023-07-21 03:00:00,12.2,4.5,104,100,0.0,0.7
2023-07-21 04:00:00,11.9,4.0,360,100,2.0,0.2
2023-07-21 05:00:00,12.5,1.9,338,100,21.0,0.2
2023-07-21 06:00:00,12.3,2.6,106,100,50.0,1.0
2023-07-21 07:00:00,12.6,4.1,135,100,85.0,0.2
2023-07-21 08:00:00,13.6,4.5,151,100,143.0,0.0
2023-07-21 09:00:00,15.6,3.4,162,100,270.0,0.0
2023-07-21 10:00:00,17.0,5.1,188,100,507.0,0.0
2023-07-21 11:00:00,18.2,5.8,248,100,449.0,0.0
2023-07-21 12:00:00,18.8,6.6,257,100,519.0,0.0
2023-07-21 13:00:00,19.6,9.8,242,100,488.0,0.0
2023-07-21 14:00:00,18.2,11.0,238,100,237.0,0.1
2023-07-21 15:00:00,16.3,13.2,225,100,185.0,0.3
2023-07-21 16:00:00,16.5,14.2,261,99,236.0,0.1
2023-07-21 17:00:00,15.7,11.4,242,83,151.0,0.2
2023-07-21 18:00:00,14.6,12.2,256,82,146.0,0.0
2023-07-21 19:00:00,14.1,8.4,263,93,48.0,0.0
2023-07-21 20:00:00,13.9,6.5,264,100,1.0,0.0
2023-07-21 21:00:00,13.4,6.2,277,100,0.0,0.0
2023-07-21 22:00:00,13.0,6.8,267,55,0.0,0.0
2023-07-21 23:00:00,12.3,7.7,259,0,0.0,0.0
2023-07-22 00:00:00,12.2,8.1,257,0,0.0,0.0
2023-07-22 01:00:00,11.6,6.5,264,2,0.0,0.0
2023-07-22 02:00:00,10.7,5.8,263,0,0.0,0.0
2023-07-22 03:00:00,10.3,5.4,262,0,0.0,0.0
2023-07-22 04:00:00,10.4,5.0,249,22,5.0,0.0
2023-07-22 05:00:00,11.5,5.3,242,79,70.0,0.0
2023-07-22 06:00:00,12.7,5.6,220,100,158.0,0.0
2023-07-22 07:00:00,14.7,9.4,227,0,352.0,0.0
2023-07-22 08:00:00,16.2,12.8,232,93,514.0,0.0
2023-07-22 09:00:00,17.5,14.3,245,100,572.0,0.0
2023-07-22 10:00:00,19.0,14.9,250,100,513.0,0.0
2023-07-22 11:00:00,19.9,17.4,243,100,670.0,0.0
2023-07-22 12:00:00,20.0,15.0,246,99,538.0,0.0
2023-07-22 13:00:00,20.7,13.6,238,99,437.0,0.0
2023-07-22 14:00:00,20.9,16.7,233,87,479.0,0.0
2023-07-22 15:00:00,21.3,17.6,244,84,385.0,0.0
2023-07-22 16:00:00,21.7,16.4,244,82,372.0,0.0
2023-07-22 17:00:00,21.0,11.4,235,83,235.0,0.0
2023-07-22 18:00:00,20.7,7.8,214,100,149.0,0.0
2023-07-22 19:00:00,18.8,5.4,250,100,54.0,0.0
2023-07-22 20:00:00,16.7,5.2,282,100,2.0,0.0
2023-07-22 21:00:00,15.8,5.7,252,100,0.0,0.0
2023-07-22 22:00:00,16.4,5.8,240,100,0.0,0.0
2023-07-22 23:00:00,16.4,6.0,245,100,0.0,0.0
2023-07-23 00:00:00,15.9,6.0,245,100,0.0,0.0
2023-07-23 01:00:00,14.7,3.9,248,99,0.0,0.0
2023-07-23 02:00:00,14.4,2.2,180,99,0.0,0.0
2023-07-23 03:00:00,13.8,3.1,135,72,0.0,0.0
2023-07-23 04:00:00,13.0,4.1,142,94,3.0,0.0
2023-07-23 05:00:00,13.9,4.9,163,100,54.0,0.0
2023-07-23 06:00:00,16.5,6.1,180,100,159.0,0.0
2023-07-23 07:00:00,19.0,11.2,182,79,296.0,0.0
2023-07-23 08:00:00,21.1,19.5,205,87,452.0,0.0
2023-07-23 09:00:00,21.1,22.4,222,100,492.0,0.0
2023-07-23 10:00:00,21.1,18.3,223,100,283.0,0.0
2023-07-23 11:00:00,21.5,20.2,231,99,305.0,0.0
2023-07-23 12:00:00,20.2,21.9,226,100,184.0,0.1
2023-07-23 13:00:00,20.1,17.6,226,100,299.0,0.0
2023-07-23 14:00:00,20.9,9.9,213,99,234.0,0.1
2023-07-23 15:00:00,22.4,14.9,233,79,228.0,0.0
2023-07-23 16:00:00,22.6,15.6,251,98,266.0,0.0
2023-07-23 17:00:00,21.7,9.6,250,98,150.0,0.0
2023-07-23 18:00:00,20.8,13.1,262,100,33.0,0.0
2023-07-23 19:00:00,19.1,8.9,243,99,20.0,0.2
2023-07-23 20:00:00,18.4,15.9,245,100,0.0,0.0
2023-07-23 21:00:00,18.0,10.9,253,89,0.0,0.0
2023-07-23 22:00:00,16.9,5.1,231,99,0.0,0.0
2023-07-23 23:00:00,16.7,4.1,232,100,0.0,0.0
2023-07-24 00:00:00,16.2,4.3,175,100,0.0,0.1
2023-07-24 01:00:00,15.5,4.7,180,100,0.0,0.0
2023-07-24 02:00:00,15.8,5.8,187,77,0.0,0.0
2023-07-24 03:00:00,15.9,4.1,195,100,0.0,0.0
2023-07-24 04:00:00,15.2,4.7,184,68,3.0,0.0
2023-07-24 05:00:00,16.2,5.2,168,82,50.0,0.0
2023-07-24 06:00:00,18.1,7.4,194,100,147.0,0.0
2023-07-24 07:00:00,20.3,14.3,229,100,257.0,0.0
2023-07-24 08:00:00,21.9,16.4,220,100,322.0,0.0
2023-07-24 09:00:00,21.0,20.5,239,100,294.0,0.0
2023-07-24 10:00:00,22.1,19.2,244,100,379.0,0.0
2023-07-24 11:00:00,20.8,18.5,246,100,205.0,0.1
2023-07-24 12:00:00,24.8,16.1,231,100,353.0,0.1
2023-07-24 13:00:00,24.7,19.9,225,100,476.0,0.0
2023-07-24 14:00:00,25.4,18.7,236,18,429.0,0.0
2023-07-24 15:00:00,24.2,21.7,259,100,413.0,0.0
2023-07-24 16:00:00,18.1,16.5,250,93,145.0,5.7
2023-07-24 17:00:00,20.0,10.8,244,76,287.0,0.0
2023-07-24 18:00:00,17.7,5.8,270,98,86.0,0.5
2023-07-24 19:00:00,17.2,6.2,249,100,28.0,0.0
2023-07-24 20:00:00,16.5,9.4,263,54,1.0,0.0
2023-07-24 21:00:00,15.4,9.7,272,80,0.0,0.0
2023-07-24 22:00:00,15.1,8.4,263,32,0.0,0.0
2023-07-24 23:00:00,14.1,7.2,270,35,0.0,0.0
2023-07-25 00:00:00,13.4,6.9,264,69,0.0,0.0
2023-07-25 01:00:00,13.0,6.8,267,77,0.0,0.0
2023-07-25 02:00:00,12.7,5.5,293,100,0.0,0.0
2023-07-25 03:00:00,12.4,4.8,318,100,0.0,0.0
2023-07-25 04:00:00,12.3,3.3,319,99,1.0,0.0
2023-07-25 05:00:00,13.5,2.2,279,98,30.0,0.0
2023-07-25 06:00:00,13.5,1.8,281,100,66.0,0.0
2023-07-25 07:00:00,13.9,6.8,335,100,73.0,0.2
2023-07-25 08:00:00,14.4,7.4,346,100,173.0,0.0
2023-07-25 09:00:00,16.1,5.8,4,94,163.0,0.0
2023-07-25 10:00:00,14.9,7.9,313,100,200.0,0.4
2023-07-25 11:00:00,14.0,14.3,332,100,105.0,2.7
2023-07-25 12:00:00,14.7,14.1,341,100,191.0,1.8
2023-07-25 13:00:00,14.1,10.2,342,100,192.0,0.4
2023-07-25 14:00:00,14.7,11.1,347,100,204.0,0.1
2023-07-25 15:00:00,16.3,8.2,337,100,320.0,0.0
2023-07-25 16:00:00,16.0,9.5,331,100,249.0,0.0
2023-07-25 17:00:00,16.1,13.4,329,100,210.0,0.0
2023-07-25 18:00:00,15.1,13.6,323,100,111.0,0.0
2023-07-25 19:00:00,14.0,12.0,309,100,37.0,0.0
2023-07-25 20:00:00,13.6,11.6,300,100,1.0,0.0
2023-07-25 21:00:00,13.1,10.4,290,100,0.0,0.0
2023-07-25 22:00:00,12.7,12.7,299,100,0.0,0.0
2023-07-25 23:00:00,12.2,13.6,310,100,0.0,0.0
2023-07-26 00:00:00,11.6,11.7,315,100,0.0,0.0
2023-07-26 01:00:00,10.9,10.5,311,100,0.0,0.0
2023-07-26 02:00:00,10.4,7.9,300,100,0.0,0.0
2023-07-26 03:00:00,9.2,5.6,297,97,0.0,0.0
2023-07-26 04:00:00,8.6,4.0,275,99,2.0,0.0
2023-07-26 05:00:00,9.8,2.2,270,98,34.0,0.0
2023-07-26 06:00:00,11.1,4.9,216,99,96.0,0.0
2023-07-26 07:00:00,12.1,10.9,243,99,166.0,0.0
2023-07-26 08:00:00,12.7,13.9,253,100,223.0,0.0
2023-07-26 09:00:00,13.9,11.0,251,100,262.0,0.1
2023-07-26 10:00:00,14.1,14.2,246,100,330.0,0.1
2023-07-26 11:00:00,16.1,13.8,250,100,458.0,0.0
2023-07-26 12:00:00,16.3,12.0,279,91,550.0,0.0
2023-07-26 13:00:00,17.0,12.8,259,82,504.0,0.0
2023-07-26 14:00:00,18.0,10.2,262,98,572.0,0.0
2023-07-26 15:00:00,17.0,13.4,278,41,224.0,0.2
2023-07-26 16:00:00,17.6,12.6,268,91,396.0,0.0
2023-07-26 17:00:00,17.2,10.4,270,85,202.0,0.0
2023-07-26 18:00:00,14.0,12.8,281,100,71.0,0.9
2023-07-26 19:00:00,12.8,5.1,278,0,30.0,0.3
2023-07-26 20:00:00,11.5,4.6,288,53,1.0,0.0
2023-07-26 21:00:00,11.2,3.6,264,77,0.0,0.0
2023-07-26 22:00:00,10.9,2.9,180,74,0.0,0.0
2023-07-26 23:00:00,10.7,4.2,200,43,0.0,0.0
2023-07-27 00:00:00,10.4,3.7,169,100,0.0,0.0
2023-07-27 01:00:00,10.2,4.0,180,100,0.0,0.0
2023-07-27 02:00:00,10.8,5.9,169,100,0.0,0.0
2023-07-27 03:00:00,10.4,4.8,167,100,0.0,0.0
2023-07-27 04:00:00,10.1,5.8,150,100,1.0,0.0
2023-07-27 05:00:00,10.6,5.8,150,100,32.0,0.0
2023-07-27 06:00:00,11.2,7.4,141,100,62.0,0.0
2023-07-27 07:00:00,11.5,7.4,151,100,82.0,0.7
2023-07-27 08:00:00,12.0,8.1,148,100,71.0,2.2
2023-07-27 09:00:00,13.6,12.5,162,100,136.0,1.3
2023-07-27 10:00:00,13.7,14.2,187,100,89.0,2.3
2023-07-27 11:00:00,14.1,14.8,194,100,77.0,0.9
2023-07-27 12:00:00,14.3,16.5,212,100,75.0,0.9
2023-07-27 13:00:00,14.6,14.6,213,100,116.0,1.3
2023-07-27 14:00:00,14.6,15.8,215,100,96.0,0.2
2023-07-27 15:00:00,15.6,13.6,217,100,50.0,0.1
2023-07-27 16:00:00,15.8,15.3,221,100,86.0,0.2
2023-07-27 17:00:00,15.6,14.3,231,100,34.0,2.0
2023-07-27 18:00:00,16.2,14.8,241,100,15.0,0.7
2023-07-27 19:00:00,16.2,14.9,238,100,8.0,0.1
2023-07-27 20:00:00,16.0,11.9,241,100,0.0,0.2
2023-07-27 21:00:00,16.4,13.6,238,100,0.0,0.1
2023-07-27 22:00:00,16.1,13.7,243,100,0.0,0.2
2023-07-27 23:00:00,15.7,12.4,240,100,0.0,0.5
2023-07-28 00:00:00,15.8,14.2,240,100,0.0,2.0
2023-07-28 01:00:00,15.4,14.5,247,100,0.0,1.7
2023-07-28 02:00:00,15.1,10.8,240,100,0.0,2.6
2023-07-28 03:00:00,15.3,12.6,246,100,0.0,1.8
2023-07-28 04:00:00,15.1,12.6,243,99,1.0,0.0
2023-07-28 05:00:00,15.4,12.6,243,89,28.0,0.0
2023-07-28 06:00:00,16.1,15.0,249,95,95.0,0.0
2023-07-28 07:00:00,16.7,15.5,258,99,148.0,0.0
2023-07-28 08:00:00,17.1,13.0,246,100,139.0,0.0
2023-07-28 09:00:00,18.1,16.7,256,93,240.0,0.0
2023-07-28 10:00:00,18.4,12.1,247,94,218.0,0.0
2023-07-28 11:00:00,20.1,15.3,255,83,323.0,0.0
2023-07-28 12:00:00,20.5,13.5,254,85,563.0,0.0
2023-07-28 13:00:00,21.1,12.1,260,100,436.0,0.0
2023-07-28 14:00:00,22.0,15.1,267,100,453.0,0.0
2023-07-28 15:00:00,22.5,14.4,257,100,469.0,0.0
2023-07-28 16:00:00,21.8,12.6,239,100,289.0,0.0
2023-07-28 17:00:00,19.9,14.3,236,100,135.0,0.0
2023-07-28 18:00:00,19.0,12.2,225,100,37.0,0.3
2023-07-28 19:00:00,18.2,10.6,215,100,20.0,0.0
2023-07-28 20:00:00,17.7,8.8,235,100,0.0,0.0
2023-07-28 21:00:00,17.8,7.9,227,100,0.0,0.0
2023-07-28 22:00:00,17.5,7.7,229,84,0.0,0.0
2023-07-28 23:00:00,17.3,8.7,225,75,0.0,0.0
2023-07-29 00:00:00,17.1,8.5,234,100,0.0,0.0
2023-07-29 01:00:00,16.8,6.9,219,58,0.0,0.0
2023-07-29 02:00:00,16.5,7.6,199,97,0.0,0.0
2023-07-29 03:00:00,17.0,7.2,198,86,0.0,0.0
2023-07-29 04:00:00,16.9,8.0,190,100,0.0,0.1
2023-07-29 05:00:00,17.1,10.4,194,100,12.0,0.0
2023-07-29 06:00:00,17.9,13.9,201,100,60.0,0.0
2023-07-29 07:00:00,18.2,12.0,219,100,74.0,0.1
2023-07-29 08:00:00,18.2,14.5,226,100,84.0,0.2
2023-07-29 09:00:00,18.3,13.8,231,100,102.0,0.4
2023-07-29 10:00:00,20.0,15.0,243,84,351.0,0.0
2023-07-29 11:00:00,21.1,17.6,239,100,618.0,0.0
2023-07-29 12:00:00,21.6,15.6,247,95,517.0,0.0
2023-07-29 13:00:00,19.1,15.5,248,100,321.0,0.9
2023-07-29 14:00:00,19.9,10.8,255,67,323.0,0.4
2023-07-29 15:00:00,21.6,14.4,267,41,534.0,0.0
2023-07-29 16:00:00,21.4,13.0,275,39,418.0,0.0
2023-07-29 17:00:00,20.9,9.6,250,100,295.0,0.0
2023-07-29 18:00:00,20.4,6.4,243,39,127.0,0.0
2023-07-29 19:00:00,18.8,5.6,255,39,43.0,0.0
2023-07-29 20:00:00,17.5,4.8,283,75,0.0,0.0
2023-07-29 21:00:00,16.3,3.3,264,69,0.0,0.0
2023-07-29 22:00:00,16.1,3.1,225,100,0.0,0.0
2023-07-29 23:00:00,16.1,2.7,157,100,0.0,0.0
2023-07-30 00:00:00,15.5,1.8,191,100,0.0,0.0
2023-07-30 01:00:00,16.0,1.1,252,100,0.0,0.0
2023-07-30 02:00:00,15.5,4.1,255,100,0.0,0.0
2023-07-30 03:00:00,15.4,4.3,265,100,0.0,0.0
2023-07-30 04:00:00,15.3,8.6,272,69,1.0,0.0
2023-07-30 05:00:00,15.4,7.6,262,0,55.0,0.0
2023-07-30 06:00:00,16.6,9.4,252,34,189.0,0.0
2023-07-30 07:00:00,17.7,14.9,262,98,337.0,0.0
2023-07-30 08:00:00,18.6,16.0,261,94,380.0,0.0
2023-07-30 09:00:00,19.3,15.5,248,100,317.0,0.0
2023-07-30 10:00:00,18.1,14.5,247,100,178.0,0.1
2023-07-30 11:00:00,17.5,10.0,257,100,112.0,0.2
2023-07-30 12:00:00,16.0,19.5,286,100,101.0,0.3
2023-07-30 13:00:00,16.0,16.7,284,86,161.0,0.1
2023-07-30 14:00:00,18.0,16.6,268,90,379.0,0.0
2023-07-30 15:00:00,19.1,16.8,261,100,489.0,0.0
2023-07-30 16:00:00,17.8,18.5,257,98,305.0,0.0
2023-07-30 17:00:00,17.8,12.0,249,100,205.0,0.0
2023-07-30 18:00:00,17.7,11.1,245,100,142.0,0.0
2023-07-30 19:00:00,16.4,9.4,238,99,43.0,0.0
2023-07-30 20:00:00,15.5,8.7,240,100,0.0,0.0
2023-07-30 21:00:00,15.7,7.4,231,98,0.0,0.0
2023-07-30 22:00:00,15.8,10.2,231,100,0.0,0.0
2023-07-30 23:00:00,15.8,11.5,226,100,0.0,0.0
2023-07-31 00:00:00,15.5,12.5,231,100,0.0,0.1
2023-07-31 01:00:00,15.1,10.1,207,100,0.0,0.1
2023-07-31 02:00:00,14.9,13.8,219,100,0.0,0.5
2023-07-31 03:00:00,14.5,15.3,236,100,0.0,0.3
2023-07-31 04:00:00,14.5,12.0,226,100,0.0,0.6
2023-07-31 05:00:00,14.7,15.3,227,100,13.0,0.4
2023-07-31 06:00:00,15.2,15.1,230,100,38.0,0.3
2023-07-31 07:00:00,15.4,14.8,225,100,85.0,0.2
2023-07-31 08:00:00,15.8,16.4,218,100,122.0,0.1
2023-07-31 09:00:00,16.6,18.9,228,100,82.0,0.0
2023-07-31 10:00:00,17.3,21.0,235,100,257.0,0.3
2023-07-31 11:00:00,16.5,14.5,215,100,181.0,1.5
2023-07-31 12:00:00,17.7,22.6,233,99,157.0,0.9
2023-07-31 13:00:00,17.9,16.5,234,100,304.0,0.0
2023-07-31 14:00:00,18.9,15.9,232,99,179.0,0.0
2023-07-31 15:00:00,18.6,15.6,232,100,144.0,0.0
2023-07-31 16:00:00,18.9,14.2,240,100,131.0,0.0
2023-07-31 17:00:00,17.4,5.9,223,100,44.0,0.6
2023-07-31 18:00:00,18.1,15.8,235,100,19.0,0.9
2023-07-31 19:00:00,17.3,13.8,231,100,13.0,0.0
2023-07-31 20:00:00,16.8,15.0,215,100,0.0,0.1
2023-07-31 21:00:00,15.4,14.0,215,100,0.0,0.7
2023-07-31 22:00:00,15.3,15.1,205,100,0.0,1.4
2023-07-31 23:00:00,15.4,16.4,213,100,0.0,0.2
2023-08-01 00:00:00,15.1,15.6,214,100,0.0,0.0
2023-08-01 01:00:00,14.6,16.3,208,100,0.0,1.4
2023-08-01 02:00:00,14.8,14.0,203,100,0.0,2.0
2023-08-01 03:00:00,15.1,15.6,206,100,0.0,2.3
2023-08-01 04:00:00,15.3,16.6,221,100,0.0,4.8
2023-08-01 05:00:00,15.2,15.7,217,100,4.0,6.9
2023-08-01 06:00:00,15.8,18.5,246,100,17.0,0.8
2023-08-01 07:00:00,16.1,17.3,253,100,82.0,0.0
2023-08-01 08:00:00,16.0,16.6,275,100,166.0,0.0
2023-08-01 09:00:00,16.7,16.6,275,100,415.0,0.0
2023-08-01 10:00:00,17.7,15.5,270,97,540.0,0.0
2023-08-01 11:00:00,17.2,17.8,277,86,417.0,0.0
2023-08-01 12:00:00,18.2,17.3,266,89,408.0,0.0
2023-08-01 13:00:00,18.2,17.7,265,100,441.0,0.0
2023-08-01 14:00:00,18.8,17.3,268,100,424.0,0.0
2023-08-01 15:00:00,19.3,19.4,255,91,351.0,0.2
2023-08-01 16:00:00,15.3,13.8,276,100,127.0,5.5
2023-08-01 17:00:00,15.4,11.4,246,78,87.0,0.5
2023-08-01 18:00:00,15.7,13.6,258,100,126.0,0.0
2023-08-01 19:00:00,14.9,14.0,252,94,15.0,0.2
2023-08-01 20:00:00,14.7,10.6,246,100,0.0,0.1
2023-08-01 21:00:00,14.3,14.2,240,100,0.0,0.0
2023-08-01 22:00:00,14.0,13.7,243,94,0.0,0.0
2023-08-01 23:00:00,13.8,11.8,230,96,0.0,0.0
2023-08-02 00:00:00,13.3,9.4,223,33,0.0,0.0
2023-08-02 01:00:00,13.2,7.6,205,100,0.0,0.0
2023-08-02 02:00:00,13.5,7.6,199,100,0.0,0.2
2023-08-02 03:00:00,13.7,8.9,212,82,0.0,0.2
2023-08-02 04:00:00,13.5,10.8,201,100,0.0,0.0
2023-08-02 05:00:00,14.1,12.6,207,100,21.0,0.0
2023-08-02 06:00:00,14.7,14.6,213,100,69.0,0.0
2023-08-02 07:00:00,15.2,17.2,200,100,137.0,0.0
2023-08-02 08:00:00,15.1,14.9,188,100,100.0,0.2
2023-08-02 09:00:00,15.8,15.8,180,99,92.0,0.7
2023-08-02 10:00:00,15.3,15.2,176,100,94.0,0.0
2023-08-02 11:00:00,15.3,16.3,185,100,69.0,0.5
2023-08-02 12:00:00,16.0,18.5,173,100,131.0,0.1
2023-08-02 13:00:00,16.3,18.4,191,99,92.0,0.4
2023-08-02 14:00:00,16.7,16.8,190,98,78.0,0.5
2023-08-02 15:00:00,18.8,22.2,205,92,106.0,0.4
2023-08-02 16:00:00,18.9,25.1,205,100,250.0,0.0
2023-08-02 17:00:00,18.7,22.7,203,73,197.0,0.0
2023-08-02 18:00:00,17.4,19.4,202,53,120.0,0.0
2023-08-02 19:00:00,16.9,19.7,208,60,35.0,0.0
2023-08-02 20:00:00,17.2,20.4,212,60,0.0,0.0
2023-08-02 21:00:00,16.5,14.0,247,99,0.0,0.9
2023-08-02 22:00:00,16.0,7.7,208,100,0.0,0.0
2023-08-02 23:00:00,16.4,15.6,214,83,0.0,0.0
2023-08-03 00:00:00,15.9,17.3,216,77,0.0,0.0
2023-08-03 01:00:00,15.8,18.6,212,79,0.0,0.1
2023-08-03 02:00:00,15.7,24.9,214,75,0.0,0.2
2023-08-03 03:00:00,15.8,24.3,220,90,0.0,0.1
2023-08-03 04:00:00,15.4,25.5,220,69,0.0,0.0
2023-08-03 05:00:00,15.1,26.2,226,82,28.0,0.0
2023-08-03 06:00:00,15.3,25.5,226,76,96.0,0.1
2023-08-03 07:00:00,15.4,26.2,224,67,181.0,0.0
2023-08-03 08:00:00,16.0,28.1,230,65,262.0,0.0
2023-08-03 09:00:00,16.3,25.5,227,95,277.0,0.0
2023-08-03 10:00:00,16.6,26.7,224,93,265.0,0.0
2023-08-03 11:00:00,16.6,25.2,223,100,245.0,0.0
2023-08-03 12:00:00,16.5,22.7,224,98,237.0,0.0
2023-08-03 13:00:00,17.4,24.2,227,91,297.0,0.0
2023-08-03 14:00:00,17.3,25.2,233,100,331.0,0.0
2023-08-03 15:00:00,17.2,22.3,236,90,238.0,0.0
2023-08-03 16:00:00,17.0,18.7,232,68,199.0,0.0
2023-08-03 17:00:00,16.1,19.2,244,100,127.0,0.9
2023-08-03 18:00:00,16.5,16.8,247,98,49.0,0.8
2023-08-03 19:00:00,15.7,16.0,256,99,15.0,0.8
2023-08-03 20:00:00,15.3,12.4,262,95,0.0,0.0
2023-08-03 21:00:00,14.8,12.7,263,92,0.0,0.0
2023-08-03 22:00:00,14.5,11.4,257,72,0.0,0.0
2023-08-03 23:00:00,14.1,8.8,289,65,0.0,0.0
2023-08-04 00:00:00,14.2,5.2,286,93,0.0,0.0
2023-08-04 01:00:00,14.0,3.9,248,97,0.0,0.0
2023-08-04 02:00:00,14.2,5.9,281,100,0.0,0.0
2023-08-04 03:00:00,13.9,5.1,278,99,0.0,0.0
2023-08-04 04:00:00,13.7,6.2,291,100,0.0,0.0
2023-08-04 05:00:00,13.6,4.5,284,100,20.0,0.0
2023-08-04 06:00:00,14.2,7.4,309,97,65.0,0.0
2023-08-04 07:00:00,14.8,6.3,301,99,163.0,0.0
2023-08-04 08:00:00,15.3,5.2,295,100,199.0,0.0
2023-08-04 09:00:00,16.2,6.6,311,98,238.0,0.0
2023-08-04 10:00:00,16.4,8.2,319,100,314.0,0.0
2023-08-04 11:00:00,16.5,7.4,317,100,218.0,0.0
2023-08-04 12:00:00,17.4,8.9,313,100,302.0,0.0
2023-08-04 13:00:00,18.3,7.9,309,100,346.0,0.1
2023-08-04 14:00:00,18.4,8.0,333,100,390.0,0.0
2023-08-04 15:00:00,18.8,4.7,328,100,220.0,0.0
2023-08-04 16:00:00,18.4,4.8,312,100,143.0,0.0
2023-08-04 17:00:00,18.4,3.8,311,100,118.0,0.0
2023-08-04 18:00:00,18.2,2.5,278,95,98.0,0.0
2023-08-04 19:00:00,16.3,6.2,324,54,22.0,0.0
2023-08-04 20:00:00,15.4,9.6,326,100,0.0,0.0
2023-08-04 21:00:00,14.6,9.7,333,100,0.0,0.0
2023-08-04 22:00:00,13.8,7.4,321,100,0.0,0.0
