Datetime (UTC),temperature_2m,wind_speed_10m,wind_direction_10m,cloud_cover,shortwave_radiation,precipitation
2023-08-04 23:00:00,12.5,5.9,317,100,0.0,0.0
2023-08-05 00:00:00,11.9,4.5,331,100,0.0,0.0
2023-08-05 01:00:00,11.7,6.0,327,100,0.0,0.0
2023-08-05 02:00:00,12.1,5.2,326,100,0.0,0.0
2023-08-05 03:00:00,11.3,5.6,315,100,0.0,0.0
2023-08-05 04:00:00,10.9,3.9,326,100,0.0,0.0
2023-08-05 05:00:00,11.5,4.3,336,100,33.0,0.0
2023-08-05 06:00:00,13.3,5.1,4,100,131.0,0.0
2023-08-05 07:00:00,14.6,4.5,346,100,253.0,0.0
2023-08-05 08:00:00,15.9,3.3,77,76,335.0,0.0
2023-08-05 09:00:00,16.9,4.6,129,78,463.0,0.0
2023-08-05 10:00:00,18.0,5.3,152,100,562.0,0.0
2023-08-05 11:00:00,19.1,6.5,180,100,615.0,0.0
2023-08-05 12:00:00,19.9,7.0,168,88,686.0,0.0
2023-08-05 13:00:00,20.8,7.9,183,91,684.0,0.0
2023-08-05 14:00:00,20.9,7.1,204,96,477.0,0.0
2023-08-05 15:00:00,20.6,7.9,164,62,443.0,0.0
2023-08-05 16:00:00,20.5,8.4,173,60,338.0,0.0
2023-08-05 17:00:00,20.3,6.8,162,54,253.0,0.0
2023-08-05 18:00:00,18.5,9.0,151,71,125.0,0.0
2023-08-05 19:00:00,17.2,3.5,204,100,18.0,0.0
2023-08-05 20:00:00,15.8,8.7,275,99,0.0,0.4
2023-08-05 21:00:00,14.7,8.4,295,100,0.0,0.9
2023-08-05 22:00:00,13.9,5.8,353,100,0.0,0.4
2023-08-05 23:00:00,13.4,3.6,143,100,0.0,0.8
2023-08-06 00:00:00,12.9,3.9,112,100,0.0,0.0
2023-08-06 01:00:00,12.8,3.3,131,100,0.0,0.0
2023-08-06 02:00:00,12.9,4.0,117,100,0.0,0.0
2023-08-06 03:00:00,13.0,4.8,138,100,0.0,0.7
2023-08-06 04:00:00,12.9,5.6,130,97,0.0,0.0
2023-08-06 05:00:00,12.9,2.1,149,93,17.0,0.0
2023-08-06 06:00:00,13.3,5.1,141,79,66.0,0.0
2023-08-06 07:00:00,13.9,8.0,170,93,132.0,0.0
2023-08-06 08:00:00,15.0,10.0,201,98,223.0,0.0
2023-08-06 09:00:00,16.2,9.7,222,90,306.0,0.0
2023-08-06 10:00:00,16.6,8.8,215,99,359.0,0.1
2023-08-06 11:00:00,16.4,9.8,204,100,359.0,0.0
2023-08-06 12:00:00,15.8,8.7,222,100,330.0,0.1
2023-08-06 13:00:00,16.0,7.4,219,100,192.0,0.2
2023-08-06 14:00:00,15.9,9.1,236,100,249.0,0.2
2023-08-06 15:00:00,16.0,10.0,240,100,155.0,0.3
2023-08-06 16:00:00,15.4,13.7,267,100,218.0,0.1
2023-08-06 17:00:00,14.3,11.2,268,100,46.0,0.7
2023-08-06 18:00:00,13.9,20.8,288,100,7.0,2.4
2023-08-06 19:00:00,12.9,17.9,280,100,5.0,1.5
2023-08-06 20:00:00,12.6,15.7,281,100,0.0,0.9
2023-08-06 21:00:00,12.6,16.4,289,100,0.0,0.5
2023-08-06 22:00:00,12.6,17.7,297,100,0.0,0.2
2023-08-06 23:00:00,12.3,15.1,288,100,0.0,0.5
2023-08-07 00:00:00,12.0,21.1,297,100,0.0,0.4
2023-08-07 01:00:00,11.6,18.0,296,100,0.0,0.4
2023-08-07 02:00:00,11.5,18.7,286,100,0.0,0.0
2023-08-07 03:00:00,11.9,16.6,283,100,0.0,0.0
2023-08-07 04:00:00,11.7,16.7,277,100,0.0,0.0
2023-08-07 05:00:00,11.4,17.0,274,100,5.0,0.1
2023-08-07 06:00:00,11.9,17.0,274,100,34.0,0.1
2023-08-07 07:00:00,11.7,18.5,278,100,63.0,0.0
2023-08-07 08:00:00,11.9,21.4,278,100,76.0,0.0
2023-08-07 09:00:00,12.8,19.4,281,100,165.0,0.0
2023-08-07 10:00:00,13.2,20.8,280,100,229.0,0.0
2023-08-07 11:00:00,12.8,18.9,279,100,123.0,0.0
2023-08-07 12:00:00,14.0,21.2,288,100,245.0,0.1
2023-08-07 13:00:00,14.5,21.9,287,96,438.0,0.0
2023-08-07 14:00:00,14.1,20.5,280,100,316.0,0.0
2023-08-07 15:00:00,15.2,23.7,292,67,373.0,0.1
2023-08-07 16:00:00,15.1,16.5,280,10,382.0,0.0
2023-08-07 17:00:00,14.6,18.3,286,67,234.0,0.0
2023-08-07 18:00:00,13.7,14.7,281,4,122.0,0.0
2023-08-07 19:00:00,12.6,11.2,270,42,27.0,0.0
2023-08-07 20:00:00,11.7,10.6,260,0,0.0,0.0
2023-08-07 21:00:00,11.3,10.9,262,36,0.0,0.0
2023-08-07 22:00:00,11.0,11.0,259,89,0.0,0.0
2023-08-07 23:00:00,10.3,10.5,254,100,0.0,0.0
2023-08-08 00:00:00,10.6,10.2,260,100,0.0,0.0
2023-08-08 01:00:00,10.2,9.7,255,99,0.0,0.0
2023-08-08 02:00:00,10.5,8.4,245,100,0.0,0.0
2023-08-08 03:00:00,10.8,10.3,245,100,0.0,0.0
2023-08-08 04:00:00,10.9,12.8,238,100,0.0,0.1
2023-08-08 05:00:00,11.0,13.7,235,60,30.0,0.0
2023-08-08 06:00:00,11.8,16.8,242,89,110.0,0.0
2023-08-08 07:00:00,12.5,16.4,244,100,175.0,0.0
2023-08-08 08:00:00,13.9,17.4,243,100,253.0,0.0
2023-08-08 09:00:00,15.3,19.7,255,89,480.0,0.0
2023-08-08 10:00:00,16.2,19.1,250,97,547.0,0.0
2023-08-08 11:00:00,15.5,19.4,259,100,528.0,0.0
2023-08-08 12:00:00,15.7,18.9,261,100,263.0,0.0
2023-08-08 13:00:00,14.8,17.9,260,100,166.0,0.2
2023-08-08 14:00:00,15.4,17.5,261,100,301.0,0.0
2023-08-08 15:00:00,15.2,17.8,263,100,274.0,0.0
2023-08-08 16:00:00,15.1,16.6,257,100,202.0,0.0
2023-08-08 17:00:00,14.4,14.2,263,80,126.0,0.0
2023-08-08 18:00:00,13.9,13.6,258,96,118.0,0.0
2023-08-08 19:00:00,13.2,12.1,253,100,19.0,0.0
2023-08-08 20:00:00,12.5,8.8,258,100,0.0,0.0
2023-08-08 21:00:00,12.6,9.4,252,100,0.0,0.0
2023-08-08 22:00:00,12.9,8.4,245,100,0.0,0.0
2023-08-08 23:00:00,12.6,7.6,239,100,0.0,0.8
2023-08-09 00:00:00,12.4,7.1,210,100,0.0,1.3
2023-08-09 01:00:00,12.1,6.8,198,100,0.0,0.7
2023-08-09 02:00:00,12.2,9.2,239,100,0.0,0.7
2023-08-09 03:00:00,12.4,12.6,257,100,0.0,1.0
2023-08-09 04:00:00,12.4,7.9,309,98,0.0,1.0
2023-08-09 05:00:00,12.0,6.5,360,92,6.0,0.1
2023-08-09 06:00:00,12.1,4.9,306,41,65.0,0.0
2023-08-09 07:00:00,12.8,9.4,320,4,321.0,0.0
2023-08-09 08:00:00,13.7,9.2,315,47,473.0,0.0
2023-08-09 09:00:00,14.6,9.5,307,80,560.0,0.0
2023-08-09 10:00:00,15.5,7.8,304,39,645.0,0.0
2023-08-09 11:00:00,16.4,8.1,302,71,741.0,0.0
2023-08-09 12:00:00,17.9,10.9,297,81,713.0,0.0
2023-08-09 13:00:00,18.5,10.8,300,8,750.0,0.0
2023-08-09 14:00:00,18.8,11.1,299,72,718.0,0.0
2023-08-09 15:00:00,18.9,11.5,309,85,500.0,0.0
2023-08-09 16:00:00,18.0,12.6,333,89,354.0,0.0
2023-08-09 17:00:00,17.4,6.8,342,20,241.0,0.0
2023-08-09 18:00:00,16.8,5.4,323,36,144.0,0.0
2023-08-09 19:00:00,14.3,5.1,309,43,24.0,0.0
2023-08-09 20:00:00,13.8,4.6,309,83,0.0,0.0
2023-08-09 21:00:00,11.6,4.7,293,13,0.0,0.0
2023-08-09 22:00:00,11.6,3.1,306,66,0.0,0.0
2023-08-09 23:00:00,12.1,2.6,214,97,0.0,0.0
2023-08-10 00:00:00,11.7,2.3,231,88,0.0,0.0
2023-08-10 01:00:00,11.1,4.4,279,55,0.0,0.0
2023-08-10 02:00:00,10.2,4.7,266,26,0.0,0.0
2023-08-10 03:00:00,10.0,4.1,285,74,0.0,0.0
2023-08-10 04:00:00,10.3,4.1,285,86,0.0,0.0
2023-08-10 05:00:00,10.8,1.8,307,76,24.0,0.0
2023-08-10 06:00:00,11.9,1.8,217,56,124.0,0.0
2023-08-10 07:00:00,13.8,2.8,220,65,222.0,0.0
2023-08-10 08:00:00,15.3,5.7,235,79,363.0,0.0
2023-08-10 09:00:00,17.2,6.1,230,88,454.0,0.0
2023-08-10 10:00:00,18.5,8.2,247,48,633.0,0.0
2023-08-10 11:00:00,19.4,7.3,250,49,767.0,0.0
2023-08-10 12:00:00,20.5,6.0,245,54,760.0,0.0
2023-08-10 13:00:00,21.5,6.8,270,38,760.0,0.0
2023-08-10 14:00:00,22.0,9.7,243,14,709.0,0.0
2023-08-10 15:00:00,22.4,9.4,293,0,604.0,0.0
2023-08-10 16:00:00,21.8,10.2,321,0,465.0,0.0
2023-08-10 17:00:00,20.9,8.4,317,3,299.0,0.0
2023-08-10 18:00:00,19.8,6.2,339,27,140.0,0.0
2023-08-10 19:00:00,16.9,6.7,344,0,23.0,0.0
2023-08-10 20:00:00,16.3,8.4,353,0,0.0,0.0
2023-08-10 21:00:00,14.4,5.2,335,0,0.0,0.0
2023-08-10 22:00:00,14.6,1.3,326,0,0.0,0.0
2023-08-10 23:00:00,13.8,2.3,309,0,0.0,0.0
2023-08-11 00:00:00,13.0,1.6,333,0,0.0,0.0
2023-08-11 01:00:00,12.5,2.4,333,0,0.0,0.0
2023-08-11 02:00:00,12.2,0.5,315,0,0.0,0.0
2023-08-11 03:00:00,10.9,1.9,202,0,0.0,0.0
2023-08-11 04:00:00,10.2,3.0,194,0,0.0,0.0
2023-08-11 05:00:00,10.2,2.2,171,0,30.0,0.0
2023-08-11 06:00:00,12.8,2.6,146,0,147.0,0.0
2023-08-11 07:00:00,15.2,4.2,149,0,297.0,0.0
2023-08-11 08:00:00,17.5,5.0,150,0,454.0,0.0
2023-08-11 09:00:00,20.3,6.4,164,0,595.0,0.0
2023-08-11 10:00:00,21.9,6.9,171,0,707.0,0.0
2023-08-11 11:00:00,24.1,8.7,173,0,775.0,0.0
2023-08-11 12:00:00,25.8,9.3,196,0,796.0,0.0
2023-08-11 13:00:00,26.8,9.7,202,44,769.0,0.0
2023-08-11 14:00:00,27.0,10.1,180,10,690.0,0.0
2023-08-11 15:00:00,27.4,9.4,223,50,581.0,0.0
2023-08-11 16:00:00,27.2,8.6,213,100,435.0,0.0
2023-08-11 17:00:00,26.1,6.4,196,100,249.0,0.0
2023-08-11 18:00:00,24.3,3.8,221,100,93.0,0.0
2023-08-11 19:00:00,22.7,2.6,236,0,18.0,0.0
2023-08-11 20:00:00,21.6,3.3,174,0,0.0,0.0
2023-08-11 21:00:00,19.9,3.0,166,61,0.0,0.0
2023-08-11 22:00:00,18.9,2.5,135,82,0.0,0.0
2023-08-11 23:00:00,18.3,2.8,140,100,0.0,0.0
2023-08-12 00:00:00,17.1,2.9,150,0,0.0,0.0
2023-08-12 01:00:00,16.8,2.9,150,96,0.0,0.0
2023-08-12 02:00:00,16.3,3.4,122,100,0.0,0.0
2023-08-12 03:00:00,16.3,2.3,162,92,0.0,0.0
2023-08-12 04:00:00,16.4,1.5,166,100,0.0,0.2
2023-08-12 05:00:00,16.3,1.8,90,100,6.0,1.1
2023-08-12 06:00:00,16.8,3.4,122,97,27.0,0.9
2023-08-12 07:00:00,16.9,3.6,135,100,43.0,0.1
2023-08-12 08:00:00,18.8,7.0,159,100,217.0,0.0
2023-08-12 09:00:00,20.5,7.3,171,42,524.0,0.0
2023-08-12 10:00:00,22.3,11.6,196,98,554.0,0.0
2023-08-12 11:00:00,22.7,10.3,205,85,379.0,0.4
2023-08-12 12:00:00,24.1,15.2,234,99,334.0,0.0
2023-08-12 13:00:00,22.3,12.1,233,100,251.0,0.5
2023-08-12 14:00:00,21.5,12.4,210,100,193.0,0.4
2023-08-12 15:00:00,22.3,14.4,217,99,281.0,0.0
2023-08-12 16:00:00,22.9,11.5,212,65,338.0,0.0
2023-08-12 17:00:00,22.0,11.5,219,94,182.0,0.0
2023-08-12 18:00:00,20.9,12.1,233,100,37.0,0.1
2023-08-12 19:00:00,20.2,6.5,236,92,9.0,0.0
2023-08-12 20:00:00,19.5,4.0,265,86,0.0,0.0
2023-08-12 21:00:00,19.0,5.2,326,90,0.0,0.2
2023-08-12 22:00:00,17.7,4.0,297,40,0.0,0.0
2023-08-12 23:00:00,17.4,3.6,307,100,0.0,0.0
2023-08-13 00:00:00,16.8,3.1,306,87,0.0,0.0
2023-08-13 01:00:00,16.3,2.3,309,100,0.0,0.0
2023-08-13 02:00:00,15.8,0.7,270,100,0.0,0.0
2023-08-13 03:00:00,15.2,1.9,338,100,0.0,0.0
2023-08-13 04:00:00,15.7,0.8,333,100,0.0,0.0
2023-08-13 05:00:00,16.2,1.1,252,100,12.0,0.0
2023-08-13 06:00:00,16.6,2.5,135,100,65.0,0.0
2023-08-13 07:00:00,17.4,4.7,157,100,151.0,0.0
2023-08-13 08:00:00,18.3,4.0,170,100,159.0,0.0
2023-08-13 09:00:00,20.4,7.3,189,100,331.0,0.0
2023-08-13 10:00:00,21.5,10.8,195,99,428.0,0.0
2023-08-13 11:00:00,22.8,12.8,212,100,443.0,0.0
2023-08-13 12:00:00,23.1,12.4,206,100,484.0,0.0
2023-08-13 13:00:00,23.6,13.2,225,100,416.0,0.0
2023-08-13 14:00:00,23.9,13.8,219,100,552.0,0.0
2023-08-13 15:00:00,23.0,13.3,237,100,306.0,0.0
2023-08-13 16:00:00,22.3,11.4,242,100,288.0,0.0
2023-08-13 17:00:00,21.5,6.8,252,100,173.0,0.0
2023-08-13 18:00:00,20.8,5.3,242,14,119.0,0.0
2023-08-13 19:00:00,19.1,3.9,292,21,17.0,0.0
2023-08-13 20:00:00,18.4,1.8,349,0,0.0,0.0
2023-08-13 21:00:00,16.8,0.5,45,13,0.0,0.0
2023-08-13 22:00:00,16.2,1.8,90,20,0.0,0.0
2023-08-13 23:00:00,15.9,2.5,82,0,0.0,0.0
2023-08-14 00:00:00,15.0,3.1,126,0,0.0,0.0
2023-08-14 01:00:00,14.7,4.3,132,100,0.0,0.0
2023-08-14 02:00:00,14.5,2.1,121,100,0.0,0.0
2023-08-14 03:00:00,13.0,3.8,107,100,0.0,0.0
2023-08-14 04:00:00,13.1,2.7,113,100,0.0,0.0
2023-08-14 05:00:00,14.0,1.9,68,100,19.0,0.0
2023-08-14 06:00:00,15.0,1.5,346,100,99.0,0.0
2023-08-14 07:00:00,17.4,4.7,122,100,198.0,0.0
2023-08-14 08:00:00,19.4,4.3,156,100,287.0,0.0
2023-08-14 09:00:00,22.9,7.8,146,100,407.0,0.0
2023-08-14 10:00:00,24.5,7.9,150,100,547.0,0.0
2023-08-14 11:00:00,26.1,8.3,175,100,557.0,0.0
2023-08-14 12:00:00,26.3,11.0,218,100,336.0,0.0
2023-08-14 13:00:00,27.2,14.1,220,100,474.0,0.0
2023-08-14 14:00:00,27.5,11.8,232,100,517.0,0.0
2023-08-14 15:00:00,28.0,11.4,215,95,462.0,0.0
2023-08-14 16:00:00,26.2,4.0,243,99,202.0,0.0
2023-08-14 17:00:00,25.1,4.3,318,100,104.0,0.0
2023-08-14 18:00:00,23.8,6.9,354,100,45.0,0.0
2023-08-14 19:00:00,20.7,4.1,315,58,0.0,17.6
2023-08-14 20:00:00,19.4,1.1,72,64,0.0,0.0
2023-08-14 21:00:00,18.4,2.1,121,7,0.0,0.0
2023-08-14 22:00:00,18.0,3.6,217,14,0.0,0.0
2023-08-14 23:00:00,17.6,3.9,112,5,0.0,0.0
2023-08-15 00:00:00,17.0,1.9,158,65,0.0,0.0
2023-08-15 01:00:00,16.6,0.5,225,100,0.0,0.0
2023-08-15 02:00:00,16.4,1.6,117,100,0.0,0.0
2023-08-15 03:00:00,16.6,3.2,153,100,0.0,0.0
2023-08-15 04:00:00,16.5,2.1,149,100,0.0,0.0
2023-08-15 05:00:00,16.7,3.0,166,100,11.0,0.0
2023-08-15 06:00:00,18.3,5.2,245,100,38.0,0.1
2023-08-15 07:00:00,19.1,5.6,135,92,86.0,2.5
2023-08-15 08:00:00,19.7,5.9,166,51,233.0,0.0
2023-08-15 09:00:00,22.4,5.9,191,56,546.0,0.0
2023-08-15 10:00:00,24.3,6.4,196,99,673.0,0.0
2023-08-15 11:00:00,26.2,6.9,231,38,750.0,0.0
2023-08-15 12:00:00,27.1,9.4,238,100,746.0,0.0
2023-08-15 13:00:00,27.1,11.9,241,100,568.0,0.0
2023-08-15 14:00:00,24.2,18.0,282,100,209.0,0.0
2023-08-15 15:00:00,22.8,14.0,288,100,109.0,0.1
2023-08-15 16:00:00,22.9,10.7,284,87,236.0,0.0
2023-08-15 17:00:00,22.1,8.5,306,90,189.0,0.0
2023-08-15 18:00:00,21.1,4.1,315,100,87.0,0.0
2023-08-15 19:00:00,20.1,3.5,336,92,5.0,0.1
2023-08-15 20:00:00,19.4,1.3,34,62,0.0,0.2
2023-08-15 21:00:00,18.6,2.9,330,69,0.0,0.0
2023-08-15 22:00:00,18.3,2.8,320,23,0.0,0.0
2023-08-15 23:00:00,17.6,4.1,322,54,0.0,0.0
2023-08-16 00:00:00,17.1,5.1,321,86,0.0,0.0
2023-08-16 01:00:00,16.6,3.4,342,95,0.0,0.0
2023-08-16 02:00:00,16.4,4.6,342,100,0.0,0.0
2023-08-16 03:00:00,17.1,2.1,301,100,0.0,0.0
2023-08-16 04:00:00,17.1,3.3,319,100,0.0,0.0
2023-08-16 05:00:00,17.4,3.7,349,100,11.0,0.0
2023-08-16 06:00:00,18.3,3.7,61,93,63.0,0.0
2023-08-16 07:00:00,19.2,8.6,90,100,92.0,0.0
2023-08-16 08:00:00,20.4,9.7,90,100,187.0,0.0
2023-08-16 09:00:00,20.2,11.2,84,98,319.0,0.0
2023-08-16 10:00:00,21.7,7.9,106,98,376.0,0.0
2023-08-16 11:00:00,22.2,6.5,96,99,307.0,0.0
2023-08-16 12:00:00,22.5,7.0,111,100,192.0,0.1
2023-08-16 13:00:00,23.0,9.5,61,87,303.0,0.1
2023-08-16 14:00:00,23.7,9.8,54,71,503.0,0.0
2023-08-16 15:00:00,24.6,8.7,52,50,451.0,0.0
2023-08-16 16:00:00,24.6,10.0,60,71,373.0,0.0
2023-08-16 17:00:00,23.5,10.4,44,100,205.0,0.0
2023-08-16 18:00:00,22.0,7.2,18,100,49.0,0.1
2023-08-16 19:00:00,21.0,8.7,42,100,2.0,0.2
2023-08-16 20:00:00,20.7,10.2,48,82,0.0,0.0
2023-08-16 21:00:00,20.6,12.4,54,100,0.0,0.0
2023-08-16 22:00:00,20.0,2.5,82,100,0.0,4.3
2023-08-16 23:00:00,18.0,7.2,270,100,0.0,42.6
2023-08-17 00:00:00,15.6,6.9,189,100,0.0,0.7
2023-08-17 01:00:00,16.1,10.4,124,100,0.0,7.7
2023-08-17 02:00:00,16.4,1.6,117,100,0.0,0.9
2023-08-17 03:00:00,16.4,4.7,86,100,0.0,0.0
2023-08-17 04:00:00,16.0,3.7,61,100,0.0,0.0
2023-08-17 05:00:00,15.8,1.8,37,94,19.0,0.0
2023-08-17 06:00:00,16.8,2.9,7,90,111.0,0.0
2023-08-17 07:00:00,18.5,2.7,23,100,133.0,0.0
2023-08-17 08:00:00,19.4,1.1,90,100,192.0,0.0
2023-08-17 09:00:00,19.9,0.5,315,100,266.0,0.0
2023-08-17 10:00:00,20.9,2.4,207,100,367.0,0.0
2023-08-17 11:00:00,21.3,5.8,173,97,356.0,0.0
2023-08-17 12:00:00,22.1,1.5,45,100,455.0,0.0
2023-08-17 13:00:00,23.0,2.8,40,93,556.0,0.0
2023-08-17 14:00:00,23.7,4.4,351,92,540.0,0.0
2023-08-17 15:00:00,24.0,7.6,341,20,493.0,0.0
2023-08-17 16:00:00,23.5,8.4,25,95,402.0,0.0
2023-08-17 17:00:00,22.5,7.1,30,100,224.0,0.0
2023-08-17 18:00:00,21.8,5.1,51,100,68.0,0.0
2023-08-17 19:00:00,20.3,7.9,344,100,8.0,0.0
2023-08-17 20:00:00,19.2,5.1,356,100,0.0,0.0
2023-08-17 21:00:00,19.0,3.8,17,100,0.0,0.0
2023-08-17 22:00:00,19.0,5.3,28,100,0.0,0.0
2023-08-17 23:00:00,19.5,4.6,72,92,0.0,0.0
2023-08-18 00:00:00,18.7,0.5,45,100,0.0,0.0
2023-08-18 01:00:00,17.6,4.0,355,100,0.0,0.0
2023-08-18 02:00:00,16.9,3.6,6,100,0.0,0.0
2023-08-18 03:00:00,16.9,3.5,66,81,0.0,0.0
2023-08-18 04:00:00,16.8,2.9,83,70,0.0,0.0
2023-08-18 05:00:00,17.6,5.2,78,94,11.0,0.0
2023-08-18 06:00:00,17.6,5.4,86,100,65.0,0.0
2023-08-18 07:00:00,19.0,7.4,104,85,153.0,0.0
2023-08-18 08:00:00,20.6,10.5,98,80,324.0,0.0
2023-08-18 09:00:00,22.4,10.9,99,9,521.0,0.0
2023-08-18 10:00:00,23.9,10.6,108,8,676.0,0.0
2023-08-18 11:00:00,25.2,10.3,119,6,743.0,0.0
2023-08-18 12:00:00,27.0,11.5,129,0,762.0,0.0
2023-08-18 13:00:00,28.2,10.7,135,0,744.0,0.0
2023-08-18 14:00:00,28.8,8.9,148,0,672.0,0.0
2023-08-18 15:00:00,28.9,8.2,142,0,559.0,0.0
2023-08-18 16:00:00,28.7,9.0,127,0,417.0,0.0
2023-08-18 17:00:00,27.4,7.2,93,0,259.0,0.0
2023-08-18 18:00:00,25.4,8.0,95,80,104.0,0.0
2023-08-18 19:00:00,23.4,6.1,87,0,10.0,0.0
2023-08-18 20:00:00,22.0,5.8,60,0,0.0,0.0
2023-08-18 21:00:00,21.1,6.2,69,7,0.0,0.0
2023-08-18 22:00:00,20.6,5.0,69,52,0.0,0.0
2023-08-18 23:00:00,20.1,3.8,73,66,0.0,0.0
2023-08-19 00:00:00,19.2,1.5,76,71,0.0,0.0
2023-08-19 01:00:00,18.2,3.5,114,100,0.0,0.0
2023-08-19 02:00:00,17.4,0.5,135,100,0.0,0.0
2023-08-19 03:00:00,17.6,1.1,198,100,0.0,0.0
2023-08-19 04:00:00,17.0,2.4,153,100,0.0,0.0
2023-08-19 05:00:00,16.6,3.3,103,99,15.0,0.0
2023-08-19 06:00:00,18.9,4.9,126,75,102.0,0.0
2023-08-19 07:00:00,20.9,7.1,131,64,236.0,0.0
2023-08-19 08:00:00,22.8,10.2,138,57,387.0,0.0
2023-08-19 09:00:00,25.9,12.1,143,8,544.0,0.0
2023-08-19 10:00:00,28.2,13.2,145,100,659.0,0.0
2023-08-19 11:00:00,29.9,13.2,163,100,703.0,0.0
2023-08-19 12:00:00,30.9,13.0,166,49,674.0,0.0
2023-08-19 13:00:00,31.5,10.9,186,92,634.0,0.0
2023-08-19 14:00:00,29.2,9.0,233,95,236.0,0.0
2023-08-19 15:00:00,28.1,10.5,266,91,180.0,0.0
2023-08-19 16:00:00,27.7,9.4,274,100,247.0,0.0
2023-08-19 17:00:00,26.3,9.8,298,100,92.0,0.0
2023-08-19 18:00:00,24.7,10.9,352,100,34.0,0.0
2023-08-19 19:00:00,22.9,5.8,292,88,2.0,0.1
2023-08-19 20:00:00,22.3,7.4,317,84,0.0,0.0
2023-08-19 21:00:00,21.4,5.2,344,81,0.0,0.0
2023-08-19 22:00:00,21.0,2.8,320,74,0.0,0.0
2023-08-19 23:00:00,20.0,6.4,333,50,0.0,0.0
2023-08-20 00:00:00,20.4,7.6,335,57,0.0,0.0
2023-08-20 01:00:00,19.9,5.6,333,52,0.0,0.0
2023-08-20 02:00:00,19.9,6.7,344,52,0.0,0.0
2023-08-20 03:00:00,19.5,6.1,360,61,0.0,0.0
2023-08-20 04:00:00,18.8,4.8,333,46,0.0,0.0
2023-08-20 05:00:00,19.2,6.2,353,91,13.0,0.0
2023-08-20 06:00:00,19.9,9.7,358,84,88.0,0.0
2023-08-20 07:00:00,20.6,10.8,26,91,193.0,0.0
2023-08-20 08:00:00,22.1,8.9,47,57,305.0,0.0
2023-08-20 09:00:00,23.5,9.6,77,68,472.0,0.0
2023-08-20 10:00:00,24.8,9.4,86,95,503.0,0.0
2023-08-20 11:00:00,26.4,5.1,82,58,637.0,0.0
2023-08-20 12:00:00,26.4,6.6,61,44,725.0,0.0
2023-08-20 13:00:00,27.3,4.3,66,48,700.0,0.0
2023-08-20 14:00:00,27.6,4.5,14,85,596.0,0.0
2023-08-20 15:00:00,27.3,5.8,356,55,429.0,0.0
2023-08-20 16:00:00,27.5,5.0,330,57,363.0,0.0
2023-08-20 17:00:00,26.5,4.3,24,30,225.0,0.0
2023-08-20 18:00:00,25.0,4.6,18,54,91.0,0.0
2023-08-20 19:00:00,23.2,5.2,348,54,6.0,0.0
2023-08-20 20:00:00,22.4,5.6,345,57,0.0,0.0
2023-08-20 21:00:00,21.7,6.6,338,49,0.0,0.0
2023-08-20 22:00:00,21.2,6.3,347,50,0.0,0.0
2023-08-20 23:00:00,21.5,10.3,348,63,0.0,0.0
2023-08-21 00:00:00,20.7,8.3,360,88,0.0,0.0
2023-08-21 01:00:00,19.9,6.2,353,65,0.0,0.0
2023-08-21 02:00:00,19.1,6.6,338,20,0.0,0.0
2023-08-21 03:00:00,18.5,6.8,342,36,0.0,0.0
2023-08-21 04:00:00,17.8,5.2,326,16,0.0,0.0
2023-08-21 05:00:00,17.7,3.7,349,60,13.0,0.0
2023-08-21 06:00:00,19.2,1.8,349,35,108.0,0.0
2023-08-21 07:00:00,21.2,4.0,80,46,237.0,0.0
2023-08-21 08:00:00,22.3,7.6,98,13,401.0,0.0
2023-08-21 09:00:00,24.2,5.6,117,9,521.0,0.0
2023-08-21 10:00:00,25.5,1.3,56,55,622.0,0.0
2023-08-21 11:00:00,26.5,1.0,315,89,631.0,0.0
2023-08-21 12:00:00,27.6,5.4,274,84,609.0,0.0
2023-08-21 13:00:00,28.4,7.1,255,72,661.0,0.0
2023-08-21 14:00:00,28.7,7.9,246,44,510.0,0.0
2023-08-21 15:00:00,28.5,9.7,266,16,481.0,0.0
2023-08-21 16:00:00,27.5,7.2,288,57,325.0,0.0
2023-08-21 17:00:00,26.8,5.6,297,0,211.0,0.0
2023-08-21 18:00:00,24.4,9.4,360,14,91.0,0.0
2023-08-21 19:00:00,22.7,7.9,3,87,6.0,0.0
2023-08-21 20:00:00,22.0,6.4,16,76,0.0,0.0
2023-08-21 21:00:00,21.1,6.5,34,49,0.0,0.0
2023-08-21 22:00:00,20.3,7.9,74,35,0.0,0.0
2023-08-21 23:00:00,20.0,7.9,66,48,0.0,0.0
2023-08-22 00:00:00,19.6,7.1,66,68,0.0,0.0
2023-08-22 01:00:00,19.1,4.6,45,75,0.0,0.0
2023-08-22 02:00:00,18.6,2.4,27,54,0.0,0.0
2023-08-22 03:00:00,17.1,5.3,332,56,0.0,0.0
2023-08-22 04:00:00,16.8,4.4,325,72,0.0,0.0
2023-08-22 05:00:00,16.9,3.9,326,63,11.0,0.0
2023-08-22 06:00:00,18.3,2.9,330,65,88.0,0.0
2023-08-22 07:00:00,20.1,2.2,261,67,226.0,0.0
2023-08-22 08:00:00,21.7,6.0,303,77,383.0,0.0
2023-08-22 09:00:00,23.3,5.4,323,52,489.0,0.0
2023-08-22 10:00:00,24.2,8.7,312,97,639.0,0.0
2023-08-22 11:00:00,25.0,8.7,312,58,618.0,0.0
2023-08-22 12:00:00,25.6,9.6,304,57,665.0,0.0
