time,P,G(i),H_sun,T2m,WS10m,Int
20220119:1110,233.74,294.01,18.53,1.74,3.72,0.0
20220119:1210,181.68,227.01,18.1,2.57,4.21,0.0
20220119:1310,10.18,23.0,15.31,3.08,4.48,0.0
20220119:1410,3.69,13.0,10.42,2.62,4.48,0.0
20220119:1510,3.13,12.0,3.85,2.12,4.41,0.0
20220119:1610,0.0,0.0,0.0,1.7,3.66,0.0
20220119:1710,0.0,0.0,0.0,1.49,4.34,0.0
20220119:1810,0.0,0.0,0.0,1.39,4.34,0.0
20220119:1910,0.0,0.0,0.0,0.9,3.72,0.0
20220119:2010,0.0,0.0,0.0,0.93,4.55,0.0
20220119:2110,0.0,0.0,0.0,1.08,4.55,0.0
20220119:2210,0.0,0.0,0.0,1.2,4.41,0.0
20220119:2310,0.0,0.0,0.0,1.43,4.07,0.0
20220120:0010,0.0,0.0,0.0,1.7,3.86,0.0
20220120:0110,0.0,0.0,0.0,1.95,3.66,0.0
20220120:0210,0.0,0.0,0.0,1.98,3.66,0.0
20220120:0310,0.0,0.0,0.0,1.6,3.72,0.0
20220120:0410,0.0,0.0,0.0,1.01,3.72,0.0
20220120:0510,0.0,0.0,0.0,0.83,4.48,0.0
20220120:0610,0.0,0.0,0.0,0.95,4.62,0.0
20220120:0710,0.0,0.0,0.0,1.05,5.1,0.0
20220120:0810,30.12,53.0,6.47,0.65,4.97,0.0
20220120:0910,106.17,145.0,12.52,0.41,4.21,0.0
20220120:1010,75.84,101.0,16.73,0.38,4.34,0.0
20220120:1110,39.8,60.0,18.73,0.89,4.34,0.0
20220120:1210,134.5,168.0,18.32,1.27,4.48,0.0
20220120:1310,64.79,89.0,15.53,1.42,4.62,0.0
20220120:1410,56.97,82.0,10.65,1.03,5.31,0.0
20220120:1510,0.0,4.0,4.07,0.62,5.03,0.0
20220120:1610,0.0,0.0,0.0,0.21,4.55,0.0
20220120:1710,0.0,0.0,0.0,-0.12,4.76,0.0
20220120:1810,0.0,0.0,0.0,-0.39,4.69,0.0
20220120:1910,0.0,0.0,0.0,-0.43,5.31,0.0
20220120:2010,0.0,0.0,0.0,-0.54,4.9,0.0
20220120:2110,0.0,0.0,0.0,-0.85,4.76,0.0
20220120:2210,0.0,0.0,0.0,-1.06,4.21,0.0
20220120:2310,0.0,0.0,0.0,-1.58,3.52,0.0
20220121:0010,0.0,0.0,0.0,-1.86,3.1,0.0
20220121:0110,0.0,0.0,0.0,-2.06,3.24,0.0
20220121:0210,0.0,0.0,0.0,-2.14,2.9,0.0
20220121:0310,0.0,0.0,0.0,-2.13,2.76,0.0
20220121:0410,0.0,0.0,0.0,-2.11,2.83,0.0
20220121:0510,0.0,0.0,0.0,-2.02,2.83,0.0
20220121:0610,0.0,0.0,0.0,-1.98,2.83,0.0
20220121:0710,0.0,0.0,0.0,-1.83,2.83,0.0
20220121:0810,17.16,32.0,6.63,-1.32,2.97,0.0
20220121:0910,25.04,42.0,12.7,-0.71,3.38,0.0
20220121:1010,31.55,50.0,16.93,-0.12,4.21,0.0
20220121:1110,64.32,88.0,18.95,0.34,3.79,0.0
20220121:1210,53.62,76.0,18.55,0.89,4.62,0.0
20220121:1310,57.05,80.0,15.76,1.14,4.34,0.0
20220121:1410,15.39,30.0,10.88,1.51,4.14,0.0
20220121:1510,0.0,5.0,4.29,1.5,3.38,0.0
20220121:1610,0.0,0.0,0.0,1.43,2.9,0.0
20220121:1710,0.0,0.0,0.0,1.18,2.83,0.0
20220121:1810,0.0,0.0,0.0,1.11,3.24,0.0
20220121:1910,0.0,0.0,0.0,0.95,3.17,0.0
20220121:2010,0.0,0.0,0.0,1.15,3.45,0.0
20220121:2110,0.0,0.0,0.0,1.48,3.72,0.0
20220121:2210,0.0,0.0,0.0,1.82,4.07,0.0
20220121:2310,0.0,0.0,0.0,2.11,4.21,0.0
20220122:0010,0.0,0.0,0.0,2.26,4.07,0.0
20220122:0110,0.0,0.0,0.0,2.18,3.93,0.0
20220122:0210,0.0,0.0,0.0,2.09,3.79,0.0
20220122:0310,0.0,0.0,0.0,2.12,3.72,0.0
20220122:0410,0.0,0.0,0.0,2.24,3.59,0.0
20220122:0510,0.0,0.0,0.0,2.35,3.38,0.0
20220122:0610,0.0,0.0,0.0,2.51,3.03,0.0
20220122:0710,0.0,0.0,0.0,2.58,3.03,0.0
20220122:0810,19.52,36.0,6.8,2.76,2.83,0.0
20220122:0910,65.86,92.0,12.89,3.0,2.62,0.0
20220122:1010,32.63,52.0,17.14,3.27,2.48,0.0
20220122:1110,43.43,65.0,19.17,3.63,2.55,0.0
20220122:1210,35.0,55.0,18.78,3.96,2.76,0.0
20220122:1310,26.81,45.0,16.0,4.18,2.83,0.0
20220122:1410,22.82,40.0,11.11,4.31,2.9,0.0
20220122:1510,1.01,8.0,4.52,4.17,2.62,0.0
20220122:1610,0.0,0.0,0.0,3.94,2.41,0.0
20220122:1710,0.0,0.0,0.0,3.82,2.34,0.0
20220122:1810,0.0,0.0,0.0,3.71,2.34,0.0
20220122:1910,0.0,0.0,0.0,3.3,2.28,0.0
20220122:2010,0.0,0.0,0.0,3.19,2.21,0.0
20220122:2110,0.0,0.0,0.0,3.08,2.14,0.0
20220122:2210,0.0,0.0,0.0,2.99,2.07,0.0
20220122:2310,0.0,0.0,0.0,2.92,2.07,0.0
20220123:0010,0.0,0.0,0.0,2.86,2.07,0.0
20220123:0110,0.0,0.0,0.0,2.67,2.21,0.0
20220123:0210,0.0,0.0,0.0,2.52,2.14,0.0
20220123:0310,0.0,0.0,0.0,2.39,2.0,0.0
20220123:0410,0.0,0.0,0.0,2.19,1.93,0.0
20220123:0510,0.0,0.0,0.0,2.01,1.93,0.0
20220123:0610,0.0,0.0,0.0,1.99,1.66,0.0
20220123:0710,0.0,0.0,0.0,1.94,1.31,0.0
20220123:0810,31.6,54.0,6.97,2.08,1.52,0.0
20220123:0910,70.87,98.0,13.08,2.57,1.72,0.0
20220123:1010,130.94,167.0,17.35,2.95,1.79,0.0
20220123:1110,140.56,177.0,19.4,3.6,1.66,0.0
20220123:1210,89.24,118.0,19.01,3.92,1.52,0.0
20220123:1310,46.66,69.0,16.24,4.06,1.38,0.0
20220123:1410,34.1,54.0,11.35,4.15,1.38,0.0
20220123:1510,3.08,12.0,4.75,4.12,1.17,0.0
20220123:1610,0.0,0.0,0.0,3.74,1.17,0.0
20220123:1710,0.0,0.0,0.0,3.44,1.17,0.0
20220123:1810,0.0,0.0,0.0,3.22,1.17,0.0
20220123:1910,0.0,0.0,0.0,2.93,1.1,0.0
20220123:2010,0.0,0.0,0.0,2.87,1.03,0.0
20220123:2110,0.0,0.0,0.0,2.84,0.97,0.0
20220123:2210,0.0,0.0,0.0,2.82,0.9,0.0
20220123:2310,0.0,0.0,0.0,2.79,0.69,0.0
20220124:0010,0.0,0.0,0.0,2.69,0.41,0.0
20220124:0110,0.0,0.0,0.0,2.72,0.28,0.0
20220124:0210,0.0,0.0,0.0,2.76,0.14,0.0
20220124:0310,0.0,0.0,0.0,2.73,0.07,0.0
20220124:0410,0.0,0.0,0.0,2.49,0.34,0.0
20220124:0510,0.0,0.0,0.0,2.54,0.55,0.0
20220124:0610,0.0,0.0,0.0,2.63,0.62,0.0
20220124:0710,0.0,0.0,0.0,2.55,0.62,0.0
20220124:0810,25.49,44.0,7.15,2.66,0.76,0.0
20220124:0910,48.41,71.0,13.28,3.06,0.97,0.0
20220124:1010,55.32,79.0,17.57,3.65,1.38,0.0
20220124:1110,43.22,65.0,19.63,4.34,1.38,0.0
20220124:1210,35.64,56.0,19.26,4.7,1.24,0.0
20220124:1310,33.12,53.0,16.48,5.04,1.1,0.0
20220124:1410,17.32,33.0,11.59,5.1,0.9,0.0
20220124:1510,8.69,21.0,4.99,4.96,0.69,0.0
20220124:1610,0.0,0.0,0.0,4.6,0.69,0.0
20220124:1710,0.0,0.0,0.0,3.92,0.83,0.0
20220124:1810,0.0,0.0,0.0,3.46,0.69,0.0
20220124:1910,0.0,0.0,0.0,2.19,0.62,0.0
20220124:2010,0.0,0.0,0.0,1.69,0.83,0.0
20220124:2110,0.0,0.0,0.0,1.14,0.9,0.0
20220124:2210,0.0,0.0,0.0,0.52,0.97,0.0
20220124:2310,0.0,0.0,0.0,0.64,0.76,0.0
20220125:0010,0.0,0.0,0.0,1.05,0.62,0.0
20220125:0110,0.0,0.0,0.0,0.65,0.69,0.0
20220125:0210,0.0,0.0,0.0,-0.57,0.9,0.0
20220125:0310,0.0,0.0,0.0,-1.04,0.97,0.0
20220125:0410,0.0,0.0,0.0,-1.22,0.97,0.0
20220125:0510,0.0,0.0,0.0,-1.44,0.97,0.0
20220125:0610,0.0,0.0,0.0,-1.47,0.9,0.0
20220125:0710,0.0,0.0,0.0,-0.9,0.9,0.0
20220125:0810,18.63,34.0,7.33,-0.75,0.76,0.0
20220125:0910,28.92,47.0,13.48,0.27,0.48,0.0
20220125:1010,33.76,53.0,17.79,1.09,0.76,0.0
20220125:1110,39.55,60.0,19.87,1.51,0.76,0.0
20220125:1210,30.33,49.0,19.51,1.94,0.83,0.0
20220125:1310,31.94,51.0,16.74,2.16,0.97,0.0
20220125:1410,19.91,36.0,11.84,2.15,1.17,0.0
20220125:1510,9.53,22.0,5.23,2.0,1.24,0.0
20220125:1610,0.0,0.0,0.0,1.7,1.17,0.0
20220125:1710,0.0,0.0,0.0,1.43,0.9,0.0
20220125:1810,0.0,0.0,0.0,1.16,0.69,0.0
20220125:1910,0.0,0.0,0.0,0.38,0.69,0.0
20220125:2010,0.0,0.0,0.0,0.28,0.62,0.0
20220125:2110,0.0,0.0,0.0,0.1,0.55,0.0
20220125:2210,0.0,0.0,0.0,-0.05,0.69,0.0
20220125:2310,0.0,0.0,0.0,-0.5,0.9,0.0
20220126:0010,0.0,0.0,0.0,-0.15,1.31,0.0
20220126:0110,0.0,0.0,0.0,-0.21,1.52,0.0
20220126:0210,0.0,0.0,0.0,-0.22,1.52,0.0
20220126:0310,0.0,0.0,0.0,-0.27,1.45,0.0
20220126:0410,0.0,0.0,0.0,-0.48,1.38,0.0
20220126:0510,0.0,0.0,0.0,-0.47,1.52,0.0
20220126:0610,0.0,0.0,0.0,-0.55,1.72,0.0
20220126:0710,0.0,0.0,0.0,-0.65,1.93,0.0
20220126:0810,20.2,36.0,7.52,-0.59,2.28,0.0
20220126:0910,29.08,47.0,13.69,-0.42,2.83,0.0
20220126:1010,33.2,52.0,18.02,-0.17,2.9,0.0
20220126:1110,32.32,51.0,20.12,0.2,3.17,0.0
20220126:1210,28.96,47.0,19.76,0.46,3.1,0.0
20220126:1310,25.66,43.0,16.99,0.71,3.24,0.0
20220126:1410,25.65,43.0,12.09,0.82,2.97,0.0
20220126:1510,6.22,17.0,5.47,0.87,2.97,0.0
20220126:1610,0.0,0.0,0.0,0.74,2.62,0.0
20220126:1710,0.0,0.0,0.0,0.56,2.69,0.0
20220126:1810,0.0,0.0,0.0,0.23,2.9,0.0
20220126:1910,0.0,0.0,0.0,-0.12,2.9,0.0
20220126:2010,0.0,0.0,0.0,-0.37,3.17,0.0
20220126:2110,0.0,0.0,0.0,-0.34,3.24,0.0
20220126:2210,0.0,0.0,0.0,-0.43,3.52,0.0
20220126:2310,0.0,0.0,0.0,-0.45,3.59,0.0
20220127:0010,0.0,0.0,0.0,-0.49,3.31,0.0
20220127:0110,0.0,0.0,0.0,-0.66,3.38,0.0
20220127:0210,0.0,0.0,0.0,-0.77,3.45,0.0
20220127:0310,0.0,0.0,0.0,-0.94,3.86,0.0
20220127:0410,0.0,0.0,0.0,-0.99,3.93,0.0
20220127:0510,0.0,0.0,0.0,-1.13,4.55,0.0
20220127:0610,0.0,0.0,0.0,-1.1,4.69,0.0
20220127:0710,0.0,0.0,0.0,-1.57,4.41,0.0
20220127:0810,35.67,57.0,7.72,-1.35,4.76,0.0
20220127:0910,42.69,63.0,13.91,-0.64,4.9,0.0
20220127:1010,56.51,79.0,18.26,-0.02,4.83,0.0
20220127:1110,15.49,30.0,20.37,0.41,4.83,0.0
20220127:1210,16.23,31.0,20.02,0.56,4.07,0.0
20220127:1310,75.71,101.0,17.25,0.81,4.55,0.0
20220127:1410,16.16,31.0,12.34,1.37,4.28,0.0
20220127:1510,6.83,18.0,5.72,2.1,4.55,0.0
20220127:1610,0.0,0.0,0.0,2.62,4.62,0.0
20220127:1710,0.0,0.0,0.0,3.0,4.62,0.0
20220127:1810,0.0,0.0,0.0,3.11,4.55,0.0
20220127:1910,0.0,0.0,0.0,2.32,4.69,0.0
20220127:2010,0.0,0.0,0.0,3.03,4.76,0.0
20220127:2110,0.0,0.0,0.0,3.35,5.45,0.0
20220127:2210,0.0,0.0,0.0,3.03,5.66,0.0
20220127:2310,0.0,0.0,0.0,2.59,4.9,0.0
20220128:0010,0.0,0.0,0.0,2.28,5.1,0.0
20220128:0110,0.0,0.0,0.0,2.21,5.03,0.0
20220128:0210,0.0,0.0,0.0,1.88,5.03,0.0
20220128:0310,0.0,0.0,0.0,1.5,4.83,0.0
20220128:0410,0.0,0.0,0.0,1.53,4.69,0.0
20220128:0510,0.0,0.0,0.0,1.12,4.55,0.0
20220128:0610,0.0,0.0,0.0,1.07,4.69,0.0
20220128:0710,0.0,0.0,0.0,0.91,4.41,0.0
20220128:0810,54.63,93.0,7.92,1.18,4.21,0.0
20220128:0910,91.17,121.0,14.13,1.6,4.34,0.0
20220128:1010,39.57,60.0,18.5,2.19,5.38,0.0
20220128:1110,36.94,57.0,20.63,2.76,5.79,0.0
20220128:1210,82.08,109.0,20.29,3.3,5.38,0.0
20220128:1310,128.18,163.0,17.52,3.48,4.62,0.0
20220128:1410,56.66,81.0,12.6,3.68,4.0,0.0
20220128:1510,31.79,73.01,5.97,3.54,3.24,0.0
20220128:1610,0.0,0.0,0.0,2.78,2.62,0.0
20220128:1710,0.0,0.0,0.0,2.09,2.41,0.0
20220128:1810,0.0,0.0,0.0,1.85,2.28,0.0
20220128:1910,0.0,0.0,0.0,1.59,2.21,0.0
20220128:2010,0.0,0.0,0.0,1.49,2.41,0.0
20220128:2110,0.0,0.0,0.0,1.29,2.41,0.0
20220128:2210,0.0,0.0,0.0,1.29,2.76,0.0
20220128:2310,0.0,0.0,0.0,1.23,3.03,0.0
20220129:0010,0.0,0.0,0.0,1.44,3.52,0.0
20220129:0110,0.0,0.0,0.0,1.51,3.79,0.0
20220129:0210,0.0,0.0,0.0,1.76,3.93,0.0
20220129:0310,0.0,0.0,0.0,1.93,4.0,0.0
20220129:0410,0.0,0.0,0.0,1.97,4.14,0.0
20220129:0510,0.0,0.0,0.0,2.03,4.28,0.0
20220129:0610,0.0,0.0,0.0,2.08,4.48,0.0
20220129:0710,0.0,0.0,0.0,1.7,4.76,0.0
20220129:0810,57.34,103.01,8.13,1.95,4.97,0.0
20220129:0910,33.67,53.0,14.36,2.3,4.9,0.0
20220129:1010,36.08,56.0,18.75,2.76,4.28,0.0
20220129:1110,15.25,30.0,20.89,3.25,4.28,0.0
20220129:1210,59.79,84.0,20.56,3.89,4.69,0.0
20220129:1310,29.26,48.0,17.79,4.18,4.69,0.0
20220129:1410,6.09,17.0,12.86,4.46,4.41,0.0
20220129:1510,33.3,73.01,6.22,5.09,6.07,0.0
20220129:1610,0.0,0.0,0.0,5.67,6.14,0.0
20220129:1710,0.0,0.0,0.0,6.2,6.48,0.0
20220129:1810,0.0,0.0,0.0,6.6,6.62,0.0
20220129:1910,0.0,0.0,0.0,6.2,6.21,0.0
20220129:2010,0.0,0.0,0.0,6.62,6.83,0.0
20220129:2110,0.0,0.0,0.0,6.49,6.14,0.0
20220129:2210,0.0,0.0,0.0,6.01,6.0,0.0
20220129:2310,0.0,0.0,0.0,5.42,5.86,0.0
20220130:0010,0.0,0.0,0.0,4.74,5.79,0.0
20220130:0110,0.0,0.0,0.0,4.41,5.86,0.0
20220130:0210,0.0,0.0,0.0,4.09,5.93,0.0
20220130:0310,0.0,0.0,0.0,3.77,6.0,0.0
20220130:0410,0.0,0.0,0.0,3.53,6.0,0.0
20220130:0510,0.0,0.0,0.0,3.2,5.93,0.0
20220130:0610,0.0,0.0,0.0,3.05,5.93,0.0
20220130:0710,0.0,0.0,0.0,2.58,5.86,0.0
20220130:0810,47.12,74.0,8.34,2.45,5.66,0.0
20220130:0910,56.48,80.0,14.59,2.74,4.55,0.0
20220130:1010,113.05,144.0,19.0,3.34,6.34,0.0
20220130:1110,26.9,45.0,21.16,3.85,6.97,0.0
20220130:1210,15.93,31.0,20.83,4.25,6.76,0.0
20220130:1310,30.88,50.0,18.06,4.3,5.79,0.0
20220130:1410,18.19,34.0,13.13,4.24,5.31,0.0
20220130:1510,20.6,38.0,6.48,3.88,4.62,0.0
20220130:1610,0.0,0.0,0.0,3.19,4.07,0.0
20220130:1710,0.0,0.0,0.0,2.71,3.72,0.0
20220130:1810,0.0,0.0,0.0,2.14,3.45,0.0
20220130:1910,0.0,0.0,0.0,1.42,3.31,0.0
20220130:2010,0.0,0.0,0.0,1.2,2.97,0.0
20220130:2110,0.0,0.0,0.0,0.88,2.69,0.0
20220130:2210,0.0,0.0,0.0,0.53,2.55,0.0
20220130:2310,0.0,0.0,0.0,0.3,2.41,0.0
20220131:0010,0.0,0.0,0.0,0.2,2.41,0.0
20220131:0110,0.0,0.0,0.0,0.14,2.76,0.0
20220131:0210,0.0,0.0,0.0,0.3,3.1,0.0
20220131:0310,0.0,0.0,0.0,0.17,3.79,0.0
20220131:0410,0.0,0.0,0.0,0.31,4.28,0.0
20220131:0510,0.0,0.0,0.0,0.16,4.34,0.0
20220131:0610,0.0,0.0,0.0,0.12,4.07,0.0
20220131:0710,0.0,0.0,0.0,0.48,4.21,0.0
20220131:0810,8.21,20.0,8.56,1.17,4.62,0.0
20220131:0910,82.43,110.0,14.83,1.84,3.52,0.0
20220131:1010,117.73,149.0,19.26,2.21,3.86,0.0
20220131:1110,185.9,226.0,21.43,2.08,3.31,0.0
20220131:1210,147.51,182.0,21.11,1.71,2.9,0.0
20220131:1310,136.69,171.0,18.34,1.88,5.31,0.0
20220131:1410,23.07,40.0,13.4,2.34,4.14,0.0
20220131:1510,26.03,46.0,6.74,2.7,3.1,0.0
20220131:1610,0.0,0.0,0.0,2.67,2.69,0.0
20220131:1710,0.0,0.0,0.0,2.64,2.41,0.0
20220131:1810,0.0,0.0,0.0,2.61,2.34,0.0
20220131:1910,0.0,0.0,0.0,2.35,2.76,0.0
20220131:2010,0.0,0.0,0.0,2.31,3.1,0.0
20220131:2110,0.0,0.0,0.0,1.7,3.24,0.0
20220131:2210,0.0,0.0,0.0,1.01,3.03,0.0
20220131:2310,0.0,0.0,0.0,0.52,2.62,0.0
20220201:0010,0.0,0.0,0.0,-0.04,3.17,0.0
20220201:0110,0.0,0.0,0.0,-0.33,2.97,0.0
20220201:0210,0.0,0.0,0.0,-0.1,2.41,0.0
20220201:0310,0.0,0.0,0.0,0.06,2.07,0.0
20220201:0410,0.0,0.0,0.0,0.15,3.1,0.0
20220201:0510,0.0,0.0,0.0,0.23,3.93,0.0
20220201:0610,0.0,0.0,0.0,0.08,3.59,0.0
20220201:0710,0.0,0.0,0.0,0.27,3.59,0.0
20220201:0810,52.96,82.0,8.79,0.31,3.66,0.0
20220201:0910,93.85,123.0,15.08,0.91,4.48,0.0
20220201:1010,143.1,177.0,19.52,1.47,5.52,0.0
20220201:1110,74.6,100.0,21.71,1.99,6.34,0.0
20220201:1210,76.39,102.0,21.4,1.8,5.31,0.0
20220201:1310,126.68,159.0,18.62,1.56,4.97,0.0
20220201:1410,39.71,60.0,13.67,1.49,5.66,0.0
20220201:1510,44.11,91.01,7.0,1.59,5.79,0.0
20220201:1610,0.0,0.0,0.0,2.03,5.72,0.0
20220201:1710,0.0,0.0,0.0,3.25,5.52,0.0
20220201:1810,0.0,0.0,0.0,4.48,5.59,0.0
20220201:1910,0.0,0.0,0.0,5.02,5.52,0.0
20220201:2010,0.0,0.0,0.0,5.28,6.55,0.0
20220201:2110,0.0,0.0,0.0,4.93,6.41,0.0
20220201:2210,0.0,0.0,0.0,4.65,6.0,0.0
20220201:2310,0.0,0.0,0.0,4.21,5.93,0.0
20220202:0010,0.0,0.0,0.0,4.13,6.41,0.0
20220202:0110,0.0,0.0,0.0,3.96,6.34,0.0
20220202:0210,0.0,0.0,0.0,3.75,5.79,0.0
20220202:0310,0.0,0.0,0.0,3.51,5.86,0.0
20220202:0410,0.0,0.0,0.0,3.45,6.07,0.0
20220202:0510,0.0,0.0,0.0,3.16,5.66,0.0
20220202:0610,0.0,0.0,0.0,2.95,5.38,0.0
20220202:0710,0.0,0.0,0.0,3.36,5.24,0.0
20220202:0810,70.16,119.01,9.02,3.36,5.24,0.0
20220202:0910,127.28,166.0,15.33,3.81,5.17,0.0
20220202:1010,195.4,241.01,19.8,4.26,5.93,0.0
20220202:1110,0.0,0.0,0.0,4.72,5.79,0.0
20220202:1210,234.94,286.01,21.69,5.27,6.14,0.0
20220202:1310,162.65,204.0,18.91,5.48,5.93,0.0
20220202:1410,120.89,164.0,13.95,5.59,5.59,0.0
20220202:1510,45.91,92.01,7.26,5.2,4.55,0.0
20220202:1610,0.0,0.0,0.0,4.42,3.79,0.0
20220202:1710,0.0,0.0,0.0,3.83,3.38,0.0
20220202:1810,0.0,0.0,0.0,3.46,2.9,0.0
20220202:1910,0.0,0.0,0.0,2.68,2.21,0.0
20220202:2010,0.0,0.0,0.0,1.99,1.79,0.0
20220202:2110,0.0,0.0,0.0,1.26,1.93,0.0
20220202:2210,0.0,0.0,0.0,0.86,2.0,0.0
20220202:2310,0.0,0.0,0.0,0.64,1.79,0.0
20220203:0010,0.0,0.0,0.0,0.91,1.86,0.0
20220203:0110,0.0,0.0,0.0,1.18,2.07,0.0
20220203:0210,0.0,0.0,0.0,1.48,2.14,0.0
20220203:0310,0.0,0.0,0.0,2.19,2.28,0.0
20220203:0410,0.0,0.0,0.0,2.82,2.48,0.0
20220203:0510,0.0,0.0,0.0,3.3,2.62,0.0
20220203:0610,0.0,0.0,0.0,3.59,2.69,0.0
20220203:0710,0.0,0.0,0.0,3.93,2.76,0.0
20220203:0810,48.17,74.0,9.26,4.32,2.69,0.0
20220203:0910,106.18,140.0,15.59,4.72,2.62,0.0
20220203:1010,50.71,74.0,20.07,5.32,3.1,0.0
20220203:1110,52.29,76.0,22.28,5.91,3.59,0.0
20220203:1210,35.45,56.0,21.98,6.19,3.52,0.0
20220203:1310,40.39,62.0,19.2,6.31,3.59,0.0
20220203:1410,19.52,36.0,14.23,6.12,2.9,0.0
20220203:1510,15.77,31.0,7.53,5.93,2.83,0.0
20220203:1610,0.0,0.0,0.0,5.64,2.83,0.0
20220203:1710,0.0,0.0,0.0,5.36,2.83,0.0
20220203:1810,0.0,0.0,0.0,5.12,2.76,0.0
20220203:1910,0.0,0.0,0.0,5.24,2.69,0.0
20220203:2010,0.0,0.0,0.0,4.95,2.76,0.0
20220203:2110,0.0,0.0,0.0,4.65,2.9,0.0
20220203:2210,0.0,0.0,0.0,4.3,2.9,0.0
20220203:2310,0.0,0.0,0.0,4.01,2.83,0.0
20220204:0010,0.0,0.0,0.0,3.73,2.83,0.0
20220204:0110,0.0,0.0,0.0,3.58,2.76,0.0
20220204:0210,0.0,0.0,0.0,3.51,2.69,0.0
20220204:0310,0.0,0.0,0.0,3.5,2.55,0.0
20220204:0410,0.0,0.0,0.0,3.49,2.62,0.0
20220204:0510,0.0,0.0,0.0,3.61,2.76,0.0
20220204:0610,0.0,0.0,0.0,3.79,3.24,0.0
20220204:0710,0.0,1.0,1.77,3.94,3.45,0.0
20220204:0810,54.14,82.0,9.5,4.1,3.86,0.0
20220204:0910,57.89,82.0,15.85,4.46,4.76,0.0
20220204:1010,91.97,121.0,20.35,4.7,4.14,0.0
20220204:1110,76.83,104.0,22.58,5.33,4.69,0.0
20220204:1210,90.85,120.0,22.28,5.87,5.86,0.0
20220204:1310,86.28,115.0,19.49,5.83,4.76,0.0
20220204:1410,18.81,35.0,14.51,5.78,5.24,0.0
20220204:1510,31.01,52.0,7.8,5.73,5.17,0.0
20220204:1610,0.0,0.0,0.0,5.7,5.38,0.0
20220204:1710,0.0,0.0,0.0,5.68,5.59,0.0
20220204:1810,0.0,0.0,0.0,5.55,5.66,0.0
20220204:1910,0.0,0.0,0.0,4.98,5.86,0.0
20220204:2010,0.0,0.0,0.0,4.7,7.03,0.0
20220204:2110,0.0,0.0,0.0,2.98,5.93,0.0
20220204:2210,0.0,0.0,0.0,1.71,4.41,0.0
20220204:2310,0.0,0.0,0.0,1.44,4.21,0.0
20220205:0010,0.0,0.0,0.0,1.4,4.21,0.0
20220205:0110,0.0,0.0,0.0,1.57,4.28,0.0
20220205:0210,0.0,0.0,0.0,1.69,4.41,0.0
20220205:0310,0.0,0.0,0.0,1.64,4.34,0.0
20220205:0410,0.0,0.0,0.0,1.57,4.34,0.0
20220205:0510,0.0,0.0,0.0,1.36,4.34,0.0
20220205:0610,0.0,0.0,0.0,1.37,4.41,0.0
20220205:0710,0.18,6.0,2.0,1.53,4.41,0.0
20220205:0810,78.19,123.01,9.75,1.8,4.0,0.0
20220205:0910,116.83,150.0,16.12,2.16,5.45,0.0
20220205:1010,172.3,211.0,20.64,3.0,5.59,0.0
20220205:1110,333.3,401.02,22.88,3.72,5.86,0.0
20220205:1210,142.55,177.0,22.58,4.14,5.79,0.0
20220205:1310,209.64,259.01,19.79,4.65,6.0,0.0
20220205:1410,101.94,135.0,14.8,4.4,5.24,0.0
20220205:1510,56.27,103.01,8.07,4.13,4.69,0.0
20220205:1610,0.0,0.0,0.0,3.61,4.83,0.0
20220205:1710,0.0,0.0,0.0,3.07,4.76,0.0
20220205:1810,0.0,0.0,0.0,2.68,4.83,0.0
20220205:1910,0.0,0.0,0.0,2.3,5.03,0.0
20220205:2010,0.0,0.0,0.0,2.24,5.31,0.0
20220205:2110,0.0,0.0,0.0,2.27,5.38,0.0
20220205:2210,0.0,0.0,0.0,2.22,5.45,0.0
20220205:2310,0.0,0.0,0.0,2.11,5.59,0.0
20220206:0010,0.0,0.0,0.0,2.11,5.66,0.0
20220206:0110,0.0,0.0,0.0,2.1,5.86,0.0
20220206:0210,0.0,0.0,0.0,2.43,6.07,0.0
20220206:0310,0.0,0.0,0.0,2.62,6.41,0.0
20220206:0410,0.0,0.0,0.0,2.83,6.62,0.0
20220206:0510,0.0,0.0,0.0,3.0,6.62,0.0
20220206:0610,0.0,0.0,0.0,3.08,6.69,0.0
20220206:0710,0.17,6.0,2.24,3.17,6.83,0.0
20220206:0810,26.15,44.0,10.0,3.46,6.83,0.0
20220206:0910,90.25,119.0,16.39,3.53,6.69,0.0
20220206:1010,139.02,173.0,20.93,3.63,6.76,0.0
20220206:1110,101.74,131.0,23.18,3.66,6.76,0.0
20220206:1210,129.7,162.0,22.89,3.49,6.76,0.0
20220206:1310,112.49,143.0,20.09,2.88,5.79,0.0
20220206:1410,60.16,84.0,15.09,2.32,5.79,0.0
20220206:1510,43.38,69.0,8.35,2.93,6.83,0.0
20220206:1610,0.0,0.0,0.0,3.78,6.21,0.0
20220206:1710,0.0,0.0,0.0,4.38,5.52,0.0
20220206:1810,0.0,0.0,0.0,4.42,5.24,0.0
20220206:1910,0.0,0.0,0.0,3.47,5.03,0.0
20220206:2010,0.0,0.0,0.0,3.32,4.21,0.0
20220206:2110,0.0,0.0,0.0,3.13,4.34,0.0
20220206:2210,0.0,0.0,0.0,2.66,5.03,0.0
20220206:2310,0.0,0.0,0.0,2.25,5.1,0.0
20220207:0010,0.0,0.0,0.0,1.54,5.1,0.0
20220207:0110,0.0,0.0,0.0,1.09,4.69,0.0
20220207:0210,0.0,0.0,0.0,0.79,4.9,0.0
