,horizon,MAE,RMSE,R2
0,1,10.600795259032688,16.42554138026717,0.8500953685499372
1,2,19.34718982986045,28.395104903981682,0.5519173145013374
2,3,26.562859873829098,37.68698728258568,0.21053311839769373
3,4,32.70913783215446,44.7488959012574,-0.11319201914592214
4,5,37.799875740776145,50.07778781077141,-0.39424709667911784
5,6,41.845476964251574,53.99563110986295,-0.6211158788289597
6,7,44.92699483846301,56.71543671915357,-0.7888919676481985
7,8,47.13890269546932,58.38667846631136,-0.896533418049954
8,9,48.22620340279105,59.14631292460277,-0.9469389531401542
9,10,48.57268208755496,59.165788966091874,-0.9490222617581954
10,11,48.62329764863315,58.93106857778951,-0.9345031534833546
11,12,48.72710189256356,58.902819071832724,-0.9335729795403089
12,13,48.950684381571406,59.350726125200914,-0.9640170233220922
13,14,49.12209520168228,59.95539077805484,-1.0051673942997619
14,15,49.042506212961186,60.29842721801744,-1.0290519819012678
15,16,48.293041483463966,59.968858937671726,-1.0076690947088576
16,17,46.65573312942076,58.77928625071075,-0.928689717361441
17,18,44.16977633339706,56.63040311686258,-0.7896182869764896
18,19,40.88074746702351,53.42960082082838,-0.5925830339686262
19,20,36.8043911298031,49.12825030737604,-0.3460637192442948
20,21,32.0472796788377,43.6399085073373,-0.06188865290655787
21,22,26.90893137067482,37.16628899860381,0.22980935299439542
22,23,21.957333205887974,30.954295568879477,0.4657297559653645
23,24,19.830055438730646,28.286305875734005,0.5538766466285651
