,horizon,MAE,RMSE,R2
0,1,12.551909768686677,21.853864032706152,0.797666793840295
1,2,23.041739629134007,36.57167948920915,0.43335628020274586
2,3,31.232316956604855,46.66104992454814,0.0775569655549786
3,4,37.41497610399541,54.096536702773896,-0.23985177879157438
4,5,41.84737335117568,59.40890738240883,-0.4953178985240627
5,6,44.75086216784553,62.81657919707629,-0.6717795740435808
6,7,46.2589676926018,64.38230536566743,-0.7562799858984148
7,8,46.4664041292296,64.37569204569434,-0.7566306351505023
8,9,45.99222519594723,63.23516755700527,-0.695731734984327
9,10,44.93424966545594,61.44553869330668,-0.6019471855482932
10,11,43.75647486140317,59.63858881060322,-0.5099159032936629
11,12,43.475402408717265,58.8951661027418,-0.47330385971122135
12,13,44.626910724526866,60.40889396237293,-0.550770541886735
13,14,46.259342381953736,62.89024266697309,-0.6809611712101591
14,15,47.71276237813038,65.25590936910903,-0.8098005823121337
15,16,48.63977059835596,66.86828111982324,-0.9003752778182017
16,17,48.65257694513477,67.33080125761713,-0.9269705453558021
17,18,47.519051806537945,66.41981997081199,-0.8755877345771035
18,19,45.20744025998853,63.97665877802562,-0.7403003187850425
19,20,41.784792582680176,59.93728544601728,-0.5275190413035888
20,21,37.24561842859874,54.40389141565266,-0.2584949749945544
21,22,31.952726056203407,47.71237708867302,0.032042057696942794
22,23,26.756191932708855,40.79916262011724,0.29220558294233956
23,24,24.330955840183517,37.4893842859897,0.4023967076451209
