,horizon,MAE,RMSE,R2
0,1,12.297774804052763,20.978680448009726,0.7819590903544456
1,2,22.327254826992927,35.214421835918365,0.385395818536331
2,3,30.24326323838654,45.1871681732829,-0.012129868143033073
3,4,36.28699675014337,52.49862964265562,-0.36627113050982274
4,5,40.578640795259034,57.60104330123001,-0.6447942363478194
5,6,43.338002294016434,60.81890905077592,-0.833740739460268
6,7,44.72691263620723,62.289392599654974,-0.9236581435092837
7,8,44.88034410246607,62.229510798825466,-0.921001739475114
8,9,44.36343337793921,61.048802140446675,-0.8498075110824592
9,10,43.34048556681322,59.39030155498302,-0.751749321856207
10,11,42.29887975530492,57.84434261422462,-0.662783111732558
11,12,41.96510036321928,57.274308735587205,-0.6312012914452161
12,13,42.893882622825465,58.45891997465679,-0.7003856757259816
13,14,44.31087172624737,60.530367040254355,-0.8232006101329836
14,15,45.65950869814567,62.60834161012677,-0.9505652489979026
15,16,46.46650162492831,64.06709508704427,-1.0425679464727522
16,17,46.520170139552675,64.45056734448947,-1.067203036043793
17,18,45.43014337602753,63.49912212230935,-1.0071717194808376
18,19,43.148071114509655,61.05497098244324,-0.8557548219857221
19,20,39.71956604855668,57.02924086912083,-0.6191569255162359
20,21,35.19824125406232,51.45051904126675,-0.31787175097238274
21,22,29.941672720321165,44.71149501680026,0.00473889359444124
22,23,24.919762951634485,37.86298609713624,0.2862577315402268
23,24,22.554415981647868,34.71191544481827,0.4001067302078817
