actual_price,predicted_price,actual_P,predicted_P
121.84,106.8723,0.0,-1.3230066
117.47,106.21194,0.0,-1.3230066
115.08,104.13636,0.0,-1.6137735
106.53,102.015785,0.0,4.960653
104.42,96.237274,0.0,4.960653
106.45,103.34943,0.0,4.960653
122.0,112.332535,131.0,102.634636
140.46,123.02542,865.0,984.09186
124.4,127.22294,2339.0,1946.5764
85.26,101.12847,3806.0,3617.6792
34.4,71.174576,4907.0,4760.498
5.83,27.011885,5021.0,5446.953
5.48,8.374966,3996.0,5205.4546
6.72,13.468675,3910.0,4114.758
5.12,12.899031,3595.0,3770.74
3.35,17.898666,3340.0,3365.401
9.92,25.604626,3189.0,2885.9775
45.22,33.24183,3355.0,2537.4346
90.76,74.93017,2130.0,2190.464
143.72,117.920456,765.0,1003.6422
165.55,178.551,113.0,93.018654
251.65,202.48534,0.0,6.992431
153.71,197.12936,0.0,-2.3603113
121.36,127.5317,0.0,-2.0027514
131.53,111.203026,0.0,-1.6824621
119.95,116.718155,0.0,-1.6824621
97.11,105.46185,0.0,-1.6824621
88.57,94.4042,0.0,4.960653
87.58,88.11845,0.0,4.960653
93.67,88.47852,0.0,4.960653
98.87,105.78064,135.0,102.634636
101.45,115.14582,871.0,976.444
112.12,105.33949,2309.0,1972.5804
48.4,93.81234,3723.0,3447.1309
31.41,46.023956,4802.0,4699.7363
12.78,28.020021,4838.0,5397.4062
12.1,16.597233,4091.0,5055.769
9.53,20.173101,3888.0,4193.6875
9.69,15.131684,3741.0,3780.1365
18.5,21.283264,3728.0,3480.0986
51.48,41.074593,4255.0,3069.1558
86.33,68.3899,3227.0,3278.5662
117.59,99.99058,1893.0,2125.0522
121.39,137.2924,666.0,808.79803
213.95,150.20004,115.0,94.814384
339.78,235.23416,0.0,6.992431
248.01,248.06728,0.0,-4.56645
156.36,183.82898,0.0,-10.0039015
128.71,128.92416,0.0,-2.3603113
120.77,113.22724,0.0,-6.2539415
108.77,106.51044,0.0,-6.2539415
100.02,101.06013,0.0,3.969274
98.19,93.34883,0.0,4.3268332
101.21,93.40526,0.0,4.3268332
106.97,105.81372,163.0,89.01353
111.48,111.07444,856.0,976.25903
127.78,106.86795,2096.0,1888.4974
101.93,99.97168,3523.0,3367.4207
79.51,83.19996,4463.0,4403.8296
66.34,65.18328,5081.0,5151.6196
48.97,57.274406,4433.0,5242.5684
20.41,52.438972,4689.0,4435.833
12.27,26.175007,4513.0,4332.349
8.52,26.28111,4311.0,4073.5112
23.54,30.965115,3599.0,3629.2395
79.07,46.284252,2651.0,2745.1511
98.84,95.848114,1481.0,1595.9656
138.32,120.593575,514.0,537.04
175.51,178.53143,69.0,73.1991
262.51,219.15932,0.0,6.7016644
135.53,226.27727,0.0,-2.6510787
118.68,120.68029,0.0,-2.3603113
117.87,109.437836,0.0,-2.3603113
103.57,104.37343,0.0,-2.3603113
120.2,94.57193,0.0,-2.6510787
108.37,107.32434,0.0,3.9920363
102.2,102.671234,0.0,3.9920363
108.5,98.12985,0.0,3.9920363
98.25,111.568245,153.0,103.43708
107.69,103.10273,846.0,843.3726
98.9,109.71077,2093.0,1832.3217
67.34,85.63646,3478.0,2994.8997
8.44,58.214417,4382.0,4142.459
0.04,9.355617,4256.0,4973.8306
1.98,3.3699942,4162.0,4479.716
12.73,10.1641245,4242.0,4213.5107
28.47,22.434732,4336.0,4034.1638
24.7,30.52771,3986.0,3856.775
42.08,41.946762,3780.0,3333.7297
82.1,60.119503,2607.0,2818.756
138.02,95.47615,1621.0,1441.7789
209.72,153.95581,711.0,589.3406
146.92,207.57874,132.0,82.78592
190.2,184.31898,0.0,6.992431
136.97,146.88475,0.0,-2.3603113
125.37,110.44588,0.0,-2.3603113
109.17,106.22615,0.0,-2.6510787
103.83,102.48975,0.0,-2.6510787
99.5,96.91774,0.0,-2.3603113
96.12,92.24919,0.0,3.969274
96.25,90.58241,0.0,3.6785052
91.51,90.91205,0.0,3.969274
90.21,89.55159,149.0,105.231026
81.23,86.917534,868.0,825.8385
80.58,73.72945,2163.0,1857.7184
73.7,62.218437,3553.0,3099.8274
59.48,56.075237,4409.0,4195.6797
13.71,45.828815,4366.0,4840.726
9.44,12.139692,3355.0,4552.849
1.19,9.451694,3333.0,3414.5398
0.04,5.692655,3273.0,3236.2017
0.04,6.0884743,3111.0,2933.4343
0.04,20.46605,3028.0,2617.9907
5.09,23.889883,3125.0,2216.2336
89.21,49.18316,2008.0,1961.365
135.63,135.25745,792.0,826.5565
182.64,149.54721,133.0,123.49631
143.86,191.44281,0.0,6.992431
120.44,123.459656,0.0,-2.3603113
123.32,110.0079,0.0,-2.3603113
118.45,109.83633,0.0,-2.3603113
96.01,106.12452,0.0,-2.3603113
88.63,90.59963,0.0,-2.3603113
86.39,85.19226,0.0,3.969274
84.11,82.42839,0.0,3.969274
78.96,77.43185,0.0,3.969274
65.93,75.677795,148.0,101.66602
45.44,62.420933,850.0,981.39417
4.01,41.394447,2023.0,1898.8535
0.0,2.0255907,2361.0,3163.0405
0.0,-0.5695145,2564.0,3215.2021
0.0,-3.615468,2728.0,3279.113
0.0,-2.7904944,2905.0,3038.4094
0.0,1.6194922,2987.0,2997.529
0.0,2.04914,2772.0,2848.1362
0.0,6.1519547,2644.0,2452.8767
0.59,20.410522,2551.0,2136.6692
14.45,20.008354,2491.0,2020.4061
91.58,41.596928,2006.0,1601.0822
157.8,111.71334,761.0,817.4226
151.36,182.02711,124.0,128.90337
177.62,161.52538,0.0,6.7016644
159.02,138.7116,0.0,-7.7605324
124.71,124.769684,0.0,-6.2539415
100.94,106.2678,0.0,-10.0039015
99.12,93.79984,0.0,-6.2539415
94.51,88.47074,0.0,-2.3603113
87.49,86.89017,0.0,4.0379624
85.21,80.997826,0.0,3.7471936
87.33,81.45808,0.0,4.0607247
91.81,94.77043,154.0,117.57078
93.32,101.7327,862.0,974.24115
89.91,96.67074,2217.0,1846.2109
63.08,84.88614,3307.0,3284.3308
16.3,63.107594,3450.0,4015.3826
9.85,26.101616,3518.0,3954.2798
