actual_price,predicted_price,actual_P,predicted_P
100.27,98.104805,53.6,0.89181024
99.24,103.04032,53.48,52.342873
99.71,100.95737,53.4925,52.342873
100.15,103.51102,67.32,57.16753
104.98,108.67486,781.6225000000001,661.11615
116.99,111.633385,4595.7175,4323.397
113.9,114.69996,13250.7075,11691.066
102.32,97.13241,25089.0775,22534.996
73.78,81.64424,35554.555,33643.67
18.61,56.70567,43864.9775,41076.066
1.16,9.569478,49592.965,43377.594
-3.2,-4.4387975,52466.205,42877.27
-4.6,-8.598988,52378.7275,42239.375
-3.94,-5.004077,51095.88,40684.016
-1.91,4.64599,47560.3875,38550.457
20.99,14.304577,40888.825,35727.574
77.39,44.655785,31476.4075,34046.03
108.77,95.05006,19763.04,23843.523
141.03,129.00656,8734.5275,10866.668
212.38,149.22076,2732.625,2941.136
189.35,194.32019,326.4125,409.85846
141.49,163.06226,68.1975,17.553177
120.46,125.657394,77.0025,-11.648778
116.43,107.42017,67.0275,0.89181024
109.66,103.92655,54.9575,5.462959
106.19,104.35705,56.807500000000005,57.47998
104.78,103.79278,53.885,57.47998
105.92,101.83423,68.675,66.64867
102.93,102.20116,830.9525,687.61896
101.13,101.404594,4717.745,4675.632
89.92,90.80154,13270.7175,12249.955
71.96,74.51672,24920.9875,22449.252
20.44,53.71761,34983.2025,33836.867
-0.45,6.9906454,41777.7075,40827.066
-1.01,-10.186127,44086.72,43862.3
-12.37,-11.45007,44680.2725,42811.344
-24.12,-20.682898,45415.7325,41923.668
-22.49,-20.497633,45315.26,40550.17
-5.18,-11.117962,43111.8,38596.023
-1.32,16.197609,39277.0975,35953.89
50.43,31.207832,30979.065,31245.656
99.33,79.88081,19574.8525,22891.426
127.34,130.44556,8794.7475,10428.571
156.97,162.5899,2809.935,2651.5835
161.8,161.07954,340.65000000000003,370.93008
135.71,144.7075,77.58500000000001,-3.0399528
116.5,124.01723,56.2875,-19.07335
108.33,110.348305,59.665,-11.127749
98.86,103.23864,56.9325,-14.045777
93.3,99.371994,55.53,67.365074
88.1,93.99087,53.4075,67.365074
87.04,90.05361,67.0175,66.64867
84.48,90.68623,777.3475,772.68854
67.14,81.15801,4536.5425,4519.289
32.23,58.053043,13151.6775,11747.51
9.8,19.330227,24422.8175,20315.693
1.4,-1.1131979,32858.3675,32465.291
-6.32,-10.625717,38601.4075,38203.0
-24.8,-15.327421,42516.65,42412.215
-60.83,-26.815489,44549.3925,42821.94
-95.27,-58.232273,44041.775,41956.496
-79.2,-52.036083,41987.6525,40033.53
-33.28,-39.538235,37581.4375,38307.234
-1.21,-23.5496,31449.9125,31918.695
4.68,26.909294,23817.33,24469.232
68.18,43.363213,15389.7125,16075.506
108.78,99.95662,7292.67,7557.472
122.83,136.5855,2442.735,2092.5828
134.29,129.4723,248.21,153.18942
122.63,127.29416,78.0,-115.92051
104.93,116.24421,66.12,-104.613396
77.3,101.85931,56.8375,-104.51281
70.29,75.67121,55.2375,-76.4408
67.01,74.20263,53.48,-33.220367
64.77,73.35296,52.755,27.40028
69.65,71.768166,63.01,55.37114
79.24,81.4783,642.3725,423.4109
92.36,95.97129,3317.67,4051.8752
99.18,103.579094,8648.8525,10112.226
85.34,94.90157,16747.7375,16090.937
43.02,71.78488,24773.465,24314.986
12.41,35.571285,29273.975,30008.895
-2.47,11.012274,31125.425000000003,32757.43
-6.59,-4.31388,30786.145,32142.266
