actual_price,actual_P,hour,day_of_week,month,is_weekend,cloud_cover,predicted_price_h1,predicted_price_h2,predicted_price_h3,predicted_price_h4,predicted_price_h5,predicted_price_h6,predicted_price_h7,predicted_price_h8,predicted_price_h9,predicted_price_h10,predicted_price_h11,predicted_price_h12,predicted_price_h13,predicted_price_h14,predicted_price_h15,predicted_price_h16,predicted_price_h17,predicted_price_h18,predicted_price_h19,predicted_price_h20,predicted_price_h21,predicted_price_h22,predicted_price_h23,predicted_price_h24,predicted_P_h1,predicted_P_h2,predicted_P_h3,predicted_P_h4,predicted_P_h5,predicted_P_h6,predicted_P_h7,predicted_P_h8,predicted_P_h9,predicted_P_h10,predicted_P_h11,predicted_P_h12,predicted_P_h13,predicted_P_h14,predicted_P_h15,predicted_P_h16,predicted_P_h17,predicted_P_h18,predicted_P_h19,predicted_P_h20,predicted_P_h21,predicted_P_h22,predicted_P_h23,predicted_P_h24
36.39,0.51,22,2,6,0,8,32.757175,29.466713,25.965378,26.749552,28.222057,39.2135,56.904537,62.73293,50.864937,42.679905,38.86164,31.42753,29.322657,28.436369,26.428434,31.879366,42.92955,44.743847,45.728706,41.919144,40.008995,34.505795,29.177704,28.660261,1.1946375,4.8395495,7.7701397,20.521166,23.946459,60.78761,141.30405,286.9464,462.26114,620.0825,754.36005,822.8565,814.61365,773.706,674.58014,510.93835,352.29944,276.86182,133.41212,61.77168,27.580408,6.6672993,0.34432822,-1.0534897
34.19,0.47,23,2,6,0,17,32.117188,29.68463,26.70741,32.81861,43.695713,62.951965,70.73018,64.09046,56.171894,46.813885,43.046318,37.028854,34.43494,32.55821,31.679705,39.84923,48.721233,53.20879,49.77623,44.81599,38.807423,32.89163,32.179195,30.736015,1.0026432,4.4599643,7.9563026,17.643856,37.23646,105.09722,215.54034,413.42084,590.87604,725.3502,799.2851,821.81134,791.9555,703.74457,557.80994,384.29562,270.79202,163.7415,83.38797,39.230755,18.850744,5.318818,0.69505197,-0.9960904
31.67,0.47,0,3,6,0,80,31.819437,34.195286,40.63022,49.612972,65.54664,68.72091,60.23364,54.65341,49.470592,43.21406,41.757416,42.580223,42.881447,49.75464,60.857025,67.299355,69.91964,61.99382,50.989494,36.912334,29.99991,28.397865,29.278511,29.719452,8.155539,42.72301,99.00829,193.85133,326.93765,433.82202,512.33026,600.3921,694.5909,740.5231,738.35645,681.772,572.3166,432.59482,265.3472,104.84183,52.635857,21.34933,13.235322,5.684759,0.900264,-0.42881888,-0.8415797,1.9394374
33.98,0.81,1,3,6,0,81,33.902466,40.168755,55.67851,67.286415,70.105835,62.062477,56.842934,54.291214,49.092434,41.44977,43.475124,44.89012,51.88037,64.924835,72.35218,70.14173,71.332954,59.091644,45.72391,31.390667,26.686739,24.703905,25.412796,25.957441,13.805279,51.448296,123.76424,240.76405,370.59055,504.87363,599.58356,666.8368,714.2902,724.0518,677.01245,558.4481,430.15454,263.46054,112.35222,55.007465,37.876728,22.800102,12.126871,5.7459655,1.4141635,1.1561263,-0.6673813,2.06814
34.69,11.19,2,3,6,0,33,42.42555,64.397,72.281044,71.074684,72.41353,65.35926,49.64585,45.958496,41.661945,37.853188,40.567772,46.86441,59.624638,65.56065,62.04748,63.258335,56.222145,43.36903,34.559196,27.754255,26.768173,24.014935,25.00661,26.42019,32.688187,87.35995,188.21796,310.69934,447.57605,545.0726,625.3366,666.67737,679.532,636.33307,547.3158,405.55487,250.3268,126.79389,61.250053,17.880667,15.851366,18.343195,14.293463,7.8738775,0.043677136,-1.1706111,-0.9555909,6.6225266
35.88,58.13,3,3,6,0,11,48.34974,58.04597,64.52673,58.97522,45.719147,37.46539,32.847675,28.360338,28.418554,33.71105,39.82453,47.977566,57.82293,62.09791,61.381138,48.837265,42.25616,34.53602,31.479578,26.838821,25.141584,23.866287,26.312344,27.619041,92.344406,190.59271,315.58893,432.7092,568.35345,663.1068,712.92426,719.02765,693.6494,604.4018,384.49942,246.64977,104.463165,35.656944,5.261735,2.6230986,10.333181,17.301008,8.498087,2.0635164,4.3811665,4.6767,12.311127,35.066757
36.65,170.22,4,3,6,0,0,46.299862,57.43342,50.088665,41.384262,31.04397,24.262835,24.50564,24.555323,28.119667,33.862766,41.218933,50.746265,57.30292,53.677933,42.83978,39.14313,33.717827,27.050886,25.741745,28.153557,26.058401,27.277534,31.218388,37.39907,181.57362,293.96536,492.6463,627.00226,750.042,804.2032,731.6177,694.95404,646.3146,442.54254,248.16316,139.36877,58.950718,19.305576,2.913804,3.8083098,7.7849073,9.754323,7.9429364,2.0085,7.6257725,23.46229,55.138905,97.445786
41.45,352.32,5,3,6,0,0,47.977276,41.22403,36.948677,35.792477,34.238808,30.368078,27.839447,31.361277,40.163532,49.161686,56.649826,58.02275,54.889656,49.461353,39.568043,34.006054,28.727585,26.944218,26.367891,26.911253,29.71367,35.226654,34.524933,39.64402,397.26672,556.6619,718.4705,754.4774,826.24585,758.3345,666.43164,575.36127,426.22726,253.79616,112.36958,48.659725,22.057137,16.57384,4.820126,6.9840035,14.5185795,18.142384,5.2035203,25.424992,28.05436,58.49401,140.08371,221.20319
50.35,567.03,6,3,6,0,8,46.346363,38.37668,32.44872,29.932161,29.41411,26.231876,28.989998,34.976933,47.013226,51.734707,57.910133,52.54637,44.43976,34.79651,27.916872,26.453234,24.511694,22.745699,25.388517,24.847034,28.2995,32.58608,38.64392,38.88045,630.2779,742.7356,812.49225,807.8326,787.6147,711.55096,566.4772,477.64404,288.66647,154.08513,54.29218,32.75002,19.42646,24.362782,11.6995,12.562482,20.613186,19.830288,32.39937,43.997837,91.86089,176.75008,283.30942,376.69113
47.7,774.89,7,3,6,0,89,42.58124,36.17463,32.452404,29.002752,28.699104,27.685255,34.521618,39.60126,53.873543,54.575172,54.32475,43.418266,38.193348,34.048386,31.160812,29.787144,26.932423,28.395775,29.825453,29.181208,34.350357,40.94744,35.465687,33.062122,805.2158,882.3278,827.67285,787.89746,675.6776,570.7647,410.584,273.77194,152.85129,61.0552,30.50305,26.53588,22.903227,30.404045,11.78339,20.831186,31.268219,39.88223,76.15634,105.19258,216.79259,364.1642,487.5237,579.797
35.51,920.25,8,3,6,0,39,29.54931,24.456547,20.490873,15.777515,16.25534,21.013206,36.74315,47.034115,42.067665,39.690697,36.645824,26.932386,20.727,18.79215,14.788638,14.790986,16.537653,20.543333,23.471245,29.24172,37.0716,42.270004,33.58342,20.947433,948.38135,963.0229,915.93823,793.86475,618.9976,452.98843,304.63025,168.50983,83.51369,35.402977,24.305681,26.389917,28.037527,25.196482,13.247941,16.387705,39.2674,61.115993,91.64998,155.08377,310.47015,419.99768,551.5871,644.2715
32.12,1027.85,9,3,6,0,7,27.04558,21.453753,18.404644,19.616224,23.08423,32.630814,43.027576,38.789597,31.744781,28.15224,28.702314,19.94028,17.516449,12.389765,10.559175,8.347938,11.969468,14.216519,21.27018,28.652,34.679535,30.356647,23.900686,19.664833,1008.556,952.36096,899.7801,770.41266,563.29456,346.53543,177.40886,79.021866,36.29176,19.748428,23.133055,19.035925,14.483858,9.993397,15.104892,25.472029,37.480774,51.896,48.06881,167.91551,300.26193,438.66144,541.5827,577.30524
24.01,1076.42,10,3,6,0,0,19.381554,16.686092,17.785328,22.808691,32.143433,41.54812,42.59426,37.680447,29.551397,25.523146,19.668886,13.876197,11.8305645,7.160476,5.6869006,7.3795323,15.645436,24.861208,32.932186,37.863827,35.97016,32.13499,22.686785,16.892225,957.2612,874.369,781.9727,589.7286,377.03577,196.45891,93.89315,52.016994,55.74681,42.134933,37.401012,30.072552,25.442968,15.6568,16.749067,23.621346,29.796913,94.09737,163.12576,297.63678,405.04074,530.5735,561.9887,566.5513
29.06,1071.89,11,3,6,0,0,24.486485,26.318754,30.389042,38.48033,47.317,43.853256,40.20208,31.646154,24.9297,19.608593,18.950035,16.979456,15.93428,13.6512785,15.124337,19.99831,27.203592,31.049042,39.41593,31.632387,26.105402,22.546906,20.471529,19.906513,901.21423,769.9405,625.4236,418.67282,224.7433,95.20614,46.494858,39.968815,39.066933,32.161304,26.98931,21.767754,15.137632,13.56632,19.094416,32.158245,79.12854,186.22821,315.46854,483.73563,570.9035,626.29987,629.6172,582.6702
33.19,1028.28,12,3,6,0,29,30.367092,35.037426,45.45304,52.344803,49.189686,47.042793,40.96802,36.259705,29.17367,23.376337,23.129463,21.725847,20.578835,18.819504,24.644985,36.222534,44.20409,47.636417,44.868725,37.015842,33.203884,28.947973,22.430185,21.181791,799.78424,621.98914,429.82556,249.38605,96.85331,22.428024,18.392069,11.501994,4.5403943,5.7930646,6.5540457,5.6680303,9.722282,10.90873,23.441862,66.104866,164.37808,328.96677,480.83582,599.94434,657.1688,655.0156,651.7357,616.32153
36.64,908.89,13,3,6,0,68,37.05342,47.155922,54.006153,55.384365,52.887268,47.173748,41.49455,35.950985,26.994486,22.651983,20.881287,21.622196,21.763964,26.226343,36.57134,49.68348,50.3901,48.31838,41.157703,34.28902,30.137453,27.07927,22.978474,21.934303,689.123,475.306,305.9664,139.2989,55.958908,23.64784,15.193093,15.667574,5.6109405,5.1149096,7.332133,5.485687,9.771312,14.507908,59.058258,160.0353,316.1446,506.094,655.3931,766.53687,826.48956,799.2885,780.89703,703.99243
29.61,715.55,14,3,6,0,56,38.40506,46.82677,49.62885,47.60772,37.04393,32.952484,26.21696,22.659887,19.369005,17.185875,15.746524,18.902876,19.29524,32.841038,39.52801,48.848343,44.380573,39.47718,33.8637,27.527729,22.100615,20.424726,21.633146,21.912498,525.3095,355.8743,186.68503,98.05622,36.198635,22.467892,11.478496,16.886953,21.275837,18.270153,18.910774,11.600207,20.241146,56.0013,149.43723,297.30307,493.15503,663.84204,817.50366,890.7551,910.1369,848.2083,808.2225,672.2258
45.52,483.0,15,3,6,0,60,55.237003,59.64407,52.129993,45.901802,39.65541,33.09963,27.077787,21.451817,18.49826,17.399591,20.312147,27.598902,35.9722,44.41876,50.863327,57.92355,44.425106,33.058117,23.840729,20.149557,15.202415,18.295618,21.759642,28.314322,362.73615,211.98013,96.96878,46.484367,29.00005,19.76737,18.967184,25.936373,19.341331,15.817946,11.784542,11.543684,52.071377,141.62137,286.36276,462.48877,622.8041,729.8237,791.6653,839.86426,832.10876,776.4218,656.6659,480.96255
41.88,288.57,16,3,6,0,72,44.95833,43.150322,36.305595,34.576523,25.964266,22.434408,18.265778,18.07975,19.96166,22.8799,26.020903,29.869862,40.838295,45.45965,47.531532,42.63681,30.48836,24.349985,18.561882,21.733723,22.97758,30.829964,36.527077,39.471085,196.79597,81.59455,28.394003,8.835237,7.59963,6.6651635,0.8691914,7.105754,8.412473,4.5531015,15.071726,18.485615,114.254974,279.05722,443.58652,574.22955,689.5626,812.57513,854.7484,885.5821,791.6828,638.60144,478.9305,341.76642
47.77,128.74,17,3,6,0,70,48.56483,45.538105,39.84246,32.712612,28.020432,23.796904,18.824516,16.37123,19.67106,21.805407,32.04654,43.38076,47.393982,51.260212,43.534504,34.687923,28.016886,19.02503,18.556042,22.886316,24.61775,29.251978,41.72755,47.24905,82.81105,31.983467,18.6223,1.8461772,1.5960251,1.8385689,-4.3133745,2.3378649,7.3986487,4.1440954,25.440027,66.84131,220.1721,435.90726,520.08624,648.9417,692.50696,738.7614,750.05914,683.60565,541.565,404.4201,287.32053,160.66655
48.17,39.37,18,3,6,0,93,45.56513,43.373623,35.1569,26.44861,23.808008,20.4151,15.822432,16.071032,19.328955,31.864779,42.68244,48.98185,47.629887,49.701527,42.336716,34.506344,30.48364,25.94178,24.086662,29.195992,33.061314,44.799747,50.336807,48.283096,20.765566,0.3800336,-3.0741334,-1.195796,-6.344628,-7.795721,-11.952064,-8.841113,10.818876,19.71118,55.643215,187.03908,342.2342,522.3335,576.8468,667.7714,692.1884,649.77875,593.2456,440.50183,347.6472,245.9777,138.76617,57.964336
49.47,9.42,19,3,6,0,69,44.40082,41.93849,32.065395,28.744745,26.76338,23.969875,20.991411,19.872643,31.923323,46.841133,52.887867,52.226017,50.11532,47.83185,42.359093,33.52108,30.430378,25.066584,26.470411,37.74013,43.12869,48.79183,52.245934,51.20293,-1.8146877,-5.0550966,-4.610956,0.4254936,1.182934,-6.657521,-13.937159,-7.883217,8.344665,79.60898,165.99496,335.17178,523.90466,607.81494,625.7593,654.68555,611.3442,527.6632,454.74326,345.5393,232.19186,114.854355,45.885323,10.397134
39.51,1.25,20,3,6,0,65,31.988117,26.992476,21.883183,19.01642,18.78771,16.650635,20.321533,31.526402,42.457874,53.520477,49.26225,41.29821,37.589573,37.00082,31.342752,25.904198,25.726227,27.083605,36.40749,45.08669,48.30904,48.95962,46.576546,37.30224,-1.9166768,-1.7764845,1.1132697,-3.3962834,1.8484439,-6.582205,-10.160372,20.331585,57.068573,204.6945,367.72244,531.31854,607.48505,596.57697,621.2491,600.70605,569.19147,486.5961,379.19,237.0071,117.8508,52.965584,15.809565,0.30389085
37.97,0.34,21,3,6,0,98,31.938774,28.916506,23.667295,23.14896,20.496685,21.58052,32.98302,38.32265,47.839397,45.584816,40.617695,36.235863,32.894257,31.92814,26.085623,27.322062,33.07103,31.14652,41.082443,41.251423,40.28457,38.47762,35.860977,30.409447,-1.2737787,1.02761,2.666923,4.7209086,4.7461348,2.2723908,37.14181,131.6962,251.08641,395.70865,517.1529,614.13,677.6038,691.5388,677.2456,607.8222,502.0631,387.5674,242.3084,140.81314,52.699177,21.452066,7.220938,0.34433606
35.16,0.66,22,3,6,0,99,32.274242,29.430199,25.886951,26.262178,27.236773,37.855427,55.21277,62.41251,49.973583,43.89938,39.050022,33.676376,32.052937,31.42463,28.433764,31.849747,40.70816,45.957447,45.522488,40.353065,37.34804,34.87925,30.299541,29.053286,-1.1859593,1.2127793,3.583768,2.3235273,9.943437,27.248903,129.57051,241.74413,387.5709,526.10223,651.8268,709.632,722.28094,708.5373,657.9447,507.62094,317.2525,191.51743,133.48497,41.276516,20.184074,10.461722,6.179604,0.122849844
34.05,0.71,23,3,6,0,99,32.070393,29.457994,25.909735,31.163048,41.3049,58.34915,64.743774,55.768314,49.56141,43.981934,38.4499,33.345367,30.690222,30.831518,28.208242,36.52812,44.58815,47.027798,45.893505,39.69755,32.59189,28.466463,29.085041,28.406004,-0.79785776,0.8554351,4.599138,0.036518857,28.391895,95.49971,193.54152,366.61642,516.93713,629.9744,713.0018,714.2458,693.98505,633.5704,533.1617,388.29404,289.93738,225.51965,127.93681,74.89019,19.760843,5.565768,2.2018554,0.122849844
31.96,0.71,0,4,6,0,100,31.671291,29.933582,30.963902,43.197155,51.20494,50.74256,42.200417,41.85505,35.29081,31.25484,29.9607,23.16624,25.926205,24.550278,35.34089,45.424755,46.0044,40.137447,31.215666,21.299828,16.95797,11.957013,15.817892,17.862503,2.433899,13.310155,39.91165,108.57834,162.74174,301.93283,399.94812,457.80792,571.5054,638.481,668.7132,642.3787,554.02856,426.5896,280.69022,130.07108,69.811165,29.91426,30.014507,21.517542,4.8957357,1.8914125,2.9204307,3.761369
29.56,0.88,1,4,6,0,100,29.322693,30.871933,39.69684,55.227947,58.02312,50.662746,40.370247,38.870205,34.46453,28.417046,25.688974,23.98058,30.914268,33.31167,41.71641,44.163094,44.658794,35.136524,23.596472,17.268879,15.22816,11.957013,16.182865,17.230934,9.375461,30.617489,112.783356,201.87543,307.1105,392.14877,475.7268,545.01,612.02966,633.99316,620.1165,537.0892,423.8583,274.9115,161.98888,66.35505,40.731964,23.37346,21.218878,18.413782,5.1541786,2.3312223,2.9204307,3.8900712
26.94,4.68,2,4,6,0,100,31.218092,45.13148,55.37432,57.888016,53.924076,40.752464,35.031944,28.072296,26.289322,24.483364,21.411346,26.239943,37.67158,40.443027,41.83022,38.318626,34.238987,24.304188,14.909926,13.619492,14.473507,11.255691,10.902284,11.18501,29.820244,86.17909,187.87878,268.06512,367.6524,458.84097,519.8466,565.37,597.93427,569.11743,496.67752,378.35846,252.4131,127.92796,56.91307,25.764292,14.770566,19.663145,15.178924,8.719488,4.2127247,3.6291158,3.5525303,13.055026
26.94,17.46,3,4,6,0,100,37.398613,50.147675,58.00612,58.07863,52.13852,40.403965,35.318466,25.272322,26.636717,28.287642,30.584646,35.76152,46.557693,47.569134,47.283184,35.754944,25.243013,16.980196,12.479188,9.899643,8.908766,8.360593,8.361703,13.307637,89.125916,182.2758,237.44417,339.39313,399.4279,521.5641,571.59674,532.84204,563.5727,480.49005,323.92154,197.95767,107.43812,67.0907,25.364635,24.21508,5.6056423,15.679839,12.922826,13.489908,6.96422,1.4195061,21.848066,64.705124
30.98,35.39,4,4,6,0,100,43.807945,57.715843,52.557472,46.184296,34.848755,27.908283,24.01278,24.712635,27.01085,32.65698,39.16095,44.792847,50.316887,45.85229,35.925816,31.291069,25.11996,17.456846,19.230516,13.683864,16.33614,15.420411,17.084976,26.055918,148.09808,246.06981,356.53082,457.71725,523.4082,559.34503,507.5621,462.5785,452.7994,324.3114,181.13014,41.250454,27.684729,31.546885,4.1541896,3.7604713,15.167761,19.877281,14.265936,12.14066,22.419527,25.100203,55.933468,131.88205
34.26,69.85,5,4,6,0,100,38.112457,35.08186,31.907919,26.965605,21.634146,16.348965,13.9377,20.7538,25.639154,32.375465,35.972584,34.680275,39.461433,23.952158,21.711002,14.041884,9.510875,8.655743,10.564801,9.0585375,14.585297,13.189421,11.459555,17.5768,209.52005,310.09863,431.87225,527.1526,545.3705,534.9484,502.00662,433.07568,361.44653,247.10176,119.04367,35.33651,30.307419,37.09616,15.890441,13.527408,23.117275,25.502592,18.54098,22.448483,25.632984,62.428417,118.961365,237.17203
44.43,136.09,6,4,6,0,100,42.41832,34.71449,28.419958,21.39133,22.02882,17.740606,20.953606,24.905533,29.84034,35.485775,38.785477,36.658745,37.053585,22.030159,15.518167,12.515223,9.9292965,6.148476,6.2638535,4.1477757,9.665204,7.695405,13.673189,17.268305,282.3892,361.7765,425.72382,428.2818,454.746,521.5321,464.60748,374.43823,243.22162,147.8741,63.54184,20.863102,19.613274,32.344074,27.52548,23.662722,31.351278,26.935274,29.831738,76.51886,69.062675,152.32858,217.42563,360.2042
44.29,231.47,7,4,6,0,100,38.628056,31.931976,28.333933,23.082048,21.427711,18.341066,22.49787,29.760132,38.660954,40.98295,39.54696,35.86495,32.57748,25.932653,18.385353,16.007486,11.827118,10.242551,10.643811,10.820013,14.623866,19.67672,17.901712,13.526153,292.56247,351.99902,405.88443,393.4535,434.3012,442.4433,366.00333,251.66942,133.49396,42.413002,24.290031,15.731704,15.532262,15.840409,17.190525,22.00632,33.408775,23.047512,53.120758,107.62051,142.57614,230.86867,403.7239,503.35168
42.73,335.02,8,4,6,0,100,37.06574,30.502577,26.817663,22.638615,24.072199,25.249905,32.65301,44.210766,39.611046,42.25577,36.92759,31.976654,26.132702,23.443188,14.362185,12.660822,9.750403,8.686799,10.39248,14.008998,19.4517,23.369759,17.332102,12.980082,412.21725,447.36624,436.62283,422.97897,425.74298,383.78314,230.40312,144.24883,49.6793,32.530174,18.499441,15.388512,14.189723,14.266383,15.233261,20.737095,33.297024,34.835457,70.02572,160.91766,272.17117,467.2931,633.63605,775.3285
36.67,454.93,9,4,6,0,100,29.816317,24.900242,23.054924,25.457703,27.51043,35.55908,44.87616,43.461918,38.14335,34.254272,30.893755,24.49899,22.0442,19.957626,11.857724,10.254552,8.611323,10.179667,17.242016,22.498442,27.790403,22.778627,16.39065,8.682851,439.8742,436.14206,422.63235,418.08704,376.53137,243.39601,126.733696,46.25343,26.113583,13.454125,0.9240334,4.3914723,2.8029182,9.843932,13.392386,19.764015,26.991346,33.24173,85.66867,180.67264,331.5017,551.235,743.661,836.06
20.55,599.1,10,4,6,0,99,17.132833,15.04475,16.64493,21.086975,28.59808,34.47724,35.996525,34.11243,27.021935,22.760365,14.740918,13.231495,11.4888935,8.153062,2.846883,4.378439,6.6076484,11.79078,19.154541,23.572432,18.925055,12.785803,2.3962498,-1.4446559,532.7153,518.7966,464.90158,398.02557,285.63135,152.57768,64.43676,21.013166,37.830585,27.845194,19.59066,16.63696,10.981056,16.103004,12.191101,28.03445,33.380566,61.70322,170.84799,291.8337,448.09146,672.7142,807.1833,852.90564
6.73,685.65,11,4,6,0,99,6.536097,8.903244,12.187975,22.673708,29.911615,27.893555,26.738281,21.953302,16.039581,12.48194,9.17752,6.097788,6.116179,6.5629373,2.4757507,9.252347,10.866462,14.357198,22.463781,12.730804,5.40789,2.5510795,-4.7866845,-4.6335125,600.483,542.81445,436.4696,312.23416,166.54834,65.54243,17.181528,16.678299,29.897976,30.564816,31.571896,26.638,20.372875,18.266247,11.351494,21.36848,61.373722,139.66762,284.2414,479.3222,628.0666,765.4273,837.11365,867.57007
4.16,695.26,12,4,6,0,99,4.3725185,10.314717,22.654987,30.881031,31.13305,27.899067,20.486069,15.04776,11.080982,4.9921474,2.199612,2.67113,1.450324,3.1525633,5.0842385,9.758261,15.44739,20.863884,20.838736,10.343617,1.7648875,-2.4794118,-8.612167,-8.183594,588.9798,472.997,326.44418,176.83057,93.85559,21.835667,18.099152,22.791632,38.781635,29.479319,22.860134,13.411409,19.0539,17.115969,13.142977,46.386517,134.37976,277.55716,453.04834,540.9718,732.52576,813.9973,872.79913,824.43536
4.1,676.85,13,4,6,0,100,7.7442064,19.34036,26.135075,29.15337,28.582935,21.074362,15.581032,10.642135,6.123882,2.033923,-0.5684343,1.6579511,1.3779101,5.396331,11.058381,16.72388,17.224556,15.191279,11.658441,4.0782094,-4.332524,-6.904029,-12.330405,-10.194861,488.02612,362.5968,220.19942,106.5538,43.958965,16.57838,14.456385,9.066074,23.14531,9.956812,-0.98442805,2.4893548,6.164193,15.859377,51.289597,131.81082,277.25824,432.28384,597.53516,699.6609,842.89264,911.8518,940.2323,841.0807
3.94,585.28,14,4,6,0,100,11.804418,20.363333,24.795753,27.336514,20.485485,17.497797,9.591548,5.776717,3.0675187,-0.70464236,-2.0766428,2.6679287,2.2153988,4.724818,11.82904,19.353054,15.35636,14.545634,8.242028,0.34709972,-8.699013,-11.410523,-10.293455,-4.3357778,403.39368,274.1782,160.39377,85.557915,38.07423,14.423561,20.21509,14.003722,31.425838,22.052439,8.796868,16.383867,19.902447,52.62222,134.2308,275.9256,460.86526,616.13684,739.8692,823.1957,850.53564,848.1489,809.4962,684.0221
3.73,433.82,15,4,6,0,99,12.500889,19.426435,15.49662,15.741971,12.014725,7.4337254,3.0867362,0.049456198,-2.8756742,-4.498881,-4.966348,0.19735986,-0.1430736,3.3898408,13.060115,16.8862,9.646388,2.7900298,-3.3740666,-9.376843,-17.688623,-13.744651,-11.6332,-9.037431,311.66803,172.34085,91.1923,52.583252,34.393543,21.563126,27.756474,26.026125,32.484882,21.457476,15.782849,19.774118,42.534924,107.06781,254.00014,424.33667,568.12,712.939,770.0639,819.46747,798.75385,728.68695,632.78406,512.2081
3.9,298.26,16,4,6,0,93,10.802068,11.580233,8.3322935,9.759636,3.2995737,1.5456295,-1.4813727,-3.4987702,-5.4889607,-5.3036194,-3.55045,-0.12544699,2.2624452,4.533658,12.916235,5.007177,-1.8721927,-7.5348353,-12.493103,-14.000038,-15.724881,-9.023446,-6.0212398,1.1358569,185.29312,84.01202,50.7874,25.494936,15.651135,8.936258,5.275836,15.090664,13.333041,7.740829,20.030052,29.31117,105.19458,258.09583,404.3681,521.7503,681.30536,780.6134,841.41046,813.0839,725.518,581.56665,437.38443,310.39877
4.61,149.3,17,4,6,0,90,6.4351516,9.349587,9.316949,7.352547,5.3016415,4.4396853,0.056809142,-1.7670194,-4.5930066,-3.7191906,0.27326632,0.6698024,4.645345,6.2480946,2.1670146,-4.089204,-9.239113,-10.273437,-7.3276954,-5.0048027,-5.715389,-0.96533096,6.0881653,11.617302,83.38153,44.994717,31.968061,14.562901,16.58042,15.986784,5.3146667,17.064682,38.167107,29.961082,40.604805,75.327255,190.84753,391.95923,473.87433,626.2151,682.5239,723.11194,759.12787,668.29034,517.0208,399.72388,288.47263,187.14519
5.38,50.41,18,4,6,0,95,7.4149985,8.671996,8.959027,4.7431746,3.3676581,2.0828528,-2.0419273,-6.0686445,-5.838519,-2.467692,-1.3358091,5.7632723,8.442107,12.950265,6.2067976,4.7573094,-1.814162,-0.58724713,0.94001496,0.81824464,6.6090627,18.139238,18.655947,19.097002,18.879288,8.915813,7.450408,2.8230586,7.789001,3.5447116,2.2164993,4.592036,29.565344,20.135784,39.891495,170.73141,324.80792,499.29382,552.10095,675.66815,723.88165,715.01447,638.7034,470.61017,356.55972,265.44363,150.66791,64.7112
9.56,8.19,19,4,6,0,27,10.23917,8.7821,5.7394757,6.364536,8.12652,7.9466896,2.1363707,0.19054297,6.5470963,7.941772,21.965946,18.239418,19.056662,19.444595,13.1525755,9.655112,6.78007,7.4298077,16.1505,24.027588,29.745638,38.222675,34.903893,31.998354,3.7469957,1.082774,0.8558527,6.5173216,5.038479,8.570831,3.029512,6.594711,31.814312,73.49832,152.90858,330.68393,501.99417,576.39813,606.02185,596.5745,540.36804,479.56802,379.5092,273.15833,195.6788,99.41209,46.817265,17.134226
13.13,1.31,20,4,6,0,1,9.789647,9.807816,9.828383,8.262406,9.510237,8.943882,6.3968234,9.052723,19.611967,21.282059,23.87264,19.893513,17.497087,16.675255,12.426868,9.492379,10.055643,14.295976,26.691977,36.258266,38.687233,35.395954,31.88011,28.540136,1.2932853,3.8322058,9.080613,11.386185,9.662636,23.17667,20.813799,39.279247,100.47234,214.73042,386.76114,532.55176,599.6449,623.69965,594.8749,553.619,498.38422,426.81104,299.9102,189.66579,98.27923,44.44647,9.074693,1.3842342
7.23,0.47,21,4,6,0,0,7.823521,9.228835,8.591778,7.144673,9.932779,12.185608,11.843832,16.949785,30.481504,20.531952,17.298048,15.562759,14.255581,11.656398,7.7706323,6.5902977,13.93184,18.3168,30.466177,35.04714,34.772034,30.99121,25.377832,17.355333,0.05496039,1.9343725,8.10084,8.400135,14.204744,36.395813,74.31315,150.86063,269.62628,423.60645,607.37305,742.88385,795.7148,777.88586,698.53723,594.25397,486.3245,327.95358,181.21242,103.85515,32.617718,5.9121895,1.6299716,0.42555597
3.15,0.96,22,4,6,0,0,3.240614,3.675305,3.4318326,3.3375347,7.8901973,10.937292,16.189035,21.116062,25.943691,13.3164625,10.195226,7.10357,2.958212,2.1839662,3.1391537,5.3088903,15.769333,26.347225,34.688267,34.086067,29.5935,25.632032,17.369255,13.326952,1.3329813,5.224729,8.093802,22.60117,30.515388,63.74347,128.65965,280.82394,450.86392,626.85626,806.6034,865.65857,838.8581,782.8464,678.8022,500.13443,341.1503,192.33792,84.339676,31.282698,19.537376,11.012563,1.580846,0.55425835
2.63,1.06,23,4,6,0,0,1.7667567,2.4859338,3.2317147,5.8445773,15.910842,16.650831,19.556051,15.248351,18.424086,9.611484,5.5150976,6.241599,4.387933,2.861516,4.7868223,12.662797,20.216963,25.861862,33.475307,28.905172,21.670033,14.279414,14.211492,12.687565,1.3329813,5.8096642,10.788502,21.187489,45.672806,121.86104,209.83183,399.53726,570.9326,719.7141,845.0602,845.41327,788.18146,685.6114,528.69055,366.9519,272.72235,177.8361,109.489334,71.586136,33.56099,10.425128,1.580846,0.55425835
2.55,1.07,0,5,6,1,0,2.2342098,0.07824013,-2.0267847,0.022804916,9.377508,9.679321,-0.49090514,-3.662238,-0.40811783,7.7069597,7.1378803,-1.4547457,-3.6288147,4.6753006,21.237461,31.848265,32.072475,31.9165,29.361753,21.327208,12.474749,9.234692,10.736974,12.693434,11.006422,53.084297,117.29588,214.93187,357.28247,483.4149,581.9858,692.3976,799.9609,829.2462,830.00055,758.4067,622.3144,467.28256,258.80746,124.655945,63.964233,22.25036,13.834578,8.412596,2.6372323,-2.2983186,-1.073895,2.395524
